Date,IDCC
2010-01-04,21.051395416259766
2010-01-05,20.604782104492188
2010-01-06,20.090045928955078
2010-01-07,20.158172607421875
2010-01-08,20.08247947692871
2010-01-11,20.31713104248047
2010-01-12,19.80239486694336
2010-01-13,19.878093719482422
2010-01-14,19.840240478515625
2010-01-15,19.46932029724121
2010-01-19,19.87052345275879
2010-01-20,19.756975173950195
2010-01-21,19.439044952392578
2010-01-22,19.0378475189209
2010-01-25,19.105981826782227
2010-01-26,19.098407745361328
2010-01-27,19.635852813720703
2010-01-28,19.052989959716797
2010-01-29,18.765342712402344
2010-02-01,19.052989959716797
2010-02-02,19.0454158782959
2010-02-03,18.947011947631836
2010-02-04,18.432273864746094
2010-02-05,18.341432571411133
2010-02-08,17.773704528808594
2010-02-09,17.95538330078125
2010-02-10,18.144617080688477
2010-02-11,18.22032356262207
2010-02-12,19.01513671875
2010-02-16,19.46932029724121
2010-02-17,19.772111892700195
2010-02-18,20.05976676940918
2010-02-19,19.87052345275879
2010-02-22,19.83266258239746
2010-02-23,19.6282901763916
2010-02-24,19.6434268951416
2010-02-25,19.650999069213867
2010-02-26,19.416337966918945
2010-03-01,19.552593231201172
2010-03-02,20.090045928955078
2010-03-03,19.69641876220703
2010-03-04,19.567731857299805
2010-03-05,19.514745712280273
2010-03-08,19.74182891845703
2010-03-09,19.931081771850586
2010-03-10,20.900007247924805
2010-03-11,21.074111938476562
2010-03-12,20.930278778076172
2010-03-15,20.816726684570312
2010-03-16,20.83944320678711
2010-03-17,21.09681510925293
2010-03-18,21.157373428344727
2010-03-19,20.831876754760742
2010-03-22,20.975696563720703
2010-03-23,21.293628692626953
2010-03-24,21.17251205444336
2010-03-25,21.164947509765625
2010-03-26,20.990835189819336
2010-03-29,20.84701156616211
2010-03-30,20.945423126220703
2010-03-31,21.089244842529297
2010-04-01,20.915142059326172
2010-04-05,21.217933654785156
2010-04-06,21.88406753540039
2010-04-07,22.217130661010742
2010-04-08,22.07330894470215
2010-04-09,22.035457611083984
2010-04-12,21.990041732788086
2010-04-13,22.07330894470215
2010-04-14,22.368534088134766
2010-04-15,22.33068084716797
2010-04-16,22.217130661010742
2010-04-19,21.914342880249023
2010-04-20,22.3912410736084
2010-04-21,22.648609161376953
2010-04-22,22.3382511138916
2010-04-23,21.90677833557129
2010-04-26,21.914342880249023
2010-04-27,21.558568954467773
2010-04-28,21.460159301757812
2010-04-29,20.80916976928711
2010-04-30,20.945423126220703
2010-05-03,21.48287010192871
2010-05-04,20.900007247924805
2010-05-05,21.551000595092773
2010-05-06,20.188451766967773
2010-05-07,19.635852813720703
2010-05-10,20.29442596435547
2010-05-11,20.196016311645508
2010-05-12,20.65019989013672
2010-05-13,20.748605728149414
2010-05-14,19.923511505126953
2010-05-17,20.249008178710938
2010-05-18,19.840240478515625
2010-05-19,19.6585750579834
2010-05-20,18.666933059692383
2010-05-21,19.370922088623047
2010-05-24,19.189250946044922
2010-05-25,19.333065032958984
2010-05-26,19.0454158782959
2010-05-27,19.915945053100586
2010-05-28,19.756975173950195
2010-06-01,19.143823623657227
2010-06-02,19.52231216430664
2010-06-03,19.734262466430664
2010-06-04,19.189250946044922
2010-06-07,18.82590103149414
2010-06-08,18.553388595581055
2010-06-09,18.583663940429688
2010-06-10,18.86374855041504
2010-06-11,19.143823623657227
