Date,HLT
2013-12-12,41.74475860595703
2013-12-13,42.909732818603516
2013-12-16,41.78358840942383
2013-12-17,42.34667205810547
2013-12-18,42.385494232177734
2013-12-19,43.259220123291016
2013-12-20,42.579654693603516
2013-12-23,41.86125564575195
2013-12-24,41.76417922973633
2013-12-26,42.133087158203125
2013-12-27,41.93891525268555
2013-12-30,42.50198745727539
2013-12-31,43.20096969604492
2014-01-02,42.44374084472656
2014-01-03,42.7349967956543
2014-01-06,42.7155647277832
2014-01-07,42.7155647277832
2014-01-08,42.77382278442383
2014-01-09,42.46314239501953
2014-01-10,42.113670349121094
2014-01-13,42.17192077636719
2014-01-14,42.909732818603516
2014-01-15,42.54082489013672
2014-01-16,42.63790512084961
2014-01-17,43.20096969604492
2014-01-21,42.56024932861328
2014-01-22,43.60872268676758
2014-01-23,43.99702835083008
2014-01-24,43.58930206298828
2014-01-27,42.696170806884766
2014-01-28,42.52141189575195
2014-01-29,42.055423736572266
2014-01-30,42.055423736572266
2014-01-31,42.0360107421875
2014-02-03,40.6768684387207
2014-02-04,40.832191467285156
2014-02-05,40.3856201171875
2014-02-06,41.16227340698242
2014-02-07,42.0360107421875
2014-02-10,41.570011138916016
2014-02-11,42.113670349121094
2014-02-12,42.50198745727539
2014-02-13,42.618492126464844
2014-02-14,42.7155647277832
2014-02-18,42.24958038330078
2014-02-19,41.80302047729492
2014-02-20,41.72533416748047
2014-02-21,43.00680923461914
2014-02-24,43.22038650512695
2014-02-25,43.43397521972656
2014-02-26,43.764034271240234
2014-02-27,43.66696548461914
2014-02-28,43.41455078125
2014-03-03,43.66696548461914
2014-03-04,43.80287170410156
2014-03-05,44.21062088012695
2014-03-06,43.647544860839844
2014-03-07,44.0941162109375
2014-03-10,43.453392028808594
2014-03-11,42.92915344238281
2014-03-12,43.3951416015625
2014-03-13,42.812660217285156
2014-03-14,42.77382278442383
2014-03-17,42.94856643676758
2014-03-18,43.822296142578125
2014-03-19,43.22038650512695
2014-03-20,43.04564666748047
2014-03-21,44.63776397705078
2014-03-24,44.19120407104492
2014-03-25,43.647544860839844
2014-03-26,43.375728607177734
2014-03-27,43.162139892578125
2014-03-28,43.20096969604492
2014-03-31,43.18154525756836
2014-04-01,43.78346252441406
2014-04-02,43.628135681152344
2014-04-03,42.75440216064453
2014-04-04,41.91950607299805
2014-04-07,41.492347717285156
2014-04-08,41.47293472290039
2014-04-09,41.76417922973633
2014-04-10,41.12343215942383
2014-04-11,41.25935745239258
2014-04-14,41.45351791381836
2014-04-15,41.51176071166992
2014-04-16,41.93891525268555
2014-04-17,42.26899719238281
2014-04-21,41.667091369628906
2014-04-22,41.76417922973633
2014-04-23,41.72533416748047
2014-04-24,41.74475860595703
2014-04-25,41.41468048095703
2014-04-28,41.492347717285156
2014-04-29,40.94870376586914
2014-04-30,42.385494232177734
2014-05-01,42.87089920043945
2014-05-02,42.812660217285156
2014-05-05,43.02623748779297
2014-05-06,43.02623748779297
2014-05-07,43.99702835083008
2014-05-08,43.95820617675781
2014-05-09,44.793094635009766
2014-05-12,44.61835861206055
2014-05-13,44.65719223022461
2014-05-14,43.78346252441406
2014-05-15,42.52141189575195
2014-05-16,42.46314239501953
2014-05-19,42.54082489013672
2014-05-20,41.570011138916016
2014-05-21,42.424320220947266
2014-05-22,42.696170806884766
2014-05-23,42.812660217285156
2014-05-27,43.18154525756836
2014-05-28,42.7349967956543
2014-05-29,43.065067291259766
2014-05-30,43.91936111450195
2014-06-02,44.230018615722656
2014-06-03,44.0941162109375
2014-06-04,44.21062088012695
2014-06-05,44.69601821899414
2014-06-06,45.200843811035156
2014-06-09,45.22024917602539
2014-06-10,45.4920768737793
2014-06-11,44.288272857666016
2014-06-12,43.647544860839844
2014-06-13,43.27863693237305
2014-06-16,43.123313903808594
2014-06-17,43.375728607177734
2014-06-18,43.3951416015625
2014-06-19,43.35629653930664
2014-06-20,43.22038650512695
2014-06-23,43.375728607177734
2014-06-24,43.68637466430664
2014-06-25,44.57950973510742
2014-06-26,44.385353088378906
2014-06-27,44.288272857666016
2014-06-30,45.23967361450195
2014-07-01,45.880401611328125
2014-07-02,46.326988220214844
2014-07-03,48.152095794677734
2014-07-07,47.56962203979492
2014-07-08,46.96770095825195
2014-07-09,47.99677276611328
2014-07-10,47.60843276977539
2014-07-11,47.220123291015625
2014-07-14,47.49195098876953
2014-07-15,47.70552062988281
2014-07-16,47.72494888305664
2014-07-17,46.73470687866211
2014-07-18,47.666683197021484
2014-07-21,48.2103385925293
2014-07-22,48.7928352355957
2014-07-23,49.5306510925293
2014-07-24,49.10348892211914
2014-07-25,49.08405685424805
2014-07-28,49.00642013549805
2014-07-29,48.50159454345703
2014-07-30,47.91910934448242
2014-07-31,47.00654602050781
2014-08-01,47.161865234375
2014-08-04,46.94829559326172
2014-08-05,46.055145263671875
2014-08-06,45.53090286254883
2014-08-07,45.977474212646484
2014-08-08,46.03573989868164
2014-08-11,46.71529006958008
2014-08-12,46.81236267089844
2014-08-13,47.550193786621094
2014-08-14,48.016178131103516
