Date,ORCL
2010-01-04,20.104772567749023
2010-01-05,20.080509185791016
2010-01-06,19.789247512817383
2010-01-07,19.724525451660156
2010-01-08,19.967243194580078
2010-01-11,19.975326538085938
2010-01-12,19.870153427124023
2010-01-13,20.06431770324707
2010-01-14,20.542621612548828
2010-01-15,20.461549758911133
2010-01-19,20.534517288208008
2010-01-20,20.31563377380371
2010-01-21,20.12917709350586
2010-01-22,19.577917098999023
2010-01-25,19.480640411376953
2010-01-26,19.359031677246094
2010-01-27,19.342823028564453
2010-01-28,19.026655197143555
2010-01-29,18.694276809692383
2010-02-01,18.823984146118164
2010-02-02,19.261749267578125
2010-02-03,19.253646850585938
2010-02-04,18.734811782836914
2010-02-05,19.091506958007812
2010-02-08,18.7429141998291
2010-02-09,19.059085845947266
2010-02-10,18.734811782836914
2010-02-11,18.929367065429688
2010-02-12,18.97801971435547
2010-02-16,19.302282333374023
2010-02-17,19.602235794067383
2010-02-18,19.87786293029785
2010-02-19,19.715728759765625
2010-02-22,20.112960815429688
2010-02-23,19.845439910888672
2010-02-24,20.080541610717773
2010-02-25,20.161605834960938
2010-02-26,19.983261108398438
2010-03-01,20.056215286254883
2010-03-02,19.92650604248047
2010-03-03,19.861650466918945
2010-03-04,20.07243537902832
2010-03-05,20.226459503173828
2010-03-08,20.02379035949707
2010-03-09,20.16971206665039
2010-03-10,20.161605834960938
2010-03-11,20.380489349365234
2010-03-12,20.307518005371094
2010-03-15,20.493976593017578
2010-03-16,20.43723487854004
2010-03-17,20.64800453186035
2010-03-18,20.575050354003906
2010-03-19,20.4210262298584
2010-03-22,20.72096824645996
2010-03-23,21.069568634033203
2010-03-24,20.883113861083984
2010-03-25,21.110097885131836
2010-03-26,20.826364517211914
2010-03-29,20.729080200195312
2010-03-30,20.70476722717285
2010-03-31,20.84257698059082
2010-04-01,20.63990592956543
2010-04-05,20.7371883392334
2010-04-06,20.939861297607422
2010-04-07,21.004711151123047
2010-04-08,20.939861297607422
2010-04-09,21.183061599731445
2010-04-12,21.280529022216797
2010-04-13,21.402372360229492
2010-04-14,21.42672348022461
2010-04-15,21.280529022216797
2010-04-16,21.077478408813477
2010-04-19,21.272409439086914
2010-04-20,21.239917755126953
2010-04-21,21.35363006591797
2010-04-22,21.313016891479492
2010-04-23,21.507963180541992
2010-04-26,21.49983787536621
2010-04-27,21.101829528808594
2010-04-28,21.004365921020508
2010-04-29,21.093711853027344
2010-04-30,21.01249885559082
2010-05-03,21.126205444335938
2010-05-04,20.281482696533203
2010-05-05,20.25712013244629
2010-05-06,19.420516967773438
2010-05-07,19.0143985748291
2010-05-10,19.81038475036621
2010-05-11,19.6479434967041
2010-05-12,19.980958938598633
2010-05-13,19.688552856445312
2010-05-14,19.314929962158203
2010-05-17,19.28243064880371
2010-05-18,19.030641555786133
2010-05-19,18.83570671081543
2010-05-20,18.153430938720703
2010-05-21,17.999107360839844
2010-05-24,18.09657859802246
2010-05-25,18.03158950805664
2010-05-26,17.79604721069336
2010-05-27,18.340242385864258
2010-05-28,18.33212661743164
2010-06-01,18.03158950805664
2010-06-02,18.38897705078125
2010-06-03,18.551422119140625
2010-06-04,17.9747314453125
2010-06-07,17.625478744506836
2010-06-08,17.674209594726562
2010-06-09,17.495527267456055
2010-06-10,18.03158950805664
2010-06-11,18.42959213256836
2010-06-14,18.42959213256836
2010-06-15,18.84381866455078
2010-06-16,18.82758331298828
2010-06-17,18.738243103027344
2010-06-18,18.84381866455078
2010-06-21,18.754486083984375
2010-06-22,18.592031478881836
2010-06-23,18.42146110534668
2010-06-24,18.047840118408203
2010-06-25,18.405221939086914
2010-06-28,18.23465919494629
2010-06-29,17.666093826293945
2010-06-30,17.4305419921875
2010-07-01,17.503643035888672
2010-07-02,17.731069564819336
2010-07-06,18.129060745239258
