Date,BRX
2013-10-30,11.734881401062012
2013-10-31,11.878691673278809
2013-11-01,11.953472137451172
2013-11-04,12.045516967773438
2013-11-05,11.855681419372559
2013-11-06,11.706125259399414
2013-11-07,11.412749290466309
2013-11-08,11.36097526550293
2013-11-11,11.435758590698242
2013-11-12,11.30920696258545
2013-11-13,11.516291618347168
2013-11-14,11.619840621948242
2013-11-15,11.665854454040527
2013-11-18,11.683109283447266
2013-11-19,11.660102844238281
2013-11-20,11.602580070495605
2013-11-21,11.55080795288086
2013-11-22,11.562310218811035
2013-11-25,11.527799606323242
2013-11-26,11.504791259765625
2013-11-27,11.585320472717285
2013-11-29,11.608327865600586
2013-12-02,11.504791259765625
2013-12-03,11.464518547058105
2013-12-04,11.533550262451172
2013-12-05,11.556557655334473
2013-12-06,11.614081382751465
2013-12-09,11.579568862915039
2013-12-10,11.608327865600586
2013-12-11,11.504791259765625
2013-12-12,11.447261810302734
2013-12-13,11.556557655334473
2013-12-16,11.510540962219238
2013-12-17,11.556557655334473
2013-12-18,11.59107494354248
2013-12-19,11.562310218811035
2013-12-20,11.619840621948242
2013-12-23,11.614081382751465
2013-12-24,11.614081382751465
2013-12-26,11.642841339111328
2013-12-27,11.734881401062012
2013-12-30,11.769393920898438
2013-12-31,11.694615364074707
2014-01-02,11.681300163269043
2014-01-03,11.721819877624512
2014-01-06,11.692882537841797
2014-01-07,11.721819877624512
2014-01-08,11.768128395080566
2014-01-09,11.826016426086426
2014-01-10,11.895474433898926
2014-01-13,11.739189147949219
2014-01-14,11.652359962463379
2014-01-15,11.756550788879395
2014-01-16,11.727608680725098
2014-01-17,11.8781156539917
2014-01-21,11.889693260192871
2014-01-22,12.005463600158691
2014-01-23,12.179118156433105
2014-01-24,12.017035484313965
2014-01-27,11.970728874206543
2014-01-28,11.768128395080566
2014-01-29,11.744974136352539
2014-01-30,11.901268005371094
2014-01-31,11.970728874206543
2014-02-03,11.756550788879395
2014-02-04,11.895474433898926
2014-02-05,11.85495662689209
2014-02-06,11.959152221679688
2014-02-07,12.017035484313965
2014-02-10,12.121236801147461
2014-02-11,12.144386291503906
2014-02-12,12.063347816467285
2014-02-13,12.022829055786133
2014-02-14,12.144386291503906
2014-02-18,12.18490982055664
2014-02-19,12.306466102600098
2014-02-20,12.300679206848145
2014-02-21,12.335406303405762
2014-02-24,12.335406303405762
2014-02-25,12.428027153015137
2014-02-26,12.590104103088379
2014-02-27,12.781124114990234
2014-02-28,12.781124114990234
2014-03-03,12.711664199829102
2014-03-04,12.763763427734375
2014-03-05,12.619047164916992
2014-03-06,12.543797492980957
2014-03-07,12.538008689880371
2014-03-10,12.607473373413086
2014-03-11,12.422231674194336
2014-03-12,12.318045616149902
2014-03-13,12.561164855957031
2014-03-14,12.665356636047363
2014-03-17,12.630626678466797
2014-03-18,12.433813095092773
2014-03-19,12.254372596740723
2014-03-20,12.242789268493652
2014-03-21,12.358564376831055
2014-03-24,12.32961654663086
2014-03-25,12.358564376831055
2014-03-26,12.323833465576172
2014-03-27,12.260162353515625
2014-03-28,12.300679206848145
2014-03-31,12.3469877243042
2014-04-01,12.29439640045166
2014-04-02,12.446318626403809
2014-04-03,12.463854789733887
2014-04-04,12.533973693847656
2014-04-07,12.539811134338379
2014-04-08,12.691742897033691
2014-04-09,12.458009719848633
2014-04-10,12.32361888885498
2014-04-11,12.241808891296387
2014-04-14,12.317768096923828
2014-04-15,12.539811134338379
2014-04-16,12.504755973815918
2014-04-17,12.446318626403809
2014-04-21,12.417107582092285
2014-04-22,12.469696044921875
2014-04-23,12.440481185913086
2014-04-24,12.563191413879395
2014-04-25,12.440481185913086
2014-04-28,12.680059432983398
2014-04-29,12.592408180236816
2014-04-30,12.831982612609863
2014-05-01,12.75601863861084
2014-05-02,12.878730773925781
2014-05-05,13.007285118103027
2014-05-06,13.089088439941406
2014-05-07,13.229331016540527
2014-05-08,13.352045059204102
2014-05-09,13.340352058410645
2014-05-12,13.346197128295898
2014-05-13,13.147526741027832
2014-05-14,13.281923294067383
2014-05-15,13.089088439941406
2014-05-16,13.194270133972168
2014-05-19,13.065716743469238
2014-05-20,13.013128280639648
2014-05-21,12.995599746704102
2014-05-22,13.024815559387207
2014-05-23,13.059879302978516
2014-05-27,13.211800575256348
2014-05-28,12.726805686950684
2014-05-29,12.668373107910156
2014-05-30,12.709272384643555
2014-06-02,12.84366512298584
2014-06-03,12.902100563049316
2014-06-04,12.861201286315918
2014-06-05,13.001440048217773
2014-06-06,12.96638298034668
2014-06-09,12.785237312316895
2014-06-10,12.697586059570312
2014-06-11,12.656683921813965
2014-06-12,12.621625900268555
2014-06-13,12.621625900268555
2014-06-16,12.586564064025879
2014-06-17,12.563191413879395
2014-06-18,12.709272384643555
2014-06-19,12.925477027893066
2014-06-20,13.054028511047363
2014-06-23,13.042343139648438
2014-06-24,13.200114250183105
2014-06-25,13.31697940826416
2014-06-26,13.439692497253418
2014-06-27,13.463067054748535
2014-06-30,13.410470962524414
2014-07-01,13.54015827178955
2014-07-02,13.622686386108398
2014-07-03,13.675742149353027
2014-07-07,13.770055770874023
2014-07-08,13.787736892700195
2014-07-09,13.687525749206543
2014-07-10,13.64037036895752
2014-07-11,13.740578651428223
2014-07-14,13.770055770874023
2014-07-15,13.834894180297852
2014-07-16,13.840790748596191
2014-07-17,13.80542278289795
2014-07-18,13.887946128845215
2014-07-21,13.864365577697754
2014-07-22,13.887946128845215
2014-07-23,13.97046947479248
2014-07-24,13.988157272338867
2014-07-25,13.899735450744629
2014-07-28,13.905630111694336
2014-07-29,13.716998100280762
2014-07-30,13.504786491394043
2014-07-31,13.351526260375977
2014-08-01,13.38690185546875
2014-08-04,13.498894691467285
2014-08-05,13.42816162109375
2014-08-06,13.493000984191895
2014-08-07,13.54015827178955
2014-08-08,13.5106840133667
2014-08-11,13.711101531982422
2014-08-12,13.534266471862793
2014-08-13,13.746475219726562
2014-08-14,13.793633460998535
2014-08-15,13.775948524475098
2014-08-18,13.97046947479248
2014-08-19,14.064787864685059
2014-08-20,14.141417503356934
2014-08-21,14.135520935058594
2014-08-22,13.999946594238281
2014-08-25,13.98226261138916
2014-08-26,13.976369857788086
2014-08-27,13.946897506713867
2014-08-28,13.952789306640625
2014-08-29,13.952789306640625
2014-09-02,14.082478523254395
2014-09-03,14.017629623413086
2014-09-04,13.846678733825684
2014-09-05,13.935107231140137
2014-09-08,14.076577186584473
2014-09-09,14.017629623413086
2014-09-10,13.882052421569824
2014-09-11,13.899735450744629
2014-09-12,13.663951873779297
2014-09-15,13.504786491394043
2014-09-16,13.604995727539062
2014-09-17,13.575528144836426
2014-09-18,13.345633506774902
2014-09-19,13.546052932739258
2014-09-22,13.392789840698242
2014-09-23,13.304366111755371
2014-09-24,13.251317977905273
2014-09-25,13.186476707458496
2014-09-26,13.157003402709961
2014-09-29,13.204158782958984
2014-09-30,13.121635437011719
2014-10-01,13.121638298034668
2014-10-02,13.068100929260254
2014-10-03,13.103790283203125
2014-10-06,13.228705406188965
2014-10-07,13.193014144897461
2014-10-08,13.48447322845459
2014-10-09,13.442837715148926
2014-10-10,13.395246505737305
2014-10-13,13.597488403320312
2014-10-14,14.001964569091797
2014-10-15,13.85326099395752
2014-10-16,13.799723625183105
2014-10-17,13.651019096374512
2014-10-20,13.924633026123047
2014-10-21,14.049548149108887
2014-10-22,14.156620025634766
2014-10-23,14.263679504394531
2014-10-24,14.239887237548828
2014-10-27,14.269625663757324
2014-10-28,14.4183349609375
2014-10-29,14.269625663757324
2014-10-30,14.394538879394531
2014-10-31,14.489715576171875
2014-11-03,14.53729248046875
2014-11-04,14.501606941223145
2014-11-05,14.436175346374512
2014-11-06,14.335062026977539
2014-11-07,14.281523704528809
2014-11-10,14.436175346374512
2014-11-11,14.222043991088867
2014-11-12,14.156620025634766
2014-11-13,14.126871109008789
2014-11-14,14.132824897766113
2014-11-17,14.085236549377441
2014-11-18,14.126871109008789
2014-11-19,14.061445236206055
2014-11-20,14.037651062011719
2014-11-21,14.12092399597168
2014-11-24,14.067390441894531
