Date,BEPC
2020-07-24,23.115846633911133
2020-07-27,22.975555419921875
2020-07-28,22.489927291870117
2020-07-29,23.623058319091797
2020-07-30,21.9719295501709
2020-07-31,24.24897575378418
2020-08-03,25.360523223876953
2020-08-04,24.373077392578125
2020-08-05,25.22022819519043
2020-08-06,25.112314224243164
2020-08-07,25.910903930664062
2020-08-10,26.01881980895996
2020-08-11,25.44146156311035
2020-08-12,25.53319549560547
2020-08-13,25.24181365966797
2020-08-14,25.41448402404785
2020-08-17,25.290382385253906
2020-08-18,25.123104095458984
2020-08-19,26.342565536499023
2020-08-20,27.276058197021484
2020-08-21,27.57282257080078
2020-08-24,28.743730545043945
2020-08-25,28.89480972290039
2020-08-26,29.16460418701172
2020-08-27,29.223957061767578
2020-08-28,28.676753997802734
2020-08-31,27.69765281677246
2020-09-01,27.284242630004883
2020-09-02,28.2687931060791
2020-09-03,27.82819366455078
2020-09-04,27.681337356567383
2020-09-08,27.398479461669922
2020-09-09,27.833641052246094
2020-09-10,27.480072021484375
2020-09-11,27.512712478637695
2020-09-14,27.284242630004883
2020-09-15,28.06753158569336
2020-09-16,28.665868759155273
2020-09-17,28.638669967651367
2020-09-18,28.29055404663086
2020-09-21,28.116485595703125
2020-09-22,27.82819366455078
2020-09-23,27.692201614379883
2020-09-24,27.82819366455078
2020-09-25,29.22613525390625
2020-09-28,30.188919067382812
2020-09-29,30.836210250854492
2020-09-30,31.875139236450195
2020-10-01,32.478919982910156
2020-10-02,32.44083786010742
2020-10-05,34.84508514404297
2020-10-06,33.419952392578125
2020-10-07,35.34550476074219
2020-10-08,34.502403259277344
2020-10-09,34.66557312011719
2020-10-12,36.237579345703125
2020-10-13,35.32918930053711
2020-10-14,35.60116195678711
2020-10-15,35.69907760620117
2020-10-16,36.18861770629883
2020-10-19,36.86855697631836
2020-10-20,37.29283142089844
2020-10-21,37.031734466552734
2020-10-22,36.33549499511719
2020-10-23,35.10072326660156
2020-10-26,34.67645263671875
2020-10-27,35.81329345703125
2020-10-28,35.17688751220703
2020-10-29,36.351806640625
2020-10-30,36.31917953491211
2020-11-02,37.93467712402344
2020-11-03,37.831336975097656
2020-11-04,37.760623931884766
2020-11-05,39.637229919433594
2020-11-06,40.11046600341797
2020-11-09,39.615474700927734
2020-11-10,38.4514274597168
2020-11-11,40.27363967895508
2020-11-12,40.05607223510742
2020-11-13,39.93096160888672
2020-11-16,38.81587600708008
2020-11-17,39.35437774658203
2020-11-18,39.033451080322266
2020-11-19,38.881141662597656
2020-11-20,39.38700485229492
2020-11-23,40.19204330444336
2020-11-24,41.910919189453125
2020-11-25,43.172874450683594
2020-11-27,42.61171340942383
2020-11-30,43.289913177490234
2020-12-01,40.746673583984375
2020-12-02,40.44038009643555
2020-12-03,40.20520782470703
2020-12-04,39.8989143371582
2020-12-07,38.903499603271484
2020-12-08,38.80504608154297
2020-12-09,38.18153762817383
2020-12-10,38.30733108520508
2020-12-11,38.52610778808594
2020-12-14,40.50327682495117
2020-12-15,41.8897590637207
2020-12-16,40.57711410522461
2020-12-17,41.93077850341797
2020-12-18,42.94807434082031
2020-12-21,43.85051727294922
2020-12-22,47.29621124267578
2020-12-23,47.747440338134766
2020-12-24,48.05097961425781
2020-12-28,47.84588623046875
2020-12-29,48.26428985595703
2020-12-30,47.632572174072266
2020-12-31,47.80486297607422
2021-01-04,47.542335510253906
2021-01-05,49.25697326660156
2021-01-06,49.61795425415039
2021-01-07,50.30708694458008
2021-01-08,51.19313049316406
2021-01-11,48.66628646850586
2021-01-12,48.78113555908203
2021-01-13,48.87137985229492
2021-01-14,47.55052947998047
2021-01-15,47.59975814819336
2021-01-19,48.94521713256836
2021-01-20,48.36273193359375
2021-01-21,48.87137985229492
2021-01-22,48.133018493652344
2021-01-25,47.71461486816406
2021-01-26,46.02458572387695
2021-01-27,44.777584075927734
2021-01-28,46.0491943359375
2021-01-29,45.90153503417969
2021-02-01,46.065608978271484
2021-02-02,45.90972900390625
2021-02-03,45.089332580566406
2021-02-04,44.457618713378906
2021-02-05,46.35275650024414
2021-02-08,46.71372985839844
2021-02-09,44.06382751464844
2021-02-10,42.693756103515625
2021-02-11,41.22522735595703
2021-02-12,41.45494842529297
2021-02-16,39.82234191894531
2021-02-17,39.63364791870117
2021-02-18,39.56801223754883
2021-02-19,40.35560607910156
2021-02-22,37.91900634765625
2021-02-23,38.77222442626953
2021-02-24,38.3374137878418
2021-02-25,37.58926010131836
2021-02-26,38.13427734375
2021-03-01,38.126014709472656
2021-03-02,37.952598571777344
2021-03-03,37.51494216918945
2021-03-04,35.83036422729492
2021-03-05,34.26138687133789
2021-03-08,34.063201904296875
2021-03-09,36.40840148925781
2021-03-10,36.00377655029297
2021-03-11,37.523197174072266
2021-03-12,37.49842071533203
2021-03-15,38.20859909057617
2021-03-16,38.431556701660156
2021-03-17,37.969120025634766
2021-03-18,36.680908203125
2021-03-19,36.55705261230469
2021-03-22,37.44062805175781
2021-03-23,37.391075134277344
2021-03-24,36.55705261230469
2021-03-25,36.93689727783203
2021-03-26,37.55623245239258
2021-03-29,36.86258316040039
2021-03-30,38.109500885009766
2021-03-31,38.64625549316406
2021-04-01,38.76185989379883
2021-04-05,40.06658935546875
2021-04-06,39.63718032836914
2021-04-07,38.19207763671875
2021-04-08,38.63800048828125
2021-04-09,39.125205993652344
2021-04-12,38.98482131958008
2021-04-13,39.472023010253906
2021-04-14,38.48109436035156
2021-04-15,38.77837371826172
2021-04-16,38.415042877197266
2021-04-19,36.57355880737305
2021-04-20,35.33489990234375
2021-04-21,35.3431510925293
2021-04-22,35.57437515258789
2021-04-23,36.27628707885742
2021-04-26,37.09379959106445
2021-04-27,36.3753776550293
2021-04-28,35.912940979003906
2021-04-29,35.16147994995117
2021-04-30,34.25312805175781
2021-05-03,34.005401611328125
2021-05-04,33.36955261230469
2021-05-05,33.2374382019043
2021-05-06,32.80802536010742
2021-05-07,32.940155029296875
2021-05-10,32.370361328125
2021-05-11,31.899681091308594
2021-05-12,31.28034210205078
2021-05-13,30.9665470123291
2021-05-14,32.53551483154297
2021-05-17,32.92363357543945
2021-05-18,33.78243637084961
2021-05-19,34.55866622924805
2021-05-20,35.24406051635742
2021-05-21,35.070648193359375
2021-05-24,35.02935791015625
2021-05-25,34.96330261230469
2021-05-26,36.00377655029297
2021-05-27,35.840789794921875
2021-05-28,35.52478790283203
