Date,TSCO
2010-01-04,2.1909143924713135
2010-01-05,2.167912721633911
2010-01-06,2.16339373588562
2010-01-07,2.1929681301116943
2010-01-08,2.1917362213134766
2010-01-11,2.174074411392212
2010-01-12,2.1748950481414795
2010-01-13,2.188858985900879
2010-01-14,2.1703765392303467
2010-01-15,2.154358386993408
2010-01-19,2.17160964012146
2010-01-20,2.100140333175659
2010-01-21,2.0845305919647217
2010-01-22,2.058243751525879
2010-01-25,2.1050684452056885
2010-01-26,2.0791919231414795
2010-01-27,2.1449103355407715
2010-01-28,2.1153364181518555
2010-01-29,2.073030710220337
2010-02-01,2.142446517944336
2010-02-02,2.1736631393432617
2010-02-03,2.1416244506835938
2010-02-04,2.086996078491211
2010-02-05,2.0783705711364746
2010-02-08,2.059476137161255
2010-02-09,2.1095869541168213
2010-02-10,2.0931570529937744
2010-02-11,2.130946397781372
2010-02-12,2.126016616821289
2010-02-16,2.153536558151245
2010-02-17,2.206111192703247
2010-02-18,2.186396837234497
2010-02-19,2.1942012310028076
2010-02-22,2.1917362213134766
2010-02-23,2.1954331398010254
2010-02-24,2.2484195232391357
2010-02-25,2.2549901008605957
2010-02-26,2.2475967407226562
2010-03-01,2.3548014163970947
2010-03-02,2.338782787322998
2010-03-03,2.331799030303955
2010-03-04,2.323584794998169
2010-03-05,2.3609626293182373
2010-03-08,2.369999408721924
2010-03-09,2.3576765060424805
2010-03-10,2.3736958503723145
2010-03-11,2.386871576309204
2010-03-12,2.4004592895507812
2010-03-15,2.3893418312072754
2010-03-16,2.481983184814453
2010-03-17,2.428457736968994
2010-03-18,2.4535746574401855
2010-03-19,2.4412221908569336
2010-03-22,2.483219623565674
2010-03-23,2.4663376808166504
2010-03-24,2.4198110103607178
2010-03-25,2.391813278198242
2010-03-26,2.3975777626037598
2010-03-29,2.3992233276367188
2010-03-30,2.4288690090179443
2010-03-31,2.3901655673980713
2010-04-01,2.445751428604126
2010-04-05,2.5108072757720947
2010-04-06,2.5313925743103027
2010-04-07,2.7401468753814697
2010-04-08,2.737264394760132
2010-04-09,2.736441135406494
2010-04-12,2.7298524379730225
2010-04-13,2.7512640953063965
2010-04-14,2.756204843521118
2010-04-15,2.7566168308258057
2010-04-16,2.7553813457489014
2010-04-19,2.8056142330169678
2010-04-20,2.7969677448272705
2010-04-21,2.8484346866607666
2010-04-22,2.8768460750579834
2010-04-23,2.8727283477783203
2010-04-26,2.8904337882995605
2010-04-27,2.785027027130127
2010-04-28,2.759911060333252
2010-04-29,2.8673746585845947
2010-04-30,2.7656750679016113
2010-05-03,2.7969677448272705
2010-05-04,2.7376763820648193
2010-05-05,2.7133841514587402
2010-05-06,2.637622356414795
2010-05-07,2.5972721576690674
2010-05-10,2.7492055892944336
2010-05-11,2.7932612895965576
2010-05-12,2.8731398582458496
2010-05-13,2.8690147399902344
2010-05-14,2.8223934173583984
2010-05-17,2.8690147399902344
2010-05-18,2.754318952560425
2010-05-19,2.766695737838745
2010-05-20,2.6899588108062744
2010-05-21,2.7122368812561035
2010-05-24,2.7155375480651855
2010-05-25,2.7225518226623535
2010-05-26,2.667266368865967
2010-05-27,2.8240442276000977
2010-05-28,2.795576810836792
2010-06-01,2.734516143798828
2010-06-02,2.786912679672241
2010-06-03,2.7889747619628906
2010-06-04,2.6503515243530273
2010-06-07,2.577739953994751
2010-06-08,2.6317858695983887
2010-06-09,2.650764226913452
2010-06-10,2.6961474418640137
2010-06-11,2.7435929775238037
2010-06-14,2.8005268573760986
2010-06-15,2.8223934173583984
2010-06-16,2.806303024291992
2010-06-17,2.745654344558716
2010-06-18,2.772059679031372
2010-06-21,2.7192509174346924
2010-06-22,2.611983060836792
2010-06-23,2.656127691268921
2010-06-24,2.5785648822784424
2010-06-25,2.559586524963379
2010-06-28,2.6008434295654297
2010-06-29,2.5298802852630615
2010-06-30,2.5154409408569336
2010-07-01,2.526580572128296
2010-07-02,2.536069393157959
2010-07-06,2.527818202972412
2010-07-07,2.6305477619171143
2010-07-08,2.698622226715088
2010-07-09,2.7122368812561035
2010-07-12,2.719663619995117
2010-07-13,2.7794857025146484
2010-07-14,2.8025906085968018
2010-07-15,2.8393096923828125
2010-07-16,2.753906011581421
2010-07-19,2.807128667831421
2010-07-20,2.8409597873687744
2010-07-21,2.7753610610961914
2010-07-22,2.8240442276000977
2010-07-23,2.876028060913086
2010-07-26,2.8941802978515625
2010-07-27,2.8479738235473633
2010-07-28,2.810429573059082
2010-07-29,2.862825870513916
2010-07-30,2.8677756786346436
2010-08-02,2.908621311187744
2010-08-03,2.8570501804351807
2010-08-04,2.882216215133667
2010-08-05,2.898719310760498
2010-08-06,2.9044950008392334
2010-08-09,2.9713313579559326
2010-08-10,2.9346120357513428
2010-08-11,2.8133175373077393
2010-08-12,2.848871946334839
2010-08-13,2.8339879512786865
2010-08-16,2.862100839614868
2010-08-17,2.865407943725586
2010-08-18,2.907576084136963
2010-08-19,2.896413803100586
2010-08-20,2.9270074367523193
2010-08-23,2.9361021518707275
2010-08-24,2.8447368144989014
2010-08-25,2.8112504482269287
2010-08-26,2.772801399230957
2010-08-27,2.8377089500427246
2010-08-30,2.8228251934051514
2010-08-31,2.810422897338867
2010-09-01,2.903441905975342
2010-09-02,2.952226400375366
2010-09-03,3.0022499561309814
2010-09-07,3.0311877727508545
2010-09-08,3.079145669937134
2010-09-09,3.0369765758514404
2010-09-10,3.0444176197052
2010-09-13,3.0717034339904785
2010-09-14,3.1204874515533447
2010-09-15,3.154387950897217
2010-09-16,3.118833541870117
2010-09-17,3.1163532733917236
2010-09-20,3.197382926940918
2010-09-21,3.193248987197876
2010-09-22,3.1411571502685547
2010-09-23,3.13950514793396
2010-09-24,3.190769672393799
2010-09-27,3.170924425125122
2010-09-28,3.2742793560028076
2010-09-29,3.2428596019744873
2010-09-30,3.279240131378174
2010-10-01,3.2412052154541016
2010-10-04,3.193248987197876
2010-10-05,3.218881130218506
2010-10-06,3.2288033962249756
2010-10-07,3.226323127746582
2010-10-08,3.189941167831421
2010-10-11,3.2139203548431396
2010-10-12,3.3048717975616455
2010-10-13,3.2883355617523193
2010-10-14,3.283374547958374
2010-10-15,3.2775869369506836
2010-10-18,3.196556806564331
2010-10-19,3.1576943397521973
2010-10-20,3.1411571502685547
2010-10-21,3.0989890098571777
2010-10-22,3.1684439182281494
2010-10-25,3.2627041339874268
