Date,CL
2010-01-04,28.598052978515625
2010-01-05,28.829322814941406
2010-01-06,28.763742446899414
2010-01-07,28.649826049804688
2010-01-08,28.1355037689209
2010-01-11,28.0112361907959
2010-01-12,27.849016189575195
2010-01-13,27.98017120361328
2010-01-14,27.759267807006836
2010-01-15,27.61429214477539
2010-01-19,27.817951202392578
2010-01-20,27.341602325439453
2010-01-21,27.44573402404785
2010-01-22,28.01499366760254
2010-01-25,27.931682586669922
2010-01-26,27.900436401367188
2010-01-27,27.903902053833008
2010-01-28,27.765073776245117
2010-01-29,27.778947830200195
2010-02-01,27.747703552246094
2010-02-02,28.13300323486328
2010-02-03,28.05316162109375
2010-02-04,27.65399932861328
2010-02-05,27.51168441772461
2010-02-08,27.452672958374023
2010-02-09,27.827552795410156
2010-02-10,27.706052780151367
2010-02-11,27.883089065551758
2010-02-12,27.650524139404297
2010-02-16,27.98375129699707
2010-02-17,28.185068130493164
2010-02-18,28.61548614501953
2010-02-19,28.375991821289062
2010-02-22,28.49051284790039
2010-02-23,28.424575805664062
2010-02-24,28.795982360839844
2010-02-25,28.84804916381836
2010-02-26,28.789039611816406
2010-03-01,29.084083557128906
2010-03-02,29.108369827270508
2010-03-03,29.108369827270508
2010-03-04,29.212512969970703
2010-03-05,29.2298641204834
2010-03-08,29.139612197875977
2010-03-09,29.330528259277344
2010-03-10,29.01117706298828
2010-03-11,29.184736251831055
2010-03-12,29.209035873413086
2010-03-15,29.285398483276367
2010-03-16,29.372182846069336
2010-03-17,29.375638961791992
2010-03-18,29.424245834350586
2010-03-19,29.44853401184082
2010-03-22,29.486711502075195
2010-03-23,29.62207794189453
2010-03-24,29.274974822998047
2010-03-25,28.952184677124023
2010-03-26,29.309694290161133
2010-03-29,29.497142791748047
2010-03-30,29.663732528686523
2010-03-31,29.594331741333008
2010-04-01,29.78522300720215
2010-04-05,29.719276428222656
2010-04-06,29.479778289794922
2010-04-07,29.542261123657227
2010-04-08,29.351350784301758
2010-04-09,29.25067710876465
2010-04-12,29.431184768676758
2010-04-13,29.347877502441406
2010-04-14,29.37912368774414
2010-04-15,29.243743896484375
2010-04-16,29.243743896484375
2010-04-19,29.209035873413086
2010-04-20,29.34441566467285
2010-04-21,29.399944305419922
2010-04-22,29.33359146118164
2010-04-23,29.0855655670166
2010-04-26,29.41042137145996
2010-04-27,29.197351455688477
2010-04-28,29.689855575561523
2010-04-29,29.619997024536133
2010-04-30,29.37550163269043
2010-05-03,29.434865951538086
2010-05-04,28.94586944580078
2010-05-05,28.893461227416992
2010-05-06,28.5616397857666
2010-05-07,28.016742706298828
2010-05-10,29.054140090942383
2010-05-11,28.931884765625
2010-05-12,29.183393478393555
2010-05-13,29.03667640686035
2010-05-14,28.90744972229004
2010-05-17,29.274194717407227
2010-05-18,29.04366111755371
2010-05-19,28.694374084472656
2010-05-20,28.048175811767578
2010-05-21,27.800189971923828
2010-05-24,27.499792098999023
2010-05-25,27.360065460205078
2010-05-26,27.237831115722656
2010-05-27,27.513765335083008
2010-05-28,27.276260375976562
2010-06-01,26.87105941772461
2010-06-02,27.32164764404297
2010-06-03,27.552186965942383
2010-06-04,26.979341506958008
2010-06-07,27.119062423706055
2010-06-08,27.510269165039062
2010-06-09,27.496294021606445
2010-06-10,27.758264541625977
2010-06-11,27.6464900970459
2010-06-14,27.705869674682617
2010-06-15,28.226320266723633
2010-06-16,28.163454055786133
2010-06-17,28.257749557495117
2010-06-18,28.14948081970215
2010-06-21,28.34857749938965
2010-06-22,28.2717342376709
2010-06-23,28.058658599853516
2010-06-24,28.05515480041504
2010-06-25,27.604589462280273
2010-06-28,27.67792320251465
2010-06-29,27.24481201171875
2010-06-30,27.510269165039062
2010-07-01,27.538217544555664
2010-07-02,27.496294021606445
2010-07-06,27.513765335083008
2010-07-07,28.28571891784668
2010-07-08,28.628000259399414
2010-07-09,28.694374084472656
2010-07-12,28.935379028320312
2010-07-13,29.04366111755371
2010-07-14,29.099557876586914
2010-07-15,29.022706985473633
2010-07-16,28.931884765625
2010-07-19,29.029701232910156
2010-07-20,29.330078125
2010-07-21,29.001760482788086
2010-07-22,29.026365280151367
2010-07-23,29.34274673461914
2010-07-26,29.437650680541992
2010-07-27,29.736467361450195
2010-07-28,29.479835510253906
2010-07-29,27.462018966674805
2010-07-30,27.764341354370117
2010-08-02,27.50773048400879
2010-08-03,27.469053268432617
2010-08-04,27.44092559814453
2010-08-05,27.11400032043457
2010-08-06,26.89253044128418
2010-08-09,26.811670303344727
2010-08-10,27.409290313720703
2010-08-11,26.881980895996094
2010-08-12,27.075328826904297
2010-08-13,26.853857040405273
2010-08-16,26.776521682739258
2010-08-17,26.874958038330078
2010-08-18,26.99799346923828
2010-08-19,26.980409622192383
2010-08-20,26.727298736572266
2010-08-23,26.548023223876953
2010-08-24,26.530439376831055
2010-08-25,26.46365737915039
2010-08-26,26.010173797607422
2010-08-27,26.101581573486328
2010-08-30,25.96446418762207
2010-08-31,25.957443237304688
2010-09-01,26.33710289001465
2010-09-02,26.305465698242188
2010-09-03,26.31249237060547
2010-09-07,26.28085708618164
2010-09-08,26.221099853515625
2010-09-09,26.21054458618164
2010-09-10,26.42850112915039
2010-09-13,26.38280487060547
2010-09-14,26.516382217407227
2010-09-15,26.811670303344727
2010-09-16,26.920658111572266
2010-09-17,27.198362350463867
2010-09-20,27.50773048400879
2010-09-21,27.613178253173828
2010-09-22,27.57802391052246
2010-09-23,27.44092559814453
2010-09-24,27.602628707885742
2010-09-27,27.74675750732422
2010-09-28,27.70457649230957
2010-09-29,27.528812408447266
2010-09-30,27.019081115722656
2010-10-01,26.917131423950195
2010-10-04,26.864410400390625
2010-10-05,26.33710289001465
2010-10-06,25.999635696411133
2010-10-07,25.925804138183594
2010-10-08,26.330076217651367
2010-10-11,26.31249237060547
2010-10-12,26.34414291381836
2010-10-13,26.621841430664062
2010-10-14,26.660520553588867
2010-10-15,26.678089141845703
2010-10-18,26.9733829498291
2010-10-19,26.80463981628418
2010-10-20,27.13157081604004
2010-10-21,27.14927864074707
2010-10-22,27.198822021484375
2010-10-25,27.209449768066406
2010-10-26,27.060789108276367
2010-10-27,26.724506378173828
2010-10-28,26.519216537475586
2010-10-29,27.297941207885742
2010-11-01,27.347505569458008
2010-11-02,27.627124786376953
2010-11-03,27.772258758544922
2010-11-04,27.765174865722656
2010-11-05,27.457218170166016
