Date,HDSN
2010-01-04,1.4199999570846558
2010-01-05,1.4600000381469727
2010-01-06,1.4299999475479126
2010-01-07,1.4299999475479126
2010-01-08,1.4299999475479126
2010-01-11,1.4600000381469727
2010-01-12,1.4600000381469727
2010-01-13,1.600000023841858
2010-01-14,1.840000033378601
2010-01-15,1.7999999523162842
2010-01-19,1.850000023841858
2010-01-20,1.850000023841858
2010-01-21,2.0
2010-01-22,2.3299999237060547
2010-01-25,2.4100000858306885
2010-01-26,2.4000000953674316
2010-01-27,2.299999952316284
2010-01-28,2.2100000381469727
2010-01-29,2.3399999141693115
2010-02-01,2.2100000381469727
2010-02-02,2.1700000762939453
2010-02-03,2.130000114440918
2010-02-04,1.899999976158142
2010-02-05,1.9900000095367432
2010-02-08,1.9600000381469727
2010-02-09,2.1700000762939453
2010-02-10,2.200000047683716
2010-02-11,2.0999999046325684
2010-02-12,2.2200000286102295
2010-02-16,2.1600000858306885
2010-02-17,2.009999990463257
2010-02-18,2.009999990463257
2010-02-19,2.0399999618530273
2010-02-22,2.0899999141693115
2010-02-23,2.049999952316284
2010-02-24,2.0199999809265137
2010-02-25,2.0799999237060547
2010-02-26,2.130000114440918
2010-03-01,2.0999999046325684
2010-03-02,2.0299999713897705
2010-03-03,2.069999933242798
2010-03-04,2.190000057220459
2010-03-05,2.1600000858306885
2010-03-08,2.1700000762939453
2010-03-09,2.3499999046325684
2010-03-10,2.640000104904175
2010-03-11,2.5399999618530273
2010-03-12,2.5399999618530273
2010-03-15,2.6500000953674316
2010-03-16,2.569999933242798
2010-03-17,2.4800000190734863
2010-03-18,2.619999885559082
2010-03-19,2.8499999046325684
2010-03-22,2.890000104904175
2010-03-23,2.799999952316284
2010-03-24,2.740000009536743
2010-03-25,2.740000009536743
2010-03-26,2.759999990463257
2010-03-29,2.7799999713897705
2010-03-30,2.75
2010-03-31,2.5999999046325684
2010-04-01,2.6700000762939453
2010-04-05,2.7799999713897705
2010-04-06,2.680000066757202
2010-04-07,2.6500000953674316
2010-04-08,2.619999885559082
2010-04-09,2.630000114440918
2010-04-12,2.619999885559082
2010-04-13,2.6500000953674316
2010-04-14,2.640000104904175
2010-04-15,2.6500000953674316
2010-04-16,2.5999999046325684
2010-04-19,2.5199999809265137
2010-04-20,2.5399999618530273
2010-04-21,2.359999895095825
2010-04-22,2.319999933242798
2010-04-23,2.380000114440918
2010-04-26,2.2699999809265137
2010-04-27,2.25
2010-04-28,2.380000114440918
2010-04-29,2.390000104904175
2010-04-30,2.700000047683716
2010-05-03,2.5399999618530273
2010-05-04,2.5299999713897705
2010-05-05,2.5
2010-05-06,2.430000066757202
2010-05-07,2.259999990463257
2010-05-10,2.2799999713897705
2010-05-11,2.0999999046325684
2010-05-12,2.119999885559082
2010-05-13,2.140000104904175
2010-05-14,2.180000066757202
2010-05-17,2.0899999141693115
2010-05-18,2.109999895095825
2010-05-19,1.9500000476837158
2010-05-20,1.8600000143051147
2010-05-21,1.899999976158142
2010-05-24,2.0299999713897705
2010-05-25,2.049999952316284
2010-05-26,2.190000057220459
2010-05-27,2.1500000953674316
2010-05-28,2.0999999046325684
2010-06-01,2.25
2010-06-02,2.1700000762939453
2010-06-03,2.0899999141693115
2010-06-04,2.0399999618530273
2010-06-07,2.059999942779541
2010-06-08,2.069999933242798
2010-06-09,2.299999952316284
2010-06-10,2.3399999141693115
2010-06-11,2.240000009536743
2010-06-14,2.25
2010-06-15,2.1500000953674316
2010-06-16,2.2799999713897705
2010-06-17,2.380000114440918
2010-06-18,2.5
2010-06-21,2.4000000953674316
2010-06-22,2.4600000381469727
2010-06-23,2.5
2010-06-24,2.4700000286102295
2010-06-25,2.4700000286102295
2010-06-28,2.3299999237060547
2010-06-29,2.1500000953674316
2010-06-30,2.0399999618530273
2010-07-01,1.940000057220459
2010-07-02,1.940000057220459
2010-07-06,1.8799999952316284
2010-07-07,1.75
2010-07-08,1.7000000476837158
2010-07-09,1.7799999713897705
2010-07-12,2.0
2010-07-13,1.9800000190734863
2010-07-14,1.9199999570846558
2010-07-15,1.9900000095367432
2010-07-16,1.8300000429153442
2010-07-19,1.8899999856948853
2010-07-20,1.8300000429153442
2010-07-21,1.8899999856948853
2010-07-22,1.9500000476837158
2010-07-23,1.8700000047683716
2010-07-26,1.8600000143051147
2010-07-27,1.8700000047683716
2010-07-28,1.9900000095367432
2010-07-29,1.940000057220459
2010-07-30,2.1500000953674316
2010-08-02,1.9199999570846558
2010-08-03,1.940000057220459
2010-08-04,1.75
2010-08-05,1.7599999904632568
2010-08-06,1.7000000476837158
2010-08-09,1.6299999952316284
2010-08-10,1.7200000286102295
2010-08-11,1.75
2010-08-12,1.8700000047683716
2010-08-13,1.850000023841858
2010-08-16,1.840000033378601
2010-08-17,1.8300000429153442
2010-08-18,1.8600000143051147
2010-08-19,1.8600000143051147
2010-08-20,1.840000033378601
2010-08-23,1.8799999952316284
