Date,STWD
2010-01-04,4.00454044342041
2010-01-05,3.9880518913269043
2010-01-06,3.946831703186035
2010-01-07,3.938587188720703
2010-01-08,4.002479076385498
2010-01-11,4.0787353515625
2010-01-12,4.01690673828125
2010-01-13,4.068432331085205
2010-01-14,4.084918975830078
2010-01-15,4.097283363342285
2010-01-19,4.119955539703369
2010-01-20,4.097283363342285
2010-01-21,4.01690673828125
2010-01-22,4.031332492828369
2010-01-25,4.012783050537109
2010-01-26,3.938587188720703
2010-01-27,4.000417709350586
2010-01-28,4.049881935119629
2010-01-29,4.041638374328613
2010-02-01,3.9612574577331543
2010-02-02,3.9262216091156006
2010-02-03,3.909734010696411
2010-02-04,3.876758098602295
2010-02-05,3.810805559158325
2010-02-08,3.7695844173431396
2010-02-09,3.788135528564453
2010-02-10,3.76546311378479
2010-02-11,3.800499677658081
2010-02-12,3.7819509506225586
2010-02-16,3.777829647064209
2010-02-17,3.7613394260406494
2010-02-18,3.7304255962371826
2010-02-19,4.039576530456543
2010-02-22,3.9241602420806885
2010-02-23,3.9262216091156006
2010-02-24,3.8911852836608887
2010-02-25,3.860269784927368
2010-02-26,3.856147289276123
2010-03-01,3.868513822555542
2010-03-02,3.8437821865081787
2010-03-03,3.829353094100952
2010-03-04,3.8396596908569336
2010-03-05,3.8705739974975586
2010-03-08,3.9736247062683105
2010-03-09,3.9962961673736572
2010-03-10,3.9035513401031494
2010-03-11,3.8829398155212402
2010-03-12,3.9241602420806885
2010-03-15,3.983928918838501
2010-03-16,3.963320255279541
2010-03-17,3.9056103229522705
2010-03-18,3.928283929824829
2010-03-19,3.9674417972564697
2010-03-22,3.9365248680114746
2010-03-23,3.985990524291992
2010-03-24,3.983928918838501
2010-03-25,3.9179770946502686
2010-03-26,3.9818689823150635
2010-03-29,4.029818534851074
2010-03-30,4.031902313232422
2010-03-31,4.023563385009766
2010-04-01,3.913072109222412
2010-04-05,3.9505960941314697
2010-04-06,3.919325828552246
2010-04-07,4.038156032562256
2010-04-08,4.03607177734375
2010-04-09,4.011054992675781
2010-04-12,4.017308712005615
2010-04-13,3.9922919273376465
2010-04-14,4.011054992675781
2010-04-15,4.029818534851074
2010-04-16,3.969360828399658
2010-04-19,3.965188980102539
2010-04-20,3.9464271068573
2010-04-21,3.98603892326355
2010-04-22,3.996462821960449
2010-04-23,4.006884574890137
2010-04-26,4.000631332397461
2010-04-27,3.9735305309295654
2010-04-28,3.9610214233398438
2010-04-29,4.004801273345947
2010-04-30,3.9505960941314697
2010-05-03,3.9610214233398438
2010-05-04,3.9401726722717285
2010-05-05,3.8984780311584473
2010-05-06,3.7984108924865723
2010-05-07,3.7254445552825928
2010-05-10,3.8567845821380615
2010-05-11,3.8484444618225098
2010-05-12,3.8755462169647217
2010-05-13,3.8442749977111816
2010-05-14,3.800496816635132
2010-05-17,3.9276654720306396
2010-05-18,3.7504618167877197
2010-05-19,3.723360300064087
2010-05-20,3.648308038711548
2010-05-21,3.729614496231079
2010-05-24,3.623292922973633
2010-05-25,3.6816647052764893
2010-05-26,3.6816647052764893
2010-05-27,3.840106248855591
2010-05-28,3.800496816635132
2010-06-01,3.785902500152588
2010-06-02,3.835935592651367
2010-06-03,3.802578926086426
2010-06-04,3.608698844909668
2010-06-07,3.608698844909668
2010-06-08,3.629546880722046
2010-06-09,3.6107845306396484
2010-06-10,3.679579257965088
2010-06-11,3.7358686923980713
2010-06-14,3.7462923526763916
2010-06-15,3.8317673206329346
2010-06-16,3.8171732425689697
2010-06-17,3.802578926086426
2010-06-18,3.7629714012145996
2010-06-21,3.721275568008423
2010-06-22,3.677494764328003
2010-06-23,3.662903070449829
2010-06-24,3.592020034790039
2010-06-25,3.700427770614624
2010-06-28,3.647563934326172
2010-06-29,3.5629827976226807
2010-06-30,3.584127902984619
2010-07-01,3.5481810569763184
2010-07-02,3.5587551593780518
2010-07-06,3.52492094039917
2010-07-07,3.6179609298706055
2010-07-08,3.660252094268799
2010-07-09,3.702543258666992
2010-07-12,3.715228796005249
2010-07-13,3.7892379760742188
2010-07-14,3.787123441696167
2010-07-15,3.734259843826294
2010-07-16,3.5629827976226807
2010-07-19,3.594701051712036
2010-07-20,3.6919686794281006
2010-07-21,3.6137313842773438
2010-07-22,3.7300305366516113
2010-07-23,3.7659780979156494
2010-07-26,3.7850098609924316
2010-07-27,3.7934658527374268
2010-07-28,3.787123441696167
2010-07-29,3.7850098609924316
2010-07-30,3.7554051876068115
2010-08-02,3.7934658527374268
2010-08-03,3.810382604598999
2010-08-04,3.9118809700012207
2010-08-05,3.8378708362579346
2010-08-06,3.8040385246276855
2010-08-09,3.8146119117736816
2010-08-10,3.8801615238189697
2010-08-11,3.943598985671997
2010-08-12,3.990116834640503
2010-08-13,3.93091082572937
2010-08-16,3.9753165245056152
2010-08-17,3.960515260696411
2010-08-18,4.01760721206665
2010-08-19,3.9647440910339355
2010-08-20,4.028179168701172
