Date,LXP
2010-01-04,2.5528156757354736
2010-01-05,2.56089448928833
2010-01-06,2.524540901184082
2010-01-07,2.548776149749756
2010-01-08,2.581089735031128
2010-01-11,2.5932083129882812
2010-01-12,2.524540901184082
2010-01-13,2.540696859359741
2010-01-14,2.5083839893341064
2010-01-15,2.564932107925415
2010-01-19,2.6901509761810303
2010-01-20,2.435675859451294
2010-01-21,2.4841482639312744
2010-01-22,2.4437551498413086
2010-01-25,2.463951826095581
2010-01-26,2.4477946758270264
2010-01-27,2.4558722972869873
2010-01-28,2.4074013233184814
2010-01-29,2.403362512588501
2010-02-01,2.4558722972869873
2010-02-02,2.4558722972869873
2010-02-03,2.391245126724243
2010-02-04,2.2579498291015625
2010-02-05,2.233713388442993
2010-02-08,2.140810489654541
2010-02-09,2.169085741043091
2010-02-10,2.1488893032073975
2010-02-11,2.156968116760254
2010-02-12,2.2579498291015625
2010-02-16,2.3831660747528076
2010-02-17,2.4477946758270264
2010-02-18,2.496264696121216
2010-02-19,2.4275972843170166
2010-02-22,2.4316368103027344
2010-02-23,2.4437551498413086
2010-02-24,2.4437551498413086
2010-02-25,2.3993241786956787
2010-02-26,2.403362512588501
2010-03-01,2.41144061088562
2010-03-02,2.4154810905456543
2010-03-03,2.4195199012756348
2010-03-04,2.4154810905456543
2010-03-05,2.3831660747528076
2010-03-08,2.391245126724243
2010-03-09,2.476069211959839
2010-03-10,2.568972110748291
2010-03-11,2.6376404762268066
2010-03-12,2.738621711730957
2010-03-15,2.7992098331451416
2010-03-16,2.8274853229522705
2010-03-17,2.8476808071136475
2010-03-18,2.8274853229522705
2010-03-19,2.787092447280884
2010-03-22,2.8961527347564697
2010-03-23,2.8032491207122803
2010-03-24,2.77093505859375
2010-03-25,2.787092447280884
2010-03-26,2.8274853229522705
2010-03-29,2.7660183906555176
2010-03-30,2.7947022914886475
2010-03-31,2.6676719188690186
2010-04-01,2.782409191131592
2010-04-05,2.8151915073394775
2010-04-06,2.8807568550109863
2010-04-07,2.8602681159973145
2010-04-08,2.888951301574707
2010-04-09,3.0200817584991455
2010-04-12,2.913539171218872
2010-04-13,2.9463226795196533
2010-04-14,3.024179220199585
2010-04-15,2.9094412326812744
2010-04-16,2.8356809616088867
2010-04-19,2.8684639930725098
2010-04-20,2.901245355606079
2010-04-21,3.003690719604492
2010-04-22,3.0487678050994873
2010-04-23,3.1102335453033447
2010-04-26,3.0733535289764404
2010-04-27,2.929929494857788
2010-04-28,2.925832748413086
2010-04-29,3.0774505138397217
2010-04-30,2.901245355606079
2010-05-03,3.0487678050994873
2010-05-04,2.893050193786621
2010-05-05,2.8684639930725098
2010-05-06,2.770116090774536
2010-05-07,2.6512794494628906
2010-05-10,2.856171131134033
2010-05-11,2.823387622833252
2010-05-12,2.925832748413086
2010-05-13,2.85207200050354
2010-05-14,2.782409191131592
2010-05-17,2.7742135524749756
2010-05-18,2.6963555812835693
2010-05-19,2.7045512199401855
2010-05-20,2.5201499462127686
2010-05-21,2.585714817047119
2010-05-24,2.470975637435913
2010-05-25,2.4955642223358154
2010-05-26,2.442291498184204
2010-05-27,2.6021053791046143
2010-05-28,2.5447371006011963
2010-06-01,2.434096336364746
2010-06-02,2.4545857906341553
2010-06-03,2.421802282333374
2010-06-04,2.298868179321289
2010-06-07,2.2210094928741455
2010-06-08,2.1882283687591553
2010-06-09,2.229205369949341
2010-06-10,2.3152596950531006
2010-06-11,2.3562381267547607
2010-06-14,2.442291498184204
2010-06-15,2.552931785583496
2010-06-16,2.4996609687805176
2010-06-17,2.5201499462127686
2010-06-18,2.524247169494629
2010-06-21,2.5447371006011963
2010-06-22,2.536541223526001
2010-06-23,2.507856845855713
2010-06-24,2.4586825370788574
2010-06-25,2.6963555812835693
2010-06-28,2.6505842208862305
2010-06-29,2.504948377609253
2010-06-30,2.500786542892456
2010-07-01,2.4633378982543945
2010-07-02,2.4217276573181152
2010-07-06,2.2511239051818848
2010-07-07,2.4258878231048584
2010-07-08,2.4134044647216797
2010-07-09,2.4716591835021973
2010-07-12,2.4092442989349365
2010-07-13,2.4966259002685547
2010-07-14,2.500786542892456
2010-07-15,2.5382354259490967
2010-07-16,2.400921106338501
2010-07-19,2.450855016708374
2010-07-20,2.517430543899536
2010-07-21,2.3926000595092773
2010-07-22,2.4924654960632324
2010-07-23,2.5465574264526367
2010-07-26,2.5881683826446533
2010-07-27,2.638101577758789
2010-07-28,2.638101577758789
2010-07-29,2.6464223861694336
2010-07-30,2.675550937652588
2010-08-02,2.7670931816101074
2010-08-03,2.808703899383545
2010-08-04,2.904407501220703
2010-08-05,2.8836023807525635
2010-08-06,2.862797260284424
2010-08-09,2.904407501220703
2010-08-10,2.8336703777313232
2010-08-11,2.704677104949951
2010-08-12,2.6963555812835693
2010-08-13,2.6505842208862305
2010-08-16,2.617295742034912
2010-08-17,2.70883846282959
2010-08-18,2.67971134185791
2010-08-19,2.6131346225738525
2010-08-20,2.563201904296875
2010-08-23,2.608973503112793
2010-08-24,2.6006522178649902
2010-08-25,2.663067579269409
2010-08-26,2.638101577758789
2010-08-27,2.704677104949951
2010-08-30,2.704677104949951
2010-08-31,2.7754147052764893
2010-09-01,2.8669581413269043
2010-09-02,2.9418575763702393
2010-09-03,2.9876291751861572
2010-09-07,2.975145101547241
2010-09-08,2.916890859603882
2010-09-09,2.841991662979126
2010-09-10,2.8877642154693604
2010-09-13,2.975145101547241
