Date,UHS
2010-01-04,28.91684913635254
2010-01-05,28.684768676757812
2010-01-06,28.545522689819336
2010-01-07,28.972545623779297
2010-01-08,30.281471252441406
2010-01-11,29.96584129333496
2010-01-12,29.065380096435547
2010-01-13,30.411434173583984
2010-01-14,30.968425750732422
2010-01-15,30.04010772705078
2010-01-19,29.863723754882812
2010-01-20,28.14635467529297
2010-01-21,27.134498596191406
2010-01-22,26.688913345336914
2010-01-25,27.422279357910156
2010-01-26,28.63835906982422
2010-01-27,28.06281280517578
2010-01-28,27.283031463623047
2010-01-29,27.06951141357422
2010-02-01,27.25518035888672
2010-02-02,28.164920806884766
2010-02-03,27.737897872924805
2010-02-04,27.078792572021484
2010-02-05,26.76317024230957
2010-02-08,26.86528968811035
2010-02-09,28.07208824157715
2010-02-10,28.656930923461914
2010-02-11,29.130353927612305
2010-02-12,29.724483489990234
2010-02-16,29.715200424194336
2010-02-17,29.5573787689209
2010-02-18,29.622371673583984
2010-02-19,29.96584129333496
2010-02-22,29.19533920288086
2010-02-23,28.369140625
2010-02-24,28.220619201660156
2010-02-25,28.834314346313477
2010-02-26,28.843612670898438
2010-03-01,29.466596603393555
2010-03-02,29.792049407958984
2010-03-03,29.429407119750977
2010-03-04,30.712596893310547
2010-03-05,30.777677536010742
2010-03-08,30.740480422973633
2010-03-09,30.256973266601562
2010-03-10,31.15891456604004
2010-03-11,31.298385620117188
2010-03-12,30.712596893310547
2010-03-15,31.48436164855957
2010-03-16,31.754011154174805
2010-03-17,32.20033264160156
2010-03-18,31.77259635925293
2010-03-19,32.0422477722168
2010-03-22,34.0228271484375
2010-03-23,33.42771911621094
2010-03-24,32.702430725097656
2010-03-25,32.71173858642578
2010-03-26,33.13016891479492
2010-03-29,33.5392951965332
2010-03-30,33.28824234008789
2010-03-31,32.62805938720703
2010-04-01,34.1343879699707
2010-04-05,34.06000900268555
2010-04-06,34.11578369140625
2010-04-07,34.19947814941406
2010-04-08,34.39476013183594
2010-04-09,33.77176284790039
2010-04-12,33.93913269042969
2010-04-13,33.52999496459961
2010-04-14,32.96279525756836
2010-04-15,32.897705078125
2010-04-16,32.41420364379883
2010-04-19,33.25105667114258
2010-04-20,34.404052734375
2010-04-21,33.464900970458984
2010-04-22,33.35333251953125
2010-04-23,33.94841384887695
2010-04-26,33.44630813598633
2010-04-27,34.301780700683594
2010-04-28,34.171600341796875
2010-04-29,35.50125503540039
2010-04-30,34.5156364440918
2010-05-03,35.19440841674805
2010-05-04,33.90193176269531
2010-05-05,33.483516693115234
2010-05-06,32.57225799560547
2010-05-07,32.98139190673828
2010-05-10,34.078609466552734
2010-05-11,34.850364685058594
2010-05-12,35.278099060058594
2010-05-13,35.054931640625
2010-05-14,36.300926208496094
2010-05-17,39.183433532714844
2010-05-18,38.82077407836914
2010-05-19,39.146236419677734
2010-05-20,38.8765754699707
2010-05-21,39.0439567565918
2010-05-24,38.56973648071289
2010-05-25,38.904476165771484
2010-05-26,39.369384765625
2010-05-27,40.086219787597656
2010-05-28,39.453182220458984
2010-06-01,39.00633239746094
2010-06-02,40.123451232910156
2010-06-03,40.36549758911133
2010-06-04,38.69910430908203
2010-06-07,38.39189910888672
2010-06-08,37.53545379638672
2010-06-09,38.056758880615234
2010-06-10,39.00633239746094
2010-06-11,39.22976303100586
2010-06-14,39.360076904296875
2010-06-15,40.24446105957031
2010-06-16,39.80693435668945
2010-06-17,39.52764892578125
2010-06-18,38.4756965637207
2010-06-21,37.47957992553711
2010-06-22,36.52071762084961
2010-06-23,37.03273010253906
2010-06-24,37.47026062011719
2010-06-25,37.302696228027344
2010-06-28,36.753456115722656
2010-06-29,35.9993896484375
2010-06-30,35.51530456542969
2010-07-01,34.59368133544922
2010-07-02,34.06304931640625
2010-07-06,33.91409683227539
2010-07-07,34.20267868041992
2010-07-08,34.20267868041992
2010-07-09,33.96995162963867
2010-07-12,33.886165618896484
2010-07-13,34.323692321777344
2010-07-14,34.993980407714844
2010-07-15,35.04985046386719
2010-07-16,34.26786422729492
2010-07-19,34.10958480834961
2010-07-20,33.699974060058594
2010-07-21,32.53630447387695
2010-07-22,32.48976516723633
2010-07-23,32.601463317871094
2010-07-26,33.8023796081543
2010-07-27,32.983150482177734
2010-07-28,32.17323303222656
2010-07-29,31.91257095336914
2010-07-30,33.485862731933594
2010-08-02,32.50838088989258
2010-08-03,33.699974060058594
2010-08-04,35.12432098388672
2010-08-05,35.37565994262695
2010-08-06,35.226715087890625
2010-08-09,35.37565994262695
2010-08-10,35.11500930786133
