Date,PRAX
2021-04-13,455.54998779296875
2021-04-14,379.5
2021-04-15,387.75
2021-04-16,410.54998779296875
2021-04-19,398.70001220703125
2021-04-20,389.54998779296875
2021-04-21,443.25
2021-04-22,450.6000061035156
2021-04-23,418.95001220703125
2021-04-26,467.70001220703125
2021-04-27,450.8999938964844
2021-04-28,474.75
2021-04-29,483.29998779296875
2021-04-30,459.8999938964844
2021-05-03,443.3999938964844
2021-05-04,378.29998779296875
2021-05-05,394.95001220703125
2021-05-06,414.29998779296875
2021-05-07,420.8999938964844
2021-05-10,387.8999938964844
2021-05-11,387.75
2021-05-12,324.45001220703125
2021-05-13,281.54998779296875
2021-05-14,325.5
2021-05-17,314.25
2021-05-18,307.6499938964844
2021-05-19,296.54998779296875
2021-05-20,301.95001220703125
2021-05-21,294.6000061035156
2021-05-24,290.54998779296875
2021-05-25,291.8999938964844
2021-05-26,276.45001220703125
2021-05-27,279.6000061035156
2021-05-28,293.8500061035156
2021-06-01,296.1000061035156
2021-06-02,285.8999938964844
2021-06-03,279.0
2021-06-04,289.04998779296875
2021-06-07,297.8999938964844
2021-06-08,306.29998779296875
2021-06-09,307.04998779296875
2021-06-10,309.6000061035156
2021-06-11,301.04998779296875
2021-06-14,310.6499938964844
2021-06-15,302.70001220703125
2021-06-16,330.1499938964844
2021-06-17,338.8500061035156
2021-06-18,322.79998779296875
2021-06-21,307.6499938964844
2021-06-22,294.45001220703125
2021-06-23,289.95001220703125
2021-06-24,293.1000061035156
2021-06-25,301.5
2021-06-28,301.20001220703125
2021-06-29,298.6499938964844
2021-06-30,274.20001220703125
2021-07-01,276.29998779296875
2021-07-02,281.8500061035156
2021-07-06,291.6000061035156
2021-07-07,289.5
2021-07-08,297.0
2021-07-09,292.79998779296875
2021-07-12,288.45001220703125
2021-07-13,282.8999938964844
2021-07-14,260.8500061035156
2021-07-15,258.1499938964844
2021-07-16,261.1499938964844
2021-07-19,262.95001220703125
2021-07-20,275.54998779296875
2021-07-21,261.1499938964844
2021-07-22,259.5
2021-07-23,245.85000610351562
2021-07-26,245.10000610351562
2021-07-27,235.5
2021-07-28,237.14999389648438
2021-07-29,235.1999969482422
2021-07-30,234.0
2021-08-02,233.6999969482422
2021-08-03,222.3000030517578
2021-08-04,213.4499969482422
2021-08-05,220.9499969482422
2021-08-06,221.39999389648438
2021-08-09,219.60000610351562
2021-08-10,226.64999389648438
2021-08-11,225.75
2021-08-12,208.1999969482422
2021-08-13,207.0
2021-08-16,197.25
2021-08-17,233.25
2021-08-18,240.14999389648438
2021-08-19,249.4499969482422
2021-08-20,281.3999938964844
2021-08-23,297.45001220703125
2021-08-24,276.8999938964844
2021-08-25,276.0
2021-08-26,271.79998779296875
2021-08-27,297.6000061035156
2021-08-30,286.04998779296875
2021-08-31,298.04998779296875
2021-09-01,295.5
2021-09-02,315.0
2021-09-03,321.6000061035156
2021-09-07,338.3999938964844
2021-09-08,304.3500061035156
2021-09-09,302.70001220703125
2021-09-10,314.54998779296875
2021-09-13,310.79998779296875
2021-09-14,304.3500061035156
2021-09-15,295.6499938964844
2021-09-16,306.6000061035156
2021-09-17,299.3999938964844
2021-09-20,278.54998779296875
2021-09-21,313.04998779296875
2021-09-22,299.70001220703125
2021-09-23,301.04998779296875
2021-09-24,299.70001220703125
2021-09-27,320.25
2021-09-28,306.1499938964844
2021-09-29,279.8999938964844
2021-09-30,277.3500061035156
2021-10-01,289.3500061035156
2021-10-04,283.95001220703125
2021-10-05,286.5
2021-10-06,291.8999938964844
2021-10-07,288.1499938964844
2021-10-08,297.29998779296875
2021-10-11,289.5
2021-10-12,271.04998779296875
2021-10-13,273.75
2021-10-14,285.75
2021-10-15,300.1499938964844
2021-10-18,274.95001220703125
2021-10-19,296.70001220703125
2021-10-20,306.6000061035156
2021-10-21,325.79998779296875
2021-10-22,329.1000061035156
2021-10-25,344.8500061035156
2021-10-26,339.45001220703125
2021-10-27,325.04998779296875
2021-10-28,324.1499938964844
2021-10-29,312.0
2021-11-01,325.95001220703125
2021-11-02,325.5
2021-11-03,329.54998779296875
2021-11-04,333.29998779296875
2021-11-05,331.95001220703125
2021-11-08,332.1000061035156
2021-11-09,329.8500061035156
2021-11-10,312.1499938964844
2021-11-11,305.54998779296875
2021-11-12,304.79998779296875
2021-11-15,289.79998779296875
2021-11-16,296.8500061035156
2021-11-17,281.54998779296875
2021-11-18,281.70001220703125
2021-11-19,280.04998779296875
2021-11-22,264.29998779296875
2021-11-23,265.04998779296875
2021-11-24,276.0
2021-11-26,251.39999389648438
2021-11-29,256.3500061035156
2021-11-30,256.6499938964844
2021-12-01,257.25
2021-12-02,295.6499938964844
2021-12-03,270.0
2021-12-06,281.25
2021-12-07,286.6499938964844
2021-12-08,287.25
2021-12-09,272.25
2021-12-10,265.5
2021-12-13,273.29998779296875
2021-12-14,273.0
2021-12-15,278.1000061035156
2021-12-16,281.25
2021-12-17,260.70001220703125
2021-12-20,275.1000061035156
2021-12-21,285.1499938964844
2021-12-22,297.0
2021-12-23,309.1499938964844
2021-12-27,295.04998779296875
2021-12-28,292.6499938964844
2021-12-29,279.6000061035156
2021-12-30,292.79998779296875
2021-12-31,295.5
2022-01-03,304.3500061035156
2022-01-04,298.6499938964844
2022-01-05,275.54998779296875
2022-01-06,284.8500061035156
2022-01-07,271.6499938964844
2022-01-10,253.35000610351562
2022-01-11,269.54998779296875
2022-01-12,260.70001220703125
2022-01-13,256.5
2022-01-14,262.95001220703125
2022-01-18,216.89999389648438
2022-01-19,222.75
2022-01-20,217.1999969482422
2022-01-21,225.0
2022-01-24,219.4499969482422
2022-01-25,217.5
2022-01-26,200.85000610351562
2022-01-27,193.35000610351562
2022-01-28,198.89999389648438
2022-01-31,222.89999389648438
2022-02-01,218.6999969482422
2022-02-02,201.60000610351562
2022-02-03,190.9499969482422
2022-02-04,197.25
2022-02-07,199.9499969482422
2022-02-08,203.10000610351562
2022-02-09,214.0500030517578
2022-02-10,199.8000030517578
2022-02-11,192.75
2022-02-14,191.39999389648438
2022-02-15,203.25
2022-02-16,198.14999389648438
2022-02-17,189.0
2022-02-18,190.9499969482422
2022-02-22,194.85000610351562
2022-02-23,193.1999969482422
2022-02-24,206.10000610351562
2022-02-25,199.9499969482422
2022-02-28,196.5
2022-03-01,196.1999969482422
2022-03-02,195.75
2022-03-03,192.60000610351562
2022-03-04,191.5500030517578
2022-03-07,201.3000030517578
2022-03-08,198.60000610351562
2022-03-09,206.39999389648438
2022-03-10,200.10000610351562
2022-03-11,185.6999969482422
2022-03-14,163.64999389648438
2022-03-15,158.25
2022-03-16,160.0500030517578
2022-03-17,166.64999389648438
2022-03-18,177.0
2022-03-21,164.10000610351562
2022-03-22,178.0500030517578
2022-03-23,168.14999389648438
2022-03-24,173.5500030517578
2022-03-25,166.35000610351562
2022-03-28,163.9499969482422
2022-03-29,166.35000610351562
2022-03-30,154.1999969482422
2022-03-31,153.14999389648438
2022-04-01,160.5
2022-04-04,161.10000610351562
2022-04-05,163.9499969482422
2022-04-06,170.10000610351562
2022-04-07,164.5500030517578
2022-04-08,154.1999969482422
2022-04-11,143.5500030517578
2022-04-12,139.64999389648438
2022-04-13,145.1999969482422
2022-04-14,129.60000610351562
2022-04-18,126.5999984741211
2022-04-19,124.19999694824219
2022-04-20,124.5
2022-04-21,123.30000305175781
2022-04-22,130.5
2022-04-25,132.14999389648438
2022-04-26,122.69999694824219
2022-04-27,124.80000305175781
2022-04-28,128.85000610351562
2022-04-29,121.5
2022-05-02,132.0
2022-05-03,126.0
2022-05-04,131.10000610351562
2022-05-05,121.94999694824219
2022-05-06,121.19999694824219
2022-05-09,110.8499984741211
2022-05-10,138.14999389648438
2022-05-11,131.25
2022-05-12,136.0500030517578
2022-05-13,155.25
2022-05-16,163.8000030517578
2022-05-17,164.25
2022-05-18,151.64999389648438
2022-05-19,153.89999389648438
2022-05-20,160.64999389648438
2022-05-23,147.3000030517578
2022-05-24,136.0500030517578
2022-05-25,132.60000610351562
2022-05-26,125.69999694824219
2022-05-27,126.1500015258789
2022-05-31,124.5
2022-06-01,121.19999694824219
2022-06-02,123.75
2022-06-03,128.85000610351562
2022-06-06,28.200000762939453
2022-06-07,27.600000381469727
2022-06-08,27.0
2022-06-09,26.25
2022-06-10,26.700000762939453
2022-06-13,27.299999237060547
2022-06-14,28.649999618530273
2022-06-15,28.950000762939453
2022-06-16,29.100000381469727
2022-06-17,31.200000762939453
2022-06-21,31.049999237060547
2022-06-22,31.799999237060547
2022-06-23,35.099998474121094
2022-06-24,35.099998474121094
2022-06-27,37.20000076293945
2022-06-28,35.849998474121094
2022-06-29,37.650001525878906
2022-06-30,36.75
2022-07-01,37.650001525878906
2022-07-05,39.0
2022-07-06,39.45000076293945
2022-07-07,42.0
2022-07-08,49.04999923706055
2022-07-11,48.599998474121094
2022-07-12,50.25
2022-07-13,53.25
2022-07-14,50.70000076293945
2022-07-15,53.70000076293945
2022-07-18,50.25
2022-07-19,52.20000076293945
2022-07-20,53.54999923706055
2022-07-21,52.95000076293945
2022-07-22,48.150001525878906
2022-07-25,47.70000076293945
2022-07-26,49.95000076293945
2022-07-27,52.79999923706055
2022-07-28,53.099998474121094
2022-07-29,52.95000076293945
2022-08-01,48.45000076293945
2022-08-02,46.349998474121094
2022-08-03,48.29999923706055
2022-08-04,49.650001525878906
2022-08-05,49.20000076293945
2022-08-08,58.95000076293945
2022-08-09,60.150001525878906
2022-08-10,71.55000305175781
2022-08-11,63.599998474121094
2022-08-12,65.55000305175781
2022-08-15,69.9000015258789
2022-08-16,64.05000305175781
2022-08-17,63.0
2022-08-18,56.849998474121094
2022-08-19,55.95000076293945
2022-08-22,56.400001525878906
2022-08-23,60.29999923706055
2022-08-24,64.3499984741211
2022-08-25,65.0999984741211
2022-08-26,60.75
2022-08-29,57.75
2022-08-30,48.75
2022-08-31,46.79999923706055
2022-09-01,48.75
2022-09-02,45.75
2022-09-06,43.5
2022-09-07,47.54999923706055
2022-09-08,50.70000076293945
2022-09-09,51.150001525878906
2022-09-12,45.150001525878906
2022-09-13,40.650001525878906
2022-09-14,41.849998474121094
2022-09-15,42.900001525878906
2022-09-16,39.75
2022-09-19,39.45000076293945
2022-09-20,42.599998474121094
2022-09-21,42.45000076293945
2022-09-22,38.70000076293945
2022-09-23,37.5
2022-09-26,37.20000076293945
2022-09-27,36.900001525878906
2022-09-28,37.95000076293945
2022-09-29,35.400001525878906
2022-09-30,34.04999923706055
2022-10-03,34.650001525878906
2022-10-04,36.45000076293945
2022-10-05,34.349998474121094
2022-10-06,34.20000076293945
2022-10-07,33.0
2022-10-10,31.950000762939453
2022-10-11,30.600000381469727
2022-10-12,31.200000762939453
2022-10-13,29.850000381469727
2022-10-14,25.049999237060547
2022-10-17,25.649999618530273
2022-10-18,25.950000762939453
2022-10-19,25.200000762939453
2022-10-20,25.049999237060547
2022-10-21,24.0
2022-10-24,23.399999618530273
2022-10-25,25.049999237060547
2022-10-26,26.700000762939453
2022-10-27,28.950000762939453
2022-10-28,29.700000762939453
2022-10-31,29.549999237060547
2022-11-01,30.450000762939453
2022-11-02,30.0
2022-11-03,31.5
2022-11-04,31.350000381469727
2022-11-07,31.649999618530273
2022-11-08,36.0
2022-11-09,33.45000076293945
2022-11-10,31.5
2022-11-11,31.649999618530273
2022-11-14,31.950000762939453
2022-11-15,32.099998474121094
2022-11-16,31.649999618530273
2022-11-17,30.899999618530273
2022-11-18,30.0
2022-11-21,28.200000762939453
2022-11-22,29.850000381469727
2022-11-23,29.25
2022-11-25,28.950000762939453
2022-11-28,29.399999618530273
2022-11-29,32.099998474121094
2022-11-30,33.150001525878906
2022-12-01,32.70000076293945
2022-12-02,32.849998474121094
2022-12-05,32.099998474121094
2022-12-06,31.049999237060547
2022-12-07,30.899999618530273
2022-12-08,30.899999618530273
2022-12-09,31.200000762939453
2022-12-12,31.5
2022-12-13,33.0
2022-12-14,37.349998474121094
2022-12-15,36.75
2022-12-16,34.20000076293945
2022-12-19,31.649999618530273
2022-12-20,31.049999237060547
2022-12-21,30.899999618530273
2022-12-22,34.650001525878906
2022-12-23,36.29999923706055
2022-12-27,34.20000076293945
2022-12-28,33.900001525878906
2022-12-29,36.29999923706055
2022-12-30,35.70000076293945
2023-01-03,38.54999923706055
2023-01-04,39.150001525878906
2023-01-05,39.29999923706055
2023-01-06,37.79999923706055
2023-01-09,36.0
2023-01-10,43.349998474121094
2023-01-11,42.75
2023-01-12,44.400001525878906
2023-01-13,53.400001525878906
2023-01-17,59.099998474121094
2023-01-18,63.75
2023-01-19,60.75
2023-01-20,67.6500015258789
2023-01-23,61.79999923706055
2023-01-24,63.0
2023-01-25,69.9000015258789
2023-01-26,67.6500015258789
2023-01-27,71.4000015258789
2023-01-30,72.0
2023-01-31,74.69999694824219
2023-02-01,73.3499984741211
2023-02-02,71.8499984741211
2023-02-03,69.5999984741211
2023-02-06,67.94999694824219
2023-02-07,67.3499984741211
2023-02-08,65.0999984741211
2023-02-09,62.400001525878906
2023-02-10,59.099998474121094
2023-02-13,55.349998474121094
2023-02-14,55.20000076293945
2023-02-15,55.5
2023-02-16,55.79999923706055
2023-02-17,51.900001525878906
2023-02-21,50.54999923706055
2023-02-22,50.54999923706055
2023-02-23,51.45000076293945
2023-02-24,50.099998474121094
2023-02-27,50.849998474121094
2023-02-28,45.974998474121094
2023-03-01,45.45000076293945
2023-03-02,43.79999923706055
2023-03-03,14.954999923706055
2023-03-06,16.649999618530273
2023-03-07,15.300000190734863
2023-03-08,15.600000381469727
2023-03-09,15.600000381469727
2023-03-10,15.899999618530273
2023-03-13,16.5
2023-03-14,16.950000762939453
2023-03-15,17.100000381469727
2023-03-16,17.100000381469727
2023-03-17,15.449999809265137
2023-03-20,15.600000381469727
2023-03-21,15.75
2023-03-22,14.399999618530273
2023-03-23,12.8100004196167
2023-03-24,12.255000114440918
2023-03-27,13.5
2023-03-28,12.779999732971191
2023-03-29,12.899999618530273
2023-03-30,12.0600004196167
2023-03-31,12.135000228881836
2023-04-03,12.765000343322754
2023-04-04,12.46500015258789
2023-04-05,13.289999961853027
2023-04-06,13.050000190734863
2023-04-10,12.975000381469727
2023-04-11,14.069999694824219
2023-04-12,13.425000190734863
2023-04-13,14.369999885559082
2023-04-14,15.0
2023-04-17,15.899999618530273
2023-04-18,15.899999618530273
2023-04-19,16.350000381469727
2023-04-20,15.600000381469727
2023-04-21,16.049999237060547
2023-04-24,15.899999618530273
2023-04-25,15.600000381469727
2023-04-26,15.449999809265137
2023-04-27,15.074999809265137
2023-04-28,15.600000381469727
2023-05-01,16.799999237060547
2023-05-02,15.449999809265137
2023-05-03,15.600000381469727
2023-05-04,15.600000381469727
2023-05-05,16.350000381469727
2023-05-08,16.049999237060547
2023-05-09,15.899999618530273
2023-05-10,16.049999237060547
2023-05-11,16.049999237060547
2023-05-12,15.600000381469727
2023-05-15,16.200000762939453
2023-05-16,15.75
2023-05-17,15.899999618530273
2023-05-18,15.0
2023-05-19,15.449999809265137
2023-05-22,15.899999618530273
2023-05-23,16.5
2023-05-24,15.899999618530273
2023-05-25,15.225000381469727
2023-05-26,15.0
2023-05-30,13.020000457763672
2023-05-31,12.899999618530273
2023-06-01,13.154999732971191
2023-06-02,15.149999618530273
2023-06-05,16.5
2023-06-06,15.899999618530273
2023-06-07,15.149999618530273
2023-06-08,15.149999618530273
2023-06-09,14.819999694824219
2023-06-12,14.354999542236328
2023-06-13,13.994999885559082
2023-06-14,12.75
2023-06-15,13.574999809265137
2023-06-16,16.049999237060547
2023-06-20,16.5
2023-06-21,16.5
2023-06-22,17.25
2023-06-23,17.100000381469727
2023-06-26,16.049999237060547
2023-06-27,16.049999237060547
2023-06-28,17.700000762939453
2023-06-29,17.100000381469727
2023-06-30,17.25
2023-07-03,17.25
2023-07-05,18.450000762939453
2023-07-06,18.0
2023-07-07,18.0
2023-07-10,18.75
2023-07-11,19.5
2023-07-12,19.5
2023-07-13,19.950000762939453
2023-07-14,17.25
2023-07-17,17.25
2023-07-18,16.049999237060547
2023-07-19,17.25
2023-07-20,16.350000381469727
2023-07-21,16.200000762939453
2023-07-24,15.600000381469727
2023-07-25,14.204999923706055
2023-07-26,13.920000076293945
2023-07-27,12.989999771118164
2023-07-28,14.699999809265137
2023-07-31,14.850000381469727
2023-08-01,14.369999885559082
2023-08-02,15.0
2023-08-03,14.729999542236328
2023-08-04,14.399999618530273
2023-08-07,13.845000267028809
2023-08-08,14.489999771118164
2023-08-09,14.550000190734863
2023-08-10,16.049999237060547
2023-08-11,16.5
2023-08-14,16.950000762939453
2023-08-15,16.799999237060547
2023-08-16,16.950000762939453
2023-08-17,20.100000381469727
2023-08-18,21.600000381469727
2023-08-21,21.75
2023-08-22,21.0
2023-08-23,22.350000381469727
2023-08-24,20.549999237060547
2023-08-25,22.5
2023-08-28,21.75
2023-08-29,22.049999237060547
2023-08-30,20.850000381469727
2023-08-31,22.049999237060547
2023-09-01,23.549999237060547
2023-09-05,21.75
2023-09-06,20.549999237060547
2023-09-07,21.600000381469727
2023-09-08,20.850000381469727
2023-09-11,19.200000762939453
2023-09-12,20.549999237060547
2023-09-13,19.799999237060547
2023-09-14,19.649999618530273
2023-09-15,20.850000381469727
2023-09-18,21.299999237060547
2023-09-19,22.200000762939453
2023-09-20,22.649999618530273
2023-09-21,22.350000381469727
2023-09-22,21.600000381469727
2023-09-25,21.225000381469727
2023-09-26,22.200000762939453
2023-09-27,22.350000381469727
2023-09-28,24.75
2023-09-29,25.649999618530273
2023-10-02,25.049999237060547
2023-10-03,24.450000762939453
2023-10-04,24.450000762939453
2023-10-05,24.75
2023-10-06,22.950000762939453
2023-10-09,20.850000381469727
2023-10-10,21.299999237060547
2023-10-11,22.350000381469727
2023-10-12,21.600000381469727
2023-10-13,20.399999618530273
2023-10-16,19.200000762939453
2023-10-17,20.174999237060547
2023-10-18,18.75
2023-10-19,17.850000381469727
2023-10-20,18.0
2023-10-23,16.799999237060547
2023-10-24,16.799999237060547
2023-10-25,16.200000762939453
2023-10-26,17.100000381469727
2023-10-27,15.0
2023-10-30,15.225000381469727
2023-10-31,15.449999809265137
2023-11-01,14.369999885559082
2023-11-02,15.149999618530273
2023-11-03,16.799999237060547
2023-11-06,14.789999961853027
2023-11-07,15.75
2023-11-08,15.0
2023-11-09,14.71500015258789
2023-11-10,14.699999809265137
2023-11-13,13.050000190734863
2023-11-14,13.770000457763672
2023-11-15,14.550000190734863
2023-11-16,14.414999961853027
2023-11-17,15.449999809265137
2023-11-20,18.450000762939453
2023-11-21,16.049999237060547
2023-11-22,16.950000762939453
2023-11-24,17.700000762939453
2023-11-27,18.149999618530273
2023-11-28,16.5
2023-11-29,17.43000030517578
2023-11-30,18.200000762939453
2023-12-01,17.559999465942383
2023-12-04,16.15999984741211
2023-12-05,17.68000030517578
2023-12-06,18.15999984741211
2023-12-07,17.979999542236328
2023-12-08,16.829999923706055
2023-12-11,16.969999313354492
2023-12-12,16.950000762939453
2023-12-13,16.760000228881836
2023-12-14,16.450000762939453
2023-12-15,15.460000038146973
2023-12-18,16.270000457763672
2023-12-19,17.0
2023-12-20,18.09000015258789
2023-12-21,19.860000610351562
2023-12-22,20.360000610351562
2023-12-26,22.739999771118164
2023-12-27,22.969999313354492
2023-12-28,21.40999984741211
2023-12-29,22.280000686645508
2024-01-02,20.899999618530273
2024-01-03,24.0
2024-01-04,27.1200008392334
2024-01-05,25.190000534057617
2024-01-08,31.450000762939453
2024-01-09,39.29999923706055
2024-01-10,38.95000076293945
2024-01-11,43.4900016784668
2024-01-12,43.369998931884766
2024-01-16,41.150001525878906
2024-01-17,39.0099983215332
2024-01-18,38.90999984741211
2024-01-19,37.41999816894531
2024-01-22,38.81999969482422
2024-01-23,38.43000030517578
2024-01-24,37.189998626708984
2024-01-25,36.97999954223633
2024-01-26,37.45000076293945
2024-01-29,40.7400016784668
2024-01-30,39.31999969482422
2024-01-31,43.630001068115234
2024-02-01,43.72999954223633
2024-02-02,41.77000045776367
2024-02-05,41.279998779296875
2024-02-06,44.709999084472656
2024-02-07,44.099998474121094
2024-02-08,45.040000915527344
2024-02-09,45.4900016784668
2024-02-12,44.650001525878906
2024-02-13,41.290000915527344
2024-02-14,42.290000915527344
2024-02-15,41.34000015258789
2024-02-16,41.810001373291016
2024-02-20,40.20000076293945
2024-02-21,40.47999954223633
2024-02-22,40.33000183105469
2024-02-23,41.63999938964844
2024-02-26,47.5099983215332
2024-02-27,48.84000015258789
2024-02-28,47.720001220703125
2024-02-29,46.779998779296875
2024-03-01,49.540000915527344
2024-03-04,54.709999084472656
2024-03-05,53.68000030517578
2024-03-06,58.15999984741211
2024-03-07,56.400001525878906
2024-03-08,55.9900016784668
2024-03-11,53.08000183105469
2024-03-12,54.52000045776367
2024-03-13,55.189998626708984
2024-03-14,53.0
2024-03-15,55.13999938964844
2024-03-18,54.56999969482422
2024-03-19,53.75
2024-03-20,55.880001068115234
2024-03-21,52.40999984741211
2024-03-22,53.869998931884766
2024-03-25,50.5
2024-03-26,62.18000030517578
2024-03-27,59.20000076293945
2024-03-28,61.02000045776367
2024-04-01,58.599998474121094
2024-04-02,55.56999969482422
2024-04-03,53.0
2024-04-04,50.7400016784668
2024-04-05,50.2599983215332
2024-04-08,53.689998626708984
2024-04-09,52.709999084472656
2024-04-10,50.56999969482422
2024-04-11,53.81999969482422
2024-04-12,55.15999984741211
2024-04-15,53.38999938964844
2024-04-16,52.40999984741211
2024-04-17,50.779998779296875
2024-04-18,46.59000015258789
2024-04-19,46.88999938964844
2024-04-22,47.779998779296875
2024-04-23,48.84000015258789
2024-04-24,51.13999938964844
2024-04-25,52.880001068115234
2024-04-26,54.79999923706055
2024-04-29,56.86000061035156
2024-04-30,54.869998931884766
2024-05-01,55.15999984741211
2024-05-02,54.15999984741211
2024-05-03,54.540000915527344
2024-05-06,53.150001525878906
2024-05-07,52.400001525878906
2024-05-08,50.75
2024-05-09,50.09000015258789
2024-05-10,48.779998779296875
2024-05-13,45.189998626708984
2024-05-14,45.900001525878906
2024-05-15,44.0
2024-05-16,45.209999084472656
2024-05-17,45.38999938964844
2024-05-20,45.0099983215332
2024-05-21,44.77000045776367
2024-05-22,42.54999923706055
2024-05-23,42.709999084472656
2024-05-24,44.08000183105469
2024-05-28,45.209999084472656
2024-05-29,46.119998931884766
2024-05-30,45.47999954223633
2024-05-31,47.459999084472656
2024-06-03,47.04999923706055
2024-06-04,45.77000045776367
2024-06-05,44.25
2024-06-06,43.83000183105469
2024-06-07,40.540000915527344
2024-06-10,40.560001373291016
2024-06-11,39.400001525878906
2024-06-12,41.09000015258789
2024-06-13,40.04999923706055
2024-06-14,38.970001220703125
2024-06-17,36.54999923706055
2024-06-18,37.689998626708984
2024-06-20,40.11000061035156
2024-06-21,41.70000076293945
2024-06-24,40.61000061035156
2024-06-25,38.060001373291016
2024-06-26,40.470001220703125
2024-06-27,39.7599983215332
2024-06-28,41.36000061035156
2024-07-01,41.189998626708984
2024-07-02,39.27000045776367
2024-07-03,40.0
2024-07-05,40.31999969482422
2024-07-08,42.380001068115234
2024-07-09,46.040000915527344
2024-07-10,47.91999816894531
2024-07-11,49.9900016784668
2024-07-12,50.880001068115234
2024-07-15,50.97999954223633
2024-07-16,53.119998931884766
2024-07-17,55.11000061035156
2024-07-18,54.06999969482422
2024-07-19,54.959999084472656
2024-07-22,57.130001068115234
2024-07-23,58.209999084472656
2024-07-24,57.11000061035156
2024-07-25,57.540000915527344
2024-07-26,57.689998626708984
2024-07-29,56.939998626708984
2024-07-30,56.880001068115234
2024-07-31,57.709999084472656
2024-08-01,56.95000076293945
2024-08-02,56.779998779296875
2024-08-05,53.52000045776367
2024-08-06,55.189998626708984
2024-08-07,52.029998779296875
2024-08-08,52.91999816894531
2024-08-09,50.79999923706055
2024-08-12,51.81999969482422
2024-08-13,52.2400016784668
2024-08-14,51.2599983215332
2024-08-15,54.5
2024-08-16,52.849998474121094
2024-08-19,51.84000015258789
2024-08-20,51.849998474121094
2024-08-21,53.439998626708984
2024-08-22,49.7599983215332
2024-08-23,50.349998474121094
2024-08-26,52.029998779296875
2024-08-27,53.52000045776367
2024-08-28,51.060001373291016
2024-08-29,53.040000915527344
2024-08-30,53.150001525878906
2024-09-03,55.380001068115234
2024-09-04,60.709999084472656
2024-09-05,59.040000915527344
2024-09-06,54.02000045776367
2024-09-09,58.9900016784668
2024-09-10,59.31999969482422
