Date,VIAV
2010-01-04,4.812286853790283
2010-01-05,4.829351902008057
2010-01-06,5.073947906494141
2010-01-07,5.102388858795166
2010-01-08,5.073947906494141
2010-01-11,4.897611141204834
2010-01-12,4.681456089019775
2010-01-13,4.749715805053711
2010-01-14,4.7724690437316895
2010-01-15,4.670080184936523
2010-01-19,5.011376857757568
2010-01-20,4.908987045288086
2010-01-21,4.829351902008057
2010-01-22,4.596131801605225
2010-01-25,4.607509136199951
2010-01-26,4.658702850341797
2010-01-27,4.692832946777344
2010-01-28,4.658702850341797
2010-01-29,4.470990180969238
2010-02-01,4.641637802124023
2010-02-02,4.761092185974121
2010-02-03,4.954493999481201
2010-02-04,4.573379039764404
2010-02-05,4.499431133270264
2010-02-08,4.624573230743408
2010-02-09,4.635950088500977
2010-02-10,4.698521137237549
2010-02-11,4.937428951263428
2010-02-12,5.261661052703857
2010-02-16,5.460751056671143
2010-02-17,5.364049911499023
2010-02-18,5.443686008453369
2010-02-19,5.432309150695801
2010-02-22,5.620022773742676
2010-02-23,5.6029582023620605
2010-02-24,5.858931064605713
2010-02-25,5.836176872253418
2010-02-26,6.103527069091797
2010-03-01,6.433446884155273
2010-03-02,6.319681167602539
2010-03-03,6.4163818359375
2010-03-04,6.456200122833252
2010-03-05,6.496017932891846
2010-03-08,6.450511932373047
2010-03-09,6.598406791687012
2010-03-10,6.5244598388671875
2010-03-11,6.575654029846191
2010-03-12,6.478952884674072
2010-03-15,6.4391350746154785
2010-03-16,6.46757698059082
2010-03-17,6.518771171569824
2010-03-18,6.410694122314453
2010-03-19,6.234356880187988
2010-03-22,6.2969279289245605
2010-03-23,6.44482421875
2010-03-24,6.365188121795654
2010-03-25,6.58703088760376
2010-03-26,6.700796127319336
2010-03-29,6.803184986114502
2010-03-30,6.820250034332275
2010-03-31,7.121728897094727
2010-04-01,7.150170803070068
2010-04-05,7.400454998016357
2010-04-06,7.576791763305664
2010-04-07,7.571104049682617
2010-04-08,7.497156143188477
2010-04-09,7.69055700302124
2010-04-12,7.713311195373535
2010-04-13,7.65642786026001
2010-04-14,7.8612060546875
2010-04-15,7.815700054168701
2010-04-16,7.610921859741211
2010-04-19,7.457337856292725
2010-04-20,7.610921859741211
2010-04-21,7.7417521476745605
2010-04-22,7.798635005950928
2010-04-23,7.792946815490723
2010-04-26,7.855517864227295
2010-04-27,7.51422119140625
2010-04-28,7.480091094970703
2010-04-29,7.684868812561035
2010-04-30,7.400454998016357
2010-05-03,7.821387767791748
2010-05-04,7.730374813079834
2010-05-05,7.792946815490723
2010-05-06,6.222980976104736
2010-05-07,5.9442548751831055
2010-05-10,6.643914222717285
2010-05-11,6.79180908203125
2010-05-12,7.241182804107666
2010-05-13,6.968145847320557
2010-05-14,6.729238033294678
2010-05-17,6.643914222717285
2010-05-18,6.490330219268799
2010-05-19,6.365188121795654
2010-05-20,5.898748874664307
2010-05-21,6.319681167602539
2010-05-24,6.285552024841309
2010-05-25,6.268486976623535
2010-05-26,6.222980976104736
2010-05-27,6.5642781257629395
2010-05-28,6.5415239334106445
2010-06-01,6.080773830413818
2010-06-02,6.257110118865967
2010-06-03,6.410694122314453
2010-06-04,6.040956020355225
2010-06-07,5.807735919952393
2010-06-08,5.819112777709961
2010-06-09,5.853241920471191
2010-06-10,6.109214782714844
2010-06-11,6.313992977142334
2010-06-14,6.331058025360107
2010-06-15,6.643914222717285
2010-06-16,6.649601936340332
2010-06-17,6.6666669845581055
2010-06-18,6.609784126281738
2010-06-21,6.5244598388671875
2010-06-22,6.461888790130615
2010-06-23,6.46757698059082
2010-06-24,6.217291831970215
2010-06-25,6.302617073059082
2010-06-28,6.279862880706787
2010-06-29,5.8418660163879395
2010-06-30,5.5972700119018555
2010-07-01,5.500568866729736
2010-07-02,5.511944770812988
2010-07-06,5.284413814544678
2010-07-07,5.67121696472168
2010-07-08,5.762229919433594
2010-07-09,5.870306968688965
2010-07-12,5.881683826446533
2010-07-13,6.075085163116455
2010-07-14,6.035266876220703
2010-07-15,5.995449066162109
2010-07-16,5.773605823516846
2010-07-19,5.773605823516846
2010-07-20,5.910124778747559
2010-07-21,5.762229919433594
2010-07-22,6.018202781677246
2010-07-23,6.228669166564941
2010-07-26,6.370875835418701
2010-07-27,6.234356880187988
2010-07-28,6.143344879150391
2010-07-29,6.376564025878906
2010-07-30,6.171785831451416
2010-08-02,6.26279878616333
2010-08-03,6.166098117828369
2010-08-04,6.478952884674072
2010-08-05,6.44482421875
2010-08-06,6.478952884674072
2010-08-09,6.530148029327393
2010-08-10,6.433446884155273
2010-08-11,6.308304786682129
2010-08-12,5.9499430656433105
2010-08-13,5.8418660163879395
2010-08-16,5.733788013458252
2010-08-17,5.870306968688965
2010-08-18,5.955630779266357
2010-08-19,5.898748874664307
2010-08-20,5.927189826965332
2010-08-23,5.824800968170166
2010-08-24,5.728099822998047
2010-08-25,5.813424110412598
2010-08-26,5.540387153625488
2010-08-27,5.67121696472168
2010-08-30,5.403868198394775
2010-08-31,5.2275309562683105
2010-09-01,5.4664387702941895
2010-09-02,5.637087821960449
2010-09-03,5.853241920471191
2010-09-07,5.784983158111572
2010-09-08,5.972695827484131
2010-09-09,6.313992977142334
2010-09-10,6.5415239334106445
2010-09-13,6.678042888641357
2010-09-14,6.712172985076904
2010-09-15,6.729238033294678
2010-09-16,6.905574798583984
2010-09-17,6.888510227203369
2010-09-20,7.076222896575928
2010-09-21,7.025028228759766
2010-09-22,6.94539213180542
2010-09-23,6.9169511795043945
2010-09-24,7.036405086517334
2010-09-27,6.9169511795043945
2010-09-28,6.979522228240967
2010-09-29,7.292377948760986
2010-09-30,7.047781944274902
2010-10-01,6.985209941864014
2010-10-04,7.0193400382995605
2010-10-05,7.320818901062012
2010-10-06,7.070535182952881
2010-10-07,7.0193400382995605
2010-10-08,6.985209941864014
2010-10-11,7.0193400382995605
2010-10-12,7.11604118347168
2010-10-13,7.104663848876953
2010-10-14,7.042092800140381
2010-10-15,6.968145847320557
2010-10-18,6.899886131286621
2010-10-19,6.484642028808594
2010-10-20,6.592719078063965
2010-10-21,6.535836219787598
2010-10-22,6.58703088760376
2010-10-25,6.723548889160156
2010-10-26,6.547213077545166
2010-10-27,6.575654029846191
2010-10-28,5.824800968170166
2010-10-29,5.972695827484131
2010-11-01,5.898748874664307
2010-11-02,6.058020114898682
2010-11-03,6.222980976104736
2010-11-04,6.325369834899902
2010-11-05,6.484642028808594
2010-11-08,6.803184986114502
2010-11-09,6.598406791687012
2010-11-10,6.695107936859131
2010-11-11,6.649601936340332
2010-11-12,6.638225078582764
2010-11-15,6.632536888122559
2010-11-16,6.484642028808594
2010-11-17,6.5415239334106445
2010-11-18,6.763367176055908
2010-11-19,6.843002796173096
2010-11-22,6.94539213180542
2010-11-23,6.820250034332275
2010-11-24,6.939703941345215
2010-11-26,7.0193400382995605
2010-11-29,6.871445178985596
2010-11-30,6.751990795135498
2010-12-01,6.899886131286621
2010-12-02,7.18998908996582
2010-12-03,7.241182804107666
2010-12-06,7.30944299697876
2010-12-07,7.201364994049072
2010-12-08,7.394766807556152
2010-12-09,7.662116050720215
2010-12-10,7.639362812042236
2010-12-13,7.88395881652832
2010-12-14,7.781569957733154
2010-12-15,7.889647006988525
2010-12-16,8.1228666305542
2010-12-17,8.179750442504883
2010-12-20,8.19681453704834
2010-12-21,8.321956634521484
2010-12-22,8.168373107910156
2010-12-23,8.111490249633789
