Date,ASIX
2016-09-15,15.37447738647461
2016-09-16,17.739788055419922
2016-09-19,18.617530822753906
2016-09-20,18.026208877563477
2016-09-21,17.924575805664062
2016-09-22,18.016965866088867
2016-09-23,18.016965866088867
2016-09-26,17.277814865112305
2016-09-27,16.86203384399414
2016-09-28,15.854933738708496
2016-09-29,14.42281436920166
2016-09-30,15.328282356262207
2016-10-03,15.161972045898438
2016-10-04,13.859206199645996
2016-10-05,13.083089828491211
2016-10-06,12.944499015808105
2016-10-07,13.951600074768066
2016-10-10,14.432052612304688
2016-10-11,14.450532913208008
2016-10-12,13.840726852416992
2016-10-13,13.97931957244873
2016-10-14,14.432052612304688
2016-10-17,14.80163288116455
2016-10-18,14.875550270080566
2016-10-19,14.977184295654297
2016-10-20,15.125012397766113
2016-10-21,15.088056564331055
2016-10-24,15.448391914367676
2016-10-25,15.300564765930176
2016-10-26,15.198928833007812
2016-10-27,14.718478202819824
2016-10-28,14.469009399414062
2016-10-31,14.746194839477539
2016-11-01,13.803768157958984
2016-11-02,13.720613479614258
2016-11-03,13.766810417175293
2016-11-04,13.78528881072998
2016-11-07,13.831486701965332
2016-11-08,13.896162033081055
2016-11-09,14.164108276367188
2016-11-10,14.838589668273926
2016-11-11,15.37447738647461
2016-11-14,14.7554349899292
2016-11-15,15.143491744995117
2016-11-16,14.967944145202637
2016-11-17,15.272846221923828
2016-11-18,16.64952278137207
2016-11-21,18.016965866088867
2016-11-22,18.053924560546875
2016-11-23,18.26643180847168
2016-11-25,18.589820861816406
2016-11-28,18.321868896484375
2016-11-29,17.81369972229004
2016-11-30,17.277814865112305
2016-12-01,17.554996490478516
2016-12-02,17.656631469726562
2016-12-05,18.164798736572266
2016-12-06,18.913196563720703
2016-12-07,19.144187927246094
2016-12-08,18.811565399169922
2016-12-09,18.469703674316406
2016-12-12,18.18328285217285
2016-12-13,18.719167709350586
2016-12-14,18.830041885375977
2016-12-15,19.53223991394043
2016-12-16,20.539344787597656
2016-12-19,19.975738525390625
2016-12-20,19.78171157836914
2016-12-21,21.22306251525879
2016-12-22,20.908920288085938
2016-12-23,20.95511817932129
2016-12-27,21.195343017578125
2016-12-28,20.77956771850586
2016-12-29,20.72413444519043
2016-12-30,20.45619010925293
2017-01-03,20.326833724975586
2017-01-04,21.250783920288086
2017-01-05,20.79804801940918
2017-01-06,20.62249755859375
2017-01-09,19.84638214111328
2017-01-10,20.10508918762207
2017-01-11,19.929540634155273
2017-01-12,19.77246856689453
2017-01-13,20.72413444519043
2017-01-17,21.324697494506836
2017-01-18,22.405719757080078
2017-01-19,22.618221282958984
2017-01-20,23.32042121887207
2017-01-23,23.847078323364258
2017-01-24,24.983531951904297
2017-01-25,24.16121482849121
2017-01-26,23.773157119750977
2017-01-27,23.606849670410156
2017-01-30,24.013383865356445
2017-01-31,23.736204147338867
2017-02-01,24.013383865356445
2017-02-02,24.48459815979004
2017-02-03,24.438400268554688
2017-02-06,24.096542358398438
2017-02-07,23.07095718383789
2017-02-08,22.72909927368164
2017-02-09,23.736204147338867
2017-02-10,24.096542358398438
2017-02-13,24.355243682861328
2017-02-14,24.53079605102539
2017-02-15,25.722688674926758
2017-02-16,26.286296844482422
2017-02-17,27.006973266601562
2017-02-21,27.36731719970703
2017-02-22,25.944429397583008
2017-02-23,24.687864303588867
2017-02-24,25.39006233215332
2017-02-27,25.750404357910156
2017-02-28,25.205272674560547
2017-03-01,26.24933624267578
2017-03-02,24.918855667114258
2017-03-03,26.76675033569336
2017-03-06,25.242233276367188
2017-03-07,24.863414764404297
2017-03-08,24.373722076416016
2017-03-09,23.856313705444336
2017-03-10,24.115020751953125
2017-03-13,24.863414764404297
2017-03-14,24.309043884277344
2017-03-15,24.48459815979004
2017-03-16,24.336767196655273
2017-03-17,24.4476375579834
2017-03-20,25.33462905883789
2017-03-21,24.503076553344727
2017-03-22,24.004146575927734
2017-03-23,24.697105407714844
2017-03-24,24.51232147216797
2017-03-27,24.06882095336914
2017-03-28,24.549272537231445
2017-03-29,24.52155876159668
2017-03-30,25.33462905883789
2017-03-31,25.242233276367188
2017-04-03,24.124258041381836
2017-04-04,23.96718978881836
2017-04-05,23.643808364868164
2017-04-06,24.078060150146484
2017-04-07,24.835697174072266
2017-04-10,24.918855667114258
2017-04-11,25.251474380493164
2017-04-12,23.97642707824707
2017-04-13,23.32042121887207
2017-04-17,23.366622924804688
2017-04-18,23.264989852905273
2017-04-19,23.015522003173828
2017-04-20,23.218791961669922
2017-04-21,23.246511459350586
2017-04-24,23.431299209594727
2017-04-25,24.16121482849121
2017-04-26,24.669387817382812
2017-04-27,24.06882095336914
2017-04-28,25.18679428100586
2017-05-01,25.353103637695312
2017-05-02,25.288433074951172
2017-05-03,25.122121810913086
2017-05-04,24.761783599853516
2017-05-05,25.38082504272461
2017-05-08,24.55851173400879
2017-05-09,24.85417938232422
2017-05-10,24.891138076782227
2017-05-11,26.76675033569336
2017-05-12,28.771711349487305
2017-05-15,29.039655685424805
2017-05-16,28.291261672973633
2017-05-17,28.392894744873047
2017-05-18,27.40427017211914
2017-05-19,27.967878341674805
2017-05-22,27.478187561035156
