Date,CBAN
2010-01-04,3.6049365997314453
2010-01-05,3.4046623706817627
2010-01-06,3.5168163776397705
2010-01-07,3.4607391357421875
2010-01-08,3.452728033065796
2010-01-11,3.5969250202178955
2010-01-12,3.428696393966675
2010-01-13,3.5168163776397705
2010-01-14,3.5168163776397705
2010-01-15,3.3886404037475586
2010-01-19,3.524827241897583
2010-01-20,3.4046623706817627
2010-01-21,3.4046623706817627
2010-01-22,3.3245534896850586
2010-01-25,3.188366413116455
2010-01-26,3.04416823387146
2010-01-27,2.9880919456481934
2010-01-28,2.9880919456481934
2010-01-29,2.996103048324585
2010-02-01,3.556870937347412
2010-02-02,3.564880609512329
2010-02-03,3.669024705886841
2010-02-04,3.669024705886841
2010-02-05,3.556870937347412
2010-02-08,3.556870937347412
2010-02-09,3.39665150642395
2010-02-10,3.0922343730926514
2010-02-11,3.1803553104400635
2010-02-12,3.172344446182251
2010-02-16,3.2123992443084717
2010-02-17,3.39665150642395
2010-02-18,3.2844977378845215
2010-02-19,3.2123992443084717
2010-02-22,3.204388380050659
2010-02-23,3.132289171218872
2010-02-24,3.140300750732422
2010-02-25,3.140300750732422
2010-02-26,3.060190200805664
2010-03-01,2.8999714851379395
2010-03-02,3.04416823387146
2010-03-03,3.0041139125823975
2010-03-04,3.0361573696136475
2010-03-05,3.1242780685424805
2010-03-08,3.204388380050659
2010-03-09,3.204388380050659
2010-03-10,3.2123992443084717
2010-03-11,3.2204103469848633
2010-03-12,3.3485844135284424
2010-03-15,3.292509078979492
2010-03-16,3.492783308029175
2010-03-17,3.524827241897583
2010-03-18,3.4607391357421875
2010-03-19,3.3405749797821045
2010-03-22,3.380629062652588
2010-03-23,3.380629062652588
2010-03-24,3.5408477783203125
2010-03-25,3.492783308029175
2010-03-26,3.4046623706817627
2010-03-29,3.6049365997314453
2010-03-30,4.325923442840576
2010-03-31,4.678407192230225
2010-04-01,4.726471900939941
2010-04-05,5.60767936706543
2010-04-06,6.176459312438965
2010-04-07,6.304632663726807
2010-04-08,6.008227825164795
2010-04-09,5.848008155822754
2010-04-12,6.104360103607178
2010-04-13,5.823974132537842
2010-04-14,6.168447494506836
2010-04-15,6.136404037475586
2010-04-16,5.759888172149658
2010-04-19,5.455471038818359
2010-04-20,5.231162071228027
2010-04-21,5.695798397064209
2010-04-22,5.767898082733154
2010-04-23,5.60767936706543
2010-04-26,6.568995475769043
2010-04-27,6.128392219543457
2010-04-28,6.328665733337402
2010-04-29,6.192479610443115
2010-04-30,5.912095546722412
2010-05-03,6.248556137084961
2010-05-04,6.224523067474365
2010-05-05,6.192479610443115
2010-05-06,6.9375
2010-05-07,6.905456066131592
2010-05-10,6.568995475769043
2010-05-11,6.3526997566223145
2010-05-12,6.408776760101318
2010-05-13,6.464851379394531
2010-05-14,6.520930290222168
2010-05-17,6.7852911949157715
2010-05-18,6.705180644989014
2010-05-19,6.713193416595459
2010-05-20,6.7532477378845215
2010-05-21,6.705180644989014
2010-05-24,6.552972316741943
2010-05-25,5.791932582855225
2010-05-26,5.80795431137085
2010-05-27,5.7839202880859375
2010-05-28,5.767898082733154
2010-06-01,5.567624568939209
2010-06-02,5.567624568939209
2010-06-03,5.60767936706543
2010-06-04,6.248556137084961
2010-06-07,6.08833646774292
2010-06-08,5.495525360107422
2010-06-09,5.495525360107422
2010-06-10,5.52756929397583
2010-06-11,5.407405376434326
2010-06-14,5.351328372955322
2010-06-15,5.495525360107422
2010-06-16,5.407405376434326
2010-06-17,5.647734642028809
2010-06-18,5.60767936706543
2010-06-21,5.655745983123779
2010-06-22,5.60767936706543
2010-06-23,5.551602363586426
2010-06-24,5.551602363586426
2010-06-25,5.295251846313477
2010-06-28,5.735855579376221
2010-06-29,5.687787055969238
2010-06-30,5.60767936706543
2010-07-01,5.60767936706543
2010-07-02,5.60767936706543
2010-07-06,5.60767936706543
2010-07-07,5.423426628112793
2010-07-08,5.327296257019043
2010-07-09,5.327296257019043
2010-07-12,5.311272621154785
2010-07-13,5.030888557434082
2010-07-14,4.678407192230225
2010-07-15,4.678407192230225
2010-07-16,4.926747798919678
2010-07-19,4.958791255950928
2010-07-20,4.654373645782471
2010-07-21,4.806581497192383
2010-07-22,4.886692047119141
2010-07-23,4.886692047119141
2010-07-26,5.127020835876465
2010-07-27,5.231162071228027
2010-07-28,4.934757232666016
2010-07-29,4.6383514404296875
2010-07-30,4.766526699066162
2010-08-02,4.670395374298096
2010-08-03,4.558241367340088
2010-08-04,4.357968330383301
2010-08-05,4.205759525299072
2010-08-06,4.205759525299072
2010-08-09,4.005485534667969
2010-08-10,4.029519081115723
2010-08-11,4.013498306274414
2010-08-12,3.925374746322632
2010-08-13,3.853275775909424
2010-08-16,3.7731664180755615
2010-08-17,4.406033515930176
2010-08-18,4.406033515930176
2010-08-19,4.406033515930176
2010-08-20,4.406033515930176
2010-08-23,4.406033515930176
2010-08-24,4.3659772872924805
2010-08-25,4.598295211791992
2010-08-26,4.566252708435059
2010-08-27,4.630339622497559
2010-08-30,4.630339622497559
2010-08-31,4.446088790893555
2010-09-01,4.438076496124268
2010-09-02,4.750504970550537
2010-09-03,4.750504970550537
2010-09-07,4.750504970550537
2010-09-08,4.750504970550537
2010-09-09,4.614318370819092
2010-09-10,4.838624477386475
2010-09-13,4.3018903732299805
2010-09-14,4.005485534667969
2010-09-15,4.053551197052002
2010-09-16,4.093607425689697
2010-09-17,4.077585220336914
2010-09-20,4.045538902282715
2010-09-21,4.005485534667969
2010-09-22,4.005485534667969
2010-09-23,3.9654293060302734
2010-09-24,3.9654293060302734
2010-09-27,3.9333858489990234
2010-09-28,3.8452656269073486
2010-09-29,3.6049365997314453
2010-09-30,3.6049365997314453
2010-10-01,3.524827241897583
2010-10-04,3.524827241897583
2010-10-05,3.524827241897583
2010-10-06,3.4447176456451416
2010-10-07,3.4447176456451416
2010-10-08,3.4046623706817627
