Date,SAM
2010-01-04,47.529998779296875
2010-01-05,47.79999923706055
2010-01-06,47.27000045776367
2010-01-07,46.95000076293945
2010-01-08,47.11000061035156
2010-01-11,47.13999938964844
2010-01-12,47.470001220703125
2010-01-13,48.150001525878906
2010-01-14,48.25
2010-01-15,48.20000076293945
2010-01-19,48.41999816894531
2010-01-20,46.869998931884766
2010-01-21,46.5099983215332
2010-01-22,47.0
2010-01-25,47.06999969482422
2010-01-26,46.2599983215332
2010-01-27,46.33000183105469
2010-01-28,46.099998474121094
2010-01-29,45.849998474121094
2010-02-01,46.279998779296875
2010-02-02,46.5099983215332
2010-02-03,46.72999954223633
2010-02-04,44.61000061035156
2010-02-05,44.5
2010-02-08,44.25
2010-02-09,45.459999084472656
2010-02-10,45.599998474121094
2010-02-11,46.2400016784668
2010-02-12,45.70000076293945
2010-02-16,46.599998474121094
2010-02-17,46.93000030517578
2010-02-18,47.380001068115234
2010-02-19,47.599998474121094
2010-02-22,47.34000015258789
2010-02-23,46.849998474121094
2010-02-24,47.599998474121094
2010-02-25,47.52000045776367
2010-02-26,47.31999969482422
2010-03-01,48.939998626708984
2010-03-02,49.650001525878906
2010-03-03,49.36000061035156
2010-03-04,49.79999923706055
2010-03-05,50.540000915527344
2010-03-08,51.150001525878906
2010-03-09,51.7400016784668
2010-03-10,50.099998474121094
2010-03-11,50.0
2010-03-12,49.63999938964844
2010-03-15,49.56999969482422
2010-03-16,48.869998931884766
2010-03-17,49.790000915527344
2010-03-18,49.75
2010-03-19,48.880001068115234
2010-03-22,51.349998474121094
2010-03-23,52.630001068115234
2010-03-24,52.650001525878906
2010-03-25,52.56999969482422
2010-03-26,52.29999923706055
2010-03-29,52.70000076293945
2010-03-30,53.279998779296875
2010-03-31,52.2599983215332
2010-04-01,52.52000045776367
2010-04-05,53.5
2010-04-06,53.33000183105469
2010-04-07,53.0
2010-04-08,53.220001220703125
2010-04-09,53.369998931884766
2010-04-12,54.09000015258789
2010-04-13,54.5
2010-04-14,55.869998931884766
2010-04-15,56.27000045776367
2010-04-16,56.45000076293945
2010-04-19,56.4900016784668
2010-04-20,56.84000015258789
2010-04-21,57.02000045776367
2010-04-22,57.189998626708984
2010-04-23,57.400001525878906
2010-04-26,56.59000015258789
2010-04-27,55.45000076293945
2010-04-28,55.59000015258789
2010-04-29,58.52000045776367
2010-04-30,57.0099983215332
2010-05-03,58.630001068115234
2010-05-04,56.900001525878906
2010-05-05,56.189998626708984
2010-05-06,55.81999969482422
2010-05-07,55.04999923706055
2010-05-10,59.099998474121094
2010-05-11,58.790000915527344
2010-05-12,60.25
2010-05-13,61.380001068115234
2010-05-14,60.61000061035156
2010-05-17,61.20000076293945
2010-05-18,61.06999969482422
2010-05-19,61.34000015258789
2010-05-20,57.77000045776367
2010-05-21,58.619998931884766
2010-05-24,59.72999954223633
2010-05-25,60.75
2010-05-26,61.45000076293945
2010-05-27,63.599998474121094
2010-05-28,66.05000305175781
2010-06-01,66.06999969482422
2010-06-02,67.5999984741211
2010-06-03,68.0199966430664
2010-06-04,66.73999786376953
2010-06-07,66.30999755859375
2010-06-08,66.33999633789062
2010-06-09,66.88999938964844
2010-06-10,67.66999816894531
2010-06-11,69.37999725341797
2010-06-14,70.8499984741211
2010-06-15,71.51000213623047
2010-06-16,72.05000305175781
2010-06-17,72.16999816894531
2010-06-18,72.72000122070312
2010-06-21,72.79000091552734
2010-06-22,71.91000366210938
2010-06-23,70.91000366210938
2010-06-24,70.38999938964844
2010-06-25,70.0999984741211
2010-06-28,70.9000015258789
2010-06-29,67.36000061035156
2010-06-30,67.44999694824219
2010-07-01,64.7300033569336
2010-07-02,64.41000366210938
2010-07-06,66.08000183105469
2010-07-07,69.5
2010-07-08,69.93000030517578
2010-07-09,70.0199966430664
2010-07-12,69.5
2010-07-13,69.83000183105469
2010-07-14,69.8499984741211
2010-07-15,69.0
2010-07-16,67.51000213623047
2010-07-19,68.16999816894531
2010-07-20,68.37999725341797
2010-07-21,67.1500015258789
2010-07-22,69.41000366210938
2010-07-23,71.38999938964844
2010-07-26,72.43000030517578
2010-07-27,71.93000030517578
2010-07-28,71.37999725341797
2010-07-29,69.86000061035156
2010-07-30,69.36000061035156
2010-08-02,67.5999984741211
2010-08-03,67.86000061035156
2010-08-04,67.70999908447266
2010-08-05,67.33999633789062
2010-08-06,66.58999633789062
2010-08-09,67.72000122070312
2010-08-10,67.4800033569336
2010-08-11,66.30999755859375
2010-08-12,65.08999633789062
2010-08-13,64.94000244140625
2010-08-16,65.5
2010-08-17,66.41000366210938
2010-08-18,67.22000122070312
2010-08-19,66.69999694824219
2010-08-20,65.16000366210938
2010-08-23,66.80000305175781
2010-08-24,65.87000274658203
