Date,BBSI
2010-01-04,2.3922290802001953
2010-01-05,2.3826675415039062
2010-01-06,2.3903164863586426
2010-01-07,2.612138509750366
2010-01-08,2.644646644592285
2010-01-11,2.612138509750366
2010-01-12,2.60066556930542
2010-01-13,2.5547707080841064
2010-01-14,2.581542491912842
2010-01-15,2.598752498626709
2010-01-19,2.7421720027923584
2010-01-20,2.6427342891693115
2010-01-21,2.506965398788452
2010-01-22,2.485929250717163
2010-01-25,2.4897541999816895
2010-01-26,2.5088772773742676
2010-01-27,2.535649061203003
2010-01-28,2.4897541999816895
2010-01-29,2.4495978355407715
2010-02-01,2.455333948135376
2010-02-02,2.413264036178589
2010-02-03,2.407527208328247
2010-02-04,2.3272130489349365
2010-02-05,2.3979663848876953
2010-02-08,2.3578085899353027
2010-02-09,2.4151766300201416
2010-02-10,2.277494430541992
2010-02-11,2.3348610401153564
2010-02-12,2.2947041988372803
2010-02-16,2.3138267993927
2010-02-17,2.292792797088623
2010-02-18,2.325300455093384
2010-02-19,2.376932144165039
2010-02-22,2.3903164863586426
2010-02-23,2.3654580116271973
2010-02-24,2.298093318939209
2010-02-25,2.328888177871704
2010-02-26,2.3385121822357178
2010-03-01,2.415499687194824
2010-03-02,2.386629819869995
2010-03-03,2.5194342136383057
2010-03-04,2.5752508640289307
2010-03-05,2.736926555633545
2010-03-08,2.638765573501587
2010-03-09,2.5752508640289307
2010-03-10,2.5810248851776123
2010-03-11,2.5560035705566406
2010-03-12,2.546380043029785
2010-03-15,2.5810248851776123
2010-03-16,2.554079294204712
2010-03-17,2.5483036041259766
2010-03-18,2.534832000732422
2010-03-19,2.5483036041259766
2010-03-22,2.6060454845428467
2010-03-23,2.654162883758545
2010-03-24,2.7176778316497803
2010-03-25,2.7273011207580566
2010-03-26,2.6464643478393555
2010-03-29,2.613743305206299
2010-03-30,2.609893798828125
2010-03-31,2.609893798828125
2010-04-01,2.565627098083496
2010-04-05,2.6272172927856445
2010-04-06,2.7176778316497803
2010-04-07,2.748473882675171
2010-04-08,2.6849584579467773
2010-04-09,2.6618621349334717
2010-04-12,2.6464643478393555
2010-04-13,2.7138290405273438
2010-04-14,2.7638697624206543
2010-04-15,2.7985153198242188
2010-04-16,2.7580971717834473
2010-04-19,2.7523229122161865
2010-04-20,2.838935375213623
2010-04-21,2.8678042888641357
2010-04-22,2.8851277828216553
2010-04-23,2.937094211578369
2010-04-26,2.923621654510498
2010-04-27,2.915922164916992
2010-04-28,2.9832866191864014
2010-04-29,3.017932176589966
2010-04-30,2.9640400409698486
2010-05-03,3.0025346279144287
2010-05-04,2.9255459308624268
2010-05-05,2.958265781402588
2010-05-06,2.8870508670806885
2010-05-07,2.7869672775268555
2010-05-10,2.8870508670806885
2010-05-11,2.831235647201538
2010-05-12,2.958265781402588
2010-05-13,2.994835376739502
2010-05-14,2.879352331161499
2010-05-17,2.850482225418091
2010-05-18,2.8543319702148438
2010-05-19,2.781193494796753
2010-05-20,2.6599371433258057
2010-05-21,2.708055019378662
2010-05-24,2.623368263244629
2010-05-25,2.5906481742858887
2010-05-26,2.6584153175354004
2010-05-27,2.7223103046417236
2010-05-28,2.6932668685913086
2010-06-01,2.588711738586426
2010-06-02,2.6371169090270996
2010-06-03,2.670032024383545
2010-06-04,2.569350242614746
2010-06-07,2.5538599491119385
2010-06-08,2.4434962272644043
2010-06-09,2.5093276500701904
2010-06-10,2.557732582092285
2010-06-11,2.5248172283172607
2010-06-14,2.519007921218872
2010-06-15,2.6138827800750732
2010-06-16,2.6003293991088867
2010-06-17,2.584839344024658
2010-06-18,2.588711738586426
2010-06-21,2.5654773712158203
2010-06-22,2.511263847351074
2010-06-23,2.5073909759521484
2010-06-24,2.418325185775757
2010-06-25,2.594520092010498
2010-06-28,2.5383710861206055
2010-06-29,2.4589858055114746
2010-06-30,2.400899648666382
2010-07-01,2.379601240158081
2010-07-02,2.4473683834075928
2010-07-06,2.4144530296325684
2010-07-07,2.4589858055114746
2010-07-08,2.4570491313934326
2010-07-09,2.472538948059082
2010-07-12,2.42413330078125
2010-07-13,2.4880292415618896
2010-07-14,2.4706032276153564
2010-07-15,2.4260706901550293
2010-07-16,2.397026777267456
2010-07-19,2.39896297454834
2010-07-20,2.4589858055114746
2010-07-21,2.402834892272949
2010-07-22,2.4899652004241943
2010-07-23,2.517071485519409
2010-07-26,2.530625104904175
2010-07-27,2.5151352882385254
2010-07-28,2.7590982913970947
2010-07-29,2.8055670261383057
2010-07-30,2.896568536758423
2010-08-02,2.8500988483428955
2010-08-03,2.8055670261383057
2010-08-04,2.852036476135254
2010-08-05,2.8055670261383057
2010-08-06,2.793950080871582
2010-08-09,2.8326752185821533
2010-08-10,2.784268617630005
2010-08-11,2.604200839996338
2010-08-12,2.594520092010498
2010-08-13,2.520944356918335
2010-08-16,2.526752471923828
2010-08-17,2.5654773712158203
2010-08-18,2.594520092010498
2010-08-19,2.5654773712158203
2010-08-20,2.5751593112945557
2010-08-23,2.604200839996338
2010-08-24,2.6100101470947266
2010-08-25,2.6294877529144287
2010-08-26,2.5457334518432617
2010-08-27,2.6392266750335693
2010-08-30,2.5359947681427
2010-08-31,2.5768980979919434
2010-09-01,2.6859726905822754
2010-09-02,2.750249147415161
2010-09-03,2.8047871589660645
2010-09-07,2.709346294403076
2010-09-08,2.746354103088379
2010-09-09,2.7541446685791016
2010-09-10,2.8301074504852295
2010-09-13,2.890488624572754
2010-09-14,2.791152238845825
2010-09-15,2.8826980590820312
2010-09-16,2.818420886993408
2010-09-17,2.791152238845825
2010-09-20,2.9158098697662354
2010-09-21,2.888540506362915
2010-09-22,2.919705390930176
2010-09-23,2.84179425239563
2010-09-24,2.9567131996154785
2010-09-27,2.941131830215454
2010-09-28,3.0073540210723877
2010-09-29,3.0365712642669678
2010-09-30,2.95866060256958
