Date,CMCL
2010-01-04,2.0996780395507812
2010-01-05,2.0996780395507812
2010-01-06,1.7997243404388428
2010-01-07,1.7997243404388428
2010-01-08,1.7997243404388428
2010-01-11,1.7997243404388428
2010-01-12,1.7997243404388428
2010-01-13,1.7997243404388428
2010-01-14,1.7997243404388428
2010-01-15,2.0996780395507812
2010-01-19,2.0996780395507812
2010-01-20,2.0996780395507812
2010-01-21,2.0996780395507812
2010-01-22,1.7997243404388428
2010-01-25,1.7997243404388428
2010-01-26,1.7997243404388428
2010-01-27,1.7997243404388428
2010-01-28,2.0996780395507812
2010-01-29,1.7997243404388428
2010-02-01,1.7997243404388428
2010-02-02,1.7997243404388428
2010-02-03,1.7997243404388428
2010-02-04,1.7997243404388428
2010-02-05,2.0996780395507812
2010-02-08,1.7997243404388428
2010-02-09,2.0996780395507812
2010-02-10,2.0996780395507812
2010-02-11,2.0996780395507812
2010-02-12,2.0996780395507812
2010-02-16,1.7997243404388428
2010-02-17,1.7997243404388428
2010-02-18,1.7997243404388428
2010-02-19,1.7997243404388428
2010-02-22,1.7997243404388428
2010-02-23,1.7997243404388428
2010-02-24,1.7997243404388428
2010-02-25,1.7997243404388428
2010-02-26,1.7997243404388428
2010-03-01,1.7997243404388428
2010-03-02,1.7997243404388428
2010-03-03,1.7997243404388428
2010-03-04,1.7997243404388428
2010-03-05,1.7997243404388428
2010-03-08,1.7997243404388428
2010-03-09,2.0996780395507812
2010-03-10,2.0996780395507812
2010-03-11,1.7997243404388428
2010-03-12,2.0996780395507812
2010-03-15,1.7997243404388428
2010-03-16,1.7997243404388428
2010-03-17,2.0996780395507812
2010-03-18,1.7997243404388428
2010-03-19,2.0996780395507812
2010-03-22,1.7997243404388428
2010-03-23,1.7997243404388428
2010-03-24,1.7997243404388428
2010-03-25,1.7997243404388428
2010-03-26,2.0996780395507812
2010-03-29,1.7997243404388428
2010-03-30,2.0996780395507812
2010-03-31,1.7997243404388428
2010-04-01,1.7997243404388428
2010-04-05,1.7997243404388428
2010-04-06,1.7997243404388428
2010-04-07,2.0996780395507812
2010-04-08,2.0996780395507812
2010-04-09,2.0996780395507812
2010-04-12,2.0996780395507812
2010-04-13,2.0996780395507812
2010-04-14,2.0996780395507812
2010-04-15,2.0996780395507812
2010-04-16,2.0996780395507812
2010-04-19,2.0996780395507812
2010-04-20,2.0996780395507812
2010-04-21,2.0996780395507812
2010-04-22,1.7997243404388428
2010-04-23,2.0996780395507812
2010-04-26,2.0996780395507812
2010-04-27,1.7997243404388428
2010-04-28,1.7997243404388428
2010-04-29,2.0996780395507812
2010-04-30,2.0996780395507812
2010-05-03,2.0996780395507812
2010-05-04,1.7997243404388428
2010-05-05,1.7997243404388428
2010-05-06,1.7997243404388428
2010-05-07,1.7997243404388428
2010-05-10,1.7997243404388428
2010-05-11,2.0996780395507812
2010-05-12,2.0996780395507812
2010-05-13,2.0996780395507812
2010-05-14,2.0996780395507812
2010-05-17,2.0996780395507812
2010-05-18,2.0996780395507812
2010-05-19,2.0996780395507812
2010-05-20,1.7997243404388428
2010-05-21,1.7997243404388428
2010-05-24,2.0996780395507812
2010-05-25,1.7997243404388428
2010-05-26,1.7997243404388428
2010-05-27,1.7997243404388428
2010-05-28,2.0996780395507812
2010-06-01,1.7997243404388428
2010-06-02,1.7997243404388428
2010-06-03,2.0996780395507812
2010-06-04,1.7997243404388428
2010-06-07,1.7997243404388428
2010-06-08,1.499769687652588
2010-06-09,1.7997243404388428
2010-06-10,1.7997243404388428
2010-06-11,1.7997243404388428
2010-06-14,2.0996780395507812
2010-06-15,2.0996780395507812
2010-06-16,2.0996780395507812
2010-06-17,1.7997243404388428
2010-06-18,1.7997243404388428
2010-06-21,1.7997243404388428
2010-06-22,1.7997243404388428
2010-06-23,1.7997243404388428
2010-06-24,1.7997243404388428
2010-06-25,1.7997243404388428
2010-06-28,1.7997243404388428
2010-06-29,1.7997243404388428
2010-06-30,1.7997243404388428
2010-07-01,1.499769687652588
2010-07-02,1.7997243404388428
2010-07-06,1.7997243404388428
