Date,FIHL
2023-06-29,12.451592445373535
2023-06-30,13.175521850585938
2023-07-03,13.301004409790039
2023-07-05,12.673598289489746
2023-07-06,13.291350364685059
2023-07-07,13.368570327758789
2023-07-10,13.320307731628418
2023-07-11,13.349265098571777
2023-07-12,13.223784446716309
2023-07-13,13.223784446716309
2023-07-14,13.194826126098633
2023-07-17,13.214129447937012
2023-07-18,13.204479217529297
2023-07-19,13.223784446716309
2023-07-20,13.175521850585938
2023-07-21,13.27204704284668
2023-07-24,13.078997611999512
2023-07-25,12.895602226257324
2023-07-26,13.165870666503906
2023-07-27,13.223784446716309
2023-07-28,13.40717887878418
2023-07-31,13.397527694702148
2023-08-01,13.503703117370605
2023-08-02,13.214129447937012
2023-08-03,13.252740859985352
2023-08-04,12.943864822387695
2023-08-07,13.619531631469727
2023-08-08,13.329960823059082
2023-08-09,13.40717887878418
2023-08-10,12.779773712158203
2023-08-11,12.982474327087402
2023-08-14,13.301004409790039
2023-08-15,12.770121574401855
2023-08-16,12.731511116027832
2023-08-17,12.914907455444336
2023-08-18,12.914907455444336
2023-08-21,12.837689399719238
2023-08-22,13.030736923217773
2023-08-23,13.494051933288574
2023-08-24,14.275895118713379
2023-08-25,14.102151870727539
2023-08-28,13.80292797088623
2023-08-29,13.928409576416016
2023-08-30,14.102151870727539
2023-08-31,13.841536521911621
2023-09-01,14.063543319702148
2023-09-05,13.822233200073242
2023-09-06,13.754666328430176
2023-09-07,13.764318466186523
2023-09-08,13.648488998413086
2023-09-11,14.411028861999512
2023-09-12,14.633033752441406
2023-09-13,14.14076042175293
2023-09-14,14.131110191345215
2023-09-15,14.024931907653809
2023-09-18,14.333808898925781
2023-09-19,14.401376724243164
2023-09-20,14.189023971557617
2023-09-21,13.889800071716309
2023-09-22,14.092499732971191
2023-09-25,14.160066604614258
2023-09-26,14.11180305480957
2023-09-27,14.343461990356445
2023-09-28,14.304851531982422
2023-09-29,14.169717788696289
2023-10-02,13.889800071716309
2023-10-03,13.967018127441406
2023-10-04,14.024931907653809
2023-10-05,14.005627632141113
2023-10-06,13.80292797088623
2023-10-09,13.870494842529297
2023-10-10,14.11180305480957
2023-10-11,14.21798038482666
2023-10-12,13.754666328430176
2023-10-13,13.658141136169434
2023-10-16,13.716056823730469
2023-10-17,14.015281677246094
2023-10-18,13.841536521911621
2023-10-19,13.532660484313965
2023-10-20,13.465093612670898
2023-10-23,13.416831970214844
2023-10-24,13.69675064086914
2023-10-25,13.86084270477295
2023-10-26,13.561617851257324
2023-10-27,13.368570327758789
2023-10-30,13.571269989013672
2023-10-31,13.648488998413086
2023-11-01,13.745013236999512
2023-11-02,13.638837814331055
2023-11-03,13.677446365356445
2023-11-06,13.677446365356445
2023-11-07,13.58092212677002
2023-11-08,13.503703117370605
2023-11-09,13.416831970214844
2023-11-10,13.5230073928833
2023-11-13,13.368570327758789
2023-11-14,13.455439567565918
2023-11-15,13.40717887878418
2023-11-16,13.214129447937012
2023-11-17,13.455439567565918
2023-11-20,13.889800071716309
2023-11-21,12.557766914367676
2023-11-22,11.853143692016602
2023-11-24,12.026887893676758
2023-11-27,11.833839416503906
2023-11-28,11.370524406433105
2023-11-29,11.331913948059082
2023-11-30,11.775923728942871
2023-12-01,12.00758171081543
2023-12-04,12.065496444702148
2023-12-05,12.065496444702148
2023-12-06,12.152369499206543
2023-12-07,11.920710563659668
2023-12-08,11.853143692016602
2023-12-11,11.679400444030762
2023-12-12,11.891753196716309
2023-12-13,12.055843353271484
2023-12-14,11.882101058959961
2023-12-15,11.640790939331055
2023-12-18,11.80488109588623
2023-12-19,11.997929573059082
2023-12-20,11.573223114013672
2023-12-21,12.490201950073242
2023-12-22,12.36471939086914
2023-12-26,12.509507179260254
2023-12-27,12.57707405090332
2023-12-28,12.326111793518066
2023-12-29,12.229586601257324
2024-01-02,11.90140438079834
2024-01-03,11.795228958129883
2024-01-04,11.86279582977295
2024-01-05,11.833839416503906
2024-01-08,11.582876205444336
2024-01-09,11.650442123413086
2024-01-10,11.650442123413086
2024-01-11,11.814533233642578
2024-01-12,12.113758087158203
2024-01-16,12.142714500427246
2024-01-17,12.055843353271484
2024-01-18,12.162020683288574
2024-01-19,12.055843353271484
2024-01-22,12.190978050231934
2024-01-23,12.104105949401855
2024-01-24,12.055843353271484
2024-01-25,12.248891830444336
2024-01-26,12.277849197387695
2024-01-29,12.615683555603027
2024-01-30,12.750816345214844
2024-01-31,12.567420959472656
2024-02-01,12.422635078430176
2024-02-02,12.326111793518066
2024-02-05,12.104105949401855
2024-02-06,12.335762977600098
2024-02-07,12.36471939086914
2024-02-08,12.374372482299805
2024-02-09,12.644640922546387
2024-02-12,12.750816345214844
2024-02-13,12.596378326416016
2024-02-14,12.654292106628418
2024-02-15,12.654292106628418
2024-02-16,12.866644859313965
2024-02-20,12.750816345214844
2024-02-21,12.750816345214844
2024-02-22,13.416831970214844
2024-02-23,13.745013236999512
2024-02-26,13.986323356628418
2024-02-27,14.198677062988281
2024-02-28,14.237285614013672
2024-02-29,14.439986228942871
2024-03-01,16.322202682495117
2024-03-04,16.640731811523438
2024-03-05,16.39942169189453
2024-03-06,17.200571060180664
2024-03-07,17.190919876098633
2024-03-08,17.210224151611328
2024-03-11,17.43222999572754
2024-03-12,17.97276496887207
2024-03-13,17.79901885986328
2024-03-14,17.847545623779297
2024-03-15,18.099876403808594
2024-03-18,18.429845809936523
2024-03-19,18.400732040405273
2024-03-20,18.323091506958008
2024-03-21,18.002824783325195
2024-03-22,18.022235870361328
2024-03-25,18.119285583496094
2024-03-26,18.167810440063477
2024-03-27,18.51719093322754
2024-03-28,18.905393600463867
2024-04-01,18.68217658996582
2024-04-02,18.623947143554688
2024-04-03,19.002443313598633
2024-04-04,18.623947143554688
2024-04-05,18.575422286987305
2024-04-08,18.81804847717285
2024-04-09,18.352205276489258
2024-04-10,17.847545623779297
2024-04-11,18.051349639892578
2024-04-12,17.954301834106445
2024-04-15,17.818429946899414
2024-04-16,18.090171813964844
2024-04-17,18.109582901000977
2024-04-18,18.575422286987305
2024-04-19,18.51719093322754
2024-04-22,18.48807716369629
2024-04-23,19.03156089782715
2024-04-24,18.895687103271484
2024-04-25,19.157724380493164
2024-04-26,18.924802780151367
2024-04-29,19.43916893005371
2024-04-30,18.031940460205078
2024-05-01,17.973711013793945
2024-05-02,18.361913681030273
2024-05-03,18.138694763183594
2024-05-06,18.332796096801758
2024-05-07,18.255157470703125
2024-05-08,18.264860153198242
2024-05-09,18.740406036376953
2024-05-10,17.934890747070312
2024-05-13,17.401113510131836
