Date,BHR
2013-11-06,12.46878719329834
2013-11-07,12.145247459411621
2013-11-08,13.153203964233398
2013-11-11,13.377191543579102
2013-11-12,14.310489654541016
2013-11-13,14.310489654541016
2013-11-14,14.310489654541016
2013-11-15,14.310489654541016
2013-11-18,14.484698295593262
2013-11-19,13.221644401550293
2013-11-20,13.153203964233398
2013-11-21,13.507859230041504
2013-11-22,13.526516914367676
2013-11-25,13.246535301208496
2013-11-26,12.674115180969238
2013-11-27,12.773663520812988
2013-11-29,12.730109214782715
2013-12-02,12.823441505432129
2013-12-03,12.674115180969238
2013-12-04,12.779887199401855
2013-12-05,12.524785995483398
2013-12-06,12.456350326538086
2013-12-09,12.443901062011719
2013-12-10,12.493675231933594
2013-12-11,12.394125938415527
2013-12-12,12.425232887268066
2013-12-13,12.095470428466797
2013-12-16,12.307016372680664
2013-12-17,12.188798904418945
2013-12-18,12.38790225982666
2013-12-19,12.188798904418945
2013-12-20,11.429722785949707
2013-12-23,11.317728996276855
2013-12-24,11.218174934387207
2013-12-26,10.963078498840332
2013-12-27,10.938115119934082
2013-12-30,11.337454795837402
2013-12-31,11.35617446899414
2014-01-02,11.324974060058594
2014-01-03,11.524645805358887
2014-01-06,11.630722045898438
2014-01-07,11.35617446899414
2014-01-08,11.293777465820312
2014-01-09,11.231378555297852
2014-01-10,11.231378555297852
2014-01-13,11.218902587890625
2014-01-14,11.237619400024414
2014-01-15,11.225141525268555
2014-01-16,11.268821716308594
2014-01-17,11.443531036376953
2014-01-21,11.449769020080566
2014-01-22,11.056671142578125
2014-01-23,10.432703018188477
2014-01-24,10.239276885986328
2014-01-27,10.201837539672852
2014-01-28,10.245515823364258
2014-01-29,10.401506423950195
2014-01-30,10.395268440246582
2014-01-31,10.295434951782227
2014-02-03,10.226795196533203
2014-02-04,10.077045440673828
2014-02-05,9.983451843261719
2014-02-06,10.020888328552246
2014-02-07,10.02712631225586
2014-02-10,10.276714324951172
2014-02-11,10.251754760742188
2014-02-12,10.264233589172363
2014-02-13,10.557498931884766
2014-02-14,10.513822555541992
2014-02-18,10.669812202453613
2014-02-19,10.438945770263672
2014-02-20,10.432703018188477
2014-02-21,10.395268440246582
2014-02-24,10.55125904083252
2014-02-25,10.725969314575195
2014-02-26,10.557498931884766
2014-02-27,10.495102882385254
2014-02-28,10.451424598693848
2014-03-03,10.438945770263672
2014-03-04,10.676051139831543
2014-03-05,10.676051139831543
2014-03-06,10.582457542419434
2014-03-07,10.395268440246582
2014-03-10,10.0146484375
2014-03-11,10.120723724365234
2014-03-12,10.05832576751709
2014-03-13,9.702666282653809
2014-03-14,9.783780097961426
2014-03-17,9.827455520629883
2014-03-18,9.877376556396484
2014-03-19,9.939773559570312
2014-03-20,9.77754020690918
2014-03-21,9.88985538482666
2014-03-24,9.702666282653809
2014-03-25,9.4468412399292
2014-03-26,9.228453636169434
2014-03-27,9.303582191467285
2014-03-28,9.391233444213867
2014-03-31,9.466360092163086
2014-04-01,9.591580390930176
2014-04-02,9.82949161529541
2014-04-03,9.823226928710938
2014-04-04,9.71053695678711
2014-04-07,9.685491561889648
2014-04-08,9.698013305664062
2014-04-09,9.854536056518555
2014-04-10,9.798187255859375
2014-04-11,9.560275077819824
2014-04-14,9.610361099243164
2014-04-15,9.672967910766602
2014-04-16,9.622885704040527
2014-04-17,9.685491561889648
2014-04-21,9.622885704040527
2014-04-22,9.647928237915039
2014-04-23,9.647928237915039
2014-04-24,9.610361099243164
2014-04-25,9.516448974609375
2014-04-28,9.49140739440918
2014-04-29,9.535232543945312
2014-04-30,9.604101181030273
2014-05-01,9.616621971130371
2014-05-02,9.660449981689453
2014-05-05,9.59783935546875
2014-05-06,9.610361099243164
2014-05-07,9.704276084899902
2014-05-08,9.641663551330566
2014-05-09,9.685491561889648
2014-05-12,9.76688289642334
2014-05-13,9.635405540466309
2014-05-14,9.641663551330566
2014-05-15,9.579057693481445
2014-05-16,9.579057693481445
2014-05-19,9.554015159606934
2014-05-20,9.579057693481445
2014-05-21,9.472625732421875
2014-05-22,9.43505859375
2014-05-23,9.560275077819824
2014-05-27,9.741836547851562
2014-05-28,9.622885704040527
2014-05-29,9.86705493927002
2014-05-30,10.205142974853516
2014-06-02,10.405487060546875
2014-06-03,10.524438858032227
2014-06-04,10.605834007263184
2014-06-05,10.599571228027344
2014-06-06,10.474353790283203
2014-06-09,10.399226188659668
2014-06-10,10.493136405944824
2014-06-11,10.668439865112305
2014-06-12,10.518180847167969
2014-06-13,10.430530548095703
2014-06-16,10.511919975280762
2014-06-17,10.518180847167969
2014-06-18,10.599571228027344
2014-06-19,10.699745178222656
2014-06-20,10.781136512756348
2014-06-23,10.712264060974121
2014-06-24,10.699745178222656
2014-06-25,10.712264060974121
2014-06-26,10.737381935119629
2014-06-27,10.705987930297852
2014-06-30,10.775059700012207
2014-07-01,11.126692771911621
2014-07-02,11.08273983001709
2014-07-03,11.032504081726074
2014-07-07,10.98854923248291
2014-07-08,10.894362449645996
2014-07-09,10.975992202758789
2014-07-10,11.045063972473145
2014-07-11,11.114134788513184
2014-07-14,11.126692771911621
2014-07-15,11.045063972473145
2014-07-16,11.08273983001709
2014-07-17,10.812734603881836
2014-07-18,10.800176620483398
2014-07-21,10.674591064453125
2014-07-22,10.693428039550781
2014-07-23,10.724824905395508
2014-07-24,10.693428039550781
2014-07-25,10.611800193786621
2014-07-28,10.662034034729004
2014-07-29,10.60551929473877
2014-07-30,10.636917114257812
2014-07-31,10.45482349395752
2014-08-01,10.417145729064941
2014-08-04,10.567846298217773
2014-08-05,10.479936599731445
2014-08-06,10.50505542755127
2014-08-07,10.586684226989746
2014-08-08,10.473657608032227
2014-08-11,10.492496490478516
2014-08-12,10.423428535461426
2014-08-13,10.366910934448242
2014-08-14,10.45482349395752
2014-08-15,10.461099624633789
2014-08-18,10.5490083694458
2014-08-19,10.479936599731445
2014-08-20,10.398309707641602
2014-08-21,10.310397148132324
2014-08-22,10.203655242919922
2014-08-25,10.16597843170166
2014-08-26,10.203655242919922
2014-08-27,10.159700393676758
2014-08-28,10.115745544433594
2014-08-29,10.16597843170166
2014-09-02,10.222494125366211
2014-09-03,10.24760913848877
2014-09-04,10.134583473205566
2014-09-05,10.134583473205566
2014-09-08,10.153421401977539
2014-09-09,10.084352493286133
2014-09-10,10.04039478302002
2014-09-11,10.159700393676758
2014-09-12,10.059231758117676
2014-09-15,10.015278816223145
2014-09-16,9.92737102508545
2014-09-17,9.933650970458984
2014-09-18,9.877137184143066
2014-09-19,9.73271656036377
2014-09-22,9.58829402923584
2014-09-23,9.431316375732422
2014-09-24,9.456430435180664
2014-09-25,9.431316375732422
2014-09-26,9.57621955871582
2014-09-29,9.59511947631836
2014-09-30,9.59511947631836
2014-10-01,9.418718338012695
2014-10-02,9.51321792602539
2014-10-03,9.582521438598633
2014-10-06,9.664419174194336
2014-10-07,9.57621955871582
2014-10-08,9.790425300598145
2014-10-09,9.677021026611328
2014-10-10,9.582521438598633
2014-10-13,9.563619613647461
2014-10-14,9.563619613647461
2014-10-15,9.456517219543457
2014-10-16,9.626619338989258
2014-10-17,9.651823043823242
2014-10-20,9.834527969360352
2014-10-21,9.916427612304688
2014-10-22,9.916427612304688
2014-10-23,10.143230438232422
2014-10-24,10.111733436584473
2014-10-27,10.590540885925293
2014-10-28,10.634645462036133
2014-10-29,10.659842491149902
2014-10-30,11.037853240966797
2014-10-31,10.918149948120117
2014-11-03,11.025251388549805
2014-11-04,11.01895523071289
2014-11-05,11.012652397155762
2014-11-06,10.974851608276367
2014-11-07,11.025251388549805
2014-11-10,11.050454139709473
2014-11-11,10.987452507019043
2014-11-12,10.981149673461914
2014-11-13,11.012652397155762
2014-11-14,10.962247848510742
2014-11-17,10.974851608276367
2014-11-18,11.01895523071289
2014-11-19,10.87405014038086
2014-11-20,11.00005054473877
2014-11-21,10.968551635742188
2014-11-24,10.974851608276367
2014-11-25,10.937049865722656
2014-11-26,10.930750846862793
2014-11-28,11.056751251220703
2014-12-01,10.842549324035645
2014-12-02,10.924453735351562
2014-12-03,11.050454139709473
2014-12-04,10.86144733428955
2014-12-05,10.8362455368042
2014-12-08,10.974851608276367
2014-12-09,11.075654983520508
2014-12-10,11.012652397155762
2014-12-11,11.075654983520508
2014-12-12,10.779548645019531
2014-12-15,10.470840454101562
2014-12-16,10.615743637084961
2014-12-17,10.918149948120117
2014-12-18,10.899250030517578
2014-12-19,10.955949783325195
2014-12-22,10.987452507019043
2014-12-23,10.993752479553223
2014-12-24,10.949647903442383
2014-12-26,11.025251388549805
2014-12-29,10.98734188079834
2014-12-30,10.854660987854004
2014-12-31,10.842023849487305
2015-01-02,10.797797203063965
2015-01-05,11.132662773132324
2015-01-06,10.854660987854004
2015-01-07,10.886255264282227
2015-01-08,11.069479942321777
2015-01-09,11.107390403747559
2015-01-12,11.126341819763184
2015-01-13,11.107390403747559
2015-01-14,11.170571327209473
2015-01-15,11.138981819152832
2015-01-16,11.094754219055176
2015-01-20,10.892568588256836
2015-01-21,10.911527633666992
2015-01-22,11.366434097290039
2015-01-23,11.334843635559082
2015-01-26,11.366434097290039
2015-01-27,11.195841789245605
2015-01-28,11.101068496704102
2015-01-29,11.075798034667969
2015-01-30,10.842023849487305
2015-02-02,10.55138874053955
2015-02-03,10.59561538696289
2015-02-04,10.488204956054688
2015-02-05,10.753569602966309
2015-02-06,10.507160186767578
2015-02-09,10.557707786560059
