Date,BXC
2010-01-04,26.190475463867188
2010-01-05,25.595237731933594
2010-01-06,24.5748291015625
2010-01-07,26.53061294555664
2010-01-08,25.595237731933594
2010-01-11,25.34013557434082
2010-01-12,26.10544204711914
2010-01-13,25.76530647277832
2010-01-14,26.020408630371094
2010-01-15,25.935373306274414
2010-01-19,26.10544204711914
2010-01-20,25.4251708984375
2010-01-21,24.65986442565918
2010-01-22,22.193878173828125
2010-01-25,22.959184646606445
2010-01-26,23.89455795288086
2010-01-27,25.170068740844727
2010-01-28,24.31972885131836
2010-01-29,24.149660110473633
2010-02-01,24.829931259155273
2010-02-02,25.935373306274414
2010-02-03,25.170068740844727
2010-02-04,24.829931259155273
2010-02-05,25.170068740844727
2010-02-08,25.34013557434082
2010-02-09,25.850339889526367
2010-02-10,25.170068740844727
2010-02-11,25.085033416748047
2010-02-12,24.23469352722168
2010-02-16,23.384353637695312
2010-02-17,25.68027114868164
2010-02-18,25.255102157592773
2010-02-19,25.085033416748047
2010-02-22,25.085033416748047
2010-02-23,27.21088409423828
2010-02-24,27.63605308532715
2010-02-25,27.5510196685791
2010-02-26,29.506803512573242
2010-03-01,31.632652282714844
2010-03-02,32.738094329833984
2010-03-03,32.14285659790039
2010-03-04,30.612245559692383
2010-03-05,33.24829864501953
2010-03-08,33.163265228271484
2010-03-09,34.52381134033203
2010-03-10,34.09864044189453
2010-03-11,34.35374069213867
2010-03-12,34.35374069213867
2010-03-15,34.268707275390625
2010-03-16,34.43877410888672
2010-03-17,33.75850296020508
2010-03-18,32.3979606628418
2010-03-19,31.03741455078125
2010-03-22,30.782312393188477
2010-03-23,33.588436126708984
2010-03-24,32.057823181152344
2010-03-25,30.867347717285156
2010-03-26,30.782312393188477
2010-03-29,31.717687606811523
2010-03-30,31.972789764404297
2010-03-31,32.3979606628418
2010-04-01,33.67346954345703
2010-04-05,37.9251708984375
2010-04-06,36.39455795288086
2010-04-07,36.224491119384766
2010-04-08,38.69047546386719
2010-04-09,41.836734771728516
2010-04-12,42.17687225341797
2010-04-13,44.21768569946289
2010-04-14,44.21768569946289
2010-04-15,42.517005920410156
2010-04-16,41.24149703979492
2010-04-19,41.66666793823242
2010-04-20,43.28231430053711
2010-04-21,45.49319839477539
2010-04-22,46.768707275390625
2010-04-23,49.48979568481445
2010-04-26,50.51020431518555
2010-04-27,46.68367385864258
2010-04-28,45.06802749633789
2010-04-29,46.93877410888672
2010-04-30,42.6020393371582
2010-05-03,44.557823181152344
2010-05-04,42.517005920410156
2010-05-05,42.261905670166016
2010-05-06,34.01360321044922
2010-05-07,31.46258544921875
2010-05-10,31.46258544921875
2010-05-11,31.03741455078125
2010-05-12,34.948978424072266
2010-05-13,36.39455795288086
2010-05-14,34.268707275390625
2010-05-17,34.86394500732422
2010-05-18,33.67346954345703
2010-05-19,32.3979606628418
2010-05-20,29.761905670166016
2010-05-21,29.676870346069336
2010-05-24,28.996599197387695
2010-05-25,29.166667938232422
2010-05-26,30.27210807800293
2010-05-27,32.56802749633789
2010-05-28,31.547618865966797
2010-06-01,28.82653045654297
2010-06-02,30.187074661254883
2010-06-03,30.442176818847656
2010-06-04,27.891155242919922
2010-06-07,25.595237731933594
2010-06-08,26.020408630371094
2010-06-09,27.891155242919922
2010-06-10,29.25170135498047
2010-06-11,30.442176818847656
2010-06-14,27.63605308532715
2010-06-15,28.82653045654297
2010-06-16,28.316326141357422
2010-06-17,29.336734771728516
2010-06-18,27.21088409423828
2010-06-21,25.76530647277832
2010-06-22,26.10544204711914
2010-06-23,25.595237731933594
2010-06-24,25.510204315185547
2010-06-25,25.0
2010-06-28,24.404762268066406
2010-06-29,22.0238094329834
2010-06-30,22.36394691467285
2010-07-01,21.428571701049805
2010-07-02,20.578231811523438
2010-07-06,19.72789192199707
2010-07-07,20.663265228271484
2010-07-08,24.404762268066406
2010-07-09,25.4251708984375
2010-07-12,22.959184646606445
2010-07-13,25.085033416748047
2010-07-14,24.914966583251953
2010-07-15,24.23469352722168
2010-07-16,22.534013748168945
2010-07-19,22.0238094329834
2010-07-20,21.853740692138672
2010-07-21,21.343536376953125
2010-07-22,31.12244987487793
2010-07-23,33.24829864501953
2010-07-26,32.90816116333008
2010-07-27,31.03741455078125
2010-07-28,30.952381134033203
2010-07-29,31.37755012512207
2010-07-30,31.547618865966797
2010-08-02,31.717687606811523
2010-08-03,31.632652282714844
2010-08-04,31.972789764404297
2010-08-05,30.527210235595703
2010-08-06,30.612245559692383
2010-08-09,30.782312393188477
2010-08-10,31.03741455078125
2010-08-11,30.612245559692383
2010-08-12,29.676870346069336
2010-08-13,28.82653045654297
2010-08-16,28.91156578063965
2010-08-17,28.996599197387695
2010-08-18,28.996599197387695
2010-08-19,28.82653045654297
2010-08-20,28.06122398376465
2010-08-23,27.295917510986328
2010-08-24,27.125850677490234
2010-08-25,27.21088409423828
