Date,OGE
2010-01-04,10.222296714782715
2010-01-05,10.158699989318848
2010-01-06,10.167922019958496
2010-01-07,10.025494575500488
2010-01-08,10.04504108428955
2010-01-11,10.173501014709473
2010-01-12,10.165122985839844
2010-01-13,10.234944343566895
2010-01-14,10.23773193359375
2010-01-15,10.159537315368652
2010-01-19,10.413668632507324
2010-01-20,10.522576332092285
2010-01-21,10.355025291442871
2010-01-22,10.181879997253418
2010-01-25,10.304756164550781
2010-01-26,10.416461944580078
2010-01-27,10.327096939086914
2010-01-28,10.165122985839844
2010-01-29,10.114855766296387
2010-02-01,10.229351997375488
2010-02-02,10.315926551818848
2010-02-03,10.2489013671875
2010-02-04,9.936131477355957
2010-02-05,10.000360488891602
2010-02-08,9.891448974609375
2010-02-09,9.941713333129883
2010-02-10,9.880278587341309
2010-02-11,9.966848373413086
2010-02-12,10.017114639282227
2010-02-16,10.271239280700684
2010-02-17,10.32430362701416
2010-02-18,10.43042278289795
2010-02-19,10.44438648223877
2010-02-22,10.399704933166504
2010-02-23,10.23215103149414
2010-02-24,10.2489013671875
2010-02-25,10.193050384521484
2010-02-26,10.209808349609375
2010-03-01,10.282414436340332
2010-03-02,10.4080810546875
2010-03-03,10.405287742614746
2010-03-04,10.413668632507324
2010-03-05,10.500234603881836
2010-03-08,10.472312927246094
2010-03-09,10.480691909790039
2010-03-10,10.581225395202637
2010-03-11,10.620319366455078
2010-03-12,10.670586585998535
2010-03-15,10.595187187194824
2010-03-16,10.673381805419922
2010-03-17,10.754368782043457
2010-03-18,10.779500961303711
2010-03-19,10.787880897521973
2010-03-22,10.776705741882324
2010-03-23,10.821389198303223
2010-03-24,10.732024192810059
2010-03-25,10.639872550964355
2010-03-26,10.617528915405273
2010-03-29,10.826973915100098
2010-03-30,10.941476821899414
2010-03-31,10.874449729919434
2010-04-01,11.030831336975098
2010-04-05,11.128576278686523
2010-04-06,11.190017700195312
2010-04-07,11.204952239990234
2010-04-08,11.1260404586792
2010-04-09,11.173952102661133
2010-04-12,11.188041687011719
2010-04-13,11.168313980102539
2010-04-14,11.179588317871094
2010-04-15,11.300766944885254
2010-04-16,11.22186279296875
2010-04-19,11.179588317871094
2010-04-20,11.348676681518555
2010-04-21,11.390946388244629
2010-04-22,11.438855171203613
2010-04-23,11.560039520263672
2010-04-26,11.543132781982422
2010-04-27,11.323315620422363
2010-04-28,11.495214462280273
2010-04-29,11.596673011779785
2010-04-30,11.661494255065918
2010-05-03,11.799575805664062
2010-05-04,11.554401397705078
2010-05-05,11.450130462646484
2010-05-06,10.835772514343262
2010-05-07,10.353869438171387
2010-05-10,10.847047805786133
2010-05-11,10.956952095031738
2010-05-12,11.159860610961914
2010-05-13,11.173952102661133
2010-05-14,10.900590896606445
2010-05-17,11.072500228881836
2010-05-18,10.739957809448242
2010-05-19,10.500411987304688
2010-05-20,9.93114948272705
2010-05-21,10.02696704864502
2010-05-24,10.04951000213623
2010-05-25,9.925507545471191
2010-05-26,9.888876914978027
2010-05-27,10.243963241577148
2010-05-28,10.269323348999023
2010-06-01,10.024148941040039
2010-06-02,10.294689178466797
2010-06-03,10.427143096923828
2010-06-04,9.93114948272705
2010-06-07,9.874785423278809
2010-06-08,9.945237159729004
2010-06-09,9.801514625549316
2010-06-10,10.11151123046875
2010-06-11,10.139691352844238
2010-06-14,10.207324981689453
2010-06-15,10.455322265625
2010-06-16,10.503228187561035
2010-06-17,10.649770736694336
2010-06-18,10.677955627441406
2010-06-21,10.587774276733398
2010-06-22,10.39896011352539
2010-06-23,10.401779174804688
2010-06-24,10.342597007751465
2010-06-25,10.514504432678223
2010-06-28,10.68359375
2010-06-29,10.390508651733398
2010-06-30,10.303143501281738
2010-07-01,10.196053504943848
