Date,XYL
2011-10-13,20.116350173950195
2011-10-14,21.02885627746582
2011-10-17,20.871246337890625
2011-10-18,20.93760108947754
2011-10-19,20.531126022338867
2011-10-20,20.531126022338867
2011-10-21,21.18646812438965
2011-10-24,21.37725830078125
2011-10-25,21.360666275024414
2011-10-26,20.755104064941406
2011-10-27,21.252830505371094
2011-10-28,21.418737411499023
2011-10-31,22.18191146850586
2011-11-01,22.654747009277344
2011-11-02,22.082368850708008
2011-11-03,21.891578674316406
2011-11-04,20.89612579345703
2011-11-07,20.406696319580078
2011-11-08,20.688739776611328
2011-11-09,19.817729949951172
2011-11-10,19.61863899230957
2011-11-11,19.734771728515625
2011-11-14,19.935543060302734
2011-11-15,19.985530853271484
2011-11-16,20.093820571899414
2011-11-17,19.868892669677734
2011-11-18,19.935543060302734
2011-11-21,19.67728614807129
2011-11-22,19.685606002807617
2011-11-23,19.727272033691406
2011-11-25,19.160781860351562
2011-11-28,19.568992614746094
2011-11-29,19.385711669921875
2011-11-30,19.910539627075195
2011-12-01,20.218786239624023
2011-12-02,20.202117919921875
2011-12-05,20.90191078186035
2011-12-06,20.685302734375
2011-12-07,20.46871566772461
2011-12-08,19.89389419555664
2011-12-09,20.285432815551758
2011-12-12,19.92720603942871
2011-12-13,19.868892669677734
2011-12-14,19.50234031677246
2011-12-15,19.92720603942871
2011-12-16,20.55201530456543
2011-12-19,20.202117919921875
2011-12-20,20.252113342285156
2011-12-21,20.760292053222656
2011-12-22,20.685302734375
2011-12-23,20.751964569091797
2011-12-27,20.868589401245117
2011-12-28,21.2934513092041
2011-12-29,21.618356704711914
2011-12-30,21.401756286621094
2012-01-03,20.94356346130371
2012-01-04,21.635019302368164
2012-01-05,21.326784133911133
2012-01-06,20.968555450439453
2012-01-09,21.051868438720703
2012-01-10,21.310123443603516
2012-01-11,21.709991455078125
2012-01-12,21.41008758544922
2012-01-13,21.35176658630371
2012-01-17,21.35176658630371
2012-01-18,22.48475456237793
2012-01-19,22.176517486572266
2012-01-20,21.959915161132812
2012-01-23,21.451740264892578
2012-01-24,21.77664566040039
2012-01-25,22.15985679626465
2012-01-26,21.610027313232422
2012-01-27,21.501728057861328
2012-01-30,21.593360900878906
2012-01-31,21.585031509399414
2012-02-01,22.3431339263916
2012-02-02,22.20150375366211
2012-02-03,22.518075942993164
2012-02-06,22.309812545776367
2012-02-07,22.67637062072754
2012-02-08,22.81798553466797
2012-02-09,22.601388931274414
2012-02-10,22.551403045654297
2012-02-13,22.518075942993164
2012-02-14,22.42643928527832
2012-02-15,22.493087768554688
2012-02-16,22.618051528930664
2012-02-17,22.984607696533203
2012-02-21,23.176212310791016
2012-02-22,22.93461799621582
2012-02-23,23.14288902282715
2012-02-24,22.70968246459961
2012-02-27,22.792993545532227
2012-02-28,22.359798431396484
2012-02-29,21.643352508544922
2012-03-01,22.321609497070312
2012-03-02,22.246337890625
2012-03-05,21.928539276123047
2012-03-06,21.61909294128418
2012-03-07,21.9201717376709
2012-03-08,22.2630672454834
2012-03-09,22.78995704650879
2012-03-12,23.024127960205078
2012-03-13,23.768461227416992
2012-03-14,23.71827507019043
2012-03-15,24.02772331237793
2012-03-16,23.576107025146484
2012-03-19,23.367019653320312
2012-03-20,22.840133666992188
2012-03-21,22.85685920715332
2012-03-22,22.764873504638672
2012-03-23,22.748138427734375
2012-03-26,23.291748046875
2012-03-27,23.40884017944336
2012-03-28,23.383747100830078
2012-03-29,23.132841110229492
2012-03-30,23.208120346069336
2012-04-02,23.684823989868164
2012-04-03,23.626277923583984
2012-04-04,23.24993896484375
2012-04-05,23.392112731933594
2012-04-09,22.8819522857666
2012-04-10,22.53069496154785
2012-04-11,22.580873489379883
2012-04-12,22.84848976135254
2012-04-13,22.438697814941406
2012-04-16,22.497243881225586
2012-04-17,22.748138427734375
2012-04-18,23.12448501586914
2012-04-19,22.664506912231445
2012-04-20,22.8819522857666
2012-04-23,22.48887825012207
2012-04-24,22.664506912231445
2012-04-25,23.166301727294922
2012-04-26,23.500835418701172
2012-04-27,23.735010147094727
2012-04-30,23.316837310791016
2012-05-01,23.132841110229492
2012-05-02,23.216480255126953
2012-05-03,22.831769943237305
2012-05-04,22.120891571044922
2012-05-07,21.9201717376709
2012-05-08,22.045623779296875
2012-05-09,21.853267669677734
2012-05-10,21.861635208129883
2012-05-11,21.769634246826172
2012-05-14,21.267833709716797
2012-05-15,21.083847045898438
2012-05-16,21.21765899658203
2012-05-17,20.50477409362793
2012-05-18,20.714689254760742
2012-05-21,21.277273178100586
2012-05-22,21.4871826171875
2012-05-23,21.655128479003906
2012-05-24,21.949012756347656
2012-05-25,21.537567138671875
2012-05-29,21.739091873168945
2012-05-30,21.369638442993164
2012-05-31,21.268875122070312
2012-06-01,20.555152893066406
2012-06-04,20.580341339111328
2012-06-05,20.639118194580078
2012-06-06,21.40322494506836
2012-06-07,21.613136291503906
2012-06-08,21.764280319213867
2012-06-11,21.420015335083008
2012-06-12,21.47879981994629
2012-06-13,21.134531021118164
2012-06-14,20.99178123474121
2012-06-15,21.260475158691406
2012-06-18,21.1009464263916
2012-06-19,21.058956146240234
2012-06-20,20.756681442260742
2012-06-21,20.38722801208496
2012-06-22,20.16890525817871
2012-06-25,19.824647903442383
2012-06-26,20.084938049316406
2012-06-27,20.395620346069336
2012-06-28,20.647520065307617
2012-06-29,21.134531021118164
2012-07-02,21.025375366210938
2012-07-03,21.562759399414062
2012-07-05,21.436813354492188
2012-07-06,21.15972328186035
2012-07-09,20.99178123474121
2012-07-10,20.45439910888672
2012-07-11,20.093338012695312
2012-07-12,19.46358299255371
2012-07-13,19.572744369506836
2012-07-16,19.44679069519043
2012-07-17,19.858232498168945
2012-07-18,20.093338012695312
2012-07-19,20.252870559692383
2012-07-20,19.97579002380371
2012-07-23,20.051353454589844
2012-07-24,19.80784797668457
2012-07-25,20.076541900634766
2012-07-26,19.925403594970703
2012-07-27,20.32005500793457
2012-07-30,20.32005500793457
2012-07-31,20.13532066345215
2012-08-01,20.068143844604492
2012-08-02,19.791048049926758
2012-08-03,20.177305221557617
2012-08-06,20.261274337768555
2012-08-07,20.3536376953125
2012-08-08,20.278066635131836
2012-08-09,20.546754837036133
2012-08-10,20.538366317749023
2012-08-13,20.580341339111328
2012-08-14,20.202495574951172
2012-08-15,20.395620346069336
2012-08-16,20.941404342651367
2012-08-17,21.109336853027344
2012-08-20,21.23529052734375
2012-08-21,21.15972328186035
2012-08-22,21.008583068847656
2012-08-23,20.764928817749023
2012-08-24,20.655330657958984
2012-08-27,20.351831436157227
2012-08-28,20.275955200195312
2012-08-29,20.24222183227539
2012-08-30,20.309669494628906
2012-08-31,20.478288650512695
2012-09-04,20.233789443969727
2012-09-05,20.292810440063477
2012-09-06,21.05158233642578
2012-09-07,21.161174774169922
2012-09-10,20.7227725982666
2012-09-11,21.397232055664062
2012-09-12,21.076866149902344
2012-09-13,21.3803768157959
2012-09-14,21.557424545288086
2012-09-17,21.363513946533203
2012-09-18,21.675457000732422
2012-09-19,21.903087615966797
2012-09-20,21.582714080810547
2012-09-21,21.44782257080078
2012-09-24,21.498401641845703
2012-09-25,21.422527313232422
2012-09-26,21.06000518798828
2012-09-27,21.329790115356445
2012-09-28,21.203327178955078
2012-10-01,21.279205322265625
2012-10-02,21.287635803222656
2012-10-03,21.09372901916504
2012-10-04,21.203327178955078
2012-10-05,21.19489288330078
2012-10-08,21.169612884521484
2012-10-09,20.899822235107422
2012-10-10,20.70591163635254
2012-10-11,20.503582000732422
2012-10-12,20.74806785583496
2012-10-15,20.849239349365234
2012-10-16,21.38880157470703
2012-10-17,21.14431381225586
2012-10-18,20.85736083984375
2012-10-19,20.501827239990234
2012-10-22,20.561092376708984
2012-10-23,20.48490333557129
2012-10-24,19.84156608581543
2012-10-25,20.070131301879883
2012-10-26,19.96855354309082
2012-10-31,20.535690307617188
2012-11-01,21.50067901611328
2012-11-02,21.695369720458984
2012-11-05,22.008575439453125
2012-11-06,22.050891876220703
2012-11-07,21.424497604370117
2012-11-08,21.094377517700195
2012-11-09,20.916606903076172
2012-11-12,20.95893096923828
2012-11-13,20.764245986938477
2012-11-14,20.35793113708496
2012-11-15,20.341005325317383
2012-11-16,20.47643280029297
2012-11-19,21.026653289794922
2012-11-20,21.2636661529541
2012-11-21,21.449901580810547
2012-11-23,21.602266311645508
2012-11-26,21.890060424804688
2012-11-27,21.695369720458984
2012-11-28,21.95778465270996
2012-11-29,22.118621826171875
2012-11-30,22.084753036499023
2012-12-03,21.813880920410156
2012-12-04,21.754629135131836
2012-12-05,22.008575439453125
2012-12-06,22.084753036499023
2012-12-07,22.330230712890625
2012-12-10,22.41487693786621
2012-12-11,22.541860580444336
2012-12-12,22.67729377746582
2012-12-13,22.592649459838867
2012-12-14,22.65189552307129
2012-12-17,22.474138259887695
2012-12-18,23.024351119995117
2012-12-19,23.337554931640625
2012-12-20,22.71961784362793
2012-12-21,22.65189552307129
2012-12-24,22.745014190673828
2012-12-26,22.668832778930664
2012-12-27,22.728076934814453
2012-12-28,22.372568130493164
2012-12-31,22.93971061706543
2013-01-02,23.27829933166504
2013-01-03,23.202116012573242
2013-01-04,23.168258666992188
2013-01-07,22.863523483276367
2013-01-08,22.58418083190918
2013-01-09,22.93971061706543
2013-01-10,23.26136589050293
2013-01-11,23.00742530822754
2013-01-14,23.032817840576172
2013-01-15,22.96510124206543
2013-01-16,22.81273651123047
2013-01-17,23.210580825805664
2013-01-18,23.286762237548828
2013-01-22,23.4306697845459
2013-01-23,23.616886138916016
2013-01-24,23.684619903564453
2013-01-25,23.447593688964844
2013-01-28,23.633817672729492
2013-01-29,23.6761474609375
2013-01-30,23.650754928588867
2013-01-31,23.642290115356445
2013-02-01,23.710006713867188
2013-02-04,23.320621490478516
2013-02-05,23.506851196289062
2013-02-06,23.574567794799805
2013-02-07,22.778873443603516
2013-02-08,22.931238174438477
2013-02-11,23.244441986083984
2013-02-12,23.65921974182129
2013-02-13,23.921630859375
2013-02-14,24.099382400512695
2013-02-15,24.036500930786133
2013-02-19,24.44446563720703
2013-02-20,23.764514923095703
2013-02-21,23.526521682739258
2013-02-22,23.62001609802246
2013-02-25,22.965559005737305
2013-02-26,22.948562622070312
2013-02-27,23.34803009033203
2013-02-28,23.37353515625
2013-03-01,23.365036010742188
2013-03-04,23.365036010742188
2013-03-05,24.18097686767578
2013-03-06,24.937435150146484
2013-03-07,24.13848114013672
2013-03-08,24.163984298706055
2013-03-11,24.44446563720703
