Date,POOL
2010-01-04,15.615642547607422
2010-01-05,15.777128219604492
2010-01-06,15.268449783325195
2010-01-07,15.171561241149902
2010-01-08,15.058515548706055
2010-01-11,14.945476531982422
2010-01-12,14.905105590820312
2010-01-13,15.292673110961914
2010-01-14,15.397636413574219
2010-01-15,15.55913257598877
2010-01-19,15.93862247467041
2010-01-20,15.7367582321167
2010-01-21,15.74482250213623
2010-01-22,15.518753051757812
2010-01-25,15.429935455322266
2010-01-26,15.26037311553955
2010-01-27,15.341115951538086
2010-01-28,15.228080749511719
2010-01-29,14.824360847473145
2010-02-01,15.26037311553955
2010-02-02,15.220003128051758
2010-02-03,15.300737380981445
2010-02-04,14.913178443908691
2010-02-05,14.880887031555176
2010-02-08,15.001993179321289
2010-02-09,15.74482250213623
2010-02-10,15.801353454589844
2010-02-11,16.140472412109375
2010-02-12,16.63300132751465
2010-02-16,17.06093406677246
2010-02-17,16.94788932800293
2010-02-18,16.61685562133789
2010-02-19,16.68144416809082
2010-02-22,16.72182273864746
2010-02-23,16.40692138671875
2010-02-24,16.423072814941406
2010-02-25,16.495738983154297
2010-02-26,16.132400512695312
2010-03-01,16.342323303222656
2010-03-02,16.55225372314453
2010-03-03,16.85100555419922
2010-03-04,16.907520294189453
2010-03-05,17.451885223388672
2010-03-08,17.508760452270508
2010-03-09,17.80124282836914
2010-03-10,17.979984283447266
2010-03-11,17.914987564086914
2010-03-12,17.939369201660156
2010-03-15,17.988115310668945
2010-03-16,18.540590286254883
2010-03-17,18.451221466064453
2010-03-18,18.451221466064453
2010-03-19,18.61371612548828
2010-03-22,19.011825561523438
2010-03-23,19.239322662353516
2010-03-24,18.898086547851562
2010-03-25,18.768077850341797
2010-03-26,18.662464141845703
2010-03-29,18.776206970214844
2010-03-30,18.7355899810791
2010-03-31,18.39435386657715
2010-04-01,18.361846923828125
2010-04-05,19.036197662353516
2010-04-06,18.80870819091797
2010-04-07,18.556846618652344
2010-04-08,18.61371612548828
2010-04-09,18.49184799194336
2010-04-12,18.369977951049805
2010-04-13,18.337467193603516
2010-04-14,18.662464141845703
2010-04-15,19.19869041442871
2010-04-16,19.40993881225586
2010-04-19,20.254913330078125
2010-04-20,20.2386531829834
2010-04-21,19.840545654296875
2010-04-22,20.5717716217041
2010-04-23,20.73427391052246
2010-04-26,21.034873962402344
2010-04-27,20.644893646240234
2010-04-28,20.555522918701172
2010-04-29,20.547395706176758
2010-04-30,19.9299259185791
2010-05-03,20.628644943237305
2010-05-04,20.076162338256836
2010-05-05,19.83242416381836
2010-05-06,19.385568618774414
2010-05-07,18.9549560546875
2010-05-10,19.96241569519043
2010-05-11,20.206157684326172
2010-05-12,21.026748657226562
2010-05-13,20.52863883972168
2010-05-14,20.36532974243164
2010-05-17,20.71646499633789
2010-05-18,20.3490047454834
2010-05-19,20.291839599609375
2010-05-20,19.899879455566406
2010-05-21,19.703908920288086
2010-05-24,19.687580108642578
2010-05-25,18.87099838256836
2010-05-26,19.311954498291016
2010-05-27,19.77739906311035
2010-05-28,19.5895938873291
2010-06-01,19.08331871032715
2010-06-02,19.695741653442383
2010-06-03,19.908056259155273
2010-06-04,19.164968490600586
2010-06-07,18.634191513061523
2010-06-08,18.51987648010254
2010-06-09,18.789337158203125
2010-06-10,19.36911392211914
2010-06-11,19.507930755615234
2010-06-14,19.638578414916992
2010-06-15,19.33644676208496
2010-06-16,18.92816734313965
2010-06-17,18.862829208374023
2010-06-18,18.99349021911621
2010-06-21,18.813846588134766
2010-06-22,18.381053924560547
2010-06-23,18.381053924560547
2010-06-24,18.372896194458008
2010-06-25,18.764842987060547
2010-06-28,19.08331871032715
2010-06-29,18.511714935302734
2010-06-30,17.899274826049805
2010-07-01,17.711471557617188
2010-07-02,17.25418472290039
2010-07-06,16.82139778137207
2010-07-07,17.39301300048828
2010-07-08,17.41750144958496
2010-07-09,17.98093605041504
2010-07-12,17.69513511657715
2010-07-13,18.372896194458008
2010-07-14,18.274906158447266
2010-07-15,18.144250869750977
2010-07-16,17.491003036499023
2010-07-19,17.482826232910156
2010-07-20,17.842119216918945
2010-07-21,17.62981605529785
2010-07-22,17.058216094970703
2010-07-23,17.703304290771484
2010-07-26,18.46272087097168
2010-07-27,19.00982666015625
2010-07-28,18.34022331237793
2010-07-29,18.34022331237793
2010-07-30,18.07075309753418
2010-08-02,18.397397994995117
2010-08-03,18.56070327758789
2010-08-04,19.026151657104492
2010-08-05,18.79751205444336
2010-08-06,18.38922882080078
2010-08-09,18.52804183959961
2010-08-10,17.833951950073242
2010-08-11,16.894899368286133
2010-08-12,17.018159866333008
2010-08-13,16.484037399291992
2010-08-16,16.599077224731445
2010-08-17,16.714113235473633
2010-08-18,16.623729705810547
2010-08-19,16.007413864135742
2010-08-20,16.064945220947266
2010-08-23,15.933465003967285
2010-08-24,15.637645721435547
2010-08-25,15.637645721435547
2010-08-26,15.604778289794922
2010-08-27,15.686949729919434
2010-08-30,15.25964069366455
2010-08-31,15.16103458404541
2010-09-01,15.999201774597168
2010-09-02,15.941686630249023
2010-09-03,16.3772029876709
2010-09-07,15.933465003967285
2010-09-08,16.08959197998047
2010-09-09,15.941686630249023
2010-09-10,15.999201774597168
2010-09-13,16.2210750579834
2010-09-14,16.03207015991211
2010-09-15,16.171762466430664
