Date,BIRK
2023-10-11,40.20000076293945
2023-10-12,37.54999923706055
2023-10-13,36.380001068115234
2023-10-16,38.04999923706055
2023-10-17,39.279998779296875
2023-10-18,38.5
2023-10-19,37.2599983215332
2023-10-20,38.70000076293945
2023-10-23,38.81999969482422
2023-10-24,38.81999969482422
2023-10-25,39.20000076293945
2023-10-26,38.54999923706055
2023-10-27,38.06999969482422
2023-10-30,38.540000915527344
2023-10-31,39.06999969482422
2023-11-01,38.5
2023-11-02,40.20000076293945
2023-11-03,41.15999984741211
2023-11-06,41.43000030517578
2023-11-07,42.220001220703125
2023-11-08,42.209999084472656
2023-11-09,39.900001525878906
2023-11-10,40.650001525878906
2023-11-13,39.84000015258789
2023-11-14,39.720001220703125
2023-11-15,41.220001220703125
2023-11-16,42.209999084472656
2023-11-17,41.790000915527344
2023-11-20,41.84000015258789
2023-11-21,43.400001525878906
2023-11-22,41.849998474121094
2023-11-24,42.13999938964844
2023-11-27,41.4900016784668
2023-11-28,45.380001068115234
2023-11-29,45.75
2023-11-30,46.150001525878906
2023-12-01,48.45000076293945
2023-12-04,48.68000030517578
2023-12-05,49.029998779296875
2023-12-06,47.16999816894531
2023-12-07,47.400001525878906
2023-12-08,47.90999984741211
2023-12-11,48.25
2023-12-12,48.7599983215332
2023-12-13,48.459999084472656
2023-12-14,49.97999954223633
2023-12-15,48.68000030517578
2023-12-18,48.70000076293945
2023-12-19,49.040000915527344
2023-12-20,47.75
2023-12-21,46.79999923706055
2023-12-22,46.310001373291016
2023-12-26,49.029998779296875
2023-12-27,50.060001373291016
2023-12-28,49.5
2023-12-29,48.72999954223633
2024-01-02,47.380001068115234
2024-01-03,46.290000915527344
2024-01-04,46.189998626708984
2024-01-05,45.70000076293945
2024-01-08,47.43000030517578
2024-01-09,46.63999938964844
2024-01-10,47.650001525878906
2024-01-11,47.540000915527344
2024-01-12,47.880001068115234
2024-01-16,49.43000030517578
2024-01-17,49.97999954223633
2024-01-18,46.119998931884766
2024-01-19,46.31999969482422
2024-01-22,47.599998474121094
2024-01-23,45.61000061035156
2024-01-24,44.79999923706055
2024-01-25,46.400001525878906
2024-01-26,46.529998779296875
2024-01-29,48.41999816894531
2024-01-30,47.5
2024-01-31,46.38999938964844
2024-02-01,46.66999816894531
2024-02-02,46.09000015258789
2024-02-05,45.150001525878906
2024-02-06,46.40999984741211
2024-02-07,45.90999984741211
2024-02-08,48.0
2024-02-09,47.86000061035156
2024-02-12,50.70000076293945
2024-02-13,48.130001068115234
2024-02-14,49.849998474121094
2024-02-15,49.779998779296875
2024-02-16,49.25
2024-02-20,49.2400016784668
2024-02-21,51.97999954223633
2024-02-22,51.29999923706055
2024-02-23,52.0
2024-02-26,51.0
2024-02-27,51.45000076293945
2024-02-28,51.22999954223633
2024-02-29,50.0099983215332
2024-03-01,47.83000183105469
2024-03-04,50.2400016784668
2024-03-05,48.36000061035156
2024-03-06,48.189998626708984
2024-03-07,48.400001525878906
2024-03-08,47.18000030517578
2024-03-11,47.43000030517578
2024-03-12,47.029998779296875
2024-03-13,46.849998474121094
2024-03-14,46.43000030517578
2024-03-15,47.09000015258789
2024-03-18,46.400001525878906
2024-03-19,45.869998931884766
2024-03-20,45.95000076293945
2024-03-21,46.75
2024-03-22,46.75
2024-03-25,45.66999816894531
2024-03-26,46.2599983215332
2024-03-27,47.029998779296875
2024-03-28,47.25
2024-04-01,46.59000015258789
2024-04-02,45.189998626708984
2024-04-03,43.36000061035156
2024-04-04,41.9900016784668
2024-04-05,44.040000915527344
2024-04-08,44.54999923706055
2024-04-09,45.209999084472656
2024-04-10,43.41999816894531
2024-04-11,43.810001373291016
2024-04-12,43.029998779296875
2024-04-15,42.15999984741211
2024-04-16,42.150001525878906
2024-04-17,42.290000915527344
2024-04-18,42.02000045776367
2024-04-19,42.66999816894531
2024-04-22,43.900001525878906
2024-04-23,44.84000015258789
2024-04-24,45.040000915527344
2024-04-25,44.84000015258789
2024-04-26,45.45000076293945
2024-04-29,44.61000061035156
2024-04-30,44.77000045776367
2024-05-01,44.47999954223633
2024-05-02,44.61000061035156
2024-05-03,44.79999923706055
2024-05-06,44.900001525878906
2024-05-07,44.7400016784668
2024-05-08,44.88999938964844
2024-05-09,46.18000030517578
2024-05-10,45.4900016784668
2024-05-13,47.439998626708984
2024-05-14,48.25
2024-05-15,46.97999954223633
2024-05-16,46.130001068115234
2024-05-17,47.20000076293945
2024-05-20,48.0099983215332
2024-05-21,47.599998474121094
2024-05-22,46.34000015258789
2024-05-23,46.290000915527344
2024-05-24,48.11000061035156
2024-05-28,49.18000030517578
2024-05-29,49.9900016784668
2024-05-30,55.81999969482422
2024-05-31,57.0
2024-06-03,58.72999954223633
2024-06-04,58.02000045776367
2024-06-05,59.290000915527344
2024-06-06,58.59000015258789
2024-06-07,57.880001068115234
2024-06-10,58.77000045776367
2024-06-11,59.13999938964844
2024-06-12,58.790000915527344
2024-06-13,59.95000076293945
2024-06-14,59.66999816894531
2024-06-17,60.099998474121094
2024-06-18,60.11000061035156
2024-06-20,61.13999938964844
2024-06-21,61.470001220703125
2024-06-24,59.779998779296875
2024-06-25,57.369998931884766
2024-06-26,54.61000061035156
2024-06-27,54.29999923706055
2024-06-28,54.40999984741211
2024-07-01,55.369998931884766
2024-07-02,55.459999084472656
2024-07-03,56.5
2024-07-05,56.619998931884766
2024-07-08,56.7599983215332
2024-07-09,56.290000915527344
2024-07-10,55.060001373291016
2024-07-11,54.779998779296875
2024-07-12,55.650001525878906
2024-07-15,54.65999984741211
2024-07-16,55.08000183105469
2024-07-17,54.15999984741211
2024-07-18,53.630001068115234
2024-07-19,54.29999923706055
2024-07-22,55.27000045776367
2024-07-23,55.52000045776367
2024-07-24,55.41999816894531
2024-07-25,55.52000045776367
2024-07-26,57.209999084472656
2024-07-29,58.54999923706055
