Date,QSR
2014-12-11,27.33894920349121
2014-12-12,26.370800018310547
2014-12-15,26.28143882751465
2014-12-16,26.408039093017578
2014-12-17,26.936784744262695
2014-12-18,28.426250457763672
2014-12-19,31.204071044921875
2014-12-22,29.550785064697266
2014-12-23,29.237993240356445
2014-12-24,29.260353088378906
2014-12-26,29.05927085876465
2014-12-29,28.955013275146484
2014-12-30,28.947561264038086
2014-12-31,29.07416534423828
2015-01-02,28.537961959838867
2015-01-05,28.15070343017578
2015-01-06,28.20283317565918
2015-01-07,29.29013442993164
2015-01-08,30.04975700378418
2015-01-09,29.759305953979492
2015-01-12,29.5582332611084
2015-01-13,29.98272705078125
2015-01-14,30.079538345336914
2015-01-15,29.305028915405273
2015-01-16,29.00713348388672
2015-01-20,28.508167266845703
2015-01-21,28.977346420288086
2015-01-22,29.19331932067871
2015-01-23,29.275238037109375
2015-01-26,28.932662963867188
2015-01-27,29.223102569580078
2015-01-28,28.545406341552734
2015-01-29,29.16353416442871
2015-01-30,28.80605697631836
2015-02-02,28.63477325439453
2015-02-03,28.80605697631836
2015-02-04,28.374116897583008
2015-02-05,28.60498046875
2015-02-06,28.955013275146484
2015-02-09,28.590084075927734
2015-02-10,29.230548858642578
2015-02-11,29.05927085876465
2015-02-12,29.282686233520508
2015-02-13,28.850746154785156
2015-02-17,31.3679141998291
2015-02-18,30.511489868164062
2015-02-19,30.384885787963867
2015-02-20,30.973224639892578
2015-02-23,31.00300407409668
2015-02-24,31.524316787719727
2015-02-25,31.79241943359375
2015-02-26,32.38075256347656
2015-02-27,33.00761413574219
2015-03-02,33.335975646972656
2015-03-03,32.55240249633789
2015-03-04,31.746416091918945
2015-03-05,31.537464141845703
2015-03-06,30.709104537963867
2015-03-09,30.238950729370117
2015-03-10,29.65685272216797
2015-03-11,29.350889205932617
2015-03-12,29.61954116821289
2015-03-13,29.074766159057617
2015-03-16,29.440439224243164
2015-03-17,29.567310333251953
2015-03-18,29.589693069458008
2015-03-19,29.731496810913086
2015-03-20,29.082233428955078
2015-03-23,28.73893928527832
2015-03-24,29.328487396240234
2015-03-25,28.92550277709961
2015-03-26,28.865806579589844
2015-03-27,28.947908401489258
2015-03-30,29.194177627563477
2015-03-31,28.66431427001953
2015-04-01,28.64192771911621
2015-04-02,29.074766159057617
2015-04-06,29.26133155822754
2015-04-07,29.059837341308594
2015-04-08,29.015071868896484
2015-04-09,28.798643112182617
2015-04-10,29.089698791503906
2015-04-13,29.1046199798584
2015-04-14,29.082233428955078
2015-04-15,29.0971622467041
2015-04-16,29.328487396240234
2015-04-17,28.731473922729492
2015-04-20,28.470287322998047
2015-04-21,28.873275756835938
2015-04-22,29.373273849487305
2015-04-23,30.776269912719727
2015-04-24,31.02254295349121
2015-04-27,30.29119110107422
2015-04-28,31.656864166259766
2015-04-29,31.537464141845703
2015-04-30,30.43297576904297
2015-05-01,30.87328338623047
2015-05-04,31.45537757873535
2015-05-05,30.68671417236328
2015-05-06,30.37327766418457
2015-05-07,30.67924690246582
2015-05-08,30.716569900512695
2015-05-11,30.470308303833008
2015-05-12,30.321044921875
2015-05-13,30.559839248657227
2015-05-14,31.044919967651367
2015-05-15,31.44790267944336
2015-05-18,30.46282386779785
2015-05-19,30.768800735473633
2015-05-20,30.649396896362305
2015-05-21,30.20163917541504
2015-05-22,29.731496810913086
2015-05-26,29.007604598999023
2015-05-27,28.977680206298828
2015-05-28,28.730764389038086
2015-05-29,28.932775497436523
2015-06-01,28.745723724365234
2015-06-02,29.030046463012695
2015-06-03,28.992645263671875
2015-06-04,28.910335540771484
2015-06-05,29.39667320251465
2015-06-08,28.513792037963867
2015-06-09,28.334226608276367
2015-06-10,28.42401695251465
2015-06-11,28.768178939819336
2015-06-12,28.438966751098633
2015-06-15,28.19955062866211
2015-06-16,27.75811195373535
2015-06-17,28.027462005615234
2015-06-18,28.581127166748047
2015-06-19,28.319255828857422
2015-06-22,28.850482940673828
2015-06-23,28.842985153198242
2015-06-24,28.16213607788086
2015-06-25,28.491344451904297
2015-06-26,29.172210693359375
2015-06-29,28.409046173095703
2015-06-30,28.588607788085938
2015-07-01,29.583707809448242
2015-07-02,29.568748474121094
2015-07-06,29.284435272216797
2015-07-07,29.785728454589844
2015-07-08,28.962703704833984
2015-07-09,28.56615447998047
2015-07-10,29.059972763061523
2015-07-13,30.3319091796875
2015-07-14,30.062559127807617
2015-07-15,29.74831199645996
2015-07-16,30.070032119750977
2015-07-17,30.556371688842773
2015-07-20,29.9727783203125
2015-07-21,29.351776123046875
2015-07-22,29.905433654785156
2015-07-23,29.55377960205078
2015-07-24,29.99521827697754
2015-07-27,31.0501651763916
2015-07-28,31.985424041748047
2015-07-29,32.06025695800781
2015-07-30,32.13505935668945
2015-07-31,32.35204315185547
2015-08-03,32.2772216796875
2015-08-04,32.583988189697266
2015-08-05,32.85333251953125
2015-08-06,32.224849700927734
2015-08-07,32.06772994995117
2015-08-10,31.985424041748047
2015-08-11,31.8657169342041
2015-08-12,31.49161720275879
2015-08-13,31.813335418701172
2015-08-14,31.873207092285156
2015-08-17,32.33707046508789
2015-08-18,31.641254425048828
2015-08-19,31.88067626953125
2015-08-20,30.376800537109375
2015-08-21,29.50141143798828
2015-08-24,28.124731063842773
2015-08-25,27.76560401916504
2015-08-26,29.101696014404297
2015-08-27,29.912372589111328
2015-08-28,29.694698333740234
2015-08-31,28.7789306640625
2015-09-01,28.00579261779785
2015-09-02,28.080856323242188
2015-09-03,28.546241760253906
2015-09-04,28.17844009399414
2015-09-08,28.4711856842041
2015-09-09,28.658836364746094
2015-09-10,28.035816192626953
2015-09-11,28.050823211669922
2015-09-14,27.758087158203125
2015-09-15,27.938232421875
2015-09-16,27.79561424255371
2015-09-17,28.118396759033203
2015-09-18,27.540403366088867
2015-09-21,28.501201629638672
2015-09-22,28.25349998474121
2015-09-23,28.23098373413086
2015-09-24,27.960756301879883
2015-09-25,27.9532527923584
2015-09-28,27.127559661865234
2015-09-29,26.05417251586914
2015-09-30,26.962417602539062
2015-10-01,26.39194679260254
2015-10-02,26.249340057373047
2015-10-05,26.70720672607422
2015-10-06,26.77476692199707
2015-10-07,26.91739273071289
2015-10-08,26.78227424621582
2015-10-09,27.26267433166504
2015-10-12,27.360246658325195
2015-10-13,27.352746963500977
2015-10-14,27.037490844726562
2015-10-15,27.0975399017334
2015-10-16,27.435321807861328
2015-10-19,28.40361785888672
2015-10-20,28.4711856842041
2015-10-21,27.607959747314453
2015-10-22,27.773103713989258
2015-10-23,28.02079963684082
