Date,PLAY
2014-10-10,16.928142547607422
2014-10-13,17.143661499023438
2014-10-14,16.93793487548828
2014-10-15,16.849767684936523
2014-10-16,17.124067306518555
2014-10-17,17.44734764099121
2014-10-20,18.015539169311523
2014-10-21,18.524948120117188
2014-10-22,18.50535774230957
2014-10-23,18.54454231262207
2014-10-24,18.426984786987305
2014-10-27,19.132328033447266
2014-10-28,18.85802459716797
2014-10-29,18.71108055114746
2014-10-30,18.98537826538086
2014-10-31,19.25967788696289
2014-11-03,19.66132926940918
2014-11-04,20.660560607910156
2014-11-05,20.454833984375
2014-11-06,20.19033432006836
2014-11-07,20.86627960205078
2014-11-10,21.610807418823242
2014-11-11,21.434473037719727
2014-11-12,21.287527084350586
2014-11-13,21.679380416870117
2014-11-14,22.120222091674805
2014-11-17,22.159406661987305
2014-11-18,21.561826705932617
2014-11-19,20.895675659179688
2014-11-20,21.072006225585938
2014-11-21,21.49325180053711
2014-11-24,21.44426918029785
2014-11-25,21.052412033081055
2014-11-26,21.86551284790039
2014-11-28,22.453296661376953
2014-12-01,22.531667709350586
2014-12-02,22.659021377563477
2014-12-03,22.786373138427734
2014-12-04,23.227209091186523
2014-12-05,23.16843032836914
2014-12-08,22.756982803344727
2014-12-09,23.109657287597656
2014-12-10,23.17823028564453
2014-12-11,23.090059280395508
2014-12-12,22.22797966003418
2014-12-15,21.15037727355957
2014-12-16,21.18956184387207
2014-12-17,23.687641143798828
2014-12-18,25.059131622314453
2014-12-19,24.3048095703125
2014-12-22,25.04933738708496
2014-12-23,25.30404281616211
2014-12-24,25.13750457763672
2014-12-26,25.72528839111328
2014-12-29,26.283679962158203
2014-12-30,26.4012393951416
2014-12-31,26.744108200073242
2015-01-02,25.646915435791016
2015-01-05,25.08852195739746
2015-01-06,26.146530151367188
2015-01-07,27.273113250732422
2015-01-08,26.900850296020508
2015-01-09,26.851871490478516
2015-01-12,27.79232406616211
2015-01-13,29.859359741210938
2015-01-14,30.19243621826172
2015-01-15,29.800579071044922
2015-01-16,29.232391357421875
2015-01-20,28.39969825744629
2015-01-21,27.870695114135742
2015-01-22,27.50822639465332
2015-01-23,27.557209014892578
2015-01-26,27.60619354248047
2015-01-27,27.713951110839844
2015-01-28,28.01763916015625
2015-01-29,28.096010208129883
2015-01-30,28.15478515625
2015-02-02,27.351486206054688
2015-02-03,28.39969825744629
2015-02-04,29.59485626220703
2015-02-05,29.888748168945312
2015-02-06,29.183408737182617
2015-02-09,29.251983642578125
2015-02-10,29.310760498046875
2015-02-11,29.30096435546875
2015-02-12,29.026662826538086
2015-02-13,28.909109115600586
2015-02-17,28.909109115600586
2015-02-18,29.820173263549805
2015-02-19,29.92793083190918
2015-02-20,29.859359741210938
2015-02-23,29.663429260253906
2015-02-24,29.46750259399414
2015-02-25,30.809606552124023
2015-02-26,31.42677879333496
2015-02-27,30.564697265625
2015-03-02,31.02512550354004
2015-03-03,31.005537033081055
2015-03-04,30.309993743896484
2015-03-05,31.181869506835938
2015-03-06,30.241416931152344
2015-03-09,30.7998104095459
2015-03-10,30.81940269470215
2015-03-11,29.73200798034668
2015-03-12,30.643070220947266
2015-03-13,30.3295841217041
2015-03-16,30.407955169677734
2015-03-17,30.43734359741211
2015-03-18,30.16304588317871
2015-03-19,31.56393051147461
2015-03-20,31.505146026611328
2015-03-23,31.338611602783203
2015-03-24,30.476531982421875
2015-03-25,29.692819595336914
2015-03-26,29.398927688598633
2015-03-27,29.565467834472656
2015-03-30,29.81037712097168
2015-03-31,29.839763641357422
2015-04-01,29.154020309448242
2015-04-02,29.5164852142334
2015-04-06,30.45693588256836
2015-04-07,30.016098022460938
2015-04-08,30.75082778930664
2015-04-09,31.06431007385254
2015-04-10,32.337833404541016
2015-04-13,32.47499084472656
2015-04-14,33.14114761352539
2015-04-15,32.847251892089844
2015-04-16,32.876644134521484
2015-04-17,32.073341369628906
2015-04-20,32.47499084472656
2015-04-21,32.41621398925781
2015-04-22,31.7304630279541
2015-04-23,32.132118225097656
2015-04-24,32.58274841308594
2015-04-27,33.00399398803711
2015-04-28,33.297889709472656
2015-04-29,31.02512550354004
2015-04-30,30.8781795501709
2015-05-01,31.789247512817383
2015-05-04,31.465961456298828
2015-05-05,30.672456741333008
2015-05-06,30.63327407836914
2015-05-07,30.946754455566406
2015-05-08,31.162277221679688
2015-05-11,31.328813552856445
2015-05-12,31.59331512451172
2015-05-13,32.024356842041016
2015-05-14,32.3966178894043
2015-05-15,32.36722946166992
2015-05-18,32.876644134521484
2015-05-19,32.80806350708008
2015-05-20,32.749290466308594
2015-05-21,33.14114761352539
2015-05-22,32.768882751464844
2015-05-26,32.7394905090332
2015-05-27,31.47576141357422
2015-05-28,30.96634864807129
2015-05-29,30.98594093322754
2015-06-01,31.505146026611328
2015-06-02,32.08313751220703
2015-06-03,32.42601013183594
2015-06-04,32.20069122314453
2015-06-05,32.83745574951172
2015-06-08,32.57295227050781
2015-06-09,33.88566589355469
2015-06-10,34.68897247314453
2015-06-11,35.12001419067383
2015-06-12,35.619632720947266
2015-06-15,35.71759033203125
2015-06-16,36.25638961791992
2015-06-17,36.55029296875
2015-06-18,36.540489196777344
2015-06-19,36.66783905029297
2015-06-22,36.17802429199219
2015-06-23,35.60982894897461
2015-06-24,35.95270538330078
2015-06-25,36.14863586425781
2015-06-26,36.23680114746094
2015-06-29,34.64978790283203
2015-06-30,35.35512161254883
2015-07-01,34.89469528198242
2015-07-02,34.8457145690918
2015-07-06,34.679176330566406
2015-07-07,35.18858337402344
2015-07-08,35.01225280761719
2015-07-09,35.296348571777344
2015-07-10,35.874332427978516
2015-07-13,37.77482986450195
2015-07-14,38.00994110107422
2015-07-15,37.63768005371094
2015-07-16,38.225467681884766
2015-07-17,38.333221435546875
2015-07-20,38.62711715698242
2015-07-21,38.73488235473633
2015-07-22,38.62711715698242
2015-07-23,38.284244537353516
2015-07-24,38.07851791381836
2015-07-27,37.324195861816406
