Date,HRL
2010-01-04,6.800989151000977
2010-01-05,6.836523056030273
2010-01-06,6.799212455749512
2010-01-07,6.76190710067749
2010-01-08,6.767235279083252
2010-01-11,6.779669761657715
2010-01-12,6.847186088562012
2010-01-13,6.884491443634033
2010-01-14,6.886270523071289
2010-01-15,6.85073709487915
2010-01-19,6.905811309814453
2010-01-20,6.877231121063232
2010-01-21,6.889734745025635
2010-01-22,6.898664474487305
2010-01-25,6.895096302032471
2010-01-26,6.904027938842773
2010-01-27,6.952254295349121
2010-01-28,6.907598972320557
2010-01-29,6.912957668304443
2010-02-01,6.987978458404541
2010-02-02,7.080871105194092
2010-02-03,7.0451436042785645
2010-02-04,6.934394836425781
2010-02-05,6.966549396514893
2010-02-08,6.941537857055664
2010-02-09,7.009418487548828
2010-02-10,7.077297210693359
2010-02-11,7.109450340270996
2010-02-12,7.084441184997559
2010-02-16,7.19162130355835
2010-02-17,7.250567436218262
2010-02-18,7.550662994384766
2010-02-19,7.420262813568115
2010-02-22,7.432769298553467
2010-02-23,7.35774564743042
2010-02-24,7.400615215301514
2010-02-25,7.355957508087158
2010-02-26,7.343454360961914
2010-03-01,7.382752418518066
2010-03-02,7.472066879272461
2010-03-03,7.393472671508789
2010-03-04,7.466710090637207
2010-03-05,7.473855018615723
2010-03-08,7.445271968841553
2010-03-09,7.445271968841553
2010-03-10,7.436342716217041
2010-03-11,7.423839092254639
2010-03-12,7.372035026550293
2010-03-15,7.380966663360596
2010-03-16,7.393472671508789
2010-03-17,7.425623893737793
2010-03-18,7.423839092254639
2010-03-19,7.395256519317627
2010-03-22,7.432769298553467
2010-03-23,7.472066879272461
2010-03-24,7.477426052093506
2010-03-25,7.441700458526611
2010-03-26,7.493504524230957
2010-03-29,7.581028461456299
2010-03-30,7.538158416748047
2010-03-31,7.504220008850098
2010-04-01,7.532799243927002
2010-04-05,7.48992919921875
2010-04-06,7.464921474456787
2010-04-07,7.459561824798584
2010-04-08,7.423839092254639
2010-04-09,7.459561824798584
2010-04-12,7.463135242462158
2010-04-13,7.491715431213379
2010-04-14,7.533007621765137
2010-04-15,7.550961494445801
2010-04-16,7.509669780731201
2010-04-19,7.507875442504883
2010-04-20,7.493514537811279
2010-04-21,7.4576029777526855
2010-04-22,7.215242385864258
2010-04-23,7.184723854064941
2010-04-26,7.010581970214844
2010-04-27,7.039305210113525
2010-04-28,7.118299961090088
2010-04-29,7.290646553039551
2010-04-30,7.317571640014648
2010-05-03,7.346298694610596
2010-05-04,7.236786842346191
2010-05-05,7.321167945861816
2010-05-06,7.222426414489746
2010-05-07,7.22062873840332
2010-05-10,7.396568298339844
2010-05-11,7.367844104766846
2010-05-12,7.409135341644287
2010-05-13,7.401951789855957
2010-05-14,7.357071399688721
2010-05-17,7.452219009399414
2010-05-18,7.500692844390869
2010-05-19,7.303211688995361
2010-05-20,7.2188334465026855
2010-05-21,7.172155380249023
2010-05-24,7.170361042022705
2010-05-25,7.096757411956787
2010-05-26,7.12009334564209
2010-05-27,7.164975643157959
2010-05-28,7.145227909088135
2010-06-01,7.191906452178955
2010-06-02,7.317571640014648
2010-06-03,7.398362636566162
2010-06-04,7.270898818969727
2010-06-07,7.247561931610107
2010-06-08,7.333733081817627
2010-06-09,7.335525035858154
2010-06-10,7.468380451202393
2010-06-11,7.450427532196045
2010-06-14,7.504283428192139
2010-06-15,7.572507381439209
2010-06-16,7.504283428192139
2010-06-17,7.651495933532715
2010-06-18,7.567119598388672
2010-06-21,7.520442008972168
2010-06-22,7.468380451202393
2010-06-23,7.574300289154053
2010-06-24,7.541982650756836
2010-06-25,7.4611992835998535
2010-06-28,7.525826930999756
2010-06-29,7.405544281005859
2010-06-30,7.267305374145508
2010-07-01,7.371433734893799
2010-07-02,7.385796546936035
2010-07-06,7.450427532196045
2010-07-07,7.511465072631836
2010-07-08,7.543778896331787
2010-07-09,7.574300289154053
2010-07-12,7.543778896331787
2010-07-13,7.667652606964111
2010-07-14,7.6784257888793945
2010-07-15,7.68381404876709
2010-07-16,7.5563483238220215
2010-07-19,7.570706844329834
2010-07-20,7.6784257888793945
2010-07-21,7.5719828605651855
2010-07-22,7.645952224731445
2010-07-23,7.71450662612915
2010-07-26,7.929201126098633
2010-07-27,7.918379306793213
2010-07-28,7.790282726287842
2010-07-29,7.707294940948486
2010-07-30,7.743373870849609
2010-08-02,7.797502040863037
2010-08-03,7.76682710647583
2010-08-04,7.806520462036133
2010-08-05,7.756001949310303
2010-08-06,7.7325520515441895
2010-08-09,7.790282726287842
2010-08-10,7.862450122833252
2010-08-11,7.71450662612915
2010-08-12,7.701881408691406
2010-08-13,7.7397685050964355
2010-08-16,7.745180606842041
2010-08-17,7.8371901512146
2010-08-18,7.867861747741699
2010-08-19,7.824563026428223
2010-08-20,7.8444108963012695
2010-08-23,7.884094715118408
2010-08-24,7.822757720947266
2010-08-25,7.7199201583862305
2010-08-26,7.76682710647583
2010-08-27,7.779457092285156
2010-08-30,7.703681945800781
2010-08-31,7.784873008728027
2010-09-01,7.866056442260742
2010-09-02,7.9364190101623535
2010-09-03,7.997763633728027
2010-09-07,7.90574836730957
2010-09-08,7.949047565460205
2010-09-09,7.963479518890381
2010-09-10,8.03744888305664
2010-09-13,8.017605781555176
2010-09-14,8.033843994140625
2010-09-15,8.03564739227295
2010-09-16,7.988737106323242
2010-09-17,7.967088222503662
2010-09-20,8.008584022521973
2010-09-21,8.028428077697754
2010-09-22,8.019407272338867
2010-09-23,8.001365661621094
2010-09-24,8.087966918945312
2010-09-27,8.046473503112793
2010-09-28,8.071732521057129
2010-09-29,8.017605781555176
2010-09-30,8.046473503112793
2010-10-01,8.057295799255371
2010-10-04,8.048274040222168
2010-10-05,8.165543556213379
2010-10-06,8.20162296295166
2010-10-07,8.15110969543457
2010-10-08,8.17636775970459
2010-10-11,8.09518051147461
2010-10-12,7.990543842315674
2010-10-13,8.080750465393066
2010-10-14,8.133071899414062
2010-10-15,8.107810974121094
2010-10-18,8.09518051147461
2010-10-19,8.053686141967773
2010-10-20,8.095378875732422
