Date,SNBR
2010-01-04,6.590000152587891
2010-01-05,6.449999809265137
2010-01-06,7.010000228881836
2010-01-07,7.090000152587891
2010-01-08,6.929999828338623
2010-01-11,6.800000190734863
2010-01-12,6.46999979019165
2010-01-13,6.610000133514404
2010-01-14,6.730000019073486
2010-01-15,6.809999942779541
2010-01-19,6.860000133514404
2010-01-20,6.739999771118164
2010-01-21,6.800000190734863
2010-01-22,6.800000190734863
2010-01-25,6.599999904632568
2010-01-26,6.650000095367432
2010-01-27,6.800000190734863
2010-01-28,6.639999866485596
2010-01-29,6.46999979019165
2010-02-01,6.989999771118164
2010-02-02,7.690000057220459
2010-02-03,7.420000076293945
2010-02-04,7.130000114440918
2010-02-05,7.099999904632568
2010-02-08,7.230000019073486
2010-02-09,7.360000133514404
2010-02-10,7.389999866485596
2010-02-11,7.320000171661377
2010-02-12,7.449999809265137
2010-02-16,7.730000019073486
2010-02-17,7.71999979019165
2010-02-18,7.539999961853027
2010-02-19,7.489999771118164
2010-02-22,7.800000190734863
2010-02-23,7.679999828338623
2010-02-24,7.670000076293945
2010-02-25,7.739999771118164
2010-02-26,7.699999809265137
2010-03-01,7.949999809265137
2010-03-02,8.180000305175781
2010-03-03,8.289999961853027
2010-03-04,8.180000305175781
2010-03-05,8.5
2010-03-08,8.649999618530273
2010-03-09,8.5
2010-03-10,8.489999771118164
2010-03-11,8.390000343322754
2010-03-12,8.210000038146973
2010-03-15,7.679999828338623
2010-03-16,7.829999923706055
2010-03-17,7.909999847412109
2010-03-18,7.75
2010-03-19,6.860000133514404
2010-03-22,7.159999847412109
2010-03-23,7.190000057220459
2010-03-24,7.170000076293945
2010-03-25,6.860000133514404
2010-03-26,7.139999866485596
2010-03-29,7.900000095367432
2010-03-30,8.029999732971191
2010-03-31,7.96999979019165
2010-04-01,7.960000038146973
2010-04-05,8.09000015258789
2010-04-06,8.109999656677246
2010-04-07,8.239999771118164
2010-04-08,8.380000114440918
2010-04-09,8.640000343322754
2010-04-12,8.869999885559082
2010-04-13,8.489999771118164
2010-04-14,8.779999732971191
2010-04-15,9.0
2010-04-16,8.699999809265137
2010-04-19,8.539999961853027
2010-04-20,8.649999618530273
2010-04-21,9.319999694824219
2010-04-22,11.180000305175781
2010-04-23,11.380000114440918
2010-04-26,10.819999694824219
2010-04-27,10.4399995803833
2010-04-28,10.710000038146973
2010-04-29,11.600000381469727
2010-04-30,11.319999694824219
2010-05-03,11.779999732971191
2010-05-04,11.119999885559082
2010-05-05,10.539999961853027
2010-05-06,10.220000267028809
2010-05-07,9.5
2010-05-10,9.699999809265137
2010-05-11,9.84000015258789
2010-05-12,10.59000015258789
2010-05-13,10.880000114440918
2010-05-14,10.229999542236328
2010-05-17,10.489999771118164
2010-05-18,10.170000076293945
2010-05-19,9.949999809265137
2010-05-20,9.170000076293945
2010-05-21,9.600000381469727
2010-05-24,9.670000076293945
2010-05-25,9.930000305175781
2010-05-26,10.140000343322754
2010-05-27,10.930000305175781
2010-05-28,11.220000267028809
2010-06-01,10.710000038146973
2010-06-02,10.59000015258789
2010-06-03,10.489999771118164
2010-06-04,9.75
2010-06-07,9.100000381469727
2010-06-08,8.930000305175781
2010-06-09,8.680000305175781
2010-06-10,9.15999984741211
2010-06-11,9.369999885559082
2010-06-14,9.720000267028809
2010-06-15,10.229999542236328
2010-06-16,10.079999923706055
2010-06-17,10.069999694824219
2010-06-18,10.239999771118164
2010-06-21,10.350000381469727
2010-06-22,10.289999961853027
2010-06-23,10.050000190734863
2010-06-24,9.319999694824219
2010-06-25,9.489999771118164
2010-06-28,9.680000305175781
2010-06-29,8.890000343322754
2010-06-30,8.75
2010-07-01,8.279999732971191
2010-07-02,8.300000190734863
2010-07-06,7.550000190734863
2010-07-07,8.039999961853027
2010-07-08,8.100000381469727
2010-07-09,8.420000076293945
2010-07-12,8.270000457763672
2010-07-13,8.819999694824219
2010-07-14,8.569999694824219
2010-07-15,8.3100004196167
2010-07-16,7.849999904632568
2010-07-19,7.75
2010-07-20,7.989999771118164
2010-07-21,7.800000190734863
2010-07-22,7.869999885559082
2010-07-23,8.1899995803833
2010-07-26,8.399999618530273
2010-07-27,8.119999885559082
2010-07-28,7.820000171661377
2010-07-29,7.920000076293945
2010-07-30,7.800000190734863
2010-08-02,8.149999618530273
2010-08-03,7.739999771118164
2010-08-04,7.75
2010-08-05,7.659999847412109
2010-08-06,7.480000019073486
2010-08-09,7.559999942779541
2010-08-10,6.809999942779541
2010-08-11,6.360000133514404
2010-08-12,6.5
2010-08-13,6.159999847412109
2010-08-16,6.03000020980835
2010-08-17,6.329999923706055
2010-08-18,6.349999904632568
2010-08-19,6.210000038146973
2010-08-20,6.179999828338623
2010-08-23,5.989999771118164
2010-08-24,5.199999809265137
2010-08-25,5.119999885559082
2010-08-26,4.949999809265137
2010-08-27,5.260000228881836
2010-08-30,5.03000020980835
2010-08-31,5.369999885559082
2010-09-01,5.829999923706055
2010-09-02,5.920000076293945
2010-09-03,6.320000171661377
2010-09-07,5.880000114440918
2010-09-08,6.099999904632568
2010-09-09,5.829999923706055
2010-09-10,5.900000095367432
2010-09-13,6.269999980926514
2010-09-14,6.150000095367432
2010-09-15,5.900000095367432
2010-09-16,5.849999904632568
2010-09-17,5.940000057220459
2010-09-20,6.449999809265137
2010-09-21,6.369999885559082
2010-09-22,6.099999904632568
2010-09-23,6.309999942779541
2010-09-24,6.539999961853027
2010-09-27,6.929999828338623
2010-09-28,7.03000020980835
2010-09-29,7.090000152587891
2010-09-30,6.78000020980835
2010-10-01,6.949999809265137
2010-10-04,6.639999866485596
2010-10-05,6.829999923706055
2010-10-06,6.809999942779541
2010-10-07,6.849999904632568
2010-10-08,7.039999961853027
2010-10-11,6.880000114440918
2010-10-12,6.809999942779541
2010-10-13,7.079999923706055
2010-10-14,6.849999904632568
2010-10-15,7.03000020980835
2010-10-18,7.21999979019165
2010-10-19,6.75
2010-10-20,6.679999828338623
2010-10-21,7.869999885559082
2010-10-22,8.239999771118164
2010-10-25,8.489999771118164
2010-10-26,8.84000015258789
2010-10-27,8.520000457763672
2010-10-28,8.369999885559082
2010-10-29,8.3100004196167
2010-11-01,8.15999984741211
2010-11-02,8.479999542236328
2010-11-03,8.5
2010-11-04,8.90999984741211
2010-11-05,8.789999961853027
2010-11-08,8.859999656677246
2010-11-09,8.489999771118164
2010-11-10,8.699999809265137
