Date,KMPR
2010-01-04,15.580620765686035
2010-01-05,15.594285011291504
2010-01-06,15.84018325805664
2010-01-07,16.086084365844727
2010-01-08,16.21586799621582
2010-01-11,16.63936424255371
2010-01-12,16.291000366210938
2010-01-13,15.92214584350586
2010-01-14,15.560128211975098
2010-01-15,15.444005966186523
2010-01-19,15.587451934814453
2010-01-20,15.450840950012207
2010-01-21,15.321050643920898
2010-01-22,14.9453763961792
2010-01-25,15.12979507446289
2010-01-26,14.924878120422363
2010-01-27,15.163949966430664
2010-01-28,14.924878120422363
2010-01-29,14.822425842285156
2010-02-01,15.24592113494873
2010-02-02,16.154388427734375
2010-02-03,15.84018325805664
2010-02-04,15.505485534667969
2010-02-05,15.211770057678223
2010-02-08,14.924878120422363
2010-02-09,15.512313842773438
2010-02-10,15.677848815917969
2010-02-11,15.850284576416016
2010-02-12,16.043411254882812
2010-02-16,16.326208114624023
2010-02-17,16.360698699951172
2010-02-18,16.712465286254883
2010-02-19,16.891801834106445
2010-02-22,16.898696899414062
2010-02-23,16.712465286254883
2010-02-24,16.795236587524414
2010-02-25,16.671083450317383
2010-02-26,16.664188385009766
2010-03-01,17.402202606201172
2010-03-02,17.71949005126953
2010-03-03,17.774669647216797
2010-03-04,17.71949005126953
2010-03-05,18.119535446166992
2010-03-08,17.91262435913086
2010-03-09,18.02987289428711
2010-03-10,18.209209442138672
2010-03-11,18.49199676513672
2010-03-12,18.56787109375
2010-03-15,18.47820472717285
2010-03-16,19.002410888671875
2010-03-17,19.574901580810547
2010-03-18,19.526613235473633
2010-03-19,19.49212074279785
2010-03-22,19.36797332763672
2010-03-23,19.574901580810547
2010-03-24,19.443843841552734
2010-03-25,19.40935707092285
2010-03-26,19.51972198486328
2010-03-29,19.58869171142578
2010-03-30,19.51972198486328
2010-03-31,19.347278594970703
2010-04-01,19.505922317504883
2010-04-05,19.933563232421875
2010-04-06,19.899078369140625
2010-04-07,20.04391860961914
2010-04-08,20.195659637451172
2010-04-09,20.154281616210938
2010-04-12,20.416385650634766
2010-04-13,20.037025451660156
2010-04-14,20.340511322021484
2010-04-15,20.18876838684082
2010-04-16,19.99563980102539
2010-04-19,20.20256233215332
2010-04-20,20.581920623779297
2010-04-21,20.775054931640625
2010-04-22,20.947486877441406
2010-04-23,21.326847076416016
2010-04-26,21.14750862121582
2010-04-27,19.981840133666992
2010-04-28,20.278430938720703
2010-04-29,20.533641815185547
2010-04-30,20.17497444152832
2010-05-03,20.64400291442871
2010-05-04,18.850669860839844
2010-05-05,18.360952377319336
2010-05-06,18.216108322143555
2010-05-07,17.595333099365234
2010-05-10,18.795486450195312
2010-05-11,19.064491271972656
2010-05-12,19.029726028442383
2010-05-13,18.925432205200195
2010-05-14,18.70294761657715
2010-05-17,19.00887107849121
2010-05-18,18.563888549804688
2010-05-19,18.341407775878906
2010-05-20,17.27067756652832
2010-05-21,17.889467239379883
2010-05-24,17.708698272705078
2010-05-25,17.646120071411133
2010-05-26,17.639175415039062
2010-05-27,18.828088760375977
2010-05-28,18.556928634643555
2010-06-01,17.840801239013672
2010-06-02,18.383115768432617
2010-06-03,18.876768112182617
2010-06-04,17.771282196044922
2010-06-07,17.764318466186523
2010-06-08,17.94509506225586
2010-06-09,17.965946197509766
2010-06-10,18.63340950012207
2010-06-11,18.876768112182617
2010-06-14,19.25220489501953
2010-06-15,19.9057674407959
2010-06-16,19.32869529724121
2010-06-17,19.363460540771484
2010-06-18,19.41908073425293
2010-06-21,19.113157272338867
2010-06-22,19.071441650390625
2010-06-23,19.25220489501953
2010-06-24,18.953237533569336
2010-06-25,18.800283432006836
2010-06-28,18.814189910888672
2010-06-29,18.05633544921875
2010-06-30,17.799087524414062
2010-07-01,17.381921768188477
2010-07-02,17.228952407836914
2010-07-06,17.10381317138672
2010-07-07,17.81299591064453
2010-07-08,17.854705810546875
2010-07-09,18.139774322509766
2010-07-12,17.896421432495117
2010-07-13,18.515216827392578
2010-07-14,18.508270263671875
2010-07-15,18.251012802124023
2010-07-16,17.368005752563477
2010-07-19,17.541826248168945
2010-07-20,17.736507415771484
2010-07-21,17.520977020263672
2010-07-22,18.598649978637695
2010-07-23,18.793331146240234
2010-07-26,19.057537078857422
2010-07-27,19.203542709350586
2010-07-28,19.134017944335938
2010-07-29,19.412128448486328
2010-07-30,19.321739196777344
2010-08-02,19.572036743164062
2010-08-03,17.59745979309082
2010-08-04,17.81299591064453
2010-08-05,17.94509506225586
2010-08-06,18.14672088623047
2010-08-09,18.139774322509766
2010-08-10,17.736507415771484
2010-08-11,16.979082107543945
2010-08-12,16.979082107543945
2010-08-13,16.85984992980957
2010-08-16,16.90193748474121
2010-08-17,17.322731018066406
2010-08-18,17.238569259643555
2010-08-19,16.866865158081055
2010-08-20,16.719585418701172
2010-08-23,16.509185791015625
2010-08-24,16.09540557861328
2010-08-25,16.235673904418945
2010-08-26,16.354902267456055
2010-08-27,17.1403865814209
2010-08-30,16.78972053527832
2010-08-31,16.691532135009766
2010-09-01,17.322731018066406
2010-09-02,17.20350456237793
2010-09-03,17.71546745300293
2010-09-07,17.00712776184082
2010-09-08,17.098304748535156
2010-09-09,17.238569259643555
2010-09-10,17.16843605041504
2010-09-13,17.60326385498047
2010-09-14,17.610279083251953
2010-09-15,17.73651123046875
2010-09-16,17.81365394592285
2010-09-17,17.73651123046875
2010-09-20,17.925874710083008
2010-09-21,17.68039894104004
2010-09-22,17.413904190063477
2010-09-23,16.951026916503906
2010-09-24,17.631319046020508
2010-09-27,17.245582580566406
2010-09-28,17.175451278686523
2010-09-29,17.126352310180664
2010-09-30,17.10532569885254
2010-10-01,17.133377075195312
2010-10-04,16.95804214477539
2010-10-05,17.01413917541504
2010-10-06,16.979082107543945
2010-10-07,17.00712776184082
2010-10-08,17.147397994995117
2010-10-11,16.83881187438965
2010-10-12,16.85984992980957
2010-10-13,17.119340896606445
2010-10-14,17.217531204223633
2010-10-15,17.05622673034668
2010-10-18,17.231548309326172
2010-10-19,17.04920768737793
2010-10-20,17.420917510986328
2010-10-21,17.343765258789062
2010-10-22,17.413904190063477
2010-10-25,17.44194984436035
2010-10-26,17.28065299987793
2010-10-27,17.385848999023438
2010-10-28,17.245582580566406
2010-10-29,17.04219627380371
2010-11-01,16.993101119995117
2010-11-02,16.972068786621094
2010-11-03,16.936996459960938
2010-11-04,17.301687240600586
2010-11-05,17.484039306640625
2010-11-08,17.10532569885254
2010-11-09,16.97084617614746
2010-11-10,17.572402954101562
2010-11-11,17.35301399230957
2010-11-12,16.885927200317383
2010-11-15,16.83638572692871
2010-11-16,16.36930274963379
2010-11-17,16.411766052246094
2010-11-18,16.75146484375
2010-11-19,16.616994857788086
2010-11-22,16.51791763305664
2010-11-23,16.171138763427734
2010-11-24,16.631149291992188
2010-11-26,16.51791763305664
2010-11-29,17.084089279174805
2010-11-30,16.744384765625
2010-12-01,17.303478240966797
2010-12-02,17.66440773010254
2010-12-03,17.912107467651367
2010-12-06,17.65025520324707
2010-12-07,17.777639389038086
2010-12-08,17.961645126342773
2010-12-09,18.04656982421875
2010-12-10,18.322580337524414
2010-12-13,18.159805297851562
2010-12-14,18.103181838989258
2010-12-15,17.721023559570312
2010-12-16,17.933334350585938
2010-12-17,17.982877731323242
2010-12-20,17.784711837768555
2010-12-21,17.933334350585938
2010-12-22,17.89794921875
2010-12-23,17.784711837768555
2010-12-27,17.89087677001953
2010-12-28,17.798873901367188
2010-12-29,17.51578712463379
2010-12-30,17.459165573120117
2010-12-31,17.367172241210938
2011-01-03,17.975793838500977
2011-01-04,17.926259994506836
2011-01-05,18.39334487915039
2011-01-06,18.549043655395508
2011-01-07,18.29426383972168
2011-01-10,18.59149932861328
2011-01-11,18.584430694580078
2011-01-12,18.669357299804688
2011-01-13,18.619815826416016
2011-01-14,18.633970260620117
2011-01-18,18.83213233947754
2011-01-19,18.648120880126953
2011-01-20,18.77550506591797
2011-01-21,18.895822525024414
2011-01-24,19.11520767211914
2011-01-25,19.235525131225586
2011-01-26,19.27798080444336
2011-01-27,19.497373580932617
2011-01-28,19.023208618164062
2011-01-31,19.044437408447266
2011-02-01,19.737995147705078
2011-02-02,19.41244888305664
2011-02-03,19.84415054321289
2011-02-04,20.827861785888672
2011-02-07,20.466936111450195
2011-02-08,20.537704467773438
2011-02-09,20.43779945373535
2011-02-10,20.366436004638672
2011-02-11,20.594789505004883
2011-02-14,20.673290252685547
2011-02-15,20.773195266723633
2011-02-16,20.708969116210938
2011-02-17,21.04436492919922
2011-02-18,21.09432029724121
2011-02-22,20.616201400756836
2011-02-23,20.03817367553711
2011-02-24,19.702787399291992
2011-02-25,20.530576705932617
2011-02-28,20.90164566040039
2011-03-01,20.673290252685547
2011-03-02,20.65187644958496
2011-03-03,21.144268035888672
2011-03-04,21.08718490600586
2011-03-07,20.90164566040039
2011-03-08,21.42258071899414
2011-03-09,21.3797664642334
2011-03-10,21.01581573486328
2011-03-11,21.21562957763672
2011-03-14,21.04436492919922
2011-03-15,20.75179100036621
2011-03-16,20.630474090576172
2011-03-17,20.75179100036621
2011-03-18,20.930187225341797
2011-03-21,21.551027297973633
2011-03-22,21.22990608215332
2011-03-23,21.022966384887695
2011-03-24,21.144268035888672
2011-03-25,21.394039154052734
2011-03-28,21.4725399017334
2011-03-29,21.67234230041504
2011-03-30,22.09337615966797
2011-03-31,22.03628921508789
2011-04-01,22.421640396118164
2011-04-04,22.400222778320312
2011-04-05,22.243234634399414
2011-04-06,22.364551544189453
2011-04-07,22.043420791625977
2011-04-08,21.658065795898438
2011-04-11,21.536762237548828
2011-04-12,21.251312255859375
2011-04-13,21.237045288085938
2011-04-14,21.08718490600586
2011-04-15,21.336944580078125
2011-04-18,20.865964889526367
2011-04-19,20.84455108642578
2011-04-20,21.25845718383789
2011-04-21,21.408306121826172
2011-04-25,21.315540313720703
2011-04-26,21.36549949645996
2011-04-27,21.708023071289062
2011-04-28,21.757984161376953
2011-04-29,21.57956886291504
2011-05-02,21.615253448486328
2011-05-03,21.665210723876953
2011-05-04,21.3797664642334
2011-05-05,21.01581573486328
2011-05-06,20.930187225341797
2011-05-09,21.322677612304688
2011-05-10,21.415447235107422
2011-05-11,21.357892990112305
2011-05-12,21.53054428100586
2011-05-13,21.30754280090332
2011-05-16,21.386667251586914
2011-05-17,21.501773834228516
2011-05-18,21.82547950744629
2011-05-19,22.113222122192383
2011-05-20,22.19235610961914
2011-05-23,21.372283935546875
2011-05-24,21.048572540283203
2011-05-25,21.19964027404785
2011-05-26,21.472997665405273
2011-05-27,21.48737907409668
2011-05-31,21.458606719970703
2011-06-01,20.688886642456055
2011-06-02,20.998214721679688
2011-06-03,20.81837272644043
2011-06-06,20.393953323364258
2011-06-07,20.422714233398438
2011-06-08,20.12778663635254
2011-06-09,20.437108993530273
2011-06-10,20.15656089782715
2011-06-13,20.35079002380371
2011-06-14,20.63852882385254
2011-06-15,20.444299697875977
2011-06-16,20.688886642456055
2011-06-17,20.688886642456055
2011-06-20,20.87592124938965
2011-06-21,21.084535598754883
2011-06-22,21.055767059326172
2011-06-23,21.026988983154297
2011-06-24,20.940658569335938
2011-06-27,21.372283935546875
