Date,CFR
2010-01-04,31.19654655456543
2010-01-05,31.1654109954834
2010-01-06,31.358474731445312
2010-01-07,32.024871826171875
2010-01-08,31.88787078857422
2010-01-11,31.526636123657227
2010-01-12,31.240150451660156
2010-01-13,31.88164710998535
2010-01-14,32.26778030395508
2010-01-15,32.14323043823242
2010-01-19,32.51692199707031
2010-01-20,32.47953414916992
2010-01-21,32.59788131713867
2010-01-22,32.037357330322266
2010-01-25,32.0435676574707
2010-01-26,32.20550537109375
2010-01-27,32.778499603271484
2010-01-28,32.66014099121094
2010-01-29,31.96259880065918
2010-02-01,32.19927215576172
2010-02-02,32.49821853637695
2010-02-03,32.08094024658203
2010-02-04,31.763320922851562
2010-02-05,32.137001037597656
2010-02-08,31.719711303710938
2010-02-09,31.906551361083984
2010-02-10,32.21173095703125
2010-02-11,32.46709442138672
2010-02-12,32.54804229736328
2010-02-16,33.033836364746094
2010-02-17,32.81584930419922
2010-02-18,32.940425872802734
2010-02-19,33.31410598754883
2010-02-22,33.51963424682617
2010-02-23,33.41374588012695
2010-02-24,33.89331817626953
2010-02-25,33.85563659667969
2010-02-26,33.99374771118164
2010-03-01,33.95608139038086
2010-03-02,34.087921142578125
2010-03-03,34.025150299072266
2010-03-04,34.00630569458008
2010-03-05,34.521095275878906
2010-03-08,34.4959602355957
2010-03-09,34.07536315917969
2010-03-10,34.65919494628906
2010-03-11,34.89774703979492
2010-03-12,34.470855712890625
2010-03-15,34.6278076171875
2010-03-16,35.02329635620117
2010-03-17,35.280704498291016
2010-03-18,35.09865188598633
2010-03-19,35.16769027709961
2010-03-22,35.462745666503906
2010-03-23,35.59457015991211
2010-03-24,35.16141128540039
2010-03-25,35.12375259399414
2010-03-26,34.841251373291016
2010-03-29,34.94797134399414
2010-03-30,35.08607864379883
2010-03-31,35.029579162597656
2010-04-01,35.13002395629883
2010-04-05,35.37486267089844
2010-04-06,35.808021545410156
2010-04-07,35.58830261230469
2010-04-08,35.73269271850586
2010-04-09,35.782920837402344
2010-04-12,35.7891731262207
2010-04-13,35.75154113769531
2010-04-14,36.354190826416016
2010-04-15,35.93984603881836
2010-04-16,35.39369583129883
2010-04-19,35.65735626220703
2010-04-20,36.27885437011719
2010-04-21,36.793617248535156
2010-04-22,37.26445007324219
2010-04-23,37.314666748046875
2010-04-26,36.73711395263672
2010-04-27,36.28512954711914
2010-04-28,36.37300491333008
2010-04-29,37.42766571044922
2010-04-30,37.26445007324219
2010-05-03,37.47160720825195
2010-05-04,37.17655944824219
2010-05-05,36.95055389404297
2010-05-06,35.73896026611328
2010-05-07,35.4815788269043
2010-05-10,36.755958557128906
2010-05-11,37.20793533325195
2010-05-12,37.36488342285156
2010-05-13,36.87522506713867
2010-05-14,36.07795333862305
2010-05-17,36.37300491333008
2010-05-18,35.381141662597656
2010-05-19,35.43135070800781
2010-05-20,34.1004753112793
2010-05-21,34.65919494628906
2010-05-24,34.069095611572266
2010-05-25,34.2323112487793
2010-05-26,34.29508590698242
2010-05-27,35.23822784423828
2010-05-28,34.738162994384766
2010-06-01,33.90262985229492
2010-06-02,34.643245697021484
2010-06-03,34.434349060058594
2010-06-04,33.18103790283203
2010-06-07,32.934173583984375
2010-06-08,33.47220993041992
2010-06-09,32.946834564208984
2010-06-10,33.68743133544922
2010-06-11,33.80768585205078
2010-06-14,33.59880065917969
2010-06-15,34.364707946777344
2010-06-16,34.41535568237305
2010-06-17,34.42168426513672
2010-06-18,34.39636993408203
2010-06-21,34.28242874145508
2010-06-22,33.83934783935547
2010-06-23,33.63678741455078
2010-06-24,33.23801803588867
2010-06-25,33.59247589111328
2010-06-28,33.83934783935547
2010-06-29,32.9658317565918
2010-06-30,32.53538513183594
2010-07-01,32.23789596557617
2010-07-02,32.07963562011719
2010-07-06,32.37715530395508
2010-07-07,33.49753189086914
2010-07-08,33.46588134765625
2010-07-09,33.6684455871582
2010-07-12,33.446895599365234
2010-07-13,34.38371658325195
2010-07-14,33.87099075317383
2010-07-15,33.693763732910156
2010-07-16,32.61767578125
2010-07-19,32.45942306518555
2010-07-20,32.77592468261719
2010-07-21,32.03534698486328
2010-07-22,32.813907623291016
2010-07-23,33.13672637939453
2010-07-26,33.64312744140625
2010-07-27,33.87099075317383
2010-07-28,34.24444580078125
2010-07-29,35.200260162353516
2010-07-30,34.947059631347656
2010-08-02,35.40282440185547
2010-08-03,35.26355743408203
2010-08-04,35.32685852050781
2010-08-05,35.048343658447266
2010-08-06,34.364707946777344
2010-08-09,34.71287155151367
2010-08-10,34.57993698120117
2010-08-11,33.6620979309082
2010-08-12,33.51651382446289
2010-08-13,33.079769134521484
2010-08-16,33.32030487060547
2010-08-17,33.712745666503906
2010-08-18,33.896305084228516
2010-08-19,33.313968658447266
2010-08-20,32.94051742553711
2010-08-23,32.7949104309082
2010-08-24,32.636680603027344
2010-08-25,32.7126350402832
2010-08-26,32.54804611206055
2010-08-27,32.98480987548828
2010-08-30,32.45486831665039
2010-08-31,32.7230224609375
2010-09-01,33.508384704589844
2010-09-02,33.604148864746094
2010-09-03,33.98725891113281
2010-09-07,33.51477813720703
2010-09-08,33.725467681884766
2010-09-09,33.91062545776367
2010-09-10,34.09579849243164
2010-09-13,34.600223541259766
2010-09-14,34.127723693847656
2010-09-15,34.15964126586914
2010-09-16,34.09579849243164
2010-09-17,34.08941650390625
2010-09-20,34.76622009277344
2010-09-21,34.3958854675293
2010-09-22,33.99365234375
2010-09-23,33.50198745727539
2010-09-24,34.28096008300781
2010-09-27,33.91702651977539
2010-09-28,34.1851921081543
2010-09-29,34.16602325439453
2010-09-30,34.3958854675293
2010-10-01,34.351192474365234
2010-10-04,33.763763427734375
2010-10-05,34.33842468261719
2010-10-06,34.30011749267578
2010-10-07,34.24266052246094
2010-10-08,34.21072769165039
2010-10-11,34.16602325439453
2010-10-12,34.1851921081543
2010-10-13,34.49166488647461
2010-10-14,34.08941650390625
2010-10-15,33.9297981262207
2010-10-18,34.38951110839844
2010-10-19,34.051109313964844
2010-10-20,33.719078063964844
2010-10-21,33.69993209838867
2010-10-22,33.725467681884766
2010-10-25,33.259361267089844
2010-10-26,33.4956169128418
2010-10-27,34.12134552001953
2010-10-28,33.73185729980469
2010-10-29,33.482826232910156
