Date,NLOP
2023-10-27,17.278690338134766
2023-10-30,16.922428131103516
2023-10-31,16.931333541870117
2023-11-01,15.230185508728027
2023-11-02,9.325149536132812
2023-11-03,11.507250785827637
2023-11-06,11.142083168029785
2023-11-07,10.385026931762695
2023-11-08,11.400372505187988
2023-11-09,11.302400588989258
2023-11-10,13.457782745361328
2023-11-13,13.894204139709473
2023-11-14,13.956550598144531
2023-11-15,14.081241607666016
2023-11-16,13.96545696258545
2023-11-17,14.090147972106934
2023-11-20,14.829390525817871
2023-11-21,14.179213523864746
2023-11-22,13.992176055908203
2023-11-24,14.116868019104004
2023-11-27,13.992176055908203
2023-11-28,14.188119888305664
2023-11-29,14.918456077575684
2023-11-30,14.56219482421875
2023-12-01,16.69085693359375
2023-12-04,16.868989944458008
2023-12-05,16.922428131103516
2023-12-06,17.519166946411133
2023-12-07,17.002586364746094
2023-12-08,17.367753982543945
2023-12-11,17.492446899414062
2023-12-12,18.213876724243164
2023-12-13,17.439006805419922
2023-12-14,17.492446899414062
2023-12-15,16.14199447631836
2023-12-18,15.271903991699219
2023-12-19,15.634441375732422
2023-12-20,14.755288124084473
2023-12-21,15.13595199584961
2023-12-22,15.643505096435547
2023-12-26,16.413898468017578
2023-12-27,16.885194778442383
2023-12-28,16.839879989624023
2023-12-29,16.749244689941406
2024-01-02,16.45921516418457
2024-01-03,15.643505096435547
2024-01-04,15.598186492919922
2024-01-05,16.04229736328125
2024-01-08,15.833836555480957
2024-01-09,15.679758071899414
2024-01-10,15.770392417907715
2024-01-11,18.126888275146484
2024-01-12,20.583080291748047
2024-01-16,21.009063720703125
2024-01-17,21.027191162109375
2024-01-18,20.936555862426758
2024-01-19,22.2416934967041
2024-01-22,21.95166015625
2024-01-23,21.607250213623047
2024-01-24,22.042295455932617
2024-01-25,22.604230880737305
2024-01-26,22.939577102661133
2024-01-29,23.021148681640625
2024-01-30,22.903324127197266
2024-01-31,22.45921516418457
2024-02-01,22.70392608642578
2024-02-02,22.341388702392578
2024-02-05,21.761329650878906
2024-02-06,21.67069435119629
2024-02-07,21.525680541992188
2024-02-08,21.580060958862305
2024-02-09,22.57703971862793
2024-02-12,22.495468139648438
2024-02-13,22.395769119262695
2024-02-14,23.691843032836914
2024-02-15,24.21752166748047
2024-02-16,24.525678634643555
2024-02-20,24.70694923400879
2024-02-21,24.154077529907227
2024-02-22,23.709970474243164
2024-02-23,23.909364700317383
2024-02-26,23.773412704467773
2024-02-27,23.592145919799805
2024-02-28,22.567975997924805
2024-02-29,22.10573959350586
2024-03-01,22.12386703491211
2024-03-04,21.761329650878906
2024-03-05,21.67069435119629
2024-03-06,21.77039337158203
2024-03-07,21.661630630493164
2024-03-08,21.090635299682617
2024-03-11,22.22356605529785
2024-03-12,21.561933517456055
2024-03-13,21.561933517456055
2024-03-14,21.498489379882812
2024-03-15,20.84592056274414
2024-03-18,20.71903419494629
2024-03-19,20.9637451171875
2024-03-20,20.936555862426758
2024-03-21,21.462236404418945
2024-03-22,21.43504524230957
2024-03-25,21.099699020385742
2024-03-26,20.691843032836914
2024-03-27,21.389728546142578
2024-03-28,21.57099723815918
2024-04-01,21.15407943725586
2024-04-02,21.380664825439453
2024-04-03,21.43504524230957
2024-04-04,21.244712829589844
2024-04-05,21.081571578979492
2024-04-08,21.444108963012695
2024-04-09,22.096675872802734
2024-04-10,21.33534812927246
2024-04-11,21.444108963012695
2024-04-12,20.909364700317383
2024-04-15,20.52869987487793
2024-04-16,20.31117820739746
2024-04-17,20.184289932250977
2024-04-18,20.827795028686523
2024-04-19,20.827795028686523
2024-04-22,21.47130012512207
2024-04-23,21.480363845825195
2024-04-24,20.88217544555664
2024-04-25,20.583080291748047
2024-04-26,20.76435089111328
2024-04-29,20.927492141723633
2024-04-30,20.71903419494629
2024-05-01,20.8187313079834
2024-05-02,21.41691780090332
2024-05-03,22.486404418945312
2024-05-06,22.268882751464844
2024-05-07,22.078550338745117
2024-05-08,21.95166015625
2024-05-09,21.915409088134766
2024-05-10,21.725074768066406
2024-05-13,21.75226593017578
2024-05-14,21.88821792602539
2024-05-15,21.534744262695312
2024-05-16,21.797582626342773
2024-05-17,22.55891227722168
2024-05-20,21.942598342895508
2024-05-21,21.462236404418945
2024-05-22,21.516616821289062
2024-05-23,20.709970474243164
2024-05-24,21.489425659179688
2024-05-28,21.063444137573242
2024-05-29,20.691843032836914
2024-05-30,20.827795028686523
2024-05-31,21.516616821289062
2024-06-03,20.70090675354004
2024-06-04,21.01812744140625
2024-06-05,20.438066482543945
2024-06-06,20.610271453857422
2024-06-07,20.52869987487793
2024-06-10,21.081571578979492
2024-06-11,22.178247451782227
2024-06-12,22.024168014526367
2024-06-13,22.495468139648438
2024-06-14,22.522659301757812
2024-06-17,22.70392608642578
2024-06-18,22.413896560668945
2024-06-20,21.915409088134766
2024-06-21,21.815710067749023
2024-06-24,22.096675872802734
2024-06-25,21.9879150390625
2024-06-26,21.96978759765625
2024-06-27,21.82477378845215
2024-06-28,22.314199447631836
2024-07-01,22.10573959350586
2024-07-02,22.85800552368164
2024-07-03,22.72205352783203
2024-07-05,22.060422897338867
2024-07-08,21.57099723815918
2024-07-09,21.462236404418945
