Date,V
2010-01-04,19.6845645904541
2010-01-05,19.45900535583496
2010-01-06,19.19770050048828
2010-01-07,19.376371383666992
2010-01-08,19.42997169494629
2010-01-11,19.37413787841797
2010-01-12,19.282573699951172
2010-01-13,19.461240768432617
2010-01-14,19.528234481811523
2010-01-15,19.237905502319336
2010-01-19,19.61979866027832
2010-01-20,19.523771286010742
2010-01-21,18.8604736328125
2010-01-22,18.476337432861328
2010-01-25,18.32000732421875
2010-01-26,18.12346649169922
2010-01-27,18.73987579345703
2010-01-28,18.458471298217773
2010-01-29,18.32000732421875
2010-02-01,18.684045791625977
2010-02-02,18.762205123901367
2010-02-03,18.652772903442383
2010-02-04,18.54780387878418
2010-02-05,18.438377380371094
2010-02-08,18.54780387878418
2010-02-09,18.596939086914062
2010-02-10,18.707658767700195
2010-02-11,19.043153762817383
2010-02-12,18.9626407623291
2010-02-16,19.20867347717285
2010-02-17,19.329450607299805
2010-02-18,19.450237274169922
2010-02-19,19.416683197021484
2010-02-22,19.439044952392578
2010-02-23,19.262357711791992
2010-02-24,19.152751922607422
2010-02-25,19.063283920288086
2010-02-26,19.074460983276367
2010-03-01,19.418916702270508
2010-03-02,19.33616065979004
2010-03-03,19.414453506469727
2010-03-04,19.468137741088867
2010-03-05,19.796926498413086
2010-03-08,20.27110481262207
2010-03-09,20.163742065429688
2010-03-10,20.470163345336914
2010-03-11,20.743038177490234
2010-03-12,20.857112884521484
2010-03-15,20.66922378540039
2010-03-16,20.49924087524414
2010-03-17,20.467937469482422
2010-03-18,20.15926170349121
2010-03-19,19.87073516845703
2010-03-22,19.96019744873047
2010-03-23,20.12571144104004
2010-03-24,19.850597381591797
2010-03-25,20.221895217895508
2010-03-26,20.186105728149414
2010-03-29,20.183860778808594
2010-03-30,20.353857040405273
2010-03-31,20.36056900024414
2010-04-01,20.700551986694336
2010-04-05,20.68265151977539
2010-04-06,20.6669921875
2010-04-07,20.288990020751953
2010-04-08,20.463459014892578
2010-04-09,20.693836212158203
2010-04-12,20.843690872192383
2010-04-13,20.75422477722168
2010-04-14,21.083024978637695
2010-04-15,21.125511169433594
2010-04-16,20.991308212280273
2010-04-19,20.828033447265625
2010-04-20,21.036041259765625
2010-04-21,20.830272674560547
2010-04-22,21.279848098754883
2010-04-23,21.604169845581055
2010-04-26,21.472198486328125
2010-04-27,20.790010452270508
2010-04-28,20.937631607055664
2010-04-29,20.760929107666016
2010-04-30,20.181636810302734
2010-05-03,19.96690559387207
2010-05-04,19.765609741210938
2010-05-05,19.331689834594727
2010-05-06,18.54660415649414
2010-05-07,18.405704498291016
2010-05-10,19.23328399658203
2010-05-11,18.823959350585938
2010-05-12,19.192440032958984
2010-05-13,19.203651428222656
2010-05-14,17.30635643005371
2010-05-17,16.73514747619629
2010-05-18,15.700264930725098
2010-05-19,16.345388412475586
2010-05-20,16.31178092956543
2010-05-21,16.620901107788086
2010-05-24,16.699308395385742
2010-05-25,16.345388412475586
2010-05-26,16.44170570373535
2010-05-27,16.50667381286621
2010-05-28,16.231149673461914
2010-06-01,16.01385498046875
2010-06-02,15.960104942321777
2010-06-03,16.31626319885254
2010-06-04,16.157222747802734
2010-06-07,16.10345458984375
2010-06-08,16.430509567260742
2010-06-09,16.53130531311035
2010-06-10,17.348913192749023
2010-06-11,17.042030334472656
2010-06-14,16.526824951171875
2010-06-15,17.232440948486328
2010-06-16,17.286191940307617
2010-06-17,17.525875091552734
2010-06-18,17.2570743560791
2010-06-21,18.121723175048828
2010-06-22,17.642356872558594
2010-06-23,17.41835594177246
2010-06-24,17.131629943847656
2010-06-25,17.171953201293945
2010-06-28,16.849388122558594
2010-06-29,16.004901885986328
2010-06-30,15.848103523254395
2010-07-01,16.32074737548828
2010-07-02,16.39242172241211
2010-07-06,16.188581466674805
2010-07-07,16.759784698486328
2010-07-08,16.81802749633789
2010-07-09,17.333232879638672
2010-07-12,17.13834571838379
2010-07-13,17.15625762939453
2010-07-14,17.086828231811523
2010-07-15,16.862831115722656
2010-07-16,16.004901885986328
2010-07-19,15.953390121459961
2010-07-20,16.48650550842285
2010-07-21,16.208738327026367
2010-07-22,16.679140090942383
2010-07-23,16.93227767944336
2010-07-26,17.042030334472656
2010-07-27,17.16075325012207
2010-07-28,16.84043312072754
2010-07-29,16.12362289428711
2010-07-30,16.430509567260742
2010-08-02,16.17963218688965
2010-08-03,16.35210418701172
2010-08-04,16.228906631469727
2010-08-05,16.01609992980957
2010-08-06,16.159467697143555
2010-08-09,16.741870880126953
2010-08-10,16.860593795776367
2010-08-11,16.493741989135742
2010-08-12,16.374818801879883
2010-08-13,16.204296112060547
2010-08-16,16.341167449951172
2010-08-17,16.460086822509766
2010-08-18,16.352378845214844
2010-08-19,16.071922302246094
2010-08-20,15.728618621826172
2010-08-23,15.733114242553711
2010-08-24,15.85427474975586
2010-08-25,15.899148941040039
2010-08-26,15.685990333557129
2010-08-27,15.955236434936523
2010-08-30,15.602970123291016
2010-08-31,15.477325439453125
2010-09-01,15.825106620788574
2010-09-02,16.15044593811035
2010-09-03,16.267112731933594
2010-09-07,16.042739868164062
2010-09-08,15.380839347839355
2010-09-09,14.98370361328125
2010-09-10,15.277633666992188
2010-09-13,14.6920166015625
2010-09-14,15.0599946975708
2010-09-15,15.466099739074707
2010-09-16,15.34269905090332
2010-09-17,15.367376327514648
2010-09-20,15.77574634552002
2010-09-21,15.692728042602539
2010-09-22,15.845296859741211
2010-09-23,15.926070213317871
