Date,CARR
2020-03-19,11.187671661376953
2020-03-20,11.886900901794434
2020-03-23,10.758813858032227
2020-03-24,10.907979965209961
2020-03-25,12.539514541625977
2020-03-26,14.404129028320312
2020-03-27,13.565053939819336
2020-03-30,14.823664665222168
2020-03-31,16.08228302001953
2020-04-01,14.031206130981445
2020-04-02,12.381025314331055
2020-04-03,15.774618148803711
2020-04-06,14.394805908203125
2020-04-07,14.217668533325195
2020-04-08,13.294686317443848
2020-04-09,13.779483795166016
2020-04-13,13.042963027954102
2020-04-14,12.931086540222168
2020-04-15,12.455608367919922
2020-04-16,12.017426490783691
2020-04-17,12.80988597869873
2020-04-20,13.471822738647461
2020-04-21,13.695575714111328
2020-04-22,13.78880500793457
2020-04-23,14.655850410461426
2020-04-24,15.14997386932373
2020-04-27,15.662742614746094
2020-04-28,15.849203109741211
2020-04-29,16.445880889892578
2020-04-30,16.511140823364258
2020-05-01,15.634774208068848
2020-05-04,15.289819717407227
2020-05-05,14.888927459716797
2020-05-06,15.18726634979248
2020-05-07,15.299141883850098
2020-05-08,17.117137908935547
2020-05-11,17.107812881469727
2020-05-12,16.595046997070312
2020-05-13,15.327112197875977
2020-05-14,15.429666519165039
2020-05-15,15.578831672668457
2020-05-18,16.361968994140625
2020-05-19,16.56707763671875
2020-05-20,17.46209144592285
2020-05-21,18.133358001708984
2020-05-22,17.760433197021484
2020-05-26,18.18929100036621
2020-05-27,18.636795043945312
2020-05-28,18.27320098876953
2020-05-29,19.084306716918945
2020-06-01,20.342918395996094
2020-06-02,19.914052963256836
2020-06-03,20.71584129333496
2020-06-04,21.144702911376953
2020-06-05,21.965129852294922
2020-06-08,22.72029685974121
2020-06-09,21.63882064819336
2020-06-10,20.697195053100586
2020-06-11,19.634363174438477
2020-06-12,20.08187484741211
2020-06-15,20.482765197753906
2020-06-16,20.575992584228516
2020-06-17,19.820825576782227
2020-06-18,19.811506271362305
2020-06-19,19.997968673706055
2020-06-22,21.200641632080078
2020-06-23,20.87433433532715
2020-06-24,20.342918395996094
2020-06-25,20.137060165405273
2020-06-26,19.622404098510742
2020-06-29,20.698497772216797
2020-06-30,20.792070388793945
2020-07-01,21.157012939453125
2020-07-02,21.437728881835938
2020-07-06,22.654186248779297
2020-07-07,22.467042922973633
2020-07-08,22.44832420349121
2020-07-09,22.373464584350586
2020-07-10,23.290483474731445
2020-07-13,22.719690322875977
2020-07-14,23.533782958984375
2020-07-15,24.75023651123047
2020-07-16,24.899953842163086
2020-07-17,24.77830696105957
2020-07-20,24.71280860900879
2020-07-21,24.862531661987305
2020-07-22,24.89059829711914
2020-07-23,25.59239959716797
2020-07-24,24.871885299682617
2020-07-27,24.56308937072754
2020-07-28,24.3946590423584
2020-07-29,25.433324813842773
2020-07-30,25.17131805419922
2020-07-31,25.489471435546875
2020-08-03,25.84505271911621
2020-08-04,25.985410690307617
2020-08-05,26.30356216430664
2020-08-06,26.453277587890625
2020-08-07,27.108291625976562
2020-08-10,27.566804885864258
2020-08-11,27.59487533569336
2020-08-12,27.875598907470703
2020-08-13,27.641666412353516
2020-08-14,27.622949600219727
2020-08-17,27.922382354736328
2020-08-18,27.566804885864258
2020-08-19,27.370302200317383
2020-08-20,27.14572525024414
2020-08-21,27.622949600219727
2020-08-24,28.42767906188965
2020-08-25,28.51190185546875
2020-08-26,29.035913467407227
2020-08-27,28.3341121673584
2020-08-28,28.352825164794922
2020-08-31,27.93174171447754
2020-09-01,28.352825164794922
2020-09-02,28.80198097229004
2020-09-03,27.445152282714844
2020-09-04,28.072105407714844
2020-09-08,27.669736862182617
2020-09-09,28.19374656677246
2020-09-10,27.267370223999023
2020-09-11,27.360944747924805
2020-09-14,27.27672576904297
2020-09-15,27.782026290893555
2020-09-16,28.306039810180664
2020-09-17,28.689687728881836
2020-09-18,28.811336517333984
2020-09-21,27.61359214782715
2020-09-22,28.315393447875977
2020-09-23,27.239299774169922
2020-09-24,27.959810256958008
2020-09-25,28.530616760253906
2020-09-28,28.764545440673828
2020-09-29,28.53997230529785
2020-09-30,28.57740592956543
2020-10-01,28.792619705200195
2020-10-02,29.22306251525879
2020-10-05,30.018436431884766
2020-10-06,29.485065460205078
2020-10-07,30.055866241455078
2020-10-08,29.896787643432617
2020-10-09,30.158796310424805
2020-10-12,30.87930679321289
2020-10-13,30.402090072631836
2020-10-14,30.420801162719727
2020-10-15,30.505016326904297
2020-10-16,30.654741287231445
2020-10-19,30.243009567260742
2020-10-20,31.09453773498535
2020-10-21,31.206819534301758
2020-10-22,31.712120056152344
2020-10-23,32.68528366088867
2020-10-26,31.543691635131836
2020-10-27,31.44075584411621
2020-10-28,31.160036087036133
2020-10-29,31.957332611083984
2020-10-30,31.31949234008789
2020-11-02,32.9234504699707
2020-11-03,34.65874099731445
2020-11-04,34.4992790222168
2020-11-05,35.83122634887695
2020-11-06,36.534725189208984
2020-11-09,36.394020080566406
2020-11-10,35.465415954589844
2020-11-11,35.69990921020508
2020-11-12,35.60610580444336
2020-11-13,35.9156494140625
2020-11-16,37.98859786987305
2020-11-17,37.85728073120117
2020-11-18,36.94743347167969
2020-11-19,36.70355224609375
2020-11-20,36.150142669677734
2020-11-23,36.36588668823242
2020-11-24,36.92866897583008
2020-11-25,36.2158088684082
2020-11-27,35.465415954589844
2020-11-30,35.70928192138672
2020-12-01,35.26842498779297
2020-12-02,34.54617691040039
2020-12-03,34.41486358642578
2020-12-04,35.36223220825195
2020-12-07,34.55556106567383
2020-12-08,34.987037658691406
2020-12-09,35.493553161621094
2020-12-10,35.212154388427734
2020-12-11,34.855716705322266
2020-12-14,34.349205017089844
2020-12-15,35.33409118652344
2020-12-16,35.64362716674805
2020-12-17,36.300228118896484
2020-12-18,36.384647369384766
2020-12-21,36.13138198852539
2020-12-22,35.78323745727539
2020-12-23,35.90555953979492
2020-12-24,35.651512145996094
2020-12-28,35.529197692871094
2020-12-29,34.97404861450195
2020-12-30,35.50096130371094
2020-12-31,35.49156951904297
2021-01-04,34.84231948852539
2021-01-05,35.69856643676758
2021-01-06,37.68389892578125
2021-01-07,38.6624641418457
2021-01-08,38.28609085083008
2021-01-11,39.114105224609375
2021-01-12,39.27406692504883
2021-01-13,38.93531799316406
2021-01-14,38.38959503173828
2021-01-15,37.99440383911133
2021-01-19,37.9849967956543
2021-01-20,37.67449188232422
2021-01-21,37.39221954345703
2021-01-22,37.17580795288086
2021-01-25,36.592430114746094
2021-01-26,35.11519241333008
2021-01-27,34.08958435058594
2021-01-28,35.943199157714844
2021-01-29,36.22547149658203
2021-02-01,36.37602233886719
2021-02-02,36.206661224365234
2021-02-03,35.896156311035156
2021-02-04,36.06552505493164
2021-02-05,36.837074279785156
2021-02-08,37.35457992553711
2021-02-09,35.049320220947266
2021-02-10,34.99285888671875
2021-02-11,35.00227737426758
2021-02-12,35.07754135131836
2021-02-16,35.19987487792969
2021-02-17,35.039913177490234
2021-02-18,34.48476791381836
2021-02-19,35.416282653808594
2021-02-22,35.09636306762695
2021-02-23,34.90818405151367
2021-02-24,35.23751449584961
2021-02-25,34.00489807128906
2021-02-26,34.37186813354492
2021-03-01,35.00227737426758
2021-03-02,34.94582748413086
2021-03-03,34.92700958251953
2021-03-04,33.42152786254883
2021-03-05,34.75764083862305
2021-03-08,34.87055206298828
2021-03-09,34.92700958251953
2021-03-10,36.48893737792969
2021-03-11,36.9123420715332
2021-03-12,37.251075744628906
2021-03-15,37.2604866027832
2021-03-16,36.29133987426758
2021-03-17,37.02524948120117
2021-03-18,38.577781677246094
2021-03-19,38.493099212646484
2021-03-22,38.963558197021484
2021-03-23,37.90971755981445
2021-03-24,37.76858901977539
2021-03-25,37.96617889404297
2021-03-26,38.6624641418457
2021-03-29,39.83860397338867
2021-03-30,39.85743713378906
2021-03-31,39.7256965637207
2021-04-01,39.53752136230469
2021-04-05,40.06443786621094
2021-04-06,40.28084945678711
2021-04-07,40.16793441772461
2021-04-08,40.01737976074219
2021-04-09,40.224395751953125
2021-04-12,40.08325958251953
2021-04-13,40.61016845703125
2021-04-14,40.58193588256836
2021-04-15,41.014766693115234
2021-04-16,41.287628173828125
2021-04-19,41.27821731567383
2021-04-20,40.00797653198242
2021-04-21,40.51607894897461
2021-04-22,40.5443000793457
2021-04-23,41.842777252197266
2021-04-26,41.494632720947266
2021-04-27,42.303829193115234
2021-04-28,41.86159896850586
2021-04-29,41.541683197021484
2021-04-30,41.11711883544922
2021-05-03,41.0038948059082
2021-05-04,40.69254684448242
2021-05-05,40.82463455200195
2021-05-06,41.664337158203125
2021-05-07,42.305904388427734
2021-05-10,42.843692779541016
2021-05-11,41.98512268066406
2021-05-12,40.03209686279297
2021-05-13,40.80575942993164
2021-05-14,41.17372512817383
2021-05-17,41.67377471923828
2021-05-18,41.192588806152344
2021-05-19,40.98502731323242
2021-05-20,41.40959167480469
2021-05-21,41.40015411376953
2021-05-24,41.87190246582031
2021-05-25,42.192684173583984
2021-05-26,42.192684173583984
2021-05-27,42.74934387207031
2021-05-28,43.33430480957031
2021-06-01,44.202308654785156
2021-06-02,43.44752502441406
2021-06-03,43.14560317993164
2021-06-04,43.296566009521484
2021-06-07,43.45695495605469
2021-06-08,43.7400016784668
2021-06-09,43.57960510253906
2021-06-10,43.26826477050781
2021-06-11,43.494693756103516
2021-06-14,43.598480224609375
2021-06-15,43.9004020690918
2021-06-16,44.25891876220703
2021-06-17,43.523006439208984
2021-06-18,42.50403594970703
2021-06-21,43.87208938598633
2021-06-22,43.50413513183594
2021-06-23,43.608184814453125
2021-06-24,43.721702575683594
2021-06-25,44.51630401611328
2021-06-28,45.291969299316406
2021-06-29,46.077110290527344
2021-06-30,45.97304916381836
2021-07-01,46.114952087402344
2021-07-02,45.89738082885742
