Date,KSS
2010-01-04,28.233572006225586
2010-01-05,28.25447654724121
2010-01-06,28.620616912841797
2010-01-07,27.961584091186523
2010-01-08,27.6320743560791
2010-01-11,27.59023094177246
2010-01-12,26.973060607910156
2010-01-13,27.302566528320312
2010-01-14,27.03581428527832
2010-01-15,26.941665649414062
2010-01-19,27.292102813720703
2010-01-20,26.936431884765625
2010-01-21,26.816143035888672
2010-01-22,26.38724136352539
2010-01-25,26.30355453491211
2010-01-26,26.28264045715332
2010-01-27,26.418624877929688
2010-01-28,26.429100036621094
2010-01-29,26.34541130065918
2010-02-01,26.633073806762695
2010-02-02,27.156110763549805
2010-02-03,27.27118682861328
2010-02-04,26.1884822845459
2010-02-05,25.79621124267578
2010-02-08,25.73345184326172
2010-02-09,26.07342529296875
2010-02-10,25.994964599609375
2010-02-11,25.858976364135742
2010-02-12,26.06296157836914
2010-02-16,26.491859436035156
2010-02-17,26.78474998474121
2010-02-18,26.86320686340332
2010-02-19,27.06197166442871
2010-02-22,26.742910385131836
2010-02-23,26.638301849365234
2010-02-24,26.98351287841797
2010-02-25,28.285873413085938
2010-02-26,28.14988136291504
2010-03-01,28.212656021118164
2010-03-02,27.84128761291504
2010-03-03,27.773300170898438
2010-03-04,28.134187698364258
2010-03-05,28.610157012939453
2010-03-08,28.484622955322266
2010-03-09,28.29633140563965
2010-03-10,27.788986206054688
2010-03-11,27.851764678955078
2010-03-12,28.071430206298828
2010-03-15,28.458477020263672
2010-03-16,28.782760620117188
2010-03-17,28.7618465423584
2010-03-18,28.495086669921875
2010-03-19,28.903059005737305
2010-03-22,29.143667221069336
2010-03-23,29.48362922668457
2010-03-24,29.321495056152344
2010-03-25,29.40517234802246
2010-03-26,29.384254455566406
2010-03-29,29.154111862182617
2010-03-30,28.897825241088867
2010-03-31,28.651996612548828
2010-04-01,28.94490623474121
2010-04-05,30.03282356262207
2010-04-06,30.07466697692871
2010-04-07,29.886371612548828
2010-04-08,29.61962127685547
2010-04-09,29.729446411132812
2010-04-12,29.279644012451172
2010-04-13,29.546390533447266
2010-04-14,29.760835647583008
2010-04-15,30.168798446655273
2010-04-16,29.886371612548828
2010-04-19,29.687604904174805
2010-04-20,29.420860290527344
2010-04-21,29.467941284179688
2010-04-22,30.634305953979492
2010-04-23,30.587236404418945
2010-04-26,30.26296043395996
2010-04-27,29.708532333374023
2010-04-28,29.509777069091797
2010-04-29,29.5830078125
2010-04-30,28.7618465423584
2010-05-03,29.797452926635742
2010-05-04,29.112272262573242
2010-05-05,29.342409133911133
2010-05-06,28.54216957092285
2010-05-07,28.076650619506836
2010-05-10,29.577768325805664
2010-05-11,29.66669464111328
2010-05-12,29.891611099243164
2010-05-13,28.1446533203125
2010-05-14,27.956357955932617
2010-05-17,28.055742263793945
2010-05-18,27.54838752746582
2010-05-19,27.475170135498047
2010-05-20,26.68538475036621
2010-05-21,27.077655792236328
2010-05-24,26.65922737121582
2010-05-25,26.559844970703125
2010-05-26,25.84328842163086
2010-05-27,26.423858642578125
2010-05-28,26.54415512084961
2010-06-01,26.549392700195312
2010-06-02,26.99920082092285
2010-06-03,27.250259399414062
2010-06-04,26.1937255859375
2010-06-07,25.62883949279785
2010-06-08,25.895587921142578
2010-06-09,26.251256942749023
2010-06-10,26.826602935791016
2010-06-11,27.020116806030273
2010-06-14,27.349655151367188
2010-06-15,28.066204071044922
2010-06-16,27.846527099609375
2010-06-17,27.600692749023438
2010-06-18,27.56407928466797
2010-06-21,27.182260513305664
2010-06-22,26.497085571289062
2010-06-23,26.748132705688477
2010-06-24,26.015893936157227
2010-06-25,25.90081787109375
2010-06-28,25.90081787109375
2010-06-29,24.938430786132812
2010-06-30,24.84428596496582
2010-07-01,25.451005935668945
2010-07-02,25.25225257873535
2010-07-06,24.87567138671875
2010-07-07,25.38300895690918
2010-07-08,25.090120315551758
2010-07-09,25.116270065307617
2010-07-12,24.6873779296875
2010-07-13,25.04304313659668
2010-07-14,24.6873779296875
2010-07-15,24.948894500732422
2010-07-16,24.279399871826172
2010-07-19,24.148645401000977
2010-07-20,24.744909286499023
2010-07-21,24.357864379882812
2010-07-22,25.07965850830078
2010-07-23,25.388242721557617
2010-07-26,25.838062286376953
2010-07-27,25.36731719970703
2010-07-28,25.05349349975586
2010-07-29,24.713529586791992
2010-07-30,24.943662643432617
2010-08-02,25.623613357543945
2010-08-03,24.556612014770508
2010-08-04,24.629837036132812
2010-08-05,25.62883949279785
2010-08-06,25.435321807861328
2010-08-09,25.555620193481445
2010-08-10,25.330713272094727
2010-08-11,24.99073028564453
2010-08-12,24.321252822875977
2010-08-13,23.53145408630371
2010-08-16,23.154870986938477
2010-08-17,23.698835372924805
2010-08-18,24.582767486572266
2010-08-19,24.436317443847656
2010-08-20,24.227100372314453
2010-08-23,24.39447021484375
