Date,FHN
2010-01-04,9.106681823730469
2010-01-05,9.154256820678711
2010-01-06,9.412508010864258
2010-01-07,9.643570899963379
2010-01-08,9.670756340026855
2010-01-11,9.58919906616211
2010-01-12,9.385321617126465
2010-01-13,9.473669052124023
2010-01-14,9.582408905029297
2010-01-15,9.262996673583984
2010-01-19,9.07270622253418
2010-01-20,9.17464828491211
2010-01-21,9.235807418823242
2010-01-22,9.052316665649414
2010-01-25,8.984359741210938
2010-01-26,8.732903480529785
2010-01-27,8.99794864654541
2010-01-28,8.862024307250977
2010-01-29,8.800862312316895
2010-02-01,8.678534507751465
2010-02-02,8.66494369506836
2010-02-03,8.535818099975586
2010-02-04,8.454263687133789
2010-02-05,8.576595306396484
2010-02-08,8.54261302947998
2010-02-09,8.712517738342285
2010-02-10,8.943582534790039
2010-02-11,8.75329303741455
2010-02-12,8.855236053466797
2010-02-16,8.875618934631348
2010-02-17,8.868823051452637
2010-02-18,8.807662010192871
2010-02-19,8.773680686950684
2010-02-22,8.875618934631348
2010-02-23,8.644556045532227
2010-02-24,8.705716133117676
2010-02-25,8.658146858215332
2010-02-26,8.698922157287598
2010-03-01,8.644556045532227
2010-03-02,8.692127227783203
2010-03-03,8.760088920593262
2010-03-04,8.991151809692383
2010-03-05,9.181443214416504
2010-03-08,9.215421676635742
2010-03-09,9.018338203430176
2010-03-10,9.011539459228516
2010-03-11,9.235807418823242
2010-03-12,9.09988784790039
2010-03-15,8.977559089660645
2010-03-16,9.12707233428955
2010-03-17,9.466872215270996
2010-03-18,9.691146850585938
2010-03-19,9.813474655151367
2010-03-22,9.60959243774414
2010-03-23,9.623183250427246
2010-03-24,9.595999717712402
2010-03-25,9.419300079345703
2010-03-26,9.548426628112793
2010-03-29,9.562016487121582
2010-03-30,9.494061470031738
2010-03-31,9.548426628112793
2010-04-01,9.697942733764648
2010-04-05,9.827062606811523
2010-04-06,9.96298599243164
2010-04-07,10.003761291503906
2010-04-08,10.10569953918457
2010-04-09,10.207639694213867
2010-04-12,10.21444034576416
2010-04-13,10.16686725616455
2010-04-14,10.567832946777344
2010-04-15,10.411523818969727
2010-04-16,9.528040885925293
2010-04-19,9.541631698608398
2010-04-20,9.704737663269043
2010-04-21,9.833858489990234
2010-04-22,9.990167617797852
2010-04-23,10.058128356933594
2010-04-26,9.67755126953125
2010-04-27,9.392119407653809
2010-04-28,9.562016487121582
2010-04-29,9.874635696411133
2010-04-30,9.616386413574219
2010-05-03,9.697942733764648
2010-05-04,9.473669052124023
2010-05-05,9.460078239440918
2010-05-06,9.17464828491211
2010-05-07,9.120279312133789
2010-05-10,9.392119407653809
2010-05-11,9.562016487121582
2010-05-12,9.704737663269043
2010-05-13,9.534834861755371
2010-05-14,9.256197929382324
2010-05-17,9.35134220123291
2010-05-18,9.07270622253418
2010-05-19,8.882417678833008
2010-05-20,8.522224426269531
2010-05-21,8.7940673828125
2010-05-24,8.42028522491455
2010-05-25,8.522224426269531
2010-05-26,8.413487434387207
2010-05-27,8.658146858215332
2010-05-28,8.46106243133545
2010-06-01,8.236794471740723
2010-06-02,8.549408912658691
2010-06-03,8.427080154418945
2010-06-04,8.03290843963623
2010-06-07,7.985339641571045
2010-06-08,7.998929977416992
2010-06-09,7.699908256530762
2010-06-10,7.951358795166016
2010-06-11,8.080484390258789
2010-06-14,7.9445624351501465
2010-06-15,8.182424545288086
2010-06-16,8.189220428466797
2010-06-17,8.08727741241455
2010-06-18,8.148445129394531
2010-06-21,8.175626754760742
2010-06-22,8.148445129394531
2010-06-23,8.16883373260498
2010-06-24,8.080484390258789
2010-06-25,8.474656105041504
2010-06-28,8.223198890686035
2010-06-29,7.951358795166016
2010-06-30,7.781457901000977
2010-07-01,7.482434272766113
2010-07-02,7.462047100067139
2010-07-06,7.496025562286377
2010-07-07,7.863008975982666
2010-07-08,7.992135524749756
2010-07-09,8.189220428466797
2010-07-12,8.243589401245117
2010-07-13,8.467857360839844
2010-07-14,8.331939697265625
2010-07-15,8.229996681213379
2010-07-16,8.012527465820312
2010-07-19,7.77466344833374
2010-07-20,7.740682125091553
2010-07-21,7.421266555786133
2010-07-22,7.645539283752441
2010-07-23,7.801845550537109
2010-07-26,7.985339641571045
2010-07-27,7.998929977416992
2010-07-28,7.917380332946777
2010-07-29,7.842621803283691
2010-07-30,7.795050621032715
2010-08-02,8.039708137512207
2010-08-03,7.9241743087768555
2010-08-04,7.8766045570373535
2010-08-05,7.754275321960449
2010-08-06,7.557188510894775
2010-08-09,7.679515361785889
2010-08-10,7.543597221374512
2010-08-11,7.163020133972168
2010-08-12,7.088263034820557
2010-08-13,7.027096748352051
2010-08-16,6.965933799743652
2010-08-17,7.061076641082764
2010-08-18,6.972732067108154
2010-08-19,6.938751220703125
2010-08-20,6.979526519775391
2010-08-23,6.959140300750732
2010-08-24,6.945547580718994
2010-08-25,6.809626579284668
2010-08-26,6.775643825531006
2010-08-27,7.013504981994629
2010-08-30,6.721280574798584
2010-08-31,6.850400924682617
2010-09-01,7.190205097198486
2010-09-02,7.278550148010254
2010-09-03,7.203797817230225
2010-09-07,7.1154465675354
2010-09-08,7.190205097198486
2010-09-09,7.434858322143555
2010-09-10,7.563986301422119
2010-09-13,7.679515361785889
2010-09-14,7.428065299987793
2010-09-15,7.441657066345215
2010-09-16,7.441657066345215
2010-09-17,7.468839645385742
2010-09-20,7.557188510894775
2010-09-21,7.496025562286377
2010-09-22,7.237777233123779
2010-09-23,7.353310585021973
2010-09-24,7.407674312591553
2010-09-27,7.455245494842529
2010-09-28,7.591167449951172
2010-09-29,7.645539283752441
2010-09-30,7.754275321960449
2010-10-01,7.822234153747559
2010-10-04,7.693105697631836
2010-10-05,7.754275321960449
2010-10-06,7.896989345550537
2010-10-07,7.903787136077881
2010-10-08,7.80864143371582
2010-10-11,7.951358795166016
2010-10-12,7.747479438781738
2010-10-13,7.672725677490234
2010-10-14,7.400882720947266
2010-10-15,6.8164215087890625
2010-10-18,6.857198715209961
2010-10-19,6.965933799743652
2010-10-20,6.911565780639648
2010-10-21,6.755257606506348
2010-10-22,6.748461723327637
2010-10-25,6.605744361877441
2010-10-26,6.612539291381836
2010-10-27,6.646520137786865
2010-10-28,6.7824387550354
2010-10-29,6.857198715209961
2010-11-01,6.39506721496582
2010-11-02,6.510599136352539
2010-11-03,6.830012798309326
2010-11-04,6.938751220703125
2010-11-05,7.067876815795898
2010-11-08,7.169816017150879
2010-11-09,7.027096748352051
2010-11-10,7.196998119354248
2010-11-11,7.122242450714111
2010-11-12,6.938751220703125
2010-11-15,6.877587795257568
2010-11-16,6.8164215087890625
2010-11-17,6.700889587402344
2010-11-18,6.687297821044922
2010-11-19,6.694092273712158
2010-11-22,6.558172702789307
2010-11-23,6.476620197296143
2010-11-24,6.57176399230957
2010-11-26,6.524193286895752
2010-11-29,6.564967155456543
2010-11-30,6.503803730010986
2010-12-01,6.721280574798584
2010-12-02,6.9251556396484375
2010-12-03,6.986323833465576
2010-12-06,6.986323833465576
2010-12-07,6.857198715209961
2010-12-08,6.9931159019470215
2010-12-09,7.067876815795898
2010-12-10,7.156224250793457
2010-12-13,7.421266555786133
2010-12-14,7.101856231689453
2010-12-15,7.237777233123779
2010-12-16,7.251366138458252
2010-12-17,7.3940839767456055
2010-12-20,7.625151634216309
2010-12-21,7.665923595428467
2010-12-22,7.985339641571045
2010-12-23,7.958157062530518
2010-12-27,8.053301811218262
2010-12-28,8.100874900817871
2010-12-29,8.080484390258789
2010-12-30,8.039708137512207
2010-12-31,8.00572395324707
2011-01-03,8.263978958129883
2011-01-04,8.148445129394531
2011-01-05,8.399894714355469
2011-01-06,8.345529556274414
2011-01-07,8.148445129394531
2011-01-10,8.162036895751953
2011-01-11,8.229996681213379
2011-01-12,8.454263687133789
2011-01-13,8.481449127197266
2011-01-14,8.515430450439453
2011-01-18,8.331939697265625
2011-01-19,8.155241012573242
2011-01-20,8.148445129394531
2011-01-21,8.012527465820312
2011-01-24,7.740682125091553
2011-01-25,7.754275321960449
2011-01-26,7.679515361785889
2011-01-27,7.883398532867432
2011-01-28,7.645539283752441
2011-01-31,7.699908256530762
2011-02-01,7.978546142578125
2011-02-02,7.842621803283691
2011-02-03,7.77466344833374
2011-02-04,7.998929977416992
2011-02-07,8.019318580627441
2011-02-08,8.026115417480469
2011-02-09,7.964951992034912
2011-02-10,7.835826873779297
2011-02-11,8.053301811218262
2011-02-14,8.039708137512207
2011-02-15,7.985339641571045
2011-02-16,8.073686599731445
2011-02-17,8.039708137512207
2011-02-18,8.00572395324707
2011-02-22,7.754275321960449
2011-02-23,7.672725677490234
2011-02-24,7.672725677490234
2011-02-25,7.869805812835693
2011-02-28,7.815439224243164
2011-03-01,7.761068820953369
2011-03-02,7.754275321960449
