Date,WTTR
2017-06-26,11.031378746032715
2017-06-27,11.215848922729492
2017-06-28,11.123615264892578
2017-06-29,11.280415534973145
2017-06-30,11.206624984741211
2017-07-03,11.188178062438965
2017-07-05,10.99448299407959
2017-07-06,11.031378746032715
2017-07-07,10.58864688873291
2017-07-10,10.607094764709473
2017-07-11,10.477964401245117
2017-07-12,10.487189292907715
2017-07-13,10.745447158813477
2017-07-14,10.976036071777344
2017-07-17,11.077497482299805
2017-07-18,11.501778602600098
2017-07-19,13.761551856994629
2017-07-20,13.567858695983887
2017-07-21,13.558632850646973
2017-07-24,13.079009056091309
2017-07-25,13.816893577575684
2017-07-26,14.075154304504395
2017-07-27,14.038257598876953
2017-07-28,14.58244800567627
2017-07-31,14.324188232421875
2017-08-01,14.065930366516113
2017-08-02,14.195059776306152
2017-08-03,14.112046241760254
2017-08-04,14.093600273132324
2017-08-07,13.85378646850586
2017-08-08,14.010587692260742
2017-08-09,14.158164978027344
2017-08-10,13.982915878295898
2017-08-11,13.752327919006348
2017-08-14,13.549410820007324
2017-08-15,13.22658634185791
2017-08-16,13.13434886932373
2017-08-17,13.005220413208008
2017-08-18,12.922207832336426
2017-08-21,12.912983894348145
2017-08-22,12.949878692626953
2017-08-23,13.005220413208008
2017-08-24,12.88531494140625
2017-08-25,13.051338195800781
2017-08-28,12.774630546569824
2017-08-29,12.912983894348145
2017-08-30,12.894537925720215
2017-08-31,13.005220413208008
2017-09-01,13.411057472229004
2017-09-05,13.355714797973633
2017-09-06,13.992142677307129
2017-09-07,14.139718055725098
2017-09-08,13.835339546203613
2017-09-11,13.982915878295898
2017-09-12,13.835339546203613
2017-09-13,14.056705474853516
2017-09-14,14.564002990722656
2017-09-15,14.148941993713379
2017-09-18,14.462543487548828
2017-09-19,14.600896835327148
2017-09-20,15.126640319824219
2017-09-21,15.01595687866211
2017-09-22,15.56937026977539
2017-09-25,15.449464797973633
2017-09-26,15.394122123718262
2017-09-27,14.610118865966797
2017-09-28,14.748472213745117
2017-09-29,14.683908462524414
2017-10-02,14.517882347106934
2017-10-03,14.305743217468262
2017-10-04,13.881457328796387
2017-10-05,14.121271133422852
2017-10-06,13.816893577575684
2017-10-09,13.95524787902832
2017-10-10,14.08437728881836
2017-10-11,14.425650596618652
2017-10-12,14.361082077026367
2017-10-13,14.573224067687988
2017-10-16,14.702354431152344
2017-10-17,14.79459285736084
2017-10-18,14.849931716918945
2017-10-19,14.905271530151367
2017-10-20,14.665462493896484
2017-10-23,14.287296295166016
2017-10-24,14.056705474853516
2017-10-25,14.102824211120605
2017-10-26,14.656237602233887
2017-10-27,14.757696151733398
2017-10-30,14.79459285736084
2017-10-31,15.01595687866211
2017-11-01,15.089744567871094
2017-11-02,14.702354431152344
2017-11-03,14.693132400512695
2017-11-06,15.071297645568848
2017-11-07,15.034402847290039
2017-11-08,14.730025291442871
2017-11-09,14.434871673583984
2017-11-10,14.314966201782227
2017-11-13,14.231953620910645
2017-11-14,13.779997825622559
2017-11-15,13.577079772949219
2017-11-16,13.50329303741455
2017-11-17,13.982915878295898
2017-11-20,14.158164978027344
2017-11-21,13.95524787902832
2017-11-22,14.093600273132324
2017-11-24,14.333412170410156
2017-11-27,14.250401496887207
2017-11-28,14.693132400512695
2017-11-29,14.564002990722656
2017-11-30,15.20042610168457
2017-12-01,15.264992713928223
2017-12-04,15.597040176391602
2017-12-05,15.49557876586914
2017-12-06,14.766921043395996
2017-12-07,14.739249229431152
2017-12-08,14.45331859588623
2017-12-11,14.711577415466309
2017-12-12,14.942167282104492
2017-12-13,14.87760066986084
2017-12-14,14.951391220092773
2017-12-15,15.15431022644043
2017-12-18,15.71694564819336
2017-12-19,15.597040176391602
2017-12-20,15.92909049987793
2017-12-21,16.51017189025879
2017-12-22,16.196571350097656
2017-12-26,16.740760803222656
2017-12-27,16.703872680664062
2017-12-28,16.749982833862305
2017-12-29,16.823776245117188
2018-01-02,16.823776245117188
2018-01-03,16.491727828979492
2018-01-04,16.916013717651367
2018-01-05,17.054363250732422
2018-01-08,17.174270629882812
2018-01-09,17.146596908569336
2018-01-10,17.607776641845703
2018-01-11,18.225753784179688
2018-01-12,19.277240753173828
