Date,IIPR
2016-12-01,12.217962265014648
2016-12-02,11.771353721618652
2016-12-05,9.825408935546875
2016-12-06,10.622926712036133
2016-12-07,10.776049613952637
2016-12-08,10.973831176757812
2016-12-09,10.814332962036133
2016-12-12,10.731389045715332
2016-12-13,10.68673038482666
2016-12-14,10.463421821594238
2016-12-15,10.763289451599121
2016-12-16,10.50808334350586
2016-12-19,10.673970222473145
2016-12-20,11.273701667785645
2016-12-21,11.522527694702148
2016-12-22,11.56718635559082
2016-12-23,11.83515453338623
2016-12-27,11.83515453338623
2016-12-28,11.914263725280762
2016-12-29,11.420445442199707
2016-12-30,11.605467796325684
2017-01-03,11.930858612060547
2017-01-04,12.01379680633545
2017-01-05,12.575246810913086
2017-01-06,12.281764030456543
2017-01-09,12.198822021484375
2017-01-10,11.949992179870605
2017-01-11,11.73306941986084
2017-01-12,11.579946517944336
2017-01-13,11.841531753540039
2017-01-17,12.090356826782227
2017-01-18,11.917458534240723
2017-01-19,12.160539627075195
2017-01-20,12.033577919006348
2017-01-23,12.001036643981934
2017-01-24,11.930858612060547
2017-01-25,12.115878105163574
2017-01-26,11.96275806427002
2017-01-27,11.971051216125488
2017-01-30,11.995930671691895
2017-01-31,11.859397888183594
2017-02-01,11.611845016479492
2017-02-02,11.420445442199707
2017-02-03,11.573567390441895
2017-02-06,11.465105056762695
2017-02-07,11.439584732055664
2017-02-08,11.501470565795898
2017-02-09,11.497010231018066
2017-02-10,11.516146659851074
2017-02-13,11.452343940734863
2017-02-14,11.343884468078613
2017-02-15,11.452343940734863
2017-02-16,11.22840404510498
2017-02-17,11.32474422454834
2017-02-21,11.36302375793457
2017-02-22,11.484246253967285
2017-02-23,11.516146659851074
2017-02-24,10.910035133361816
2017-02-27,10.776049613952637
2017-02-28,10.533602714538574
2017-03-01,10.4187593460083
2017-03-02,10.495325088500977
2017-03-03,10.367720603942871
2017-03-06,10.386860847473145
2017-03-07,10.144417762756348
2017-03-08,9.953014373779297
2017-03-09,9.920473098754883
2017-03-10,9.88857364654541
2017-03-13,10.010432243347168
2017-03-14,10.11889362335205
2017-03-15,10.801569938659668
2017-03-16,10.814332962036133
2017-03-17,10.87175178527832
2017-03-20,11.165237426757812
2017-03-21,10.846229553222656
2017-03-22,11.063156127929688
2017-03-23,10.527223587036133
2017-03-24,10.431523323059082
2017-03-27,10.591029167175293
2017-03-28,10.622926712036133
2017-03-29,10.935555458068848
2017-03-30,10.941932678222656
2017-03-31,10.88451099395752
2017-04-03,11.088677406311035
2017-04-04,11.229039192199707
2017-04-05,11.292844772338867
2017-04-06,11.49062442779541
2017-04-07,11.484246253967285
2017-04-10,11.548046112060547
2017-04-11,11.56718635559082
2017-04-12,11.579946517944336
2017-04-13,11.643749237060547
2017-04-17,11.73945140838623
2017-04-18,11.541667938232422
2017-04-19,11.643749237060547
2017-04-20,11.49062442779541
2017-04-21,11.764973640441895
2017-04-24,11.190756797790527
2017-04-25,11.433202743530273
2017-04-26,11.267321586608887
2017-04-27,11.375782012939453
2017-04-28,11.484246253967285
2017-05-01,11.280084609985352
2017-05-02,11.095053672790527
2017-05-03,10.788811683654785
2017-05-04,10.941932678222656
2017-05-05,10.756911277770996
2017-05-08,10.973831176757812
2017-05-09,11.420445442199707
2017-05-10,11.292844772338867
2017-05-11,11.361106872558594
2017-05-12,11.484246253967285
2017-05-15,11.241799354553223
2017-05-16,11.35664176940918
2017-05-17,11.229039192199707
2017-05-18,11.241799354553223
2017-05-19,11.394923210144043
2017-05-22,11.070174217224121
2017-05-23,11.069538116455078
2017-05-24,11.280084609985352
2017-05-25,10.87175178527832
2017-05-26,10.999353408813477
2017-05-30,11.35664176940918
2017-05-31,11.337504386901855
2017-06-01,11.248178482055664
2017-06-02,11.260303497314453
2017-06-05,11.202881813049316
2017-06-06,11.044017791748047
2017-06-07,11.005738258361816
2017-06-08,11.414061546325684
2017-06-09,11.165237426757812
2017-06-12,11.069538116455078
2017-06-13,10.935555458068848
2017-06-14,10.941932678222656
2017-06-15,10.85261344909668
2017-06-16,11.044017791748047
2017-06-19,10.961075782775879
2017-06-20,10.90364933013916
2017-06-21,11.082297325134277
2017-06-22,11.146099090576172
2017-06-23,11.35664176940918
2017-06-26,11.165237426757812
2017-06-27,10.890894889831543
2017-06-28,10.871581077575684
2017-06-29,10.710663795471191
2017-06-30,10.781469345092773
2017-07-03,10.69779109954834
2017-07-05,10.897329330444336
2017-07-06,10.742849349975586
2017-07-07,10.749285697937012
2017-07-10,10.684921264648438
2017-07-11,10.517565727233887
2017-07-12,10.395265579223633
2017-07-13,10.491817474365234
2017-07-14,10.555540084838867
2017-07-17,10.472508430480957
2017-07-18,10.620549201965332
2017-07-19,10.491817474365234
2017-07-20,10.639861106872559
2017-07-21,10.723536491394043
2017-07-24,10.408140182495117
2017-07-25,10.601240158081055
2017-07-26,10.998384475708008
2017-07-27,11.18054485321045
2017-07-28,11.360771179199219
2017-07-31,11.74697494506836
2017-08-01,11.605361938476562
2017-08-02,11.302840232849121
2017-08-03,11.174107551574707
2017-08-04,11.405827522277832
2017-08-07,11.53455924987793
2017-08-08,11.58605670928955
2017-08-09,11.386516571044922
2017-08-10,11.41870403289795
2017-08-11,11.154796600341797
2017-08-14,11.51203441619873
2017-08-15,11.083992958068848
2017-08-16,10.832965850830078
2017-08-17,10.958477020263672
2017-08-18,10.749285697937012
2017-08-21,10.655311584472656
2017-08-22,10.813651084899902
2017-08-23,11.148358345031738
2017-08-24,11.225602149963379
2017-08-25,11.367208480834961
2017-08-28,11.238471984863281
2017-08-29,10.948821067810059
2017-08-30,10.89089298248291
2017-08-31,10.993880271911621
2017-09-01,10.961697578430176
2017-09-05,10.80077838897705
2017-09-06,10.684921264648438
2017-09-07,10.672042846679688
2017-09-08,11.167673110961914
2017-09-11,11.277093887329102
2017-09-12,11.360771179199219
2017-09-13,11.39295768737793
2017-09-14,11.35433578491211
2017-09-15,11.650423049926758
2017-09-18,11.508813858032227
2017-09-19,11.470195770263672
2017-09-20,11.302840232849121
2017-09-21,11.315714836120605
2017-09-22,11.624677658081055
2017-09-25,11.650423049926758
2017-09-26,11.907892227172852
2017-09-27,11.811338424682617
2017-09-28,11.934643745422363
2017-09-29,12.135828018188477
2017-10-02,12.129337310791016
2017-10-03,12.142316818237305
2017-10-04,12.2461519241333
2017-10-05,12.317540168762207
2017-10-06,12.220193862915039
2017-10-09,12.395415306091309
2017-10-10,12.395415306091309
2017-10-11,12.434353828430176
2017-10-12,12.388931274414062
2017-10-13,12.538188934326172
2017-10-16,12.181257247924805
2017-10-17,11.79187297821045
2017-10-18,12.187744140625
2017-10-19,11.843789100646973
2017-10-20,11.915175437927246
2017-10-23,12.174764633178711
2017-10-24,12.440848350524902
2017-10-25,12.590107917785645
2017-10-26,12.590107917785645
2017-10-27,12.583621978759766
2017-10-30,12.843212127685547
2017-10-31,12.791289329528809
2017-11-01,12.680965423583984
2017-11-02,12.655006408691406
2017-11-03,12.739375114440918
2017-11-06,12.60568618774414
2017-11-07,12.693944931030273
2017-11-08,12.687458038330078
2017-11-09,12.7199068069458
2017-11-10,12.713414192199707
2017-11-13,12.758846282958984
2017-11-14,12.778313636779785
2017-11-15,12.570642471313477
2017-11-16,12.765332221984863
2017-11-17,12.648516654968262
2017-11-20,12.233171463012695
2017-11-21,12.324028968811035
2017-11-22,12.427867889404297
2017-11-24,12.414886474609375
2017-11-27,12.362967491149902
2017-11-28,12.216949462890625
2017-11-29,11.947623252868652
2017-11-30,11.778891563415527
2017-12-01,12.265620231628418
2017-12-04,12.434353828430176
2017-12-05,12.512232780456543
2017-12-06,12.5641508102417
2017-12-07,12.934063911437988
2017-12-08,12.901618003845215
2017-12-11,13.498673439025879
2017-12-12,12.901618003845215
2017-12-13,13.187166213989258
2017-12-14,14.666826248168945
2017-12-15,16.094573974609375
2017-12-18,16.068614959716797
2017-12-19,15.231438636779785
2017-12-20,16.159473419189453
2017-12-21,15.666255950927734
2017-12-22,16.01020622253418
2017-12-26,16.912281036376953
2017-12-27,18.171293258666992
2017-12-28,18.754079818725586
2017-12-29,21.15728187561035
2018-01-02,23.94681739807129
2018-01-03,21.006668090820312
2018-01-04,17.031904220581055
2018-01-05,19.264841079711914
2018-01-08,19.28449249267578
2018-01-09,20.057178497314453
2018-01-10,20.764387130737305
2018-01-11,21.28169059753418
2018-01-12,19.808345794677734
2018-01-16,22.12641716003418
2018-01-17,20.495908737182617
2018-01-18,18.5772762298584
2018-01-19,18.446319580078125
2018-01-22,18.48560905456543
2018-01-23,19.6249942779541
2018-01-24,20.253625869750977
2018-01-25,19.72321891784668
2018-01-26,19.127330780029297
2018-01-29,18.623119354248047
2018-01-30,18.08616828918457
2018-01-31,18.70824432373047
2018-02-01,17.509923934936523
2018-02-02,17.38550567626953
2018-02-05,17.25454330444336
2018-02-06,17.071191787719727
2018-02-07,17.536117553710938
2018-02-08,17.215251922607422
2018-02-09,17.346214294433594
2018-02-12,16.953323364257812
2018-02-13,17.411699295043945
2018-02-14,16.91403579711914
2018-02-15,17.0384521484375
2018-02-16,16.972970962524414
2018-02-20,16.861652374267578
2018-02-21,16.606271743774414
