Date,VAC
2011-11-08,14.587342262268066
2011-11-09,14.149473190307617
2011-11-10,13.865676879882812
2011-11-11,14.165689468383789
2011-11-14,14.230563163757324
2011-11-15,13.987303733825684
2011-11-16,13.898111343383789
2011-11-17,13.881892204284668
2011-11-18,13.873788833618164
2011-11-21,14.068389892578125
2011-11-22,14.66842269897461
2011-11-23,14.55490779876709
2011-11-25,14.311643600463867
2011-11-28,13.906218528747559
2011-11-29,13.176445960998535
2011-11-30,12.957512855529785
2011-12-01,12.892645835876465
2011-12-02,13.160228729248047
2011-12-05,13.979195594787598
2011-12-06,14.076497077941895
2011-12-07,13.954867362976074
2011-12-08,13.979195594787598
2011-12-09,14.708966255187988
2011-12-12,14.676539421081543
2011-12-13,15.090071678161621
2011-12-14,15.122509002685547
2011-12-15,14.911676406860352
2011-12-16,15.033308029174805
2011-12-19,15.065743446350098
2011-12-20,15.090071678161621
2011-12-21,14.579230308532715
2011-12-22,14.125150680541992
2011-12-23,13.906218528747559
2011-12-27,13.865676879882812
2011-12-28,13.906218528747559
2011-12-29,13.889999389648438
2011-12-30,13.914320945739746
2012-01-03,14.360300064086914
2012-01-04,14.125150680541992
2012-01-05,14.506250381469727
2012-01-06,14.271101951599121
2012-01-09,14.644102096557617
2012-01-10,14.830594062805176
2012-01-11,15.008986473083496
2012-01-12,14.87114143371582
2012-01-13,14.765726089477539
2012-01-17,15.390088081359863
2012-01-18,15.398197174072266
2012-01-19,15.746870040893555
2012-01-20,15.422525405883789
2012-01-23,15.309000015258789
2012-01-24,15.730647087097168
2012-01-25,15.487387657165527
2012-01-26,16.176624298095703
2012-01-27,16.241491317749023
2012-01-30,16.955045700073242
2012-01-31,16.8253116607666
2012-02-01,17.871313095092773
2012-02-02,18.365936279296875
2012-02-03,18.2929630279541
2012-02-06,18.163223266601562
2012-02-07,18.106464385986328
2012-02-08,18.51189613342285
2012-02-09,18.657855987548828
2012-02-10,18.649736404418945
2012-02-13,18.244312286376953
2012-02-14,18.14700698852539
2012-02-15,18.309175491333008
2012-02-16,18.552433013916016
2012-02-17,18.479463577270508
2012-02-21,18.657855987548828
2012-02-22,18.520002365112305
2012-02-23,18.884885787963867
2012-02-24,19.371400833129883
2012-02-27,19.63898468017578
2012-02-28,20.052522659301758
2012-02-29,20.21469497680664
2012-03-01,20.660667419433594
2012-03-02,20.912033081054688
2012-03-05,21.057987213134766
2012-03-06,20.993122100830078
2012-03-07,21.244489669799805
2012-03-08,21.876953125
2012-03-09,21.795869827270508
2012-03-12,21.747220993041992
2012-03-13,21.479639053344727
2012-03-14,21.609373092651367
2012-03-15,22.27427101135254
2012-03-16,21.722890853881836
2012-03-19,21.649917602539062
2012-03-20,21.30124282836914
2012-03-21,21.430986404418945
2012-03-22,21.52828598022461
2012-03-23,22.355358123779297
2012-03-26,23.377046585083008
2012-03-27,23.10946273803711
2012-03-28,22.947290420532227
2012-03-29,22.963502883911133
2012-03-30,23.117570877075195
2012-04-02,22.922962188720703
2012-04-03,22.687816619873047
2012-04-04,23.06892204284668
2012-04-05,23.320289611816406
2012-04-09,23.2878475189209
2012-04-10,22.533750534057617
2012-04-11,23.02837371826172
2012-04-12,23.279739379882812
2012-04-13,23.344606399536133
2012-04-16,23.020263671875
2012-04-17,23.10946273803711
2012-04-18,23.117570877075195
2012-04-19,23.38515281677246
2012-04-20,23.53110694885254
2012-04-23,23.644622802734375
2012-04-24,23.433801651000977
2012-04-25,23.53110694885254
2012-04-26,23.66895294189453
2012-04-27,23.70949363708496
2012-04-30,23.94464874267578
2012-05-01,23.985183715820312
2012-05-02,24.22844886779785
2012-05-03,24.6014347076416
2012-05-04,24.34196662902832
2012-05-07,24.55278778076172
2012-05-08,24.090604782104492
2012-05-09,24.309528350830078
2012-05-10,25.46095085144043
2012-05-11,25.760967254638672
2012-05-14,26.069091796875
2012-05-15,26.669124603271484
2012-05-16,26.798866271972656
2012-05-17,24.22844886779785
2012-05-18,23.490562438964844
2012-05-21,23.490562438964844
2012-05-22,23.604080200195312
2012-05-23,23.31217384338379
2012-05-24,22.744569778442383
2012-05-25,22.663488388061523
2012-05-29,23.263525009155273
2012-05-30,23.247304916381836
2012-05-31,22.947290420532227
2012-06-01,21.89317512512207
2012-06-04,21.828304290771484
2012-06-05,21.828304290771484
2012-06-06,21.94182014465332
2012-06-07,22.071557998657227
2012-06-08,22.46076774597168
2012-06-11,22.10399055480957
2012-06-12,21.7066707611084
2012-06-13,21.479639053344727
2012-06-14,23.239194869995117
2012-06-15,22.922962188720703
2012-06-18,24.277097702026367
2012-06-19,25.006868362426758
2012-06-20,24.982542037963867
2012-06-21,24.512245178222656
2012-06-22,24.89334487915039
2012-06-25,23.93653106689453
2012-06-26,24.220333099365234
2012-06-27,23.968975067138672
2012-06-28,23.490562438964844
2012-06-29,25.120384216308594
2012-07-02,25.055519104003906
2012-07-03,25.1365966796875
2012-07-05,26.223161697387695
2012-07-06,25.37175750732422
2012-07-09,24.982542037963867
2012-07-10,24.990646362304688
2012-07-11,24.52846336364746
2012-07-12,23.741924285888672
2012-07-13,24.07438087463379
2012-07-16,23.912206649780273
2012-07-17,24.496030807495117
2012-07-18,24.99875831604004
2012-07-19,24.80414581298828
2012-07-20,23.474346160888672
2012-07-23,23.239194869995117
2012-07-24,23.328392028808594
2012-07-25,23.701383590698242
2012-07-26,25.623125076293945
2012-07-27,25.66365623474121
2012-07-30,25.47716522216797
2012-07-31,25.152822494506836
2012-08-01,25.412296295166016
2012-08-02,25.112276077270508
2012-08-03,25.80961799621582
2012-08-06,26.296131134033203
2012-08-07,26.150178909301758
2012-08-08,26.10963249206543
2012-08-09,25.817733764648438
2012-08-10,25.412296295166016
2012-08-13,25.152822494506836
2012-08-14,25.014978408813477
2012-08-15,25.02308464050293
2012-08-16,25.906923294067383
2012-08-17,25.66365623474121
2012-08-20,25.1365966796875
2012-08-21,24.682525634765625
2012-08-22,25.217695236206055
2012-08-23,25.144712448120117
2012-08-24,24.99875831604004
2012-08-27,25.793405532836914
2012-08-28,25.7447509765625
2012-08-29,26.417760848999023
2012-08-30,26.044755935668945
2012-08-31,26.044755935668945
2012-09-04,25.712312698364258
2012-09-05,25.566362380981445
2012-09-06,26.36911392211914
2012-09-07,26.71778106689453
2012-09-10,26.701562881469727
2012-09-11,27.050235748291016
2012-09-12,27.2691650390625
2012-09-13,28.525991439819336
2012-09-14,29.044944763183594
2012-09-17,29.280099868774414
2012-09-18,29.255765914916992
2012-09-19,28.7368221282959
2012-09-20,28.3557186126709
2012-09-21,28.680051803588867
2012-09-24,28.915210723876953
2012-09-25,28.80168914794922
2012-09-26,28.769254684448242
2012-09-27,29.198999404907227
2012-09-28,29.207117080688477
2012-10-01,29.442258834838867
2012-10-02,29.6125431060791
2012-10-03,29.863901138305664
2012-10-04,30.780176162719727
2012-10-05,30.82883071899414
2012-10-08,31.136959075927734
2012-10-09,31.26669692993164
2012-10-10,31.509952545166016
2012-10-11,31.647785186767578
2012-10-12,31.761322021484375
2012-10-15,32.39378356933594
2012-10-16,32.434329986572266
2012-10-17,32.61272048950195
2012-10-18,32.077552795410156
2012-10-19,32.661373138427734
2012-10-22,32.39378356933594
2012-10-23,32.296478271484375
2012-10-24,31.923486709594727
2012-10-25,32.0694465637207
2012-10-26,31.49374008178711
2012-10-31,31.899158477783203
2012-11-01,31.647785186767578
2012-11-02,30.788288116455078
2012-11-05,30.999120712280273
2012-11-06,31.38022232055664
2012-11-07,30.374744415283203
2012-11-08,31.03153419494629
2012-11-09,30.982891082763672
2012-11-12,30.674781799316406
2012-11-13,31.388320922851562
2012-11-14,30.50448989868164
2012-11-15,30.877485275268555
2012-11-16,31.6883487701416
2012-11-19,32.434329986572266
2012-11-20,32.41810607910156
2012-11-21,32.053218841552734
2012-11-23,31.73699188232422
2012-11-26,32.09376525878906
2012-11-27,32.37757110595703
2012-11-28,32.70191955566406
2012-11-29,32.78300476074219
2012-11-30,32.28026580810547
