Date,ESQ
2017-06-27,14.731084823608398
2017-06-28,14.634486198425293
2017-06-29,14.354354858398438
2017-06-30,14.489591598510742
2017-07-03,14.537888526916504
2017-07-05,14.624826431274414
2017-07-06,14.441292762756348
2017-07-07,14.484761238098145
2017-07-10,14.344695091247559
2017-07-11,14.431632995605469
2017-07-12,14.392992973327637
2017-07-13,14.441292762756348
2017-07-14,14.15149974822998
2017-07-17,14.16115951538086
2017-07-18,14.199797630310059
2017-07-19,14.15149974822998
2017-07-20,14.15149974822998
2017-07-21,14.15149974822998
2017-07-24,14.15149974822998
2017-07-25,14.23843765258789
2017-07-26,14.344695091247559
2017-07-27,14.112860679626465
2017-07-28,14.392992973327637
2017-07-31,14.272247314453125
2017-08-01,14.383334159851074
2017-08-02,14.29639720916748
2017-08-03,14.315715789794922
2017-08-04,14.489591598510742
2017-08-07,14.499251365661621
2017-08-08,14.634486198425293
2017-08-09,14.66346549987793
2017-08-10,14.653806686401367
2017-08-11,15.513522148132324
2017-08-14,15.45556354522705
2017-08-15,14.995762825012207
2017-08-16,15.291348457336426
2017-08-17,15.46522331237793
2017-08-18,15.44300651550293
2017-08-21,15.358966827392578
2017-08-22,14.760063171386719
2017-08-23,14.644145965576172
2017-08-24,14.682785987854004
2017-08-25,14.562039375305176
2017-08-28,14.392992973327637
2017-08-29,14.199797630310059
2017-08-30,14.547550201416016
2017-08-31,14.489591598510742
2017-09-01,14.257757186889648
2017-09-05,14.29639720916748
2017-09-06,14.431632995605469
2017-09-07,14.566868782043457
2017-09-08,14.610336303710938
2017-09-11,14.586189270019531
2017-09-12,14.682785987854004
2017-09-13,14.489591598510742
2017-09-14,14.682785987854004
2017-09-15,14.15149974822998
2017-09-18,14.344695091247559
2017-09-19,14.489591598510742
2017-09-20,14.66346549987793
2017-09-21,14.692445755004883
2017-09-22,14.547550201416016
2017-09-25,14.682785987854004
2017-09-26,14.673128128051758
2017-09-27,14.818021774291992
2017-09-28,15.45556354522705
2017-09-29,15.542502403259277
2017-10-02,15.532842636108398
2017-10-03,15.46522331237793
2017-10-04,15.552163124084473
2017-10-05,15.301009178161621
2017-10-06,15.503864288330078
2017-10-09,15.40726375579834
2017-10-10,15.503864288330078
2017-10-11,15.349308013916016
2017-10-12,15.1271333694458
2017-10-13,15.078835487365723
2017-10-16,14.702106475830078
2017-10-17,15.484543800354004
2017-10-18,15.46522331237793
2017-10-19,15.445901870727539
2017-10-20,15.600458145141602
2017-10-23,15.45556354522705
2017-10-24,15.252708435058594
2017-10-25,15.503864288330078
2017-10-26,15.600458145141602
2017-10-27,15.552163124084473
2017-10-30,15.69705581665039
2017-10-31,16.141403198242188
2017-11-01,15.745356559753418
2017-11-02,15.80331802368164
2017-11-03,15.948210716247559
2017-11-06,16.064128875732422
2017-11-07,15.986845016479492
2017-11-08,16.402217864990234
2017-11-09,16.18004608154297
2017-11-10,16.18004608154297
2017-11-13,15.948210716247559
2017-11-14,16.257326126098633
2017-11-15,16.102764129638672
2017-11-16,16.39255714416504
2017-11-17,16.18004608154297
2017-11-20,15.794621467590332
2017-11-21,16.324939727783203
2017-11-22,17.049415588378906
