Date,UPB
2024-10-11,22.0
2024-10-14,23.3799991607666
2024-10-15,23.0
2024-10-16,23.6299991607666
2024-10-17,23.600000381469727
2024-10-18,25.8799991607666
2024-10-21,25.899999618530273
2024-10-22,25.049999237060547
2024-10-23,25.0
2024-10-24,25.059999465942383
2024-10-25,25.059999465942383
2024-10-28,24.229999542236328
2024-10-29,25.15999984741211
2024-10-30,24.899999618530273
2024-10-31,24.799999237060547
2024-11-01,24.760000228881836
2024-11-04,25.149999618530273
2024-11-05,27.389999389648438
2024-11-06,26.56999969482422
2024-11-07,27.020000457763672
2024-11-08,26.18000030517578
2024-11-11,26.799999237060547
2024-11-12,26.3799991607666
2024-11-13,25.90999984741211
2024-11-14,25.940000534057617
2024-11-15,25.459999084472656
2024-11-18,23.770000457763672
2024-11-19,22.739999771118164
2024-11-20,18.010000228881836
2024-11-21,17.799999237060547
2024-11-22,18.190000534057617
2024-11-25,18.690000534057617
2024-11-26,18.959999084472656
2024-11-27,21.260000228881836
2024-11-29,21.8700008392334
2024-12-02,21.6299991607666
2024-12-03,21.989999771118164
2024-12-04,22.81999969482422
2024-12-05,22.0
2024-12-06,23.84000015258789
2024-12-09,22.200000762939453
2024-12-10,21.139999389648438
2024-12-11,21.520000457763672
2024-12-12,20.40999984741211
2024-12-13,20.25
2024-12-16,19.010000228881836
2024-12-17,19.6299991607666
2024-12-18,16.110000610351562
2024-12-19,16.610000610351562
2024-12-20,16.209999084472656
2024-12-23,17.93000030517578
2024-12-24,19.399999618530273
2024-12-26,19.44499969482422
2024-12-27,19.190000534057617
2024-12-30,17.1200008392334
2024-12-31,16.440000534057617
2025-01-02,16.299999237060547
2025-01-03,18.350000381469727
2025-01-06,16.979999542236328
2025-01-07,16.170000076293945
2025-01-08,16.190000534057617
2025-01-10,13.699999809265137
2025-01-13,11.430000305175781
2025-01-14,11.210000038146973
2025-01-15,12.0
2025-01-16,10.880000114440918
2025-01-17,11.0
2025-01-21,10.8100004196167
2025-01-22,10.770000457763672
2025-01-23,10.770000457763672
2025-01-24,10.390000343322754
2025-01-27,9.920000076293945
2025-01-28,9.850000381469727
2025-01-29,10.25
2025-01-30,11.0
2025-01-31,10.770000457763672
2025-02-03,9.930000305175781
2025-02-04,8.869999885559082
2025-02-05,9.020000457763672
2025-02-06,8.529999732971191
2025-02-07,7.920000076293945
2025-02-10,7.340000152587891
2025-02-11,7.090000152587891
2025-02-12,7.159999847412109
2025-02-13,7.329999923706055
2025-02-14,7.599999904632568
2025-02-18,8.399999618530273
2025-02-19,7.920000076293945
2025-02-20,8.229999542236328
2025-02-21,7.980000019073486
2025-02-24,8.220000267028809
2025-02-25,7.730000019073486
2025-02-26,7.659999847412109
2025-02-27,7.809999942779541
2025-02-28,7.929999828338623
2025-03-03,7.460000038146973
2025-03-04,8.34000015258789
2025-03-05,8.470000267028809
2025-03-06,8.420000076293945
2025-03-07,8.9399995803833
2025-03-10,8.390000343322754
2025-03-11,8.5600004196167
2025-03-12,9.229999542236328
2025-03-13,9.0600004196167
2025-03-14,9.609999656677246
2025-03-17,9.869999885559082
2025-03-18,9.039999961853027
2025-03-19,8.550000190734863
2025-03-20,8.050000190734863
2025-03-21,7.619999885559082
2025-03-24,7.699999809265137
2025-03-25,7.630000114440918
2025-03-26,6.840000152587891
2025-03-27,6.809999942779541
2025-03-28,6.869999885559082
2025-03-31,6.119999885559082
2025-04-01,6.699999809265137
2025-04-02,6.489999771118164
2025-04-03,6.300000190734863
2025-04-04,6.099999904632568
2025-04-07,6.360000133514404
2025-04-08,6.070000171661377
2025-04-09,6.53000020980835
2025-04-10,6.400000095367432
2025-04-11,7.369999885559082
2025-04-14,7.579999923706055
2025-04-15,7.769999980926514
2025-04-16,8.420000076293945
2025-04-17,8.779999732971191
2025-04-21,9.710000038146973
2025-04-22,10.149999618530273
2025-04-23,8.8100004196167
2025-04-24,8.960000038146973
2025-04-25,8.390000343322754
2025-04-28,8.779999732971191
2025-04-29,8.979999542236328
2025-04-30,9.260000228881836
2025-05-01,9.0
2025-05-02,8.640000343322754
2025-05-05,8.680000305175781
2025-05-06,8.210000038146973
2025-05-07,8.579999923706055
2025-05-08,8.84000015258789
2025-05-09,8.819999694824219
2025-05-12,9.5
2025-05-13,8.649999618530273
2025-05-14,8.5600004196167
2025-05-15,8.779999732971191
2025-05-16,8.640000343322754
2025-05-19,9.050000190734863
2025-05-20,9.130000114440918
2025-05-21,8.930000305175781
2025-05-22,9.3100004196167
2025-05-23,9.15999984741211
2025-05-27,9.619999885559082
2025-05-28,9.220000267028809
2025-05-29,9.350000381469727
2025-05-30,9.229999542236328
2025-06-02,10.65999984741211
2025-06-03,10.84000015258789
2025-06-04,10.859999656677246
2025-06-05,10.829999923706055
2025-06-06,11.270000457763672
2025-06-09,11.289999961853027
2025-06-10,11.59000015258789
2025-06-11,11.680000305175781
2025-06-12,11.5600004196167
2025-06-13,11.359999656677246
2025-06-16,11.170000076293945
2025-06-17,10.3100004196167
2025-06-18,10.640000343322754
2025-06-20,10.880000114440918
2025-06-23,10.720000267028809
2025-06-24,11.390000343322754
2025-06-25,10.890000343322754
2025-06-26,10.9399995803833
2025-06-27,10.930000305175781
2025-06-30,10.979999542236328
2025-07-01,10.789999961853027
2025-07-02,11.130000114440918
2025-07-03,11.199999809265137
2025-07-07,10.979999542236328
2025-07-08,10.899999618530273
2025-07-09,11.699999809265137
2025-07-10,11.84000015258789
2025-07-11,11.479999542236328
2025-07-14,11.729999542236328
2025-07-15,11.140000343322754
2025-07-16,10.920000076293945
2025-07-17,11.039999961853027
2025-07-18,10.720000267028809
2025-07-21,10.640000343322754
2025-07-22,10.75
2025-07-23,11.529999732971191
2025-07-24,13.350000381469727
2025-07-25,13.630000114440918
2025-07-28,14.34000015258789
2025-07-29,13.970000267028809
2025-07-30,15.1899995803833
2025-07-31,15.3100004196167
2025-08-01,15.539999961853027
2025-08-04,15.609999656677246
2025-08-05,15.5
2025-08-06,16.719999313354492
2025-08-07,15.84000015258789
2025-08-08,16.0
2025-08-11,16.59000015258789
2025-08-12,17.5
2025-08-13,18.559999465942383
2025-08-14,18.6200008392334
2025-08-15,18.93000030517578
2025-08-18,18.020000457763672
2025-08-19,16.899999618530273
2025-08-20,16.360000610351562
2025-08-21,17.739999771118164
2025-08-22,17.6299991607666
2025-08-25,16.729999542236328
2025-08-26,17.299999237060547
2025-08-27,16.700000762939453
2025-08-28,16.760000228881836
2025-08-29,17.1299991607666
2025-09-02,20.260000228881836
2025-09-03,20.0
2025-09-04,19.68000030517578
2025-09-05,19.969999313354492
2025-09-08,18.729999542236328
2025-09-09,18.239999771118164
2025-09-10,17.799999237060547
2025-09-11,17.920000076293945
2025-09-12,17.56999969482422
2025-09-15,16.790000915527344
2025-09-16,17.350000381469727
2025-09-17,16.020000457763672
2025-09-18,17.270000457763672
2025-09-19,16.3799991607666
