Date,CRGY
2021-12-08,14.244208335876465
2021-12-09,13.871587753295898
2021-12-10,13.549782752990723
2021-12-13,12.643641471862793
2021-12-14,12.279492378234863
2021-12-15,12.279492378234863
2021-12-16,11.669748306274414
2021-12-17,11.246318817138672
2021-12-20,10.492612838745117
2021-12-21,10.365583419799805
2021-12-22,10.534956932067871
2021-12-23,10.526487350463867
2021-12-27,10.873699188232422
2021-12-28,11.36487865447998
2021-12-29,11.381815910339355
2021-12-30,10.8313570022583
2021-12-31,10.738203048706055
2022-01-03,11.390286445617676
2022-01-04,11.805248260498047
2022-01-05,11.46650505065918
2022-01-06,12.008495330810547
2022-01-07,11.89840316772461
2022-01-10,11.500378608703613
2022-01-11,12.381113052368164
2022-01-12,12.398050308227539
2022-01-13,12.127056121826172
2022-01-14,12.813011169433594
2022-01-18,12.880763053894043
2022-01-19,12.025431632995605
2022-01-20,11.415691375732422
2022-01-21,10.670454025268555
2022-01-24,11.060009002685547
2022-01-25,11.585063934326172
2022-01-26,11.060009002685547
2022-01-27,10.8991060256958
2022-01-28,10.746670722961426
2022-01-31,11.237852096557617
2022-02-01,11.813715934753418
2022-02-02,11.432628631591797
2022-02-03,11.263257026672363
2022-02-04,11.822185516357422
2022-02-07,11.449566841125488
2022-02-08,10.9668550491333
2022-02-09,11.288663864135742
2022-02-10,11.29712963104248
2022-02-11,11.847590446472168
2022-02-14,11.830653190612793
2022-02-15,11.508845329284668
2022-02-16,12.067774772644043
2022-02-17,12.287960052490234
2022-02-18,11.957681655883789
2022-02-22,11.69515609741211
2022-02-23,11.805248260498047
2022-02-24,12.118587493896484
2022-02-25,12.414987564086914
2022-02-28,12.829950332641602
2022-03-01,12.702921867370605
2022-03-02,13.024728775024414
2022-03-03,12.821478843688965
2022-03-04,13.253382682800293
2022-03-07,13.930871963500977
2022-03-08,14.125648498535156
2022-03-09,13.820777893066406
2022-03-10,14.36276626586914
2022-03-11,13.676812171936035
2022-03-14,12.982386589050293
2022-03-15,12.821478843688965
2022-03-16,12.736795425415039
2022-03-17,13.803888320922852
2022-03-18,13.931937217712402
2022-03-21,14.213650703430176
2022-03-22,14.333165168762207
2022-03-23,14.742928504943848
2022-03-24,14.666098594665527
2022-03-25,15.425861358642578
2022-03-28,14.742928504943848
2022-03-29,15.118539810180664
2022-03-30,14.956345558166504
2022-03-31,14.802685737609863
2022-04-01,15.716113090515137
2022-04-04,15.801477432250977
2022-04-05,15.460012435913086
2022-04-06,15.383182525634766
2022-04-07,15.314888000488281
2022-04-08,15.750260353088379
2022-04-11,15.212445259094238
2022-04-12,15.4514741897583
2022-04-13,15.912458419799805
2022-04-14,16.21978187561035
2022-04-18,15.699037551879883
2022-04-19,15.425861358642578
2022-04-20,15.980751037597656
2022-04-21,15.357573509216309
2022-04-22,14.59780216217041
2022-04-25,14.128281593322754
2022-04-26,13.63315200805664
2022-04-27,13.709981918334961
2022-04-28,14.128281593322754
2022-04-29,13.4111967086792
2022-05-02,13.138022422790527
2022-05-03,13.940474510192871
2022-05-04,14.768536567687988
2022-05-05,14.367310523986816
2022-05-06,14.39292049407959
2022-05-09,13.061188697814941
2022-05-10,13.240462303161621
2022-05-11,13.240462303161621
2022-05-12,13.445343971252441
2022-05-13,14.145355224609375
2022-05-16,14.529509544372559
2022-05-17,15.050247192382812
2022-05-18,14.47828483581543
2022-05-19,14.205113410949707
2022-05-20,14.273406028747559
2022-05-23,15.040979385375977
2022-05-24,14.454520225524902
2022-05-25,14.90299129486084
2022-05-26,14.894366264343262
2022-05-27,15.463576316833496
2022-05-31,15.584314346313477
2022-06-01,15.955169677734375
2022-06-02,15.955169677734375
2022-06-03,15.687809944152832
2022-06-06,15.247965812683105
2022-06-07,15.817176818847656
2022-06-08,16.058656692504883
2022-06-09,15.618818283081055
2022-06-10,15.532571792602539
2022-06-13,13.764565467834473
2022-06-14,13.488584518432617
2022-06-15,13.74731731414795
2022-06-16,13.040114402770996
2022-06-17,12.091429710388184
2022-06-21,12.341537475585938
2022-06-22,11.36697769165039
2022-06-23,11.116872787475586
2022-06-24,11.15137004852295
2022-06-27,11.461848258972168
2022-06-28,11.625710487365723
2022-06-29,11.03062629699707
2022-06-30,10.763269424438477
2022-07-01,10.797767639160156
2022-07-05,10.142311096191406
2022-07-06,9.728340148925781
2022-07-07,10.556282997131348
2022-07-08,10.961631774902344
2022-07-11,10.8667631149292
2022-07-12,10.564908027648926
2022-07-13,10.64252758026123
2022-07-14,10.297551155090332
2022-07-15,10.668402671813965
2022-07-18,11.168617248535156
2022-07-19,11.6084623336792
2022-07-20,11.720579147338867
2022-07-21,11.50496768951416
2022-07-22,11.211736679077148
2022-07-25,11.953438758850098
2022-07-26,11.858570098876953
2022-07-27,12.24666690826416
2022-07-28,12.358787536621094
2022-07-29,12.591646194458008
2022-08-01,11.927566528320312
2022-08-02,11.858570098876953
2022-08-03,11.323857307434082
2022-08-04,11.177240371704102
2022-08-05,11.746453285217285
2022-08-08,11.703330993652344
2022-08-09,11.755078315734863
2022-08-10,12.445032119750977
2022-08-11,13.5748291015625
2022-08-12,14.169913291931152
2022-08-15,13.74731731414795
2022-08-16,14.178540229797363
2022-08-17,15.1703462600708
2022-08-18,15.342836380004883
2022-08-19,14.928862571716309
2022-08-22,14.946284294128418
2022-08-23,15.12048053741455
2022-08-24,15.503716468811035
2022-08-25,14.981122970581055
2022-08-26,14.815632820129395
2022-08-29,15.033382415771484
2022-08-30,14.232065200805664
2022-08-31,14.92015266418457
2022-09-01,14.232065200805664
2022-09-02,14.606595039367676
2022-09-06,14.693695068359375
2022-09-07,13.57882022857666
2022-09-08,14.171096801757812
2022-09-09,13.805278778076172
2022-09-12,13.831406593322754
2022-09-13,13.66591739654541
2022-09-14,14.258198738098145
2022-09-15,13.761727333068848
2022-09-16,13.082351684570312
2022-09-19,13.221713066101074
2022-09-20,12.8558931350708
2022-09-21,12.49007511138916
2022-09-22,12.298454284667969
2022-09-23,11.819409370422363
2022-09-26,11.253260612487793
2022-09-27,11.183582305908203
2022-09-28,11.993607521057129
2022-09-29,11.915218353271484
2022-09-30,11.73231029510498
2022-10-03,12.751373291015625
2022-10-04,13.352360725402832
2022-10-05,13.770440101623535
2022-10-06,14.005606651306152
2022-10-07,13.500431060791016
2022-10-10,12.54233455657959
2022-10-11,12.733952522277832
2022-10-12,12.690402030944824
2022-10-13,13.247841835021973
2022-10-14,12.315876960754395
2022-10-17,12.72524356842041
2022-10-18,12.699114799499512
2022-10-19,12.72524356842041
2022-10-20,12.620723724365234
2022-10-21,12.916862487792969
2022-10-24,12.690402030944824
2022-10-25,12.716534614562988
2022-10-26,12.629434585571289
2022-10-27,12.089417457580566
2022-10-28,11.706178665161133
2022-10-31,12.002317428588867
2022-11-01,12.559755325317383
2022-11-02,11.96747875213623
2022-11-03,11.993607521057129
