Date,IIIV
2018-06-21,18.350000381469727
2018-06-22,17.25
2018-06-25,15.819999694824219
2018-06-26,15.510000228881836
2018-06-27,14.520000457763672
2018-06-28,14.75
2018-06-29,15.220000267028809
2018-07-02,15.09000015258789
2018-07-03,15.039999961853027
2018-07-05,15.390000343322754
2018-07-06,15.600000381469727
2018-07-09,16.139999389648438
2018-07-10,16.100000381469727
2018-07-11,16.940000534057617
2018-07-12,16.760000228881836
2018-07-13,16.6299991607666
2018-07-16,16.75
2018-07-17,16.75
2018-07-18,16.420000076293945
2018-07-19,16.260000228881836
2018-07-20,16.68000030517578
2018-07-23,16.479999542236328
2018-07-24,16.1200008392334
2018-07-25,16.100000381469727
2018-07-26,16.31999969482422
2018-07-27,15.720000267028809
2018-07-30,14.970000267028809
2018-07-31,15.3100004196167
2018-08-01,15.010000228881836
2018-08-02,15.25
2018-08-03,15.069999694824219
2018-08-06,15.319999694824219
2018-08-07,14.949999809265137
2018-08-08,15.199999809265137
2018-08-09,14.800000190734863
2018-08-10,15.25
2018-08-13,15.5
2018-08-14,15.9399995803833
2018-08-15,15.489999771118164
2018-08-16,15.970000267028809
2018-08-17,15.819999694824219
2018-08-20,15.989999771118164
2018-08-21,17.049999237060547
2018-08-22,18.15999984741211
2018-08-23,18.149999618530273
2018-08-24,18.770000457763672
2018-08-27,18.149999618530273
2018-08-28,18.149999618530273
2018-08-29,18.239999771118164
2018-08-30,18.440000534057617
2018-08-31,18.6200008392334
2018-09-04,18.920000076293945
2018-09-05,19.079999923706055
2018-09-06,19.940000534057617
2018-09-07,19.760000228881836
2018-09-10,19.469999313354492
2018-09-11,20.889999389648438
2018-09-12,21.010000228881836
2018-09-13,21.790000915527344
2018-09-14,22.729999542236328
2018-09-17,22.799999237060547
2018-09-18,21.93000030517578
2018-09-19,22.190000534057617
2018-09-20,22.469999313354492
2018-09-21,22.360000610351562
2018-09-24,22.209999084472656
2018-09-25,22.760000228881836
2018-09-26,22.260000228881836
2018-09-27,22.68000030517578
2018-09-28,22.979999542236328
2018-10-01,23.770000457763672
2018-10-02,24.389999389648438
2018-10-03,23.90999984741211
2018-10-04,23.34000015258789
2018-10-05,21.059999465942383
2018-10-08,21.18000030517578
2018-10-09,20.700000762939453
2018-10-10,19.8799991607666
2018-10-11,19.190000534057617
2018-10-12,20.440000534057617
2018-10-15,19.6200008392334
2018-10-16,20.989999771118164
2018-10-17,20.860000610351562
2018-10-18,20.520000457763672
2018-10-19,20.700000762939453
2018-10-22,21.770000457763672
2018-10-23,21.190000534057617
2018-10-24,20.639999389648438
2018-10-25,21.100000381469727
2018-10-26,21.049999237060547
2018-10-29,20.90999984741211
2018-10-30,21.479999542236328
2018-10-31,21.489999771118164
2018-11-01,21.459999084472656
2018-11-02,21.239999771118164
2018-11-05,21.0
2018-11-06,19.989999771118164
2018-11-07,19.850000381469727
2018-11-08,20.149999618530273
2018-11-09,20.010000228881836
2018-11-12,19.770000457763672
2018-11-13,18.700000762939453
2018-11-14,18.559999465942383
2018-11-15,18.59000015258789
2018-11-16,19.0
2018-11-19,18.489999771118164
2018-11-20,18.010000228881836
2018-11-21,18.030000686645508
2018-11-23,18.1299991607666
2018-11-26,18.110000610351562
2018-11-27,18.0
2018-11-28,19.3799991607666
2018-11-29,20.06999969482422
2018-11-30,22.530000686645508
2018-12-03,22.84000015258789
2018-12-04,21.670000076293945
2018-12-06,21.18000030517578
2018-12-07,20.940000534057617
2018-12-10,21.40999984741211
2018-12-11,22.0
2018-12-12,22.100000381469727
2018-12-13,21.65999984741211
2018-12-14,21.5
2018-12-17,20.959999084472656
2018-12-18,23.049999237060547
2018-12-19,23.0
2018-12-20,22.670000076293945
2018-12-21,20.959999084472656
2018-12-24,21.059999465942383
2018-12-26,22.209999084472656
2018-12-27,22.489999771118164
2018-12-28,22.950000762939453
2018-12-31,24.100000381469727
2019-01-02,24.649999618530273
2019-01-03,22.600000381469727
2019-01-04,23.549999237060547
2019-01-07,26.59000015258789
2019-01-08,26.239999771118164
2019-01-09,25.239999771118164
2019-01-10,25.170000076293945
2019-01-11,24.360000610351562
2019-01-14,24.079999923706055
2019-01-15,25.020000457763672
2019-01-16,24.389999389648438
2019-01-17,23.739999771118164
2019-01-18,24.0
2019-01-22,23.06999969482422
2019-01-23,22.639999389648438
2019-01-24,23.850000381469727
2019-01-25,24.329999923706055
2019-01-28,24.010000228881836
2019-01-29,23.40999984741211
2019-01-30,24.469999313354492
2019-01-31,24.729999542236328
2019-02-01,25.209999084472656
2019-02-04,24.649999618530273
2019-02-05,24.790000915527344
2019-02-06,24.139999389648438
2019-02-07,24.709999084472656
2019-02-08,24.760000228881836
2019-02-11,24.739999771118164
2019-02-12,24.600000381469727
2019-02-13,25.25
2019-02-14,23.68000030517578
2019-02-15,23.670000076293945
2019-02-19,21.649999618530273
2019-02-20,21.360000610351562
2019-02-21,21.84000015258789
2019-02-22,22.040000915527344
2019-02-25,21.399999618530273
2019-02-26,21.229999542236328
2019-02-27,21.760000228881836
2019-02-28,21.040000915527344
2019-03-01,21.079999923706055
2019-03-04,22.09000015258789
2019-03-05,21.209999084472656
2019-03-06,21.920000076293945
2019-03-07,21.989999771118164
2019-03-08,22.3700008392334
2019-03-11,22.270000457763672
2019-03-12,21.969999313354492
2019-03-13,21.68000030517578
2019-03-14,21.899999618530273
2019-03-15,22.0
2019-03-18,22.309999465942383
2019-03-19,22.1200008392334
2019-03-20,22.6200008392334
2019-03-21,23.170000076293945
2019-03-22,22.450000762939453
2019-03-25,22.3799991607666
2019-03-26,21.889999389648438
2019-03-27,22.309999465942383
2019-03-28,22.59000015258789
2019-03-29,24.020000457763672
2019-04-01,22.489999771118164
2019-04-02,22.510000228881836
2019-04-03,22.59000015258789
2019-04-04,23.1299991607666
2019-04-05,24.040000915527344
2019-04-08,24.43000030517578
2019-04-09,24.760000228881836
