Date,SB
2010-01-04,5.40960168838501
2010-01-05,5.421690464019775
2010-01-06,5.3975138664245605
2010-01-07,5.282672882080078
2010-01-08,5.355204105377197
2010-01-11,5.5063090324401855
2010-01-12,5.43377685546875
2010-01-13,5.3975138664245605
2010-01-14,5.391468048095703
2010-01-15,5.3491597175598145
2010-01-19,5.288716793060303
2010-01-20,5.234316825866699
2010-01-21,5.095300197601318
2010-01-22,4.962327480316162
2010-01-25,5.05299186706543
2010-01-26,5.059035778045654
2010-01-27,4.913972854614258
2010-01-28,4.841442108154297
2010-01-29,4.780998706817627
2010-02-01,4.998593330383301
2010-02-02,5.161787986755371
2010-02-03,4.956283092498779
2010-02-04,4.774956226348877
2010-02-05,4.938149929046631
2010-02-08,4.980460166931152
2010-02-09,4.968371391296387
2010-02-10,4.9502387046813965
2010-02-11,4.944194793701172
2010-02-12,4.926061630249023
2010-02-16,4.920017242431641
2010-02-17,5.043170928955078
2010-02-18,4.981594562530518
2010-02-19,5.01854133605957
2010-02-22,5.024699687957764
2010-02-23,4.932332515716553
2010-02-24,4.852282524108887
2010-02-25,4.950805187225342
2010-02-26,4.920017242431641
2010-03-01,4.895387172698975
2010-03-02,4.833808898925781
2010-03-03,4.981594562530518
2010-03-04,5.080118656158447
2010-03-05,5.147853374481201
2010-03-08,5.283322334289551
2010-03-09,5.283322334289551
2010-03-10,5.449580669403076
2010-03-11,5.400320053100586
2010-03-12,5.338741779327393
2010-03-15,5.073959827423096
2010-03-16,4.932332515716553
2010-03-17,4.858438968658447
2010-03-18,4.532081127166748
2010-03-19,4.291929721832275
2010-03-22,4.390455722808838
2010-03-23,4.525923728942871
2010-03-24,4.464345455169678
2010-03-25,4.408926486968994
2010-03-26,4.371981143951416
2010-03-29,4.624448299407959
2010-03-30,4.852282524108887
2010-03-31,4.815335750579834
2010-04-01,4.82765007019043
2010-04-05,4.864598751068115
2010-04-06,4.969278812408447
2010-04-07,4.944647789001465
2010-04-08,4.7229719161987305
2010-04-09,4.7229719161987305
2010-04-12,4.821493148803711
2010-04-13,5.012381553649902
2010-04-14,4.938490867614746
2010-04-15,5.012381553649902
2010-04-16,4.938490867614746
2010-04-19,4.944647789001465
2010-04-20,5.061644077301025
2010-04-21,5.006226062774658
2010-04-22,4.993910789489746
2010-04-23,4.950805187225342
2010-04-26,5.012381553649902
2010-04-27,4.920017242431641
2010-04-28,4.889228820800781
2010-04-29,4.956963539123535
2010-04-30,4.901545524597168
2010-05-03,5.086277008056641
2010-05-04,4.926175594329834
2010-05-05,4.7229719161987305
2010-05-06,4.427399635314941
2010-05-07,4.464345455169678
2010-05-10,4.796862602233887
2010-05-11,4.649078369140625
2010-05-12,4.833808898925781
2010-05-13,4.864598751068115
2010-05-14,4.833808898925781
2010-05-17,4.883071422576904
2010-05-18,4.833808898925781
2010-05-19,4.689422130584717
2010-05-20,4.362983703613281
2010-05-21,4.5073699951171875
2010-05-24,4.362983703613281
2010-05-25,4.438315391540527
2010-05-26,4.4634270668029785
2010-05-27,4.739644527435303
2010-05-28,4.676867485046387
2010-06-01,4.419483661651611
2010-06-02,4.614091873168945
2010-06-03,4.733367443084717
2010-06-04,4.394372940063477
2010-06-07,4.237429141998291
2010-06-08,4.281373977661133
2010-06-09,4.18093204498291
2010-06-10,4.5073699951171875
2010-06-11,4.545036792755127
2010-06-14,4.607813835144043
2010-06-15,4.745922565460205
2010-06-16,4.66431188583374
2010-06-17,4.588979721069336
2010-06-18,4.65175724029541
2010-06-21,4.620368957519531
2010-06-22,4.482260704040527
2010-06-23,4.526204586029053
2010-06-24,4.457149982452393
2010-06-25,4.620368957519531
2010-06-28,4.65175724029541
2010-06-29,4.438315391540527
2010-06-30,4.413204669952393
2010-07-01,4.262541770935059
2010-07-02,4.268818378448486
2010-07-06,4.306484699249268
2010-07-07,4.4697041511535645
2010-07-08,4.632923603057861
2010-07-09,4.745922565460205
2010-07-12,4.66431188583374
2010-07-13,4.764755725860596
2010-07-14,4.758476257324219
2010-07-15,4.7019782066345215
2010-07-16,4.620368957519531
2010-07-19,4.432037353515625
2010-07-20,4.513647556304932
2010-07-21,4.494814395904541
2010-07-22,4.532479286193848
2010-07-23,4.545036792755127
2010-07-26,4.764755725860596
2010-07-27,4.708256244659424
2010-07-28,4.714534282684326
2010-07-29,4.789865970611572
2010-07-30,4.921696662902832
2010-08-02,4.927974224090576
2010-08-03,4.8714752197265625
2010-08-04,4.877754211425781
2010-08-05,4.927974224090576
2010-08-06,4.934252738952637
2010-08-09,4.978196144104004
2010-08-10,4.8463640213012695
2010-08-11,4.72081184387207
2010-08-12,4.752198696136475
2010-08-13,4.72081184387207
2010-08-16,4.789865970611572
2010-08-17,4.97191858291626
2010-08-18,4.869536399841309
2010-08-19,4.8183465003967285
2010-08-20,4.779951572418213
2010-08-23,4.856738090515137
2010-08-24,4.747957706451416
2010-08-25,4.946323394775391
2010-08-26,4.805547714233398
2010-08-27,4.927125930786133
2010-08-30,4.875936031341553
2010-08-31,4.76075553894043
2010-09-01,4.933525085449219
2010-09-02,4.895130634307861
2010-09-03,4.824745178222656
2010-09-07,4.792749881744385
2010-09-08,4.863137722015381
2010-09-09,4.895130634307861
2010-09-10,4.850339889526367
2010-09-13,4.933525085449219
2010-09-14,4.882334232330322
2010-09-15,4.978316783905029
2010-09-16,5.003911972045898
2010-09-17,5.029508590698242
2010-09-20,5.01671028137207
2010-09-21,5.010311603546143
2010-09-22,4.997513294219971
2010-09-23,4.914327144622803
2010-09-24,4.984716415405273
2010-09-27,5.029508590698242
2010-09-28,5.048704624176025
2010-09-29,5.0359063148498535
2010-09-30,5.061501502990723
2010-10-01,5.093497276306152
2010-10-04,5.131890773773193
2010-10-05,5.2150750160217285
2010-10-06,5.2214741706848145
2010-10-07,5.208675861358643
2010-10-08,5.208675861358643
2010-10-11,5.2214741706848145
2010-10-12,5.2150750160217285
2010-10-13,5.259867191314697
2010-10-14,5.208675861358643
2010-10-15,5.2150750160217285
2010-10-18,5.2726640701293945
2010-10-19,5.18308162689209
2010-10-20,5.291862487792969
2010-10-21,5.259867191314697
2010-10-22,5.375047206878662
2010-10-25,5.36864709854126
2010-10-26,5.387844085693359
2010-10-27,5.4326348304748535
2010-10-28,5.426238536834717
2010-10-29,5.407041549682617
2010-11-01,5.317456245422363
2010-11-02,5.381444931030273
2010-11-03,5.3110575675964355
2010-11-04,5.3558502197265625
2010-11-05,5.483827114105225
2010-11-08,5.490226745605469
2010-11-09,5.349451541900635
2010-11-10,5.2278733253479
2010-11-11,5.2150750160217285
2010-11-12,5.138288974761963
2010-11-15,5.2278733253479
2010-11-16,5.18308162689209
2010-11-17,5.209158420562744
2010-11-18,5.21567964553833
2010-11-19,5.241757392883301
2010-11-22,5.170040607452393
2010-11-23,5.085287094116211
2010-11-24,5.150484085083008
2010-11-26,5.0787672996521
2010-11-29,5.137444019317627
2010-11-30,5.117884635925293
2010-12-01,5.189600467681885
2010-12-02,5.267836570739746
2010-12-03,5.254796981811523
2010-12-06,5.306953430175781
2010-12-07,5.326512813568115
2010-12-08,5.326512813568115
2010-12-09,5.287395000457764
2010-12-10,5.306953430175781
2010-12-13,5.391709327697754
2010-12-14,5.424306392669678
2010-12-15,5.456904411315918
2010-12-16,5.391709327697754
2010-12-17,5.398227214813232
2010-12-20,5.476463794708252
2010-12-21,5.574258327484131
2010-12-22,5.6394524574279785
2010-12-23,5.64597225189209
2010-12-27,5.672050476074219
2010-12-28,5.691610336303711
2010-12-29,5.685088634490967
2010-12-30,5.737246036529541
2010-12-31,5.776363372802734
2011-01-03,5.789403438568115
2011-01-04,5.841559410095215
2011-01-05,5.8024420738220215
2011-01-06,5.835041046142578
2011-01-07,5.835041046142578
2011-01-10,5.789403438568115
2011-01-11,5.776363372802734
2011-01-12,5.795923233032227
2011-01-13,5.776363372802734
2011-01-14,5.743765830993652
2011-01-18,5.750285625457764
2011-01-19,5.685088634490967
2011-01-20,5.561216354370117
2011-01-21,5.554697513580322
2011-01-24,5.411266803741455
2011-01-25,5.450384616851807
2011-01-26,5.528619766235352
2011-01-27,5.482981204986572
2011-01-28,5.496021747589111
2011-01-31,5.522100448608398
2011-02-01,5.593815326690674
2011-02-02,5.685088634490967
2011-02-03,5.743765830993652
2011-02-04,5.841559410095215
2011-02-07,5.691610336303711
2011-02-08,5.795923233032227
2011-02-09,5.835041046142578
2011-02-10,5.86763858795166
2011-02-11,6.076266288757324
2011-02-14,6.213176727294922
2011-02-15,6.128423690795898
2011-02-16,6.188050746917725
2011-02-17,6.121797561645508
2011-02-18,6.068793773651123
2011-02-22,5.856783866882324
2011-02-23,5.850158214569092
2011-02-24,6.03566837310791
2011-02-25,6.068793773651123
2011-02-28,6.062169075012207
2011-03-01,5.982665061950684
2011-03-02,6.002540588378906
2011-03-03,6.1483001708984375
2011-03-04,6.07542085647583
2011-03-07,6.062169075012207
2011-03-08,6.082046985626221
2011-03-09,6.015791416168213
2011-03-10,5.790531158447266
2011-03-11,5.8170318603515625
2011-03-14,5.790531158447266
2011-03-15,5.565270900726318
2011-03-16,5.538769245147705
2011-03-17,5.5983967781066895
2011-03-18,5.644773960113525
2011-03-21,5.863409519195557
2011-03-22,5.843533992767334
2011-03-23,5.856783866882324
2011-03-24,5.823657035827637
2011-03-25,5.989290237426758
2011-03-28,5.830282688140869
2011-03-29,5.7971577644348145
2011-03-30,5.903159141540527
2011-03-31,6.002540588378906
2011-04-01,6.1483001708984375
2011-04-04,6.307304859161377
2011-04-05,6.267553329467773
2011-04-06,6.254302501678467
2011-04-07,6.274179458618164
2011-04-08,6.221177577972412
2011-04-11,6.135046005249023
2011-04-12,5.499016761779785
2011-04-13,5.532144546508789
2011-04-14,5.499016761779785
2011-04-15,5.505641937255859
2011-04-18,5.412888526916504
2011-04-19,5.465890407562256
2011-04-20,5.499016761779785
2011-04-21,5.452640533447266
2011-04-25,5.412888526916504
2011-04-26,5.499016761779785
2011-04-27,5.432764053344727
2011-04-28,5.3598856925964355
2011-04-29,5.3996381759643555
2011-05-02,5.41951322555542
2011-05-03,5.366510391235352
2011-05-04,5.18762731552124
2011-05-05,5.214127063751221
2011-05-06,5.234005928039551
2011-05-09,5.320133209228516
2011-05-10,5.379761219024658
2011-05-11,5.386388778686523
2011-05-12,5.485766410827637
2011-05-13,5.485766410827637
2011-05-16,5.412888526916504
2011-05-17,5.273756504058838
2011-05-18,5.24674654006958
2011-05-19,5.199477672576904
2011-05-20,5.239993095397949
2011-05-23,5.239993095397949
2011-05-24,5.199477672576904
2011-05-25,5.010406017303467
2011-05-26,4.895612716674805
2011-05-27,4.9698896408081055
2011-05-31,5.05092191696167
2011-06-01,5.17246675491333
2011-06-02,5.226487636566162
2011-06-03,5.199477672576904
2011-06-06,5.023911476135254
2011-06-07,4.92937707901001
2011-06-08,4.780818939208984
2011-06-09,4.875354290008545
2011-06-10,4.828087329864502
2011-06-13,4.747056007385254
2011-06-14,4.855095863342285
2011-06-15,4.787571430206299
2011-06-16,4.814582347869873
2011-06-17,4.787571430206299
2011-06-20,4.922623157501221
2011-06-21,5.0981903076171875
2011-06-22,5.118447780609131
2011-06-23,5.0981903076171875
2011-06-24,5.030663013458252
2011-06-27,5.071178913116455
2011-06-28,5.0846848487854
2011-06-29,5.145457744598389
2011-06-30,5.145457744598389
2011-07-01,5.199477672576904
2011-07-05,5.152210235595703
2011-07-06,5.185971736907959
