Date,AEO
2010-01-04,9.91157341003418
2010-01-05,10.225492477416992
2010-01-06,10.208051681518555
2010-01-07,9.89413833618164
2010-01-08,10.09178638458252
2010-01-11,9.812750816345215
2010-01-12,9.754620552062988
2010-01-13,9.876697540283203
2010-01-14,10.120851516723633
2010-01-15,9.98133373260498
2010-01-19,9.946459770202637
2010-01-20,9.742993354797363
2010-01-21,9.597664833068848
2010-01-22,9.37094783782959
2010-01-25,9.446515083312988
2010-01-26,9.312814712524414
2010-01-27,9.336065292358398
2010-01-28,9.283748626708984
2010-01-29,9.237239837646484
2010-02-01,9.405824661254883
2010-02-02,9.708110809326172
2010-02-03,9.551156997680664
2010-02-04,9.190735816955566
2010-02-05,9.1442289352417
2010-02-08,9.150040626525879
2010-02-09,9.336065292358398
2010-02-10,9.312814712524414
2010-02-11,9.289562225341797
2010-02-12,9.260491371154785
2010-02-16,9.417452812194824
2010-02-17,9.417452812194824
2010-02-18,9.708110809326172
2010-02-19,9.795313835144043
2010-02-22,9.661608695983887
2010-02-23,9.551156997680664
2010-02-24,9.824376106262207
2010-02-25,9.905765533447266
2010-02-26,9.806939125061035
2010-03-01,10.202237129211426
2010-03-02,10.144107818603516
2010-03-03,10.149921417236328
2010-03-04,9.725555419921875
2010-03-05,9.731364250183105
2010-03-08,9.76624584197998
2010-03-09,9.969709396362305
2010-03-10,10.580100059509277
2010-03-11,10.876574516296387
2010-03-12,10.894017219543457
2010-03-15,11.045161247253418
2010-03-16,11.056788444519043
2010-03-17,11.045161247253418
2010-03-18,11.091666221618652
2010-03-19,10.975400924682617
2010-03-22,11.15561294555664
2010-03-23,11.23699951171875
2010-03-24,11.03353500366211
2010-03-25,11.302359580993652
2010-03-26,11.25560474395752
2010-03-29,10.975095748901367
2010-03-30,10.998469352722168
2010-03-31,10.823147773742676
2010-04-01,10.78808307647705
2010-04-05,11.091974258422852
2010-04-06,10.928338050842285
2010-04-07,10.893271446228027
2010-04-08,10.197834968566895
2010-04-09,10.384840965270996
2010-04-12,10.530946731567383
2010-04-13,10.723800659179688
2010-04-14,10.694576263427734
2010-04-15,10.630293846130371
2010-04-16,10.41991138458252
2010-04-19,10.3673095703125
2010-04-20,10.320563316345215
2010-04-21,10.51341438293457
2010-04-22,10.735488891601562
2010-04-23,10.601076126098633
2010-04-26,10.525102615356445
2010-04-27,10.092642784118652
2010-04-28,9.999139785766602
2010-04-29,9.92316722869873
2010-04-30,9.823814392089844
2010-05-03,10.010830879211426
2010-05-04,9.759530067443848
2010-05-05,9.630961418151855
2010-05-06,9.426421165466309
2010-05-07,9.239415168762207
2010-05-10,9.554991722106934
2010-05-11,9.408890724182129
2010-05-12,9.367985725402832
2010-05-13,9.216036796569824
2010-05-14,9.075779914855957
2010-05-17,9.058248519897461
2010-05-18,8.935525894165039
2010-05-19,8.882925033569336
2010-05-20,8.719298362731934
2010-05-21,8.824491500854492
2010-05-24,8.900459289550781
2010-05-25,8.988120079040527
2010-05-26,7.4920501708984375
2010-05-27,7.503737926483154
2010-05-28,7.6556806564331055
2010-06-01,7.416074752807617
2010-06-02,7.456984043121338
2010-06-03,7.375168800354004
2010-06-04,7.094655990600586
2010-06-07,6.9894609451293945
2010-06-08,7.053746223449707
2010-06-09,7.135564804077148
2010-06-10,7.410235404968262
2010-06-11,7.749186992645264
2010-06-14,7.9361958503723145
2010-06-15,7.9361958503723145
2010-06-16,7.831002712249756
2010-06-17,7.743343353271484
2010-06-18,7.603085994720459
2010-06-21,7.375168800354004
2010-06-22,7.456984043121338
2010-06-23,7.427765846252441
2010-06-24,7.150698184967041
2010-06-25,7.180171489715576
2010-06-28,7.12711763381958
2010-06-29,6.838261127471924
2010-06-30,6.926682949066162
2010-07-01,7.021003246307373
2010-07-02,6.950267314910889
2010-07-06,6.9620561599731445
2010-07-07,7.227335453033447
2010-07-08,6.9561614990234375
2010-07-09,7.115325450897217
2010-07-12,7.0976409912109375
2010-07-13,7.085852146148682
2010-07-14,7.068167209625244
2010-07-15,7.103539943695068
2010-07-16,6.979743003845215
