Date,GPN
2010-01-04,24.891855239868164
2010-01-05,24.83987045288086
2010-01-06,24.75008773803711
2010-01-07,24.594133377075195
2010-01-08,23.14324188232422
2010-01-11,22.599754333496094
2010-01-12,22.576114654541016
2010-01-13,22.595012664794922
2010-01-14,22.202762603759766
2010-01-15,21.966466903686523
2010-01-19,22.098798751831055
2010-01-20,22.065704345703125
2010-01-21,21.678178787231445
2010-01-22,21.456052780151367
2010-01-25,21.408802032470703
2010-01-26,21.380441665649414
2010-01-27,21.50803565979004
2010-01-28,21.39934730529785
2010-01-29,21.030719757080078
2010-02-01,21.267011642456055
2010-02-02,21.418245315551758
2010-02-03,21.389896392822266
2010-02-04,21.37099266052246
2010-02-05,21.328447341918945
2010-02-08,21.257556915283203
2010-02-09,21.493871688842773
2010-02-10,21.370935440063477
2010-02-11,21.55532455444336
2010-02-12,21.035242080688477
2010-02-16,21.082523345947266
2010-02-17,20.66171646118164
2010-02-18,20.72791290283203
2010-02-19,20.609712600708008
2010-02-22,20.340206146240234
2010-02-23,20.1983642578125
2010-02-24,20.37331199645996
2010-02-25,20.302391052246094
2010-02-26,20.240921020507812
2010-03-01,20.694828033447266
2010-03-02,20.571882247924805
2010-03-03,20.245647430419922
2010-03-04,20.212554931640625
2010-03-05,20.638084411621094
2010-03-08,20.78465461730957
2010-03-09,21.290559768676758
2010-03-10,21.470212936401367
2010-03-11,21.399309158325195
2010-03-12,21.370935440063477
2010-03-15,21.09670066833496
2010-03-16,21.276365280151367
2010-03-17,21.777544021606445
2010-03-18,21.957212448120117
2010-03-19,21.758636474609375
2010-03-22,22.099063873291016
2010-03-23,21.928848266601562
2010-03-24,21.32838249206543
2010-03-25,21.48914337158203
2010-03-26,21.56005859375
2010-03-29,21.687715530395508
2010-03-30,21.900484085083008
2010-03-31,21.536407470703125
2010-04-01,21.578968048095703
2010-04-05,21.129796981811523
2010-04-06,21.380393981933594
2010-04-07,20.90285301208496
2010-04-08,20.638084411621094
2010-04-09,20.458415985107422
2010-04-12,20.765735626220703
2010-04-13,20.59080696105957
2010-04-14,20.926494598388672
2010-04-15,21.574241638183594
2010-04-16,21.687715530395508
2010-04-19,21.67826271057129
2010-04-20,21.451303482055664
2010-04-21,21.5080509185791
2010-04-22,21.399309158325195
2010-04-23,21.70662498474121
2010-04-26,21.418216705322266
2010-04-27,21.082523345947266
2010-04-28,21.002140045166016
2010-04-29,20.93594741821289
2010-04-30,20.240921020507812
2010-05-03,20.434778213500977
2010-05-04,20.269290924072266
2010-05-05,20.330751419067383
2010-05-06,20.29292869567871
2010-05-07,19.139280319213867
2010-05-10,19.673551559448242
2010-05-11,19.45606231689453
2010-05-12,19.84848976135254
2010-05-13,20.27421760559082
2010-05-14,19.682924270629883
2010-05-17,20.028242111206055
2010-05-18,20.108659744262695
2010-05-19,20.023517608642578
2010-05-20,19.403833389282227
2010-05-21,19.88160514831543
2010-05-24,19.531558990478516
2010-05-25,19.479522705078125
2010-05-26,19.498449325561523
2010-05-27,20.009319305419922
2010-05-28,19.957286834716797
2010-06-01,19.60251235961914
2010-06-02,19.668737411499023
2010-06-03,20.009319305419922
2010-06-04,19.332876205444336
2010-06-07,18.949731826782227
2010-06-08,18.968645095825195
2010-06-09,18.921340942382812
2010-06-10,19.62617301940918
2010-06-11,19.664003372192383
2010-06-14,19.61197280883789
2010-06-15,20.170162200927734
2010-06-16,20.127580642700195
2010-06-17,20.132308959960938
2010-06-18,20.155961990356445
2010-06-21,18.396276473999023
2010-06-22,18.637529373168945
2010-06-23,18.405746459960938
2010-06-24,18.046236038208008
2010-06-25,18.28274917602539
2010-06-28,18.25436782836914
2010-06-29,17.58739471435547
2010-06-30,17.284650802612305
2010-07-01,17.07651710510254
2010-07-02,17.109621047973633
2010-07-06,17.14746856689453
2010-07-07,17.70565414428711
2010-07-08,17.544818878173828
2010-07-09,17.786069869995117
2010-07-12,17.76714324951172
2010-07-13,18.098262786865234
2010-07-14,18.15975570678711
2010-07-15,18.08880615234375
2010-07-16,17.478595733642578
2010-07-19,17.611045837402344
2010-07-20,17.68673324584961
2010-07-21,17.68673324584961
2010-07-22,18.348976135253906
2010-07-23,18.76996612548828
2010-07-26,18.954456329345703
2010-07-27,18.88823127746582
2010-07-28,17.289377212524414
2010-07-29,17.69146156311035
2010-07-30,17.847558975219727
