Date,HON
2010-01-04,27.30052947998047
2010-01-05,27.354660034179688
2010-01-06,27.354660034179688
2010-01-07,27.882417678833008
2010-01-08,28.498119354248047
2010-01-11,28.85669708251953
2010-01-12,28.531953811645508
2010-01-13,28.63343620300293
2010-01-14,28.802581787109375
2010-01-15,28.843175888061523
2010-01-19,28.99201774597168
2010-01-20,28.66050148010254
2010-01-21,27.557659149169922
2010-01-22,26.9825439453125
2010-01-25,27.212583541870117
2010-01-26,27.043439865112305
2010-01-27,27.23964500427246
2010-01-28,26.941946029663086
2010-01-29,26.143566131591797
2010-02-01,26.637483596801758
2010-02-02,26.73896026611328
2010-02-03,26.529232025146484
2010-02-04,25.52787208557129
2010-02-05,25.351957321166992
2010-02-08,24.945995330810547
2010-02-09,25.588762283325195
2010-02-10,25.521099090576172
2010-02-11,25.86616325378418
2010-02-12,25.61582374572754
2010-02-16,26.33301544189453
2010-02-17,26.65555763244629
2010-02-18,27.173797607421875
2010-02-19,27.426105499267578
2010-02-22,27.378366470336914
2010-02-23,27.228347778320312
2010-02-24,27.671592712402344
2010-02-25,27.405654907226562
2010-02-26,27.385204315185547
2010-03-01,27.66476821899414
2010-03-02,27.739784240722656
2010-03-03,27.903446197509766
2010-03-04,28.080732345581055
2010-03-05,28.578516006469727
2010-03-08,28.29212188720703
2010-03-09,28.823999404907227
2010-03-10,28.87173843383789
2010-03-11,29.06267547607422
2010-03-12,29.27406120300293
2010-03-15,29.301332473754883
2010-03-16,29.342252731323242
2010-03-17,29.260414123535156
2010-03-18,29.615015029907227
2010-03-19,29.88096809387207
2010-03-22,29.703655242919922
2010-03-23,30.13326072692871
2010-03-24,30.33101463317871
2010-03-25,30.235544204711914
2010-03-26,30.412830352783203
2010-03-29,30.59695816040039
2010-03-30,30.65150260925293
2010-03-31,30.86972427368164
2010-04-01,30.70604705810547
2010-04-05,30.992460250854492
2010-04-06,30.999269485473633
2010-04-07,30.856082916259766
2010-04-08,31.019725799560547
2010-04-09,31.210670471191406
2010-04-12,31.360685348510742
2010-04-13,31.13564682006836
2010-04-14,31.592527389526367
2010-04-15,31.687986373901367
2010-04-16,31.24476432800293
2010-04-19,31.1970157623291
2010-04-20,31.626628875732422
2010-04-21,31.838003158569336
2010-04-22,32.34944534301758
2010-04-23,32.54035949707031
2010-04-26,32.91541290283203
2010-04-27,32.00848388671875
2010-04-28,32.08350372314453
2010-04-29,33.08587646484375
2010-04-30,32.36988067626953
2010-05-03,33.07908248901367
2010-05-04,31.953922271728516
2010-05-05,31.285663604736328
2010-05-06,30.208251953125
2010-05-07,29.67637825012207
2010-05-10,31.415212631225586
2010-05-11,31.265216827392578
2010-05-12,31.960752487182617
2010-05-13,31.497066497802734
2010-05-14,31.012901306152344
2010-05-17,30.98563003540039
2010-05-18,30.699365615844727
2010-05-19,30.10900115966797
2010-05-20,28.687997817993164
2010-05-21,28.880207061767578
2010-05-24,28.722318649291992
2010-05-25,28.687997817993164
2010-05-26,28.907672882080078
2010-05-27,29.80695152282715
2010-05-28,29.360748291015625
2010-06-01,28.763507843017578
2010-06-02,29.4705753326416
2010-06-03,29.69710922241211
2010-06-04,28.193727493286133
2010-06-07,27.45919418334961
2010-06-08,27.75436782836914
2010-06-09,27.466054916381836
2010-06-10,28.32415771484375
2010-06-11,28.365339279174805
2010-06-14,28.509496688842773
2010-06-15,29.546100616455078
2010-06-16,29.347002029418945
2010-06-17,29.278350830078125
2010-06-18,29.46370506286621
2010-06-21,29.4705753326416
2010-06-22,28.969440460205078
2010-06-23,28.722318649291992
2010-06-24,28.145658493041992
2010-06-25,28.55755615234375
2010-06-28,28.2829532623291
2010-06-29,26.999250411987305
2010-06-30,26.793306350708008
2010-07-01,26.46378517150879
2010-07-02,26.450054168701172
2010-07-06,26.573633193969727
2010-07-07,27.58962059020996
2010-07-08,27.9603271484375
2010-07-09,28.33101463317871
2010-07-12,28.022104263305664
2010-07-13,28.72917366027832
2010-07-14,28.61933708190918
2010-07-15,28.687997817993164
2010-07-16,27.58962059020996
2010-07-19,27.699451446533203
