Date,ABR
2010-01-04,0.5632393956184387
2010-01-05,0.5489440560340881
2010-01-06,0.6118437647819519
2010-01-07,0.6432936787605286
2010-01-08,0.6575894355773926
2010-01-11,0.6718844175338745
2010-01-12,0.6633071899414062
2010-01-13,0.6804617643356323
2010-01-14,0.6718844175338745
2010-01-15,0.6976165771484375
2010-01-19,0.6918982267379761
2010-01-20,0.6976165771484375
2010-01-21,0.6833209991455078
2010-01-22,0.6375755667686462
2010-01-25,0.6432936787605286
2010-01-26,0.6204211115837097
2010-01-27,0.5861120223999023
2010-01-28,0.5746759176254272
2010-01-29,0.5718166828155518
2010-02-01,0.5746759176254272
2010-02-02,0.6118437647819519
2010-02-03,0.660448431968689
2010-02-04,0.6118437647819519
2010-02-05,0.6204211115837097
2010-02-08,0.6204211115837097
2010-02-09,0.6432936787605286
2010-02-10,0.6318575143814087
2010-02-11,0.6575894355773926
2010-02-12,0.6575894355773926
2010-02-16,0.6661661863327026
2010-02-17,0.6918982267379761
2010-02-18,0.7061935663223267
2010-02-19,0.6947574019432068
2010-02-22,0.709052562713623
2010-02-23,0.6890391111373901
2010-02-24,0.686180055141449
2010-02-25,0.7061935663223267
2010-02-26,0.6518712043762207
2010-03-01,0.6575894355773926
2010-03-02,0.6718844175338745
2010-03-03,0.7033346891403198
2010-03-04,0.7004752159118652
2010-03-05,0.7262070178985596
2010-03-08,0.8119797110557556
2010-03-09,0.8091205954551697
2010-03-10,0.8462887406349182
2010-03-11,0.8176977038383484
2010-03-12,0.8491477966308594
2010-03-15,0.8462887406349182
2010-03-16,0.8605838418006897
2010-03-17,0.8577249050140381
2010-03-18,0.869161069393158
2010-03-19,0.746220588684082
2010-03-22,0.7690935134887695
2010-03-23,0.8262750506401062
2010-03-24,0.9034702181816101
2010-03-25,0.9349204301834106
2010-03-26,0.9463565349578857
2010-03-29,0.9349204301834106
2010-03-30,0.9320612549781799
2010-03-31,0.9263426065444946
2010-04-01,0.9863836169242859
2010-04-05,1.0578608512878418
2010-04-06,1.1207609176635742
2010-04-07,1.1436333656311035
2010-04-08,1.2236875295639038
2010-04-09,1.257996678352356
2010-04-12,1.2551378011703491
2010-04-13,1.2122513055801392
2010-04-14,1.2008154392242432
2010-04-15,1.1750831604003906
2010-04-16,1.1007472276687622
2010-04-19,1.0635786056518555
2010-04-20,1.1179018020629883
2010-04-21,1.1379152536392212
2010-04-22,1.2694331407546997
2010-04-23,1.2494198083877563
2010-04-26,1.2837284803390503
2010-04-27,1.1893787384033203
2010-04-28,1.1407743692398071
2010-04-29,1.2036741971969604
2010-04-30,1.1665058135986328
2010-05-03,1.2122513055801392
2010-05-04,1.1464923620224
2010-05-05,1.1522104740142822
2010-05-06,1.0950292348861694
2010-05-07,1.0835925340652466
2010-05-10,1.1665058135986328
2010-05-11,1.1865195035934448
2010-05-12,1.2465602159500122
2010-05-13,1.220828652381897
2010-05-14,1.1493518352508545
2010-05-17,1.1550698280334473
