Date,EXTR
2010-01-04,2.9000000953674316
2010-01-05,2.799999952316284
2010-01-06,2.680000066757202
2010-01-07,2.75
2010-01-08,2.819999933242798
2010-01-11,2.7699999809265137
2010-01-12,2.7699999809265137
2010-01-13,2.7699999809265137
2010-01-14,2.740000009536743
2010-01-15,2.680000066757202
2010-01-19,2.7100000381469727
2010-01-20,2.6700000762939453
2010-01-21,2.5
2010-01-22,2.5
2010-01-25,2.5
2010-01-26,2.5399999618530273
2010-01-27,2.549999952316284
2010-01-28,2.4800000190734863
2010-01-29,2.4700000286102295
2010-02-01,2.5399999618530273
2010-02-02,2.7799999713897705
2010-02-03,2.690000057220459
2010-02-04,2.549999952316284
2010-02-05,2.569999933242798
2010-02-08,2.5399999618530273
2010-02-09,2.609999895095825
2010-02-10,2.6500000953674316
2010-02-11,2.740000009536743
2010-02-12,2.7100000381469727
2010-02-16,2.700000047683716
2010-02-17,2.690000057220459
2010-02-18,2.680000066757202
2010-02-19,2.759999990463257
2010-02-22,2.680000066757202
2010-02-23,2.6700000762939453
2010-02-24,2.7100000381469727
2010-02-25,2.7100000381469727
2010-02-26,2.75
2010-03-01,2.8299999237060547
2010-03-02,2.8399999141693115
2010-03-03,2.9000000953674316
2010-03-04,3.069999933242798
2010-03-05,3.299999952316284
2010-03-08,3.390000104904175
2010-03-09,3.2100000381469727
2010-03-10,3.1600000858306885
2010-03-11,3.1600000858306885
2010-03-12,2.9700000286102295
2010-03-15,3.0299999713897705
2010-03-16,2.9600000381469727
2010-03-17,3.0299999713897705
2010-03-18,2.990000009536743
2010-03-19,3.0
2010-03-22,3.0299999713897705
2010-03-23,3.0299999713897705
2010-03-24,2.9700000286102295
2010-03-25,2.9700000286102295
2010-03-26,2.940000057220459
2010-03-29,2.990000009536743
2010-03-30,3.0199999809265137
2010-03-31,3.069999933242798
2010-04-01,3.0999999046325684
2010-04-05,3.190000057220459
2010-04-06,3.319999933242798
2010-04-07,3.430000066757202
2010-04-08,3.440000057220459
2010-04-09,3.380000114440918
2010-04-12,3.369999885559082
2010-04-13,3.380000114440918
2010-04-14,3.490000009536743
2010-04-15,3.559999942779541
2010-04-16,3.450000047683716
2010-04-19,3.640000104904175
2010-04-20,3.680000066757202
2010-04-21,3.6500000953674316
2010-04-22,3.5899999141693115
2010-04-23,3.5999999046325684
2010-04-26,3.5199999809265137
2010-04-27,3.5
2010-04-28,3.5799999237060547
2010-04-29,3.5799999237060547
2010-04-30,3.3299999237060547
2010-05-03,3.5899999141693115
2010-05-04,3.390000104904175
2010-05-05,3.4600000381469727
2010-05-06,3.140000104904175
2010-05-07,2.990000009536743
2010-05-10,3.180000066757202
2010-05-11,3.2200000286102295
2010-05-12,3.0899999141693115
2010-05-13,3.0299999713897705
2010-05-14,2.950000047683716
2010-05-17,2.930000066757202
2010-05-18,2.9100000858306885
2010-05-19,2.890000104904175
2010-05-20,2.809999942779541
2010-05-21,2.7899999618530273
2010-05-24,2.8499999046325684
2010-05-25,2.809999942779541
2010-05-26,2.7799999713897705
2010-05-27,2.930000066757202
2010-05-28,2.859999895095825
2010-06-01,2.75
2010-06-02,2.859999895095825
2010-06-03,2.9100000858306885
2010-06-04,2.7699999809265137
2010-06-07,2.7100000381469727
2010-06-08,2.630000114440918
2010-06-09,2.569999933242798
2010-06-10,2.6600000858306885
2010-06-11,2.640000104904175
2010-06-14,2.640000104904175
2010-06-15,2.859999895095825
2010-06-16,2.7699999809265137
2010-06-17,2.990000009536743
2010-06-18,2.9700000286102295
2010-06-21,2.859999895095825
2010-06-22,2.809999942779541
2010-06-23,2.7899999618530273
2010-06-24,2.759999990463257
2010-06-25,2.819999933242798
2010-06-28,2.950000047683716
2010-06-29,2.6700000762939453
2010-06-30,2.700000047683716
2010-07-01,2.7200000286102295
2010-07-02,2.619999885559082
2010-07-06,2.5999999046325684
2010-07-07,2.6500000953674316
2010-07-08,2.6500000953674316
2010-07-09,2.640000104904175
2010-07-12,2.5899999141693115
2010-07-13,2.8399999141693115
2010-07-14,2.8399999141693115
2010-07-15,2.880000114440918
2010-07-16,2.7699999809265137
2010-07-19,2.690000057220459
2010-07-20,2.7100000381469727
2010-07-21,2.809999942779541
2010-07-22,2.7799999713897705
2010-07-23,2.9100000858306885
2010-07-26,3.009999990463257
2010-07-27,2.9200000762939453
2010-07-28,2.9100000858306885
2010-07-29,2.9600000381469727
2010-07-30,2.859999895095825
2010-08-02,2.9800000190734863
2010-08-03,2.990000009536743
2010-08-04,3.0299999713897705
2010-08-05,3.0
2010-08-06,2.9100000858306885
2010-08-09,2.9800000190734863
2010-08-10,2.859999895095825
2010-08-11,2.7200000286102295
2010-08-12,2.690000057220459
2010-08-13,2.6600000858306885
2010-08-16,2.680000066757202
2010-08-17,2.6700000762939453
2010-08-18,2.7699999809265137
2010-08-19,2.6600000858306885
2010-08-20,2.640000104904175
2010-08-23,2.5999999046325684
2010-08-24,2.549999952316284
2010-08-25,2.7699999809265137
2010-08-26,2.7300000190734863
2010-08-27,2.9100000858306885
2010-08-30,2.740000009536743
2010-08-31,2.759999990463257
2010-09-01,2.7899999618530273
2010-09-02,2.8499999046325684
2010-09-03,2.9100000858306885
2010-09-07,2.7899999618530273
2010-09-08,3.009999990463257
2010-09-09,3.069999933242798
2010-09-10,2.9000000953674316
2010-09-13,3.0199999809265137
2010-09-14,3.0799999237060547
2010-09-15,3.2100000381469727
2010-09-16,3.1700000762939453
2010-09-17,3.1500000953674316
2010-09-20,3.259999990463257
2010-09-21,3.109999895095825
2010-09-22,3.049999952316284
2010-09-23,3.0399999618530273
2010-09-24,3.0999999046325684
2010-09-27,3.109999895095825
2010-09-28,3.0999999046325684
2010-09-29,3.0899999141693115
2010-09-30,3.109999895095825
2010-10-01,3.069999933242798
2010-10-04,2.990000009536743
2010-10-05,3.1500000953674316
2010-10-06,3.049999952316284
2010-10-07,3.0199999809265137
2010-10-08,3.119999885559082
2010-10-11,3.0899999141693115
2010-10-12,3.109999895095825
2010-10-13,3.2100000381469727
2010-10-14,3.25
2010-10-15,3.109999895095825
2010-10-18,3.1500000953674316
2010-10-19,3.069999933242798
2010-10-20,3.0199999809265137
2010-10-21,2.9700000286102295
2010-10-22,3.0199999809265137
2010-10-25,3.0899999141693115
2010-10-26,3.069999933242798
2010-10-27,3.1600000858306885
2010-10-28,3.1500000953674316
2010-10-29,3.190000057220459
2010-11-01,3.1600000858306885
2010-11-02,3.0399999618530273
2010-11-03,3.0299999713897705
2010-11-04,3.069999933242798
2010-11-05,3.0299999713897705
2010-11-08,2.950000047683716
2010-11-09,2.940000057220459
2010-11-10,2.9700000286102295
2010-11-11,2.9200000762939453
2010-11-12,2.9100000858306885
2010-11-15,2.9600000381469727
2010-11-16,2.9000000953674316
2010-11-17,2.8299999237060547
2010-11-18,2.890000104904175
2010-11-19,2.880000114440918
2010-11-22,2.8499999046325684
2010-11-23,2.819999933242798
2010-11-24,3.0199999809265137
2010-11-26,2.940000057220459
2010-11-29,2.990000009536743
2010-11-30,2.930000066757202
2010-12-01,2.890000104904175
2010-12-02,2.869999885559082
2010-12-03,2.819999933242798
2010-12-06,2.9000000953674316
2010-12-07,2.9100000858306885
2010-12-08,2.890000104904175
2010-12-09,2.9700000286102295
2010-12-10,3.0399999618530273
2010-12-13,3.0199999809265137
2010-12-14,3.0299999713897705
2010-12-15,3.0199999809265137
2010-12-16,3.109999895095825
2010-12-17,3.1500000953674316
2010-12-20,3.1600000858306885
2010-12-21,3.119999885559082
2010-12-22,3.140000104904175
2010-12-23,3.119999885559082
2010-12-27,3.200000047683716
2010-12-28,3.2200000286102295
2010-12-29,3.200000047683716
2010-12-30,3.119999885559082
2010-12-31,3.0899999141693115
2011-01-03,3.2799999713897705
2011-01-04,3.2100000381469727
2011-01-05,3.200000047683716
2011-01-06,3.2100000381469727
2011-01-07,3.240000009536743
2011-01-10,3.259999990463257
2011-01-11,3.440000057220459
2011-01-12,3.4600000381469727
2011-01-13,3.4000000953674316
2011-01-14,3.380000114440918
2011-01-18,3.4800000190734863
2011-01-19,3.4000000953674316
2011-01-20,3.2799999713897705
2011-01-21,3.259999990463257
2011-01-24,3.4000000953674316
2011-01-25,3.309999942779541
2011-01-26,3.4100000858306885
2011-01-27,3.430000066757202
2011-01-28,3.240000009536743
2011-01-31,3.2799999713897705
2011-02-01,3.6700000762939453
2011-02-02,3.680000066757202
2011-02-03,3.569999933242798
2011-02-04,3.8499999046325684
2011-02-07,3.950000047683716
2011-02-08,4.010000228881836
2011-02-09,3.990000009536743
2011-02-10,3.990000009536743
2011-02-11,3.990000009536743
2011-02-14,4.0
2011-02-15,3.950000047683716
2011-02-16,3.9800000190734863
2011-02-17,4.0
2011-02-18,4.059999942779541
2011-02-22,3.75
2011-02-23,3.6500000953674316
2011-02-24,3.700000047683716
2011-02-25,3.7899999618530273
2011-02-28,3.9200000762939453
2011-03-01,3.700000047683716
2011-03-02,3.6700000762939453
2011-03-03,3.809999942779541
2011-03-04,3.7899999618530273
2011-03-07,3.740000009536743
2011-03-08,3.809999942779541
2011-03-09,3.7699999809265137
2011-03-10,3.5799999237060547
2011-03-11,3.549999952316284
2011-03-14,3.450000047683716
2011-03-15,3.4000000953674316
2011-03-16,3.309999942779541
2011-03-17,3.380000114440918
2011-03-18,3.3299999237060547
2011-03-21,3.4800000190734863
2011-03-22,3.4000000953674316
2011-03-23,3.5199999809265137
2011-03-24,3.450000047683716
2011-03-25,3.509999990463257
2011-03-28,3.4700000286102295
2011-03-29,3.4000000953674316
2011-03-30,3.440000057220459
2011-03-31,3.5
2011-04-01,3.4100000858306885
2011-04-04,3.5
2011-04-05,3.369999885559082
2011-04-06,3.4600000381469727
2011-04-07,3.359999895095825
2011-04-08,3.390000104904175
2011-04-11,3.390000104904175
2011-04-12,2.890000104904175
2011-04-13,2.9800000190734863
2011-04-14,2.990000009536743
2011-04-15,3.0
2011-04-18,2.940000057220459
2011-04-19,2.9800000190734863
2011-04-20,2.9800000190734863
2011-04-21,2.990000009536743
2011-04-25,3.109999895095825
2011-04-26,3.180000066757202
2011-04-27,3.1500000953674316
2011-04-28,3.1700000762939453
2011-04-29,3.130000114440918
2011-05-02,3.1700000762939453
2011-05-03,3.1500000953674316
2011-05-04,3.109999895095825
2011-05-05,3.180000066757202
2011-05-06,3.180000066757202
2011-05-09,3.1700000762939453
2011-05-10,3.2699999809265137
2011-05-11,3.2200000286102295
2011-05-12,3.2699999809265137
2011-05-13,3.200000047683716
2011-05-16,3.1500000953674316
2011-05-17,3.0999999046325684
2011-05-18,3.2300000190734863
2011-05-19,3.1700000762939453
2011-05-20,3.1700000762939453
2011-05-23,3.140000104904175
2011-05-24,3.0799999237060547
2011-05-25,3.109999895095825
2011-05-26,3.200000047683716
2011-05-27,3.2699999809265137
2011-05-31,3.319999933242798
2011-06-01,3.2200000286102295
2011-06-02,3.180000066757202
2011-06-03,3.109999895095825
2011-06-06,3.0999999046325684
2011-06-07,3.0899999141693115
2011-06-08,3.119999885559082
2011-06-09,3.109999895095825
2011-06-10,3.119999885559082
2011-06-13,3.119999885559082
2011-06-14,3.2200000286102295
2011-06-15,3.140000104904175
2011-06-16,3.0399999618530273
2011-06-17,3.140000104904175
2011-06-20,3.0999999046325684
2011-06-21,3.119999885559082
2011-06-22,3.1500000953674316
2011-06-23,3.130000114440918
2011-06-24,3.049999952316284
2011-06-27,3.0999999046325684
2011-06-28,3.1600000858306885
2011-06-29,3.190000057220459
2011-06-30,3.240000009536743
2011-07-01,3.240000009536743
2011-07-05,3.2100000381469727
2011-07-06,3.259999990463257
2011-07-07,3.359999895095825
2011-07-08,3.4700000286102295
2011-07-11,3.4000000953674316
2011-07-12,3.390000104904175
2011-07-13,3.4700000286102295
2011-07-14,3.4000000953674316
2011-07-15,3.569999933242798
2011-07-18,3.5
2011-07-19,3.5999999046325684
2011-07-20,3.549999952316284
2011-07-21,3.549999952316284
2011-07-22,3.5399999618530273
2011-07-25,3.5399999618530273
2011-07-26,3.5199999809265137
2011-07-27,3.3399999141693115
2011-07-28,3.4200000762939453
2011-07-29,3.390000104904175
2011-08-01,3.380000114440918
2011-08-02,3.240000009536743
2011-08-03,3.2899999618530273
2011-08-04,3.1500000953674316
2011-08-05,3.0199999809265137
2011-08-08,2.640000104904175
2011-08-09,2.8399999141693115
2011-08-10,2.630000114440918
2011-08-11,2.9200000762939453
2011-08-12,3.009999990463257
2011-08-15,2.950000047683716
2011-08-16,2.9000000953674316
2011-08-17,2.950000047683716
2011-08-18,2.7200000286102295
2011-08-19,2.630000114440918
2011-08-22,2.680000066757202
2011-08-23,2.869999885559082
2011-08-24,2.799999952316284
2011-08-25,2.869999885559082
2011-08-26,2.8399999141693115
2011-08-29,2.9200000762939453
2011-08-30,2.859999895095825
2011-08-31,2.7699999809265137
2011-09-01,2.700000047683716
2011-09-02,2.5999999046325684
2011-09-06,2.7200000286102295
2011-09-07,2.8299999237060547
2011-09-08,2.700000047683716
2011-09-09,2.6700000762939453
2011-09-12,2.700000047683716
2011-09-13,2.700000047683716
2011-09-14,2.740000009536743
2011-09-15,2.8299999237060547
2011-09-16,2.819999933242798
2011-09-19,2.799999952316284
2011-09-20,2.630000114440918
2011-09-21,2.5299999713897705
2011-09-22,2.5899999141693115
2011-09-23,2.640000104904175
2011-09-26,2.740000009536743
2011-09-27,2.7899999618530273
2011-09-28,2.569999933242798
2011-09-29,2.619999885559082
2011-09-30,2.6500000953674316
2011-10-03,2.4600000381469727
2011-10-04,2.690000057220459
2011-10-05,2.7200000286102295
2011-10-06,2.7300000190734863
2011-10-07,2.640000104904175
2011-10-10,2.8299999237060547
2011-10-11,2.930000066757202
2011-10-12,3.009999990463257
2011-10-13,2.9600000381469727
2011-10-14,2.990000009536743
2011-10-17,2.869999885559082
2011-10-18,2.9700000286102295
2011-10-19,2.8299999237060547
2011-10-20,2.759999990463257
2011-10-21,2.799999952316284
2011-10-24,3.0
2011-10-25,2.8399999141693115
2011-10-26,3.0399999618530273
2011-10-27,3.1500000953674316
2011-10-28,3.0899999141693115
2011-10-31,2.950000047683716
2011-11-01,2.8299999237060547
2011-11-02,3.0
2011-11-03,3.0999999046325684
2011-11-04,2.9800000190734863
2011-11-07,3.0199999809265137
2011-11-08,3.069999933242798
2011-11-09,2.940000057220459
2011-11-10,2.9600000381469727
2011-11-11,3.009999990463257
2011-11-14,2.9800000190734863
2011-11-15,2.990000009536743
2011-11-16,2.9800000190734863
2011-11-17,2.950000047683716
2011-11-18,3.0399999618530273
2011-11-21,2.990000009536743
2011-11-22,2.9800000190734863
2011-11-23,2.8399999141693115
2011-11-25,2.7899999618530273
2011-11-28,2.9600000381469727
2011-11-29,2.9700000286102295
2011-11-30,3.0199999809265137
2011-12-01,2.9100000858306885
2011-12-02,3.0
