Date,KRC
2010-01-04,17.193735122680664
2010-01-05,17.255970001220703
2010-01-06,17.222030639648438
2010-01-07,17.71424102783203
2010-01-08,17.6802978515625
2010-01-11,18.048046112060547
2010-01-12,18.008445739746094
2010-01-13,18.444089889526367
2010-01-14,18.149890899658203
2010-01-15,17.968841552734375
2010-01-19,18.353561401367188
2010-01-20,18.104618072509766
2010-01-21,17.753847122192383
2010-01-22,17.38608741760254
2010-01-25,17.074914932250977
2010-01-26,16.70151710510254
2010-01-27,16.571395874023438
2010-01-28,16.379026412963867
2010-01-29,16.345081329345703
2010-02-01,16.537437438964844
2010-02-02,16.69585418701172
2010-02-03,16.463895797729492
2010-02-04,15.886807441711426
2010-02-05,15.954705238342285
2010-02-08,15.666158676147461
2010-02-09,15.434194564819336
2010-02-10,15.253145217895508
2010-02-11,15.134337425231934
2010-02-12,15.219192504882812
2010-02-16,15.490765571594238
2010-02-17,15.490765571594238
2010-02-18,15.564315795898438
2010-02-19,15.490765571594238
2010-02-22,15.73404598236084
2010-02-23,15.615243911743164
2010-02-24,15.67747688293457
2010-02-25,15.9150972366333
2010-02-26,16.028247833251953
2010-03-01,16.29416275024414
2010-03-02,16.203641891479492
2010-03-03,16.056533813476562
2010-03-04,16.10179901123047
2010-03-05,16.741121292114258
2010-03-08,17.238996505737305
2010-03-09,17.510574340820312
2010-03-10,17.736881256103516
2010-03-11,17.668977737426758
2010-03-12,17.595434188842773
2010-03-15,17.53885841369629
2010-03-16,17.838712692260742
2010-03-17,17.934894561767578
2010-03-18,17.906599044799805
2010-03-19,17.668977737426758
2010-03-22,17.923585891723633
2010-03-23,17.8104248046875
2010-03-24,17.80476188659668
2010-03-25,17.759504318237305
2010-03-26,17.60674476623535
2010-03-29,17.475135803222656
2010-03-30,17.721187591552734
2010-03-31,17.646799087524414
2010-04-01,17.56669044494629
2010-04-05,18.10456657409668
2010-04-06,19.105928421020508
2010-04-07,18.768327713012695
2010-04-08,18.711101531982422
2010-04-09,19.426366806030273
2010-04-12,19.466413497924805
2010-04-13,20.364770889282227
2010-04-14,20.198835372924805
2010-04-15,19.626632690429688
2010-04-16,19.36341667175293
2010-04-19,19.786848068237305
2010-04-20,19.992855072021484
2010-04-21,20.376220703125
2010-04-22,20.507827758789062
2010-04-23,20.828256607055664
2010-04-26,21.01136589050293
2010-04-27,20.204557418823242
2010-04-28,20.301830291748047
2010-04-29,20.65660858154297
2010-04-30,20.06150245666504
2010-05-03,20.57077407836914
2010-05-04,19.855514526367188
2010-05-05,19.546518325805664
2010-05-06,18.63671875
2010-05-07,18.430728912353516
2010-05-10,19.660968780517578
2010-05-11,19.80973243713379
2010-05-12,20.29611587524414
2010-05-13,20.307552337646484
2010-05-14,19.55224609375
2010-05-17,19.449249267578125
2010-05-18,18.762601852416992
2010-05-19,18.613834381103516
2010-05-20,17.669689178466797
2010-05-21,18.55088233947754
2010-05-24,18.253337860107422
2010-05-25,18.024457931518555
2010-05-26,18.093124389648438
2010-05-27,18.968595504760742
2010-05-28,18.825544357299805
2010-06-01,18.20184326171875
2010-06-02,18.362060546875
2010-06-03,18.150341033935547
2010-06-04,17.045988082885742
2010-06-07,17.131813049316406
2010-06-08,17.349254608154297
2010-06-09,17.5380802154541
2010-06-10,18.253337860107422
2010-06-11,18.688215255737305
2010-06-14,18.796932220458984
2010-06-15,19.409194946289062
2010-06-16,19.12881088256836
2010-06-17,19.36341667175293
2010-06-18,19.409194946289062
2010-06-21,19.317638397216797
2010-06-22,18.47077751159668
2010-06-23,18.493663787841797
2010-06-24,18.05878448486328
2010-06-25,18.533716201782227
2010-06-28,18.059383392333984
2010-06-29,17.411521911621094
2010-06-30,17.197484970092773
2010-07-01,16.931392669677734
2010-07-02,16.485986709594727
2010-07-06,15.930669784545898
2010-07-07,16.775217056274414
2010-07-08,17.145429611206055
2010-07-09,17.4982852935791
2010-07-12,17.52142333984375
2010-07-13,17.88585090637207
2010-07-14,17.862712860107422
2010-07-15,17.752805709838867
2010-07-16,17.13964080810547
2010-07-19,17.353668212890625
2010-07-20,17.62554359436035
2010-07-21,17.34209442138672
2010-07-22,18.111448287963867
2010-07-23,18.68990707397461
2010-07-26,19.337772369384766
2010-07-27,19.23943519592285
2010-07-28,19.146886825561523
2010-07-29,19.106395721435547
2010-07-30,19.424541473388672
2010-08-02,19.748476028442383
2010-08-03,19.152666091918945
2010-08-04,19.233646392822266
2010-08-05,18.9791259765625
2010-08-06,18.504798889160156
2010-08-09,18.880794525146484
2010-08-10,18.34861183166504
2010-08-11,17.80486488342285
2010-08-12,17.72966194152832
2010-08-13,17.613975524902344
2010-08-16,17.833786010742188
2010-08-17,18.070955276489258
2010-08-18,18.00153923034668
2010-08-19,17.20905876159668
2010-08-20,16.890905380249023
2010-08-23,16.977678298950195
2010-08-24,17.0355167388916
2010-08-25,17.747024536132812
2010-08-26,17.8280029296875
2010-08-27,17.822221755981445
2010-08-30,17.602405548095703
2010-08-31,17.995756149291992
2010-09-01,18.869224548339844
2010-09-02,19.123748779296875
2010-09-03,19.297277450561523
2010-09-07,19.170015335083008
2010-09-08,19.245227813720703
2010-09-09,19.187374114990234
2010-09-10,19.210508346557617
2010-09-13,19.493961334228516
2010-09-14,19.297277450561523
2010-09-15,19.551801681518555
2010-09-16,19.326208114624023
2010-09-17,19.31463623046875
2010-09-20,19.893091201782227
2010-09-21,19.384056091308594
2010-09-22,19.146886825561523
2010-09-23,18.58578109741211
2010-09-24,19.193161010742188
2010-09-27,19.170015335083008
2010-09-28,19.222640991210938
2010-09-29,19.216785430908203
2010-09-30,19.37464141845703
2010-10-01,19.3220272064209
2010-10-04,19.333717346191406
2010-10-05,19.666955947875977
2010-10-06,19.468183517456055
2010-10-07,19.31618309020996
2010-10-08,19.438945770263672
2010-10-11,19.398021697998047
2010-10-12,19.50910758972168
2010-10-13,19.684494018554688
2010-10-14,19.620187759399414
2010-10-15,19.485719680786133
2010-10-18,19.79557228088379
2010-10-19,19.684494018554688
2010-10-20,20.128814697265625
2010-10-21,20.257431030273438
2010-10-22,20.368505477905273
2010-10-25,20.479589462280273
2010-10-26,20.50298309326172
2010-10-27,20.286664962768555
2010-10-28,19.976808547973633
2010-10-29,19.976808547973633
2010-11-01,20.000194549560547
2010-11-02,19.976808547973633
2010-11-03,19.86573028564453
2010-11-04,20.374357223510742
2010-11-05,20.5731258392334
2010-11-08,20.520517349243164
2010-11-09,19.5968017578125
2010-11-10,19.982662200927734
2010-11-11,19.813108444213867
2010-11-12,19.696182250976562
2010-11-15,19.614334106445312
2010-11-16,19.08233070373535
2010-11-17,19.35710334777832
2010-11-18,19.859886169433594
2010-11-19,20.163888931274414
2010-11-22,20.24574089050293
2010-11-23,19.9242000579834
2010-11-24,20.438671112060547
2010-11-26,20.50298309326172
2010-11-29,20.345123291015625
2010-11-30,19.94757843017578
2010-12-01,19.94757843017578
2010-12-02,19.965116500854492
2010-12-03,19.72541618347168
2010-12-06,19.7604923248291
2010-12-07,19.731264114379883
2010-12-08,19.53249168395996
2010-12-09,19.438945770263672
2010-12-10,19.666955947875977
2010-12-13,19.894960403442383
2010-12-14,19.78972625732422
2010-12-15,19.6494197845459
2010-12-16,19.748796463012695
2010-12-17,20.076200485229492
2010-12-20,20.368505477905273
2010-12-21,20.678359985351562
2010-12-22,20.96483612060547
2010-12-23,20.96483612060547
2010-12-27,21.3916072845459
2010-12-28,21.46761703491211
2010-12-29,21.44400405883789
2010-12-30,21.58567237854004
2010-12-31,21.52663803100586
2011-01-03,21.933921813964844
2011-01-04,21.60927391052246
2011-01-05,21.969345092773438
2011-01-06,22.128705978393555
2011-01-07,22.370702743530273
2011-01-10,21.868989944458008
2011-01-11,22.028358459472656
2011-01-12,22.08738136291504
2011-01-13,22.028358459472656
2011-01-14,22.317584991455078
2011-01-18,22.382511138916016
2011-01-19,21.992948532104492
2011-01-20,22.116893768310547
2011-01-21,22.134607315063477
2011-01-24,22.25266456604004
2011-01-25,22.31169319152832
2011-01-26,22.28806495666504
2011-01-27,22.589107513427734
2011-01-28,22.164119720458984
2011-01-31,22.512371063232422
