Date,BHVN
2022-09-23,7.135875225067139
2022-09-26,8.26002025604248
2022-09-27,7.93743896484375
2022-09-28,7.4291300773620605
2022-09-29,6.608016014099121
2022-09-30,6.158358097076416
2022-10-03,6.842619895935059
2022-10-04,8.300000190734863
2022-10-05,12.25
2022-10-06,13.180000305175781
2022-10-07,12.890000343322754
2022-10-10,10.9399995803833
2022-10-11,11.789999961853027
2022-10-12,11.09000015258789
2022-10-13,11.0
2022-10-14,10.880000114440918
2022-10-17,10.350000381469727
2022-10-18,10.479999542236328
2022-10-19,12.399999618530273
2022-10-20,11.960000038146973
2022-10-21,14.079999923706055
2022-10-24,14.550000190734863
2022-10-25,14.40999984741211
2022-10-26,13.609999656677246
2022-10-27,13.829999923706055
2022-10-28,15.329999923706055
2022-10-31,16.56999969482422
2022-11-01,16.760000228881836
2022-11-02,14.6899995803833
2022-11-03,14.789999961853027
2022-11-04,15.470000267028809
2022-11-07,15.680000305175781
2022-11-08,15.569999694824219
2022-11-09,14.739999771118164
2022-11-10,15.760000228881836
2022-11-11,16.270000457763672
2022-11-14,15.920000076293945
2022-11-15,15.739999771118164
2022-11-16,14.569999694824219
2022-11-17,14.300000190734863
2022-11-18,14.100000381469727
2022-11-21,14.34000015258789
2022-11-22,15.34000015258789
2022-11-23,15.40999984741211
2022-11-25,15.850000381469727
2022-11-28,14.40999984741211
2022-11-29,15.399999618530273
2022-11-30,15.819999694824219
2022-12-01,16.530000686645508
2022-12-02,16.739999771118164
2022-12-05,16.31999969482422
2022-12-06,15.970000267028809
2022-12-07,16.40999984741211
2022-12-08,15.029999732971191
2022-12-09,15.430000305175781
2022-12-12,16.239999771118164
2022-12-13,15.4399995803833
2022-12-14,15.710000038146973
2022-12-15,14.819999694824219
2022-12-16,15.09000015258789
2022-12-19,14.039999961853027
2022-12-20,14.109999656677246
2022-12-21,13.529999732971191
2022-12-22,12.880000114440918
2022-12-23,13.710000038146973
2022-12-27,12.609999656677246
2022-12-28,13.069999694824219
2022-12-29,14.369999885559082
2022-12-30,13.880000114440918
2023-01-03,13.5
2023-01-04,14.649999618530273
2023-01-05,13.779999732971191
2023-01-06,14.430000305175781
2023-01-09,14.949999809265137
2023-01-10,15.739999771118164
2023-01-11,16.899999618530273
2023-01-12,17.860000610351562
2023-01-13,18.700000762939453
2023-01-17,17.219999313354492
2023-01-18,16.829999923706055
2023-01-19,17.709999084472656
2023-01-20,18.440000534057617
2023-01-23,19.200000762939453
2023-01-24,18.729999542236328
2023-01-25,19.139999389648438
2023-01-26,18.540000915527344
2023-01-27,18.809999465942383
2023-01-30,18.579999923706055
2023-01-31,19.09000015258789
2023-02-01,18.81999969482422
2023-02-02,19.170000076293945
2023-02-03,18.190000534057617
2023-02-06,18.079999923706055
2023-02-07,18.559999465942383
2023-02-08,18.09000015258789
2023-02-09,17.3799991607666
2023-02-10,16.979999542236328
2023-02-13,17.75
2023-02-14,18.030000686645508
2023-02-15,17.3799991607666
2023-02-16,16.34000015258789
2023-02-17,16.510000228881836
2023-02-21,15.239999771118164
2023-02-22,15.1899995803833
2023-02-23,15.59000015258789
2023-02-24,15.180000305175781
2023-02-27,15.210000038146973
2023-02-28,15.279999732971191
2023-03-01,15.239999771118164
2023-03-02,14.399999618530273
2023-03-03,14.359999656677246
2023-03-06,14.220000267028809
2023-03-07,13.699999809265137
2023-03-08,14.069999694824219
2023-03-09,13.520000457763672
2023-03-10,13.239999771118164
2023-03-13,14.229999542236328
2023-03-14,14.609999656677246
2023-03-15,13.819999694824219
2023-03-16,14.449999809265137
2023-03-17,13.770000457763672
2023-03-20,13.9399995803833
2023-03-21,13.75
2023-03-22,12.9399995803833
2023-03-23,13.399999618530273
2023-03-24,14.289999961853027
2023-03-27,14.0600004196167
2023-03-28,13.640000343322754
2023-03-29,14.029999732971191
2023-03-30,13.680000305175781
2023-03-31,13.65999984741211
2023-04-03,13.899999618530273
2023-04-04,13.670000076293945
2023-04-05,12.970000267028809
2023-04-06,12.84000015258789
2023-04-10,12.640000343322754
2023-04-11,12.979999542236328
2023-04-12,12.960000038146973
2023-04-13,13.449999809265137
2023-04-14,13.09000015258789
2023-04-17,14.270000457763672
2023-04-18,14.100000381469727
2023-04-19,14.220000267028809
2023-04-20,14.100000381469727
2023-04-21,14.34000015258789
2023-04-24,13.869999885559082
2023-04-25,13.40999984741211
2023-04-26,13.130000114440918
2023-04-27,13.0
2023-04-28,13.079999923706055
2023-05-01,13.579999923706055
2023-05-02,13.199999809265137
2023-05-03,13.75
2023-05-04,13.739999771118164
2023-05-05,14.239999771118164
2023-05-08,14.210000038146973
2023-05-09,14.520000457763672
2023-05-10,14.329999923706055
2023-05-11,13.819999694824219
2023-05-12,13.609999656677246
2023-05-15,14.550000190734863
2023-05-16,13.869999885559082
2023-05-17,14.119999885559082
2023-05-18,13.869999885559082
2023-05-19,14.100000381469727
2023-05-22,15.9399995803833
2023-05-23,16.670000076293945
2023-05-24,15.779999732971191
2023-05-25,15.069999694824219
2023-05-26,15.520000457763672
2023-05-30,16.280000686645508
2023-05-31,17.510000228881836
2023-06-01,20.729999542236328
2023-06-02,21.719999313354492
2023-06-05,21.649999618530273
2023-06-06,22.6299991607666
2023-06-07,22.56999969482422
2023-06-08,23.1299991607666
2023-06-09,23.850000381469727
2023-06-12,23.959999084472656
2023-06-13,24.25
2023-06-14,24.3799991607666
2023-06-15,24.440000534057617
2023-06-16,23.649999618530273
