Date,RGR
2010-01-04,5.9012017250061035
2010-01-05,6.102902889251709
2010-01-06,6.05679988861084
2010-01-07,6.033746242523193
2010-01-08,5.999171257019043
2010-01-11,6.045276641845703
2010-01-12,6.0222249031066895
2010-01-13,6.079852104187012
2010-01-14,6.097139358520508
2010-01-15,6.454435348510742
2010-01-19,6.581221580505371
2010-01-20,6.391046524047852
2010-01-21,6.316128730773926
2010-01-22,6.3046040534973145
2010-01-25,6.3391828536987305
2010-01-26,6.367997646331787
2010-01-27,6.344944953918457
2010-01-28,6.183583736419678
2010-01-29,6.0049333572387695
2010-02-01,6.166294097900391
2010-02-02,6.097139358520508
2010-02-03,6.1144304275512695
2010-02-04,6.016458511352539
2010-02-05,6.027985572814941
2010-02-08,6.108664035797119
2010-02-09,6.362233638763428
2010-02-10,6.391046524047852
2010-02-11,6.506303787231445
2010-02-12,6.362233638763428
2010-02-16,6.627326965332031
2010-02-17,6.540884971618652
2010-02-18,6.66766881942749
2010-02-19,6.604275703430176
2010-02-22,6.684955596923828
2010-02-23,6.713767051696777
2010-02-24,6.656139850616455
2010-02-25,6.684955596923828
2010-02-26,6.777159214019775
2010-03-01,6.800212383270264
2010-03-02,6.75987434387207
2010-03-03,6.731058120727539
2010-03-04,6.973099231719971
2010-03-05,7.232428550720215
2010-03-08,7.220905780792236
2010-03-09,7.324636936187744
2010-03-10,7.457808971405029
2010-03-11,7.370957851409912
2010-03-12,7.156721591949463
2010-03-15,7.093026161193848
2010-03-16,7.093026161193848
2010-03-17,7.150927543640137
2010-03-18,7.191460132598877
2010-03-19,7.156721591949463
2010-03-22,7.272522926330566
2010-03-23,7.353586196899414
2010-03-24,7.324636936187744
2010-03-25,7.318846225738525
2010-03-26,7.260945796966553
2010-03-29,7.370957851409912
2010-03-30,7.098818778991699
2010-03-31,6.94248104095459
2010-04-01,7.093026161193848
2010-04-05,7.087237358093262
2010-04-06,7.457808971405029
2010-04-07,7.631518363952637
2010-04-08,7.735741138458252
2010-04-09,7.799431324005127
2010-04-12,7.793643951416016
2010-04-13,7.793643951416016
2010-04-14,7.868919372558594
2010-04-15,8.065784454345703
2010-04-16,8.054203987121582
2010-04-19,8.002091407775879
2010-04-20,8.094734191894531
2010-04-21,8.384246826171875
2010-04-22,8.783774375915527
2010-04-23,9.015380859375
2010-04-26,9.154346466064453
2010-04-27,9.03275203704834
2010-04-28,10.161847114562988
2010-04-29,9.854966163635254
2010-04-30,9.663885116577148
2010-05-03,9.97655963897705
2010-05-04,10.161847114562988
2010-05-05,10.127106666564941
2010-05-06,9.843382835388184
2010-05-07,9.600194931030273
2010-05-10,9.692838668823242
2010-05-11,9.802846908569336
2010-05-12,10.188868522644043
2010-05-13,10.212151527404785
2010-05-14,10.043309211730957
2010-05-17,10.002555847167969
2010-05-18,9.752201080322266
2010-05-19,9.565889358520508
2010-05-20,8.954558372497559
2010-05-21,9.286423683166504
2010-05-24,9.111757278442383
2010-05-25,9.199091911315918
2010-05-26,9.169978141784668
2010-05-27,9.490199089050293
2010-05-28,9.164156913757324
2010-06-01,8.925444602966309
2010-06-02,9.234021186828613
2010-06-03,9.152511596679688
2010-06-04,8.832290649414062
2010-06-07,8.7100248336792
2010-06-08,8.657622337341309
2010-06-09,8.791537284851074
2010-06-10,8.913799285888672
2010-06-11,9.094287872314453
2010-06-14,9.251490592956543
2010-06-15,9.321353912353516
2010-06-16,9.373758316040039
2010-06-17,9.344643592834473
2010-06-18,9.210732460021973
2010-06-21,8.96037769317627
2010-06-22,8.750782012939453
2010-06-23,8.84975528717041
2010-06-24,8.61686897277832
2010-06-25,8.768243789672852
2010-06-28,8.96037769317627
2010-06-29,8.523713111877441
2010-06-30,8.343229293823242
2010-07-01,8.465492248535156
2010-07-02,8.331583023071289
2010-07-06,8.017183303833008
2010-07-07,8.337400436401367
2010-07-08,8.587756156921387
2010-07-09,8.739133834838867
2010-07-12,8.657622337341309
2010-07-13,9.024420738220215
2010-07-14,8.98366641998291
2010-07-15,8.902156829833984
2010-07-16,8.471315383911133
2010-07-19,8.5761137008667
2010-07-20,8.937089920043945
2010-07-21,8.826468467712402
2010-07-22,9.210732460021973
2010-07-23,9.268956184387207
2010-07-26,9.560065269470215
2010-07-27,9.379576683044434
2010-07-28,9.164156913757324
2010-07-29,8.267534255981445
2010-07-30,8.151091575622559
2010-08-02,8.424735069274902
2010-08-03,8.41891098022461
2010-08-04,8.413091659545898
2010-08-05,8.21513557434082
2010-08-06,8.35487174987793
2010-08-09,8.547005653381348
2010-08-10,8.634336471557617
2010-08-11,8.20056438446045
2010-08-12,8.182982444763184
2010-08-13,8.065749168395996
2010-08-16,7.954372882843018
2010-08-17,8.065749168395996
2010-08-18,8.09505558013916
2010-08-19,7.796109199523926
2010-08-20,7.696457386016846
2010-08-23,7.719902038574219
2010-08-24,7.7140398025512695
2010-08-25,7.878171920776367
2010-08-26,7.81955099105835
2010-08-27,7.778523921966553
2010-08-30,7.573360919952393
2010-08-31,7.544050693511963
2010-09-01,7.696457386016846
2010-09-02,8.001269340515137
2010-09-03,8.22401237487793
2010-09-07,7.74921178817749
2010-09-08,7.673009395599365
2010-09-09,7.6202569007873535
2010-09-10,7.514741897583008
2010-09-13,7.743353843688965
2010-09-14,7.79024600982666
2010-09-15,7.8254170417785645
2010-09-16,7.637843132019043
2010-09-17,7.743353843688965
2010-09-20,8.194704055786133
2010-09-21,8.11850357055664
2010-09-22,7.913341522216797
2010-09-23,7.884031772613525
2010-09-24,8.130226135253906
2010-09-27,8.089195251464844
2010-09-28,8.059885025024414
2010-09-29,8.077469825744629
2010-09-30,7.995408058166504
2010-10-01,8.059885025024414
2010-10-04,7.919201850891113
2010-10-05,8.100918769836426
2010-10-06,8.141950607299805
2010-10-07,8.317802429199219
2010-10-08,8.46434497833252
2010-10-11,8.716399192810059
2010-10-12,8.780877113342285
2010-10-13,9.021210670471191
2010-10-14,8.950870513916016
2010-10-15,8.89224910736084
2010-10-18,9.13257884979248
2010-10-19,9.038797378540039
2010-10-20,9.01534652709961
2010-10-21,8.868805885314941
2010-10-22,9.06810474395752
2010-10-25,8.945006370544434
2010-10-26,9.138445854187012
2010-10-27,9.197064399719238
2010-10-28,9.056381225585938
2010-10-29,9.179475784301758
2010-11-01,8.986039161682129
2010-11-02,9.361188888549805
2010-11-03,9.337742805480957
2010-11-04,9.443254470825195
2010-11-05,9.355328559875488
2010-11-08,9.378776550292969
2010-11-09,9.236227035522461
2010-11-10,9.377595901489258
2010-11-11,9.412938117980957
2010-11-12,9.189102172851562
2010-11-15,9.124307632446289
2010-11-16,9.012391090393066
2010-11-17,9.006501197814941
2010-11-18,9.159650802612305
2010-11-19,9.25978946685791
2010-11-22,9.40116024017334
2010-11-23,9.348143577575684
2010-11-24,9.571981430053711
2010-11-26,9.483628273010254
2010-11-29,9.513077735900879
2010-11-30,9.42471981048584
2010-12-01,9.359926223754883
2010-12-02,9.324584007263184
2010-12-03,9.365815162658691
2010-12-06,9.471844673156738
2010-12-07,9.536637306213379
2010-12-08,9.407047271728516
2010-12-09,9.283349990844727
2010-12-10,9.38937759399414
2010-12-13,9.336366653442383
2010-12-14,9.306910514831543
2010-12-15,9.077181816101074
2010-12-16,9.083074569702148
2010-12-17,9.253899574279785
2010-12-20,9.112528800964355
2010-12-21,9.077181816101074
2010-12-22,8.982938766479492
2010-12-23,9.018279075622559
2010-12-27,9.118415832519531
2010-12-28,8.971155166625977
2010-12-29,9.035953521728516
2010-12-30,8.977046966552734
2010-12-31,9.006501197814941
2011-01-03,8.888689994812012
2011-01-04,8.900471687316895
2011-01-05,8.941706657409668
2011-01-06,8.794440269470215
2011-01-07,8.80033016204834
2011-01-10,8.841567039489746
2011-01-11,8.89458179473877
2011-01-12,9.27156925201416
2011-01-13,8.99471664428711
2011-01-14,9.083074569702148
2011-01-18,9.000608444213867
2011-01-19,8.888689994812012
2011-01-20,8.764992713928223
2011-01-21,8.812114715576172
2011-01-24,8.788553237915039
2011-01-25,8.882797241210938
2011-01-26,9.088961601257324
2011-01-27,9.106637001037598
2011-01-28,8.747319221496582
2011-01-31,8.782660484313965
2011-02-01,8.929922103881836
2011-02-02,8.95937442779541
2011-02-03,9.077181816101074
2011-02-04,9.094855308532715
2011-02-07,9.200885772705078
2011-02-08,9.248003959655762
2011-02-09,9.200885772705078
2011-02-10,9.118415832519531
2011-02-11,9.200885772705078
2011-02-14,9.236227035522461
2011-02-15,9.124307632446289
2011-02-16,9.289240837097168
2011-02-17,9.265678405761719
2011-02-18,9.283349990844727
2011-02-22,9.189102172851562
2011-02-23,9.224442481994629
2011-02-24,10.013768196105957
2011-02-25,10.314180374145508
2011-02-28,10.638153076171875
2011-03-01,10.543907165527344
2011-03-02,10.543907165527344
2011-03-03,10.78541374206543
2011-03-04,11.062263488769531
2011-03-07,11.109387397766113
2011-03-08,11.533503532409668
2011-03-09,11.692948341369629
2011-03-10,11.598462104797363
2011-03-11,11.509879112243652
2011-03-14,11.72838306427002
2011-03-15,12.253973007202148
2011-03-16,12.029563903808594
2011-03-17,11.911455154418945
2011-03-18,12.389801025390625
2011-03-21,12.502012252807617
2011-03-22,12.54925537109375
2011-03-23,12.832720756530762
2011-03-24,12.874054908752441
2011-03-25,13.015790939331055
2011-03-28,13.145715713500977
2011-03-29,13.228389739990234
2011-03-30,13.505952835083008
2011-03-31,13.5650053024292
2011-04-01,13.635870933532715
2011-04-04,13.612245559692383
2011-04-05,13.582720756530762
2011-04-06,13.559101104736328
2011-04-07,13.405559539794922
2011-04-08,13.293355941772461
2011-04-11,13.352409362792969
2011-04-12,12.566973686218262
2011-04-13,12.785476684570312
2011-04-14,12.525630950927734
2011-04-15,12.413430213928223
2011-04-18,12.183110237121582
2011-04-19,12.159485816955566
2011-04-20,12.35437297821045
2011-04-21,12.35437297821045
2011-04-25,12.366185188293457
2011-04-26,12.372087478637695
2011-04-27,12.732327461242676
2011-04-28,13.848471641540527
2011-04-29,14.043351173400879
2011-05-02,13.67130184173584
2011-05-03,13.7835111618042
2011-05-04,13.689021110534668
2011-05-05,13.263823509216309
2011-05-06,13.281537055969238
2011-05-09,13.275629997253418
2011-05-10,13.488231658935547
2011-05-11,12.928963661193848
2011-05-12,13.148406028747559
2011-05-13,12.946758270263672
2011-05-16,12.525675773620605
2011-05-17,12.614645004272461
2011-05-18,12.650223731994629
2011-05-19,12.537540435791016
2011-05-20,12.40112590789795
2011-05-23,12.294376373291016
2011-05-24,12.258793830871582
2011-05-25,12.454507827758789
2011-05-26,12.828145980834961
2011-05-27,12.51975154876709
2011-05-31,13.059443473815918
2011-06-01,12.490091323852539
2011-06-02,12.525675773620605
2011-06-03,11.980051040649414
2011-06-06,12.080870628356934
2011-06-07,12.003776550292969
2011-06-08,11.885164260864258
2011-06-09,11.742820739746094
2011-06-10,11.298013687133789
2011-06-13,11.44629192352295
2011-06-14,11.44629192352295
2011-06-15,11.131958961486816
2011-06-16,11.499664306640625
2011-06-17,11.3395357131958
2011-06-20,11.422568321228027
2011-06-21,11.553044319152832
2011-06-22,11.535247802734375
2011-06-23,12.098668098449707
2011-06-24,12.187630653381348
2011-06-27,12.377411842346191
2011-06-28,12.73918628692627
2011-06-29,12.928963661193848
2011-06-30,13.017927169799805
2011-07-01,13.130610466003418
2011-07-05,13.533902168273926
2011-07-06,13.616931915283203
2011-07-07,14.002425193786621
2011-07-08,13.860088348388672
2011-07-11,13.652515411376953
2011-07-12,13.688102722167969
2011-07-13,13.925331115722656
2011-07-14,13.664373397827148
2011-07-15,13.682168006896973
2011-07-18,13.492385864257812
2011-07-19,13.729610443115234
2011-07-20,13.747405052185059
2011-07-21,13.860088348388672
2011-07-22,14.091390609741211
2011-07-25,14.328619003295898
2011-07-26,14.631086349487305
2011-07-27,14.275238037109375
2011-07-28,16.540771484375
2011-07-29,16.202730178833008
2011-08-01,16.457740783691406
2011-08-02,16.321340560913086
2011-08-03,16.487396240234375
2011-08-04,16.11968994140625
2011-08-05,15.639307975769043
2011-08-08,14.6785306930542
2011-08-09,15.621516227722168
2011-08-10,15.807555198669434
2011-08-11,16.773542404174805
2011-08-12,16.898759841918945
2011-08-15,17.19094467163086
2011-08-16,17.119382858276367
2011-08-17,17.334049224853516
2011-08-18,16.92857551574707
2011-08-19,17.590452194213867
2011-08-22,16.982242584228516
2011-08-23,18.288110733032227
2011-08-24,18.538545608520508
2011-08-25,18.61606216430664
2011-08-26,19.415090560913086
2011-08-29,20.339338302612305
2011-08-30,21.186058044433594
2011-08-31,19.838455200195312
2011-09-01,18.97383689880371
2011-09-02,18.598180770874023
2011-09-06,18.598180770874023
2011-09-07,18.80091094970703
2011-09-08,18.508729934692383
2011-09-09,18.2523250579834
2011-09-12,17.310195922851562
2011-09-13,18.580291748046875
2011-09-14,18.872467041015625
2011-09-15,18.240400314331055
2011-09-16,18.663766860961914
2011-09-19,18.419288635253906
2011-09-20,17.763378143310547
2011-09-21,18.222515106201172
2011-09-22,17.25056266784668
2011-09-23,18.2940731048584
2011-09-26,18.771100997924805
2011-09-27,18.711463928222656
2011-09-28,17.32808494567871
2011-09-29,16.129558563232422
2011-09-30,15.491520881652832
2011-10-03,14.686531066894531
2011-10-04,16.14147186279297
2011-10-05,16.189178466796875
2011-10-06,17.018014907836914
2011-10-07,16.17129135131836
2011-10-10,17.119382858276367
2011-10-11,17.220754623413086
2011-10-12,17.656044006347656
2011-10-13,17.763378143310547
2011-10-14,17.501007080078125
2011-10-17,17.2744197845459
2011-10-18,17.518898010253906
2011-10-19,17.2744197845459
2011-10-20,17.41752815246582
2011-10-21,17.02398109436035
2011-10-24,17.441383361816406
2011-10-25,17.429460525512695
2011-10-26,17.73952293395996
2011-10-27,18.699542999267578
2011-10-28,18.13903045654297
2011-10-31,18.079404830932617
2011-11-01,17.071687698364258
2011-11-02,18.180776596069336
2011-11-03,19.367387771606445
2011-11-04,19.266027450561523
2011-11-07,19.403162002563477
2011-11-08,19.432979583740234
2011-11-09,18.780797958374023
2011-11-10,19.06825828552246
2011-11-11,19.301820755004883
2011-11-14,19.211992263793945
2011-11-15,19.367698669433594
2011-11-16,19.002382278442383
2011-11-17,19.020353317260742
2011-11-18,19.044309616088867
2011-11-21,18.661020278930664
2011-11-22,18.90656280517578
2011-11-23,18.517292022705078
2011-11-25,17.445297241210938
2011-11-28,18.84069061279297
2011-11-29,18.577178955078125
2011-11-30,19.259904861450195
2011-12-01,18.217851638793945
2011-12-02,17.936384201049805
2011-12-05,18.924530029296875
2011-12-06,19.080236434936523
2011-12-07,19.475496292114258
2011-12-08,19.17007064819336
2011-12-09,20.607370376586914
2011-12-12,20.52353286743164
2011-12-13,19.822845458984375
2011-12-14,19.271881103515625
2011-12-15,19.5413761138916
2011-12-16,19.505443572998047
2011-12-19,18.780797958374023
2011-12-20,19.774934768676758
2011-12-21,20.547489166259766
2011-12-22,20.026464462280273
2011-12-23,20.52353286743164
2011-12-27,20.56545066833496
2011-12-28,19.96058464050293
2011-12-29,20.283977508544922
2011-12-30,20.0384464263916
2012-01-03,20.4456729888916
2012-01-04,20.062393188476562
2012-01-05,21.308059692382812
2012-01-06,21.314050674438477
2012-01-09,21.7332706451416
2012-01-10,21.15834617614746
