Date,LTH
2021-10-07,17.75
2021-10-08,17.200000762939453
2021-10-11,17.260000228881836
2021-10-12,17.270000457763672
2021-10-13,17.399999618530273
2021-10-14,17.219999313354492
2021-10-15,16.959999084472656
2021-10-18,16.25
2021-10-19,16.979999542236328
2021-10-20,17.229999542236328
2021-10-21,17.75
2021-10-22,17.18000030517578
2021-10-25,17.09000015258789
2021-10-26,17.059999465942383
2021-10-27,18.059999465942383
2021-10-28,17.989999771118164
2021-10-29,17.34000015258789
2021-11-01,17.510000228881836
2021-11-02,17.579999923706055
2021-11-03,17.59000015258789
2021-11-04,18.239999771118164
2021-11-05,19.399999618530273
2021-11-08,19.510000228881836
2021-11-09,19.389999389648438
2021-11-10,19.540000915527344
2021-11-11,20.700000762939453
2021-11-12,19.760000228881836
2021-11-15,19.559999465942383
2021-11-16,19.59000015258789
2021-11-17,19.899999618530273
2021-11-18,19.459999084472656
2021-11-19,20.43000030517578
2021-11-22,20.030000686645508
2021-11-23,21.920000076293945
2021-11-24,21.989999771118164
2021-11-26,22.139999389648438
2021-11-29,19.959999084472656
2021-11-30,20.09000015258789
2021-12-01,19.100000381469727
2021-12-02,19.75
2021-12-03,19.309999465942383
2021-12-06,20.90999984741211
2021-12-07,21.34000015258789
2021-12-08,20.399999618530273
2021-12-09,20.799999237060547
2021-12-10,20.309999465942383
2021-12-13,20.219999313354492
2021-12-14,18.899999618530273
2021-12-15,19.100000381469727
2021-12-16,17.399999618530273
2021-12-17,16.610000610351562
2021-12-20,16.899999618530273
2021-12-21,17.030000686645508
2021-12-22,17.549999237060547
2021-12-23,18.079999923706055
2021-12-27,18.18000030517578
2021-12-28,17.739999771118164
2021-12-29,17.799999237060547
2021-12-30,17.34000015258789
2021-12-31,17.209999084472656
2022-01-03,17.530000686645508
2022-01-04,18.479999542236328
2022-01-05,16.959999084472656
2022-01-06,16.530000686645508
2022-01-07,16.5
2022-01-10,16.3799991607666
2022-01-11,16.989999771118164
2022-01-12,17.360000610351562
2022-01-13,17.31999969482422
2022-01-14,17.450000762939453
2022-01-18,16.68000030517578
2022-01-19,16.010000228881836
2022-01-20,15.8100004196167
2022-01-21,15.260000228881836
2022-01-24,15.960000038146973
2022-01-25,15.65999984741211
2022-01-26,15.319999694824219
2022-01-27,14.199999809265137
2022-01-28,14.850000381469727
2022-01-31,15.020000457763672
2022-02-01,15.609999656677246
2022-02-02,15.229999542236328
2022-02-03,14.350000381469727
2022-02-04,14.609999656677246
2022-02-07,15.079999923706055
2022-02-08,15.84000015258789
2022-02-09,16.469999313354492
2022-02-10,16.610000610351562
2022-02-11,16.350000381469727
2022-02-14,16.3799991607666
2022-02-15,17.0
2022-02-16,17.670000076293945
2022-02-17,16.399999618530273
2022-02-18,16.299999237060547
2022-02-22,15.890000343322754
2022-02-23,14.65999984741211
2022-02-24,14.569999694824219
2022-02-25,15.479999542236328
2022-02-28,15.550000190734863
2022-03-01,14.510000228881836
2022-03-02,14.680000305175781
2022-03-03,14.640000343322754
2022-03-04,13.850000381469727
2022-03-07,13.420000076293945
2022-03-08,13.520000457763672
2022-03-09,13.930000305175781
2022-03-10,12.720000267028809
2022-03-11,11.350000381469727
2022-03-14,10.90999984741211
2022-03-15,11.5
2022-03-16,12.970000267028809
2022-03-17,13.649999618530273
2022-03-18,14.300000190734863
2022-03-21,13.569999694824219
2022-03-22,13.930000305175781
2022-03-23,14.020000457763672
2022-03-24,14.329999923706055
2022-03-25,14.470000267028809
2022-03-28,14.770000457763672
2022-03-29,14.869999885559082
2022-03-30,14.770000457763672
2022-03-31,14.539999961853027
2022-04-01,14.569999694824219
2022-04-04,14.979999542236328
2022-04-05,14.789999961853027
2022-04-06,14.529999732971191
2022-04-07,14.180000305175781
2022-04-08,14.109999656677246
2022-04-11,14.220000267028809
2022-04-12,14.529999732971191
2022-04-13,14.9399995803833
2022-04-14,15.34000015258789
2022-04-18,14.710000038146973
2022-04-19,15.399999618530273
2022-04-20,15.300000190734863
2022-04-21,15.25
2022-04-22,15.170000076293945
2022-04-25,15.300000190734863
2022-04-26,14.1899995803833
2022-04-27,14.5
2022-04-28,14.989999771118164
2022-04-29,14.300000190734863
2022-05-02,14.640000343322754
2022-05-03,14.380000114440918
2022-05-04,14.579999923706055
2022-05-05,13.829999923706055
2022-05-06,13.90999984741211
2022-05-09,12.630000114440918
2022-05-10,12.100000381469727
2022-05-11,12.489999771118164
2022-05-12,13.720000267028809
2022-05-13,14.229999542236328
2022-05-16,14.960000038146973
2022-05-17,14.6899995803833
2022-05-18,14.430000305175781
2022-05-19,14.170000076293945
2022-05-20,13.960000038146973
2022-05-23,14.149999618530273
2022-05-24,14.34000015258789
2022-05-25,14.880000114440918
2022-05-26,14.609999656677246
2022-05-27,15.319999694824219
2022-05-31,14.649999618530273
2022-06-01,14.699999809265137
2022-06-02,15.649999618530273
2022-06-03,15.069999694824219
2022-06-06,14.850000381469727
2022-06-07,14.930000305175781
2022-06-08,14.699999809265137
2022-06-09,14.710000038146973
2022-06-10,14.050000190734863
2022-06-13,13.149999618530273
2022-06-14,12.850000381469727
2022-06-15,13.600000381469727
2022-06-16,12.770000457763672
2022-06-17,13.84000015258789
2022-06-21,13.720000267028809
2022-06-22,13.600000381469727
2022-06-23,13.619999885559082
2022-06-24,14.449999809265137
2022-06-27,13.760000228881836
2022-06-28,13.229999542236328
2022-06-29,13.15999984741211
2022-06-30,12.880000114440918
2022-07-01,13.130000114440918
2022-07-05,13.6899995803833
2022-07-06,13.369999885559082
2022-07-07,13.869999885559082
2022-07-08,13.399999618530273
2022-07-11,12.75
2022-07-12,13.09000015258789
2022-07-13,12.75
2022-07-14,12.510000228881836
2022-07-15,13.109999656677246
2022-07-18,13.460000038146973
2022-07-19,13.979999542236328
2022-07-20,14.5
2022-07-21,14.380000114440918
2022-07-22,13.949999809265137
2022-07-25,14.039999961853027
2022-07-26,13.680000305175781
2022-07-27,14.3100004196167
2022-07-28,14.59000015258789
2022-07-29,14.5
2022-08-01,14.710000038146973
2022-08-02,14.850000381469727
2022-08-03,15.520000457763672
2022-08-04,15.399999618530273
2022-08-05,15.399999618530273
2022-08-08,15.850000381469727
2022-08-09,15.380000114440918
2022-08-10,15.489999771118164
2022-08-11,14.949999809265137
2022-08-12,15.149999618530273
2022-08-15,15.149999618530273
2022-08-16,15.279999732971191
2022-08-17,14.819999694824219
2022-08-18,14.920000076293945
2022-08-19,14.270000457763672
2022-08-22,14.079999923706055
2022-08-23,13.829999923706055
2022-08-24,13.710000038146973
2022-08-25,13.630000114440918
2022-08-26,13.039999961853027
2022-08-29,12.329999923706055
2022-08-30,11.720000267028809
2022-08-31,11.850000381469727
2022-09-01,11.75
2022-09-02,11.5600004196167
2022-09-06,12.170000076293945
2022-09-07,12.5600004196167
2022-09-08,12.770000457763672
2022-09-09,13.300000190734863
2022-09-12,13.420000076293945
2022-09-13,12.84000015258789
2022-09-14,12.520000457763672
2022-09-15,12.25
2022-09-16,11.869999885559082
2022-09-19,11.979999542236328
2022-09-20,11.489999771118164
2022-09-21,11.069999694824219
2022-09-22,10.65999984741211
2022-09-23,10.739999771118164
2022-09-26,10.539999961853027
2022-09-27,10.279999732971191
2022-09-28,10.420000076293945
2022-09-29,9.8100004196167
2022-09-30,9.75
2022-10-03,9.979999542236328
2022-10-04,10.699999809265137
2022-10-05,10.5
2022-10-06,10.359999656677246
2022-10-07,10.0600004196167
2022-10-10,9.979999542236328
2022-10-11,9.739999771118164
2022-10-12,9.609999656677246
2022-10-13,10.079999923706055
2022-10-14,9.569999694824219
2022-10-17,9.800000190734863
2022-10-18,9.960000038146973
2022-10-19,9.630000114440918
2022-10-20,9.449999809265137
2022-10-21,9.600000381469727
2022-10-24,9.619999885559082
2022-10-25,10.40999984741211
2022-10-26,10.600000381469727
2022-10-27,10.710000038146973
2022-10-28,11.0
2022-10-31,10.489999771118164
2022-11-01,10.3100004196167
2022-11-02,9.729999542236328
2022-11-03,9.300000190734863
2022-11-04,9.220000267028809
2022-11-07,9.579999923706055
2022-11-08,9.789999961853027
2022-11-09,10.220000267028809
2022-11-10,12.100000381469727
2022-11-11,12.220000267028809
2022-11-14,12.3100004196167
2022-11-15,12.670000076293945
2022-11-16,12.649999618530273
2022-11-17,12.710000038146973
2022-11-18,12.140000343322754
2022-11-21,12.329999923706055
2022-11-22,12.710000038146973
2022-11-23,12.539999961853027
2022-11-25,12.770000457763672
2022-11-28,12.430000305175781
2022-11-29,12.489999771118164
2022-11-30,12.829999923706055
2022-12-01,13.100000381469727
2022-12-02,13.109999656677246
2022-12-05,12.579999923706055
2022-12-06,12.789999961853027
2022-12-07,12.880000114440918
2022-12-08,13.140000343322754
2022-12-09,13.350000381469727
2022-12-12,13.350000381469727
2022-12-13,13.470000267028809
2022-12-14,13.15999984741211
2022-12-15,12.800000190734863
2022-12-16,12.329999923706055
2022-12-19,12.09000015258789
2022-12-20,12.039999961853027
2022-12-21,12.359999656677246
2022-12-22,11.979999542236328
2022-12-23,12.119999885559082
2022-12-27,11.850000381469727
2022-12-28,11.800000190734863
2022-12-29,12.109999656677246
2022-12-30,11.960000038146973
2023-01-03,11.649999618530273
2023-01-04,12.020000457763672
2023-01-05,12.430000305175781
2023-01-06,12.8100004196167
2023-01-09,14.489999771118164
2023-01-10,15.34000015258789
2023-01-11,16.639999389648438
2023-01-12,17.309999465942383
2023-01-13,17.350000381469727
2023-01-17,17.459999084472656
2023-01-18,17.239999771118164
2023-01-19,17.170000076293945
2023-01-20,17.479999542236328
2023-01-23,17.959999084472656
2023-01-24,17.700000762939453
2023-01-25,17.639999389648438
2023-01-26,18.209999084472656
2023-01-27,18.3700008392334
2023-01-30,18.6299991607666
2023-01-31,18.790000915527344
2023-02-01,18.790000915527344
2023-02-02,19.719999313354492
2023-02-03,19.709999084472656
2023-02-06,19.290000915527344
2023-02-07,19.5
2023-02-08,19.06999969482422
2023-02-09,18.389999389648438
2023-02-10,18.510000228881836
2023-02-13,18.6200008392334
2023-02-14,18.90999984741211
2023-02-15,19.299999237060547
2023-02-16,18.75
2023-02-17,18.139999389648438
2023-02-21,18.020000457763672
2023-02-22,17.81999969482422
2023-02-23,18.190000534057617
2023-02-24,18.06999969482422
2023-02-27,18.079999923706055
2023-02-28,18.06999969482422
2023-03-01,17.729999542236328
2023-03-02,17.8799991607666
2023-03-03,18.850000381469727
2023-03-06,19.100000381469727
2023-03-07,18.690000534057617
2023-03-08,17.479999542236328
2023-03-09,17.270000457763672
2023-03-10,17.25
2023-03-13,16.579999923706055
2023-03-14,16.729999542236328
2023-03-15,16.360000610351562
2023-03-16,16.280000686645508
2023-03-17,16.100000381469727
2023-03-20,15.9399995803833
2023-03-21,16.459999084472656
2023-03-22,15.289999961853027
2023-03-23,15.0600004196167
2023-03-24,15.300000190734863
2023-03-27,15.15999984741211
2023-03-28,15.029999732971191
2023-03-29,15.149999618530273
2023-03-30,15.4399995803833
2023-03-31,15.960000038146973
2023-04-03,15.859999656677246
2023-04-04,15.800000190734863
2023-04-05,15.680000305175781
2023-04-06,16.100000381469727
2023-04-10,16.809999465942383
2023-04-11,17.200000762939453
2023-04-12,16.81999969482422
2023-04-13,17.329999923706055
2023-04-14,17.600000381469727
2023-04-17,17.360000610351562
2023-04-18,17.790000915527344
2023-04-19,17.420000076293945
2023-04-20,17.010000228881836
2023-04-21,17.959999084472656
2023-04-24,17.59000015258789
2023-04-25,18.770000457763672
2023-04-26,19.40999984741211
2023-04-27,20.06999969482422
2023-04-28,20.790000915527344
2023-05-01,20.760000228881836
2023-05-02,20.229999542236328
2023-05-03,20.100000381469727
2023-05-04,19.09000015258789
2023-05-05,19.329999923706055
2023-05-08,20.299999237060547
2023-05-09,19.799999237060547
2023-05-10,19.959999084472656
2023-05-11,20.489999771118164
2023-05-12,20.360000610351562
2023-05-15,20.25
2023-05-16,19.290000915527344
2023-05-17,19.709999084472656
2023-05-18,20.010000228881836
2023-05-19,19.59000015258789
2023-05-22,20.309999465942383
2023-05-23,19.670000076293945
2023-05-24,19.6299991607666
2023-05-25,19.389999389648438
2023-05-26,20.219999313354492
2023-05-30,19.770000457763672
2023-05-31,19.010000228881836
2023-06-01,19.15999984741211
2023-06-02,20.200000762939453
2023-06-05,20.09000015258789
2023-06-06,20.940000534057617
2023-06-07,21.0
2023-06-08,20.600000381469727
2023-06-09,20.100000381469727
2023-06-12,20.059999465942383
