Date,GNTY
2017-05-09,23.40478515625
2017-05-10,23.443662643432617
2017-05-11,23.8713321685791
2017-05-12,24.104597091674805
2017-05-15,24.089040756225586
2017-05-16,24.17458152770996
2017-05-17,23.91020393371582
2017-05-18,23.902429580688477
2017-05-19,23.91020393371582
2017-05-22,24.60224151611328
2017-05-23,24.104597091674805
2017-05-24,24.104597091674805
2017-05-25,24.12015151977539
2017-05-26,24.127927780151367
2017-05-30,24.190126419067383
2017-05-31,25.46533966064453
2017-06-01,26.08738899230957
2017-06-02,25.970762252807617
2017-06-05,25.838571548461914
2017-06-06,25.924102783203125
2017-06-07,27.242084503173828
2017-06-08,26.655014038085938
2017-06-09,27.098230361938477
2017-06-12,26.02519416809082
2017-06-13,26.165145874023438
2017-06-14,25.970762252807617
2017-06-15,25.651958465576172
2017-06-16,24.633344650268555
2017-06-19,23.684701919555664
2017-06-20,23.327030181884766
2017-06-21,23.5602970123291
2017-06-22,23.303699493408203
2017-06-23,23.334808349609375
2017-06-26,23.980188369750977
2017-06-27,24.62557601928711
2017-06-28,25.437576293945312
2017-06-29,25.000337600708008
2017-06-30,24.94568634033203
2017-07-03,24.961301803588867
2017-07-05,25.406339645385742
2017-07-06,24.75048828125
2017-07-07,25.25018310546875
2017-07-10,24.7661075592041
2017-07-11,25.031574249267578
2017-07-12,24.64899253845215
2017-07-13,24.812955856323242
2017-07-14,24.313261032104492
2017-07-17,24.016563415527344
2017-07-18,24.141481399536133
2017-07-19,24.032182693481445
2017-07-20,24.672414779663086
2017-07-21,24.157102584838867
2017-07-24,24.734874725341797
2017-07-25,24.40694808959961
2017-07-26,24.266408920288086
2017-07-27,24.11025619506836
2017-07-28,23.899452209472656
2017-07-31,23.7432918548584
2017-08-01,24.04779624938965
2017-08-02,23.891645431518555
2017-08-03,23.688640594482422
2017-08-04,23.813562393188477
2017-08-07,23.587142944335938
2017-08-08,23.86821746826172
2017-08-09,23.352909088134766
2017-08-10,23.33729362487793
2017-08-11,23.33729362487793
2017-08-14,23.501251220703125
2017-08-15,23.633987426757812
2017-08-16,23.836992263793945
2017-08-17,23.360713958740234
2017-08-18,23.516868591308594
2017-08-21,23.610565185546875
2017-08-22,23.93848419189453
2017-08-23,25.48442268371582
2017-08-24,25.421960830688477
2017-08-25,24.812955856323242
2017-08-28,25.242382049560547
2017-08-29,24.49283790588379
2017-08-30,23.626178741455078
2017-08-31,23.610565185546875
2017-09-01,23.66522216796875
2017-09-05,22.9781436920166
2017-09-06,23.26702117919922
2017-09-07,23.501251220703125
2017-09-08,23.602754592895508
2017-09-11,24.383529663085938
2017-09-12,24.32887077331543
2017-09-13,24.235179901123047
2017-09-14,23.188949584960938
2017-09-15,23.126483917236328
2017-09-18,22.900062561035156
2017-09-19,22.853214263916016
2017-09-20,24.3523006439209
2017-09-21,24.032182693481445
2017-09-22,24.094642639160156
2017-09-25,23.852598190307617
2017-09-26,24.21957015991211
2017-09-27,24.164915084838867
2017-09-28,24.70591926574707
2017-09-29,25.082275390625
2017-10-02,24.564786911010742
2017-10-03,24.15707015991211
2017-10-04,24.227628707885742
2017-10-05,24.61182975769043
2017-10-06,24.298206329345703
2017-10-09,24.243314743041992
2017-10-10,24.298206329345703
2017-10-11,24.094348907470703
2017-10-12,23.859128952026367
2017-10-13,23.50629997253418
2017-10-16,23.278915405273438
2017-10-17,23.05938148498535
2017-10-18,23.200510025024414
2017-10-19,23.420047760009766
2017-10-20,23.333799362182617
2017-10-23,22.86336898803711
2017-10-24,22.58894157409668
2017-10-25,23.161306381225586
2017-10-26,22.83200454711914
2017-10-27,22.808481216430664
2017-10-30,22.60462188720703
2017-10-31,22.48701286315918
2017-11-01,22.345884323120117
2017-11-02,22.92609214782715
2017-11-03,22.424285888671875
2017-11-06,22.36939811706543
2017-11-07,22.330196380615234
2017-11-08,22.65950584411621
2017-11-09,22.447811126708984
2017-11-10,22.7379150390625
2017-11-13,22.48701286315918
2017-11-14,22.581096649169922
2017-11-15,22.33803939819336
2017-11-16,23.169145584106445
2017-11-17,23.54550552368164
2017-11-20,23.584697723388672
2017-11-21,23.090744018554688
2017-11-22,23.357324600219727
2017-11-24,23.443571090698242
2017-11-27,23.05154037475586
2017-11-28,23.663110733032227
2017-11-29,24.0629825592041
2017-11-30,24.02378273010254
2017-12-01,23.984577178955078
2017-12-04,23.90617561340332
2017-12-05,23.86696434020996
2017-12-06,23.686630249023438
2017-12-07,23.882646560668945
2017-12-08,24.008100509643555
2017-12-11,23.984577178955078
2017-12-12,24.164913177490234
2017-12-13,24.30604362487793
2017-12-14,23.827762603759766
2017-12-15,24.0629825592041
2017-12-18,24.070825576782227
2017-12-19,24.047306060791016
2017-12-20,24.0316219329834
2017-12-21,24.05514907836914
2017-12-22,23.653440475463867
2017-12-26,23.89760971069336
2017-12-27,23.858226776123047
2017-12-28,24.055145263671875
2017-12-29,24.141786575317383
2018-01-02,23.810964584350586
2018-01-03,24.330825805664062
2018-01-04,24.724653244018555
2018-01-05,24.897939682006836
2018-01-08,24.4332218170166
2018-01-09,24.63801383972168
2018-01-10,24.26780891418457
2018-01-11,24.66164207458496
2018-01-12,24.992456436157227
2018-01-16,24.48835563659668
2018-01-17,24.4332218170166
2018-01-18,25.047595977783203
2018-01-19,25.157865524291992
2018-01-22,25.079099655151367
2018-01-23,24.795543670654297
2018-01-24,24.81917381286621
2018-01-25,24.771913528442383
2018-01-26,24.39383316040039
2018-01-29,24.26780891418457
2018-01-30,24.929447174072266
2018-01-31,24.937320709228516
2018-02-01,25.756488800048828
2018-02-02,25.59895133972168
2018-02-05,25.512310028076172
2018-02-06,24.984582901000977
2018-02-07,25.08697509765625
2018-02-08,24.448972702026367
2018-02-09,24.559249877929688
2018-02-12,24.519866943359375
2018-02-13,24.803424835205078
2018-02-14,24.519866943359375
2018-02-15,24.173290252685547
2018-02-16,25.362659454345703
2018-02-20,24.724653244018555
2018-02-21,24.811294555664062
2018-02-22,25.52018928527832
2018-02-23,26.110933303833008
2018-02-26,26.370864868164062
2018-02-27,26.473257064819336
2018-02-28,28.00131607055664
2018-03-01,27.646875381469727
2018-03-02,27.331811904907227
2018-03-05,27.111265182495117
2018-03-06,27.253042221069336
2018-03-07,27.1033878326416
2018-03-08,27.49721908569336
2018-03-09,27.568103790283203
2018-03-12,27.53660011291504
2018-03-13,27.087636947631836
2018-03-14,27.465707778930664
2018-03-15,27.560232162475586
2018-03-16,27.213655471801758
2018-03-19,27.284549713134766
2018-03-20,27.323932647705078
2018-03-21,27.20578384399414
2018-03-22,26.64654541015625
2018-03-23,25.669849395751953
2018-03-26,26.134567260742188
2018-03-27,26.134571075439453
2018-03-28,26.435144424438477
2018-03-29,26.3481388092041
2018-04-02,26.609163284301758
2018-04-03,27.455528259277344
2018-04-04,27.50299072265625
2018-04-05,27.036304473876953
2018-04-06,26.7752742767334
2018-04-09,26.862281799316406
2018-04-10,26.89392852783203
2018-04-11,26.87809944152832
2018-04-12,26.886009216308594
2018-04-13,26.688264846801758
2018-04-16,26.69617462158203
2018-04-17,26.64080238342285
2018-04-18,26.886009216308594
2018-04-19,26.64080238342285
2018-04-20,26.60125732421875
2018-04-23,26.474699020385742
2018-04-24,26.197837829589844
2018-04-25,26.00800895690918
2018-04-26,26.166202545166016
2018-04-27,25.841896057128906
2018-04-30,25.93682098388672
2018-05-01,25.746971130371094
2018-05-02,26.102924346923828
2018-05-03,26.031734466552734
2018-05-04,26.095022201538086
2018-05-07,26.14247703552246
2018-05-08,26.21366310119629
2018-05-09,26.095022201538086
2018-05-10,26.087106704711914
2018-05-11,25.984275817871094
2018-05-14,25.97636604309082
2018-05-15,26.11083221435547
2018-05-16,26.095022201538086
2018-05-17,26.087106704711914
2018-05-18,25.60459327697754
2018-05-21,26.071287155151367
2018-05-22,25.913084030151367
2018-05-23,26.087106704711914
2018-05-24,26.04755401611328
2018-05-25,25.913084030151367
2018-05-29,25.73115348815918
2018-05-30,26.015914916992188
2018-05-31,25.746971130371094
2018-06-01,25.992185592651367
2018-06-04,25.889352798461914
2018-06-05,25.984275817871094
2018-06-06,26.06338119506836
2018-06-07,26.035690307617188
2018-06-08,25.905176162719727
2018-06-11,25.588775634765625
2018-06-12,25.272380828857422
2018-06-13,25.43848991394043
2018-06-14,25.454307556152344
2018-06-15,25.485946655273438
2018-06-18,26.11875343322754
2018-06-19,26.27694320678711
2018-06-20,27.06003189086914
2018-06-21,26.458881378173828
2018-06-22,28.127880096435547
2018-06-25,27.669099807739258
2018-06-26,27.224367141723633
2018-06-27,26.342824935913086
2018-06-28,26.422245025634766
2018-06-29,26.160167694091797
2018-07-02,26.02515983581543
2018-07-03,26.398422241210938
2018-07-05,26.73991584777832
2018-07-06,26.19986915588379
2018-07-09,26.501665115356445
2018-07-10,26.0013370513916
2018-07-11,25.921905517578125
2018-07-12,26.048978805541992
2018-07-13,25.7471923828125
2018-07-16,26.374591827392578
2018-07-17,26.072799682617188
2018-07-18,25.99338150024414
2018-07-19,25.99338150024414
2018-07-20,26.44606590270996
2018-07-23,26.51754379272461
2018-07-24,26.36665153503418
2018-07-25,26.44606590270996
2018-07-26,26.231645584106445
2018-07-27,24.976842880249023
2018-07-30,25.032434463500977
2018-07-31,24.905366897583008
2018-08-01,24.50033950805664
2018-08-02,23.539382934570312
2018-08-03,23.888822555541992
2018-08-06,24.190610885620117
2018-08-07,24.254140853881836
2018-08-08,24.460628509521484
2018-08-09,24.540050506591797
2018-08-10,24.21443748474121
2018-08-13,24.38121223449707
2018-08-14,24.460628509521484
2018-08-15,24.325620651245117
2018-08-16,24.61946678161621
2018-08-17,23.992061614990234
2018-08-20,24.174728393554688
2018-08-21,24.063535690307617
2018-08-22,24.38121223449707
2018-08-23,24.52416229248047
2018-08-24,24.579755783081055
2018-08-27,24.595640182495117
2018-08-28,24.405033111572266
2018-08-29,24.722707748413086
2018-08-30,24.857717514038086
2018-08-31,24.976842880249023
2018-09-04,25.18332862854004
2018-09-05,24.968902587890625
2018-09-06,24.571813583374023
2018-09-07,25.723373413085938
2018-09-10,26.207813262939453
2018-09-11,26.28723907470703
2018-09-12,26.104572296142578
2018-09-13,26.152231216430664
2018-09-14,26.303117752075195
2018-09-17,26.176048278808594
2018-09-18,26.14427947998047
2018-09-19,26.033098220825195
2018-09-20,26.35076904296875
2018-09-21,25.01655387878418
2018-09-24,24.8021297454834
