Date,FWRD
2010-01-04,21.98884391784668
2010-01-05,21.98023223876953
2010-01-06,21.911327362060547
2010-01-07,21.83380699157715
2010-01-08,22.230005264282227
2010-01-11,22.875974655151367
2010-01-12,22.60036277770996
2010-01-13,22.815685272216797
2010-01-14,22.927656173706055
2010-01-15,22.04913330078125
2010-01-19,22.023296356201172
2010-01-20,21.86826515197754
2010-01-21,21.47205924987793
2010-01-22,21.515127182006836
2010-01-25,21.47205924987793
2010-01-26,21.360097885131836
2010-01-27,21.747676849365234
2010-01-28,20.71411895751953
2010-01-29,20.352386474609375
2010-02-01,19.87005615234375
2010-02-02,19.887283325195312
2010-02-03,19.913122177124023
2010-02-04,19.370506286621094
2010-02-05,19.353282928466797
2010-02-08,18.922636032104492
2010-02-09,19.844221115112305
2010-02-10,19.956193923950195
2010-02-11,20.059545516967773
2010-02-12,20.205970764160156
2010-02-16,20.197351455688477
2010-02-17,20.068153381347656
2010-02-18,20.093994140625
2010-02-19,20.541866302490234
2010-02-22,20.73996925354004
2010-02-23,20.75719451904297
2010-02-24,21.13616180419922
2010-02-25,21.17061996459961
2010-02-26,21.0672550201416
2010-03-01,21.368711471557617
2010-03-02,21.515127182006836
2010-03-03,21.532360076904297
2010-03-04,21.480670928955078
2010-03-05,21.92855453491211
2010-03-08,22.31719398498535
2010-03-09,22.818134307861328
2010-03-10,22.964948654174805
2010-03-11,23.077224731445312
2010-03-12,22.990869522094727
2010-03-15,22.79221534729004
2010-03-16,22.723121643066406
2010-03-17,23.172239303588867
2010-03-18,23.448604583740234
2010-03-19,23.224048614501953
2010-03-22,23.12041473388672
2010-03-23,23.344974517822266
2010-03-24,22.89586639404297
2010-03-25,22.749034881591797
2010-03-26,22.835411071777344
2010-03-29,22.584941864013672
2010-03-30,22.714481353759766
2010-03-31,22.714481353759766
2010-04-01,22.628124237060547
2010-04-05,22.662673950195312
2010-04-06,22.481306076049805
2010-04-07,22.533117294311523
2010-04-08,22.334484100341797
2010-04-09,22.248104095458984
2010-04-12,22.2308349609375
2010-04-13,22.38629722595215
2010-04-14,23.595430374145508
2010-04-15,24.01862907409668
2010-04-16,23.98409080505371
2010-04-19,24.234546661376953
2010-04-20,24.191364288330078
2010-04-21,24.001352310180664
2010-04-22,23.353605270385742
2010-04-23,23.45724868774414
2010-04-26,23.958173751831055
2010-04-27,23.629981994628906
2010-04-28,23.81135368347168
2010-04-29,24.450464248657227
2010-04-30,24.200002670288086
2010-05-03,25.296857833862305
2010-05-04,24.42455291748047
2010-05-05,24.061819076538086
2010-05-06,23.621341705322266
2010-05-07,22.800857543945312
2010-05-10,23.923627853393555
2010-05-11,24.64910316467285
2010-05-12,25.279584884643555
2010-05-13,24.856386184692383
2010-05-14,24.441822052001953
2010-05-17,24.84775733947754
2010-05-18,24.752742767333984
2010-05-19,24.675018310546875
2010-05-20,23.11177635192871
2010-05-21,23.690433502197266
2010-05-24,22.954442977905273
2010-05-25,23.352745056152344
2010-05-26,23.378719329833984
2010-05-27,23.846303939819336
2010-05-28,23.699100494384766
2010-06-01,23.032371520996094
2010-06-02,23.699100494384766
2010-06-03,24.270578384399414
2010-06-04,23.56055450439453
2010-06-07,22.772600173950195
2010-06-08,23.04102897644043
2010-06-09,23.33542823791504
2010-06-10,23.941547393798828
2010-06-11,24.365825653076172
2010-06-14,24.33984375
2010-06-15,24.842050552368164
2010-06-16,24.73815155029297
2010-06-17,24.746807098388672
2010-06-18,24.92864227294922
2010-06-21,24.67754364013672
2010-06-22,23.958860397338867
2010-06-23,24.062761306762695
2010-06-24,23.8289737701416
2010-06-25,24.097396850585938
2010-06-28,24.625585556030273
2010-06-29,23.673118591308594
2010-06-30,23.595190048217773
2010-07-01,23.8289737701416
2010-07-02,23.49994468688965
2010-07-06,22.989070892333984
2010-07-07,23.837636947631836
2010-07-08,24.080080032348633
2010-07-09,24.40911865234375
2010-07-12,24.14935874938965
2010-07-13,24.86802864074707
