Date,OBK
2018-05-08,30.717430114746094
2018-05-09,33.87952423095703
2018-05-10,33.192901611328125
2018-05-11,33.572349548339844
2018-05-14,33.27421188354492
2018-05-15,33.201927185058594
2018-05-16,33.21998596191406
2018-05-17,33.58137512207031
2018-05-18,33.852413177490234
2018-05-21,33.82530975341797
2018-05-22,33.870487213134766
2018-05-23,33.9337272644043
2018-05-24,34.42158126831055
2018-05-25,35.18049621582031
2018-05-29,35.20759963989258
2018-05-30,34.837181091308594
2018-05-31,35.09015655517578
2018-06-01,34.701663970947266
2018-06-04,34.611324310302734
2018-06-05,34.891387939453125
2018-06-06,35.09015655517578
2018-06-07,35.270843505859375
2018-06-08,34.918487548828125
2018-06-11,35.6683464050293
2018-06-12,36.58085632324219
2018-06-13,36.42727279663086
2018-06-14,36.96343994140625
2018-06-15,36.84590148925781
2018-06-18,36.610816955566406
2018-06-19,37.02674102783203
2018-06-20,36.96343994140625
2018-06-21,36.1225471496582
2018-06-22,37.41554260253906
2018-06-25,36.14967346191406
2018-06-26,36.14967346191406
2018-06-27,35.74278259277344
2018-06-28,36.619850158691406
2018-06-29,37.0177001953125
2018-07-02,37.270870208740234
2018-07-03,36.41188049316406
2018-07-05,36.45710754394531
2018-07-06,35.887447357177734
2018-07-09,36.15871810913086
2018-07-10,35.98691177368164
2018-07-11,35.41728210449219
2018-07-12,35.31779861450195
2018-07-13,35.697566986083984
2018-07-16,35.71565246582031
2018-07-17,35.3901481628418
2018-07-18,35.3811149597168
2018-07-19,35.83320236206055
2018-07-20,35.941715240478516
2018-07-23,36.05924606323242
2018-07-24,35.53482437133789
2018-07-25,35.20930480957031
2018-07-26,36.72835922241211
2018-07-27,36.303375244140625
2018-07-30,36.50231170654297
2018-07-31,36.72835922241211
2018-08-01,36.67409896850586
2018-08-02,36.40283966064453
2018-08-03,35.89650344848633
2018-08-06,36.24009704589844
2018-08-07,36.176788330078125
2018-08-08,36.176788330078125
2018-08-09,36.0049934387207
2018-08-10,36.35763931274414
2018-08-13,36.14967346191406
2018-08-14,36.37572479248047
2018-08-15,35.634281158447266
2018-08-16,35.851287841796875
2018-08-17,36.9001579284668
2018-08-20,37.071937561035156
2018-08-21,37.243743896484375
2018-08-22,37.17140579223633
2018-08-23,37.379371643066406
2018-08-24,36.7735595703125
2018-08-27,36.854942321777344
2018-08-28,36.65602111816406
2018-08-29,36.755489349365234
2018-08-30,36.66506576538086
2018-08-31,36.637939453125
2018-09-04,36.58367919921875
2018-09-05,37.02674102783203
2018-09-06,37.18950271606445
2018-09-07,37.370330810546875
2018-09-10,37.32512664794922
2018-09-11,36.981536865234375
2018-09-12,36.258155822753906
2018-09-13,36.07085418701172
2018-09-14,35.47359848022461
2018-09-17,35.33785629272461
2018-09-18,35.238304138183594
2018-09-19,35.03016662597656
2018-09-20,35.50979995727539
2018-09-21,35.066375732421875
2018-09-24,34.72249221801758
2018-09-25,33.62751388549805
2018-09-26,33.57321548461914
2018-09-27,33.92615509033203
2018-09-28,34.070945739746094
2018-10-01,34.061885833740234
2018-10-02,34.1976318359375
2018-10-03,35.383094787597656
2018-10-04,35.47359848022461
2018-10-05,35.6364860534668
2018-10-08,35.699832916259766
2018-10-09,35.4916877746582
2018-10-10,35.283565521240234
2018-10-11,34.070945739746094
2018-10-12,32.84927749633789
2018-10-15,32.985008239746094
2018-10-16,33.79945755004883
2018-10-17,33.482723236083984
2018-10-18,32.66829299926758
2018-10-19,32.00767517089844
2018-10-22,30.38783836364746
2018-10-23,31.048437118530273
2018-10-24,30.772436141967773
2018-10-25,31.455671310424805
2018-10-26,32.514442443847656
2018-10-29,32.93977355957031
2018-10-30,33.654659271240234
2018-10-31,33.79945755004883
2018-11-01,33.690860748291016
2018-11-02,33.68182373046875
2018-11-05,34.595794677734375
2018-11-06,34.99397659301758
2018-11-07,34.54150390625
2018-11-08,33.88995361328125
2018-11-09,33.88995361328125
2018-11-12,33.2383918762207
2018-11-13,33.07550811767578
2018-11-14,32.87641906738281
2018-11-15,34.061885833740234
2018-11-16,33.93520736694336
2018-11-19,33.68182373046875
2018-11-20,33.654659271240234
2018-11-21,33.56416702270508
2018-11-23,33.9985466003418
2018-11-26,33.84470748901367
2018-11-27,33.88089370727539
2018-11-28,34.23382568359375
2018-11-29,33.74516296386719
2018-11-30,33.82661056518555
2018-12-03,33.47368240356445
2018-12-04,31.202289581298828
2018-12-06,31.591411590576172
2018-12-07,31.99863052368164
2018-12-10,33.482723236083984
2018-12-11,33.211238861083984
2018-12-12,33.78135681152344
2018-12-13,33.720664978027344
2018-12-14,33.35837936401367
2018-12-17,33.14099884033203
2018-12-18,32.61566162109375
2018-12-19,30.568700790405273
2018-12-20,29.590497970581055
2018-12-21,29.228200912475586
2018-12-24,29.31877899169922
2018-12-26,30.25170135498047
2018-12-27,30.18828773498535
2018-12-28,30.976282119750977
2018-12-31,30.867599487304688
2019-01-02,31.71898651123047
2019-01-03,31.909198760986328
2019-01-04,32.497920989990234
2019-01-07,32.13563537597656
2019-01-08,31.954477310180664
2019-01-09,32.36206817626953
2019-01-10,31.94542694091797
2019-01-11,31.546903610229492
2019-01-14,31.27518081665039
2019-01-15,31.863901138305664
2019-01-16,32.54320526123047
2019-01-17,32.62473678588867
2019-01-18,32.805877685546875
2019-01-22,31.96354103088379
2019-01-23,31.84579849243164
2019-01-24,31.52878761291504
2019-01-25,31.65558624267578
2019-01-28,31.401979446411133
2019-01-29,31.510683059692383
2019-01-30,31.021568298339844
2019-01-31,30.858539581298828
2019-02-01,31.411046981811523
2019-02-04,31.700876235961914
2019-02-05,31.646533966064453
2019-02-06,31.55595588684082
2019-02-07,31.066858291625977
2019-02-08,30.867599487304688
2019-02-11,30.931011199951172
2019-02-12,31.202707290649414
2019-02-13,30.933454513549805
2019-02-14,31.604351043701172
2019-02-15,32.18457794189453
2019-02-19,32.20269775390625
2019-02-20,32.556278228759766
2019-02-21,32.257102966308594
2019-02-22,32.374961853027344
2019-02-25,32.18457794189453
2019-02-26,31.948850631713867
2019-02-27,32.59254455566406
2019-02-28,32.69226837158203
2019-03-01,32.30242156982422
2019-03-04,32.411224365234375
2019-03-05,32.44749450683594
2019-03-06,30.978792190551758
2019-03-07,30.96971893310547
2019-03-08,30.806529998779297
2019-03-11,31.21450424194336
2019-03-12,31.187313079833984
2019-03-13,31.386762619018555
2019-03-14,31.223569869995117
2019-03-15,31.568090438842773
2019-03-18,31.930721282958984
2019-03-19,31.9125919342041
2019-03-20,30.57081413269043
2019-03-21,30.262563705444336
2019-03-22,29.01144790649414
2019-03-25,29.301563262939453
2019-03-26,30.498287200927734
2019-03-27,30.507352828979492
2019-03-28,30.815597534179688
2019-03-29,30.869993209838867
2019-04-01,31.083044052124023
2019-04-02,31.187313079833984
2019-04-03,31.25077247619629
2019-04-04,31.59527587890625
2019-04-05,31.948850631713867
2019-04-08,31.377689361572266
2019-04-09,30.679609298706055
2019-04-10,30.797466278076172
2019-04-11,31.205434799194336
2019-04-12,31.704069137573242
2019-04-15,31.10570526123047
2019-04-16,31.296098709106445
2019-04-17,31.26890754699707
2019-04-18,31.178234100341797
2019-04-22,30.879064559936523
2019-04-23,31.26890754699707
2019-04-24,31.12384033203125
2019-04-25,31.468347549438477
2019-04-26,31.731264114379883
2019-04-29,31.7493953704834
2019-04-30,31.586210250854492
2019-05-01,30.924396514892578
2019-05-02,31.169174194335938
2019-05-03,31.404888153076172
2019-05-06,31.359561920166016
2019-05-07,30.91531753540039
2019-05-08,30.95158576965332
2019-05-09,30.779329299926758
2019-05-10,30.99691390991211
2019-05-13,30.815597534179688
2019-05-14,31.10570526123047
2019-05-15,30.625205993652344
2019-05-16,30.48727798461914
2019-05-17,30.727752685546875
2019-05-20,29.802112579345703
2019-05-21,31.000001907348633
2019-05-22,30.446430206298828
2019-05-23,30.19234275817871
2019-05-24,30.092512130737305
2019-05-28,30.156034469604492
2019-05-29,30.45551109313965
2019-05-30,30.92740249633789
2019-05-31,30.274009704589844
2019-06-03,30.201406478881836
2019-06-04,30.3103084564209
2019-06-05,30.65515899658203
2019-06-06,30.43735694885254
2019-06-07,30.2830810546875
2019-06-10,30.882028579711914
2019-06-11,30.8366641998291
2019-06-12,30.845733642578125
2019-06-13,30.555334091186523
2019-06-14,30.337533950805664
2019-06-17,30.546253204345703
2019-06-18,30.709611892700195
2019-06-19,31.21780014038086
2019-06-20,30.845733642578125
2019-06-21,30.85480499267578
2019-06-24,30.028982162475586
2019-06-25,29.94730567932129
2019-06-26,29.5389347076416
2019-06-27,29.938230514526367
2019-06-28,29.94730567932129
2019-07-01,30.292163848876953
2019-07-02,30.845733642578125
2019-07-03,31.480976104736328
2019-07-05,31.68062973022461
2019-07-08,31.626174926757812
2019-07-09,30.85480499267578
2019-07-10,30.945560455322266
2019-07-11,30.764057159423828
2019-07-12,31.23594093322754
2019-07-15,31.045381546020508
2019-07-16,30.782201766967773
2019-07-17,30.346616744995117
2019-07-18,31.317625045776367
2019-07-19,31.15427589416504
2019-07-22,31.000001907348633
2019-07-23,31.308557510375977
2019-07-24,32.27050018310547
2019-07-25,30.67330551147461
2019-07-26,30.773134231567383
2019-07-29,31.036298751831055
2019-07-30,31.7169246673584
2019-07-31,31.58988380432129
2019-08-01,30.909250259399414
2019-08-02,30.65515899658203
2019-08-05,29.865638732910156
2019-08-06,29.90194320678711
2019-08-07,29.302997589111328
2019-08-08,29.811182022094727
2019-08-09,29.94730567932129
2019-08-12,29.802112579345703
2019-08-13,30.16510772705078
2019-08-14,29.62061309814453
2019-08-15,29.168304443359375
2019-08-16,29.495929718017578
2019-08-19,29.523235321044922
2019-08-20,29.20470428466797
2019-08-21,29.61424446105957
2019-08-22,29.586936950683594
2019-08-23,29.295717239379883
2019-08-26,29.73255157470703
2019-08-27,28.813365936279297
2019-08-28,29.0590877532959
2019-08-29,28.968082427978516
2019-08-30,29.15920066833496
2019-09-03,28.56764030456543
2019-09-04,28.61314582824707
2019-09-05,29.068187713623047
2019-09-06,29.08639144897461
2019-09-09,31.00667381286621
2019-09-10,31.179594039916992
2019-09-11,32.01688003540039
2019-09-12,31.97136688232422
2019-09-13,31.97136688232422
2019-09-16,31.962268829345703
2019-09-17,31.90766143798828
2019-09-18,31.889463424682617
2019-09-19,31.81665802001953
2019-09-20,30.82465934753418
2019-09-23,31.92586326599121
2019-09-24,31.061283111572266
2019-09-25,31.552734375
2019-09-26,30.970272064208984
2019-09-27,30.842863082885742
2019-09-30,30.706344604492188
2019-10-01,30.014678955078125
