Date,CB
2010-01-04,35.644412994384766
2010-01-05,34.841373443603516
2010-01-06,34.36391067504883
2010-01-07,34.55923080444336
2010-01-08,34.36391067504883
2010-01-11,34.73285675048828
2010-01-12,34.80522155761719
2010-01-13,34.92097473144531
2010-01-14,35.253753662109375
2010-01-15,34.877559661865234
2010-01-19,35.31886291503906
2010-01-20,35.260990142822266
2010-01-21,35.022254943847656
2010-01-22,34.646034240722656
2010-01-25,35.0439567565918
2010-01-26,35.12353515625
2010-01-27,35.42015075683594
2010-01-28,35.32609939575195
2010-01-29,35.644412994384766
2010-02-01,35.463558197021484
2010-02-02,35.85420608520508
2010-02-03,35.92655563354492
2010-02-04,34.81968307495117
2010-02-05,34.964378356933594
2010-02-08,34.94990921020508
2010-02-09,35.2320442199707
2010-02-10,35.297157287597656
2010-02-11,35.2899284362793
2010-02-12,35.31163024902344
2010-02-16,35.803565979003906
2010-02-17,35.991661071777344
2010-02-18,36.40403366088867
2010-02-19,36.454673767089844
2010-02-22,36.6789665222168
2010-02-23,36.38235092163086
2010-02-24,36.41129684448242
2010-02-25,36.44021224975586
2010-02-26,36.16530227661133
2010-03-01,36.48362731933594
2010-03-02,36.42575454711914
2010-03-03,36.57042694091797
2010-03-04,36.78746032714844
2010-03-05,37.25048828125
2010-03-08,37.48921585083008
2010-03-09,36.48362731933594
2010-03-10,36.12912368774414
2010-03-11,36.34616470336914
2010-03-12,36.31721115112305
2010-03-15,36.75852584838867
2010-03-16,37.08408737182617
2010-03-17,37.257713317871094
2010-03-18,37.27219009399414
2010-03-19,38.125858306884766
2010-03-22,37.93050765991211
2010-03-23,38.19097137451172
2010-03-24,38.25606918334961
2010-03-25,38.10414123535156
2010-03-26,38.16926574707031
2010-03-29,38.34391784667969
2010-03-30,38.28570556640625
2010-03-31,38.06010437011719
2010-04-01,38.43852615356445
2010-04-05,38.249305725097656
2010-04-06,38.373023986816406
2010-04-07,38.97703552246094
2010-04-08,38.787841796875
2010-04-09,38.88969802856445
2010-04-12,38.60589599609375
2010-04-13,38.860599517822266
2010-04-14,39.21717834472656
2010-04-15,38.82421112060547
2010-04-16,38.29297637939453
2010-04-19,38.14741897583008
2010-04-20,38.35847091674805
2010-04-21,38.16926193237305
2010-04-22,37.98732376098633
2010-04-23,38.66412353515625
2010-04-26,38.31480407714844
2010-04-27,38.13288116455078
2010-04-28,39.04253005981445
2010-04-29,38.67137908935547
2010-04-30,38.707767486572266
2010-05-03,38.47489929199219
2010-05-04,37.900001525878906
2010-05-05,38.030982971191406
2010-05-06,36.837528228759766
2010-05-07,36.779319763183594
2010-05-10,37.507022857666016
2010-05-11,37.57252883911133
2010-05-12,39.14441680908203
2010-05-13,39.09347152709961
2010-05-14,38.591339111328125
2010-05-17,38.795101165771484
2010-05-18,38.387569427490234
2010-05-19,38.445804595947266
2010-05-20,36.357215881347656
2010-05-21,36.3426628112793
2010-05-24,35.76777267456055
2010-05-25,35.44754409790039
2010-05-26,35.24380874633789
2010-05-27,36.2480583190918
2010-05-28,35.77503204345703
2010-06-01,35.33840560913086
2010-06-02,35.89874267578125
2010-06-03,36.45183181762695
2010-06-04,35.251075744628906
2010-06-07,35.28746032714844
2010-06-08,35.927860260009766
2010-06-09,35.971527099609375
2010-06-10,36.84480285644531
2010-06-11,37.30327224731445
2010-06-14,37.397865295410156
2010-06-15,38.074649810791016
2010-06-16,37.92183303833008
2010-06-17,38.24203109741211
2010-06-18,38.62771987915039
2010-06-21,38.831485748291016
2010-06-22,38.933372497558594
2010-06-23,38.482173919677734
2010-06-24,38.41668701171875
2010-06-25,38.715049743652344
2010-06-28,38.84604263305664
2010-06-29,37.67438507080078
2010-06-30,37.46336364746094
2010-07-01,37.25959396362305
2010-07-02,36.99034118652344
2010-07-06,37.012176513671875
2010-07-07,37.7617301940918
2010-07-08,38.00186538696289
2010-07-09,39.79936218261719
2010-07-12,40.039520263671875
2010-07-13,40.66535568237305
2010-07-14,40.17051315307617
2010-07-15,40.024967193603516
2010-07-16,39.078914642333984
2010-07-19,38.8023796081543
2010-07-20,38.933372497558594
2010-07-21,38.18382263183594
2010-07-22,38.5040168762207
2010-07-23,38.62849426269531
2010-07-26,38.67979049682617
2010-07-27,39.15576171875
2010-07-28,38.78962326049805
2010-07-29,38.78962326049805
2010-07-30,38.87016296386719
2010-08-02,39.00197219848633
2010-08-03,39.0459098815918
2010-08-04,39.726951599121094
2010-08-05,39.353477478027344
2010-08-06,39.22165298461914
2010-08-09,39.69032287597656
2010-08-10,39.66102600097656
2010-08-11,38.39415740966797
2010-08-12,38.78962326049805
2010-08-13,39.1191520690918
2010-08-16,39.192359924316406
2010-08-17,39.946624755859375
2010-08-18,39.8367919921875
2010-08-19,39.0459098815918
2010-08-20,39.1850471496582
2010-08-23,39.16307830810547
2010-08-24,38.723690032958984
2010-08-25,39.09718704223633
2010-08-26,39.13378143310547
2010-08-27,39.792850494384766
2010-08-30,39.126468658447266
2010-08-31,39.15576171875
2010-09-01,39.99790954589844
2010-09-02,39.931983947753906
2010-09-03,40.45192337036133
2010-09-07,39.69032287597656
2010-09-08,40.29814147949219
2010-09-09,40.737510681152344
2010-09-10,40.67891311645508
2010-09-13,41.50640869140625
2010-09-14,42.00437927246094
2010-09-15,42.26068878173828
2010-09-16,42.319271087646484
2010-09-17,42.39982604980469
2010-09-20,43.05887222290039
2010-09-21,42.99298095703125
2010-09-22,42.20210266113281
2010-09-23,41.63090896606445
