Date,HEI
2010-01-04,8.616255760192871
2010-01-05,8.770217895507812
2010-01-06,8.760595321655273
2010-01-07,8.787537574768066
2010-01-08,8.741348266601562
2010-01-11,8.785613059997559
2010-01-12,8.65666675567627
2010-01-13,8.781763076782227
2010-01-14,8.829878807067871
2010-01-15,8.610479354858398
2010-01-19,8.787537574768066
2010-01-20,8.598931312561035
2010-01-21,8.471908569335938
2010-01-22,8.36606216430664
2010-01-25,8.283303260803223
2010-01-26,8.198624610900879
2010-01-27,8.289076805114746
2010-01-28,8.22171401977539
2010-01-29,8.185152053833008
2010-02-01,8.156281471252441
2010-02-02,8.160130500793457
2010-02-03,8.358360290527344
2010-02-04,8.083150863647461
2010-02-05,8.077376365661621
2010-02-08,7.923409938812256
2010-02-09,8.052355766296387
2010-02-10,8.119717597961426
2010-02-11,8.233263969421387
2010-02-12,8.21209716796875
2010-02-16,8.379528045654297
2010-02-17,8.558516502380371
2010-02-18,8.589309692382812
2010-02-19,8.693233489990234
2010-02-22,8.741348266601562
2010-02-23,8.65089225769043
2010-02-24,8.75866985321045
2010-02-25,9.187848091125488
2010-02-26,9.170526504516602
2010-03-01,9.79600715637207
2010-03-02,9.749817848205566
2010-03-03,9.695930480957031
2010-03-04,9.769062995910645
2010-03-05,9.788307189941406
2010-03-08,9.761364936828613
2010-03-09,9.878761291503906
2010-03-10,9.919178009033203
2010-03-11,9.849893569946289
2010-03-12,9.80178451538086
2010-03-15,9.68630599975586
2010-03-16,9.761364936828613
2010-03-17,9.559287071228027
2010-03-18,9.441888809204102
2010-03-19,9.486150741577148
2010-03-22,9.770986557006836
2010-03-23,9.938425064086914
2010-03-24,9.697853088378906
2010-03-25,9.549661636352539
2010-03-26,9.430339813232422
2010-03-29,9.626644134521484
2010-03-30,9.907630920410156
2010-03-31,9.923029899597168
2010-04-01,10.005785942077637
2010-04-05,10.036576271057129
2010-04-06,10.019256591796875
2010-04-07,9.888386726379395
2010-04-08,9.803704261779785
2010-04-09,9.71325397491455
2010-04-12,9.817177772521973
2010-04-13,9.803704261779785
2010-04-14,9.955744743347168
2010-04-15,10.11933422088623
2010-04-16,9.930727005004883
2010-04-19,9.980764389038086
2010-04-20,10.161673545837402
2010-04-21,10.42341423034668
2010-04-22,10.690929412841797
2010-04-23,10.690929412841797
2010-04-26,10.754438400268555
2010-04-27,10.536965370178223
2010-04-28,10.404646873474121
2010-04-29,10.760693550109863
2010-04-30,10.361346244812012
2010-05-03,10.69333267211914
2010-05-04,10.315640449523926
2010-05-05,10.079880714416504
2010-05-06,9.716615676879883
2010-05-07,9.435151100158691
2010-05-10,9.812846183776855
2010-05-11,9.935538291931152
2010-05-12,10.318041801452637
2010-05-13,10.1857328414917
2010-05-14,9.998086929321289
2010-05-17,10.024550437927246
2010-05-18,10.25068473815918
2010-05-19,10.229034423828125
2010-05-20,9.5770902633667
2010-05-21,9.497701644897461
2010-05-24,9.408686637878418
2010-05-25,9.11279010772705
2010-05-26,9.353357315063477
2010-05-27,9.675724029541016
2010-05-28,9.59633731842041
2010-06-01,9.329301834106445
2010-06-02,9.634824752807617
2010-06-03,9.41831111907959
2010-06-04,8.792829513549805
2010-06-07,8.57150650024414
2010-06-08,8.576316833496094
2010-06-09,8.670138359069824
2010-06-10,8.95882511138916
2010-06-11,8.978070259094238
2010-06-14,9.120006561279297
2010-06-15,9.091136932373047
2010-06-16,9.064674377441406
2010-06-17,9.040618896484375
2010-06-18,9.02137279510498
2010-06-21,8.985284805297852
2010-06-22,8.739906311035156
2010-06-23,8.783208847045898
2010-06-24,8.691791534423828
2010-06-25,8.848161697387695
2010-06-28,8.973258018493652
2010-06-29,8.761552810668945
2010-06-30,8.641275405883789
2010-07-01,8.713443756103516
2010-07-02,8.689342498779297
2010-07-06,8.711031913757324
2010-07-07,9.012243270874023
2010-07-08,9.14236831665039
2010-07-09,9.144775390625
2010-07-12,9.072490692138672
2010-07-13,9.445987701416016
2010-07-14,9.392975807189941
2010-07-15,9.286947250366211
2010-07-16,8.633923530578613
2010-07-19,8.617055892944336
2010-07-20,8.684525489807129
2010-07-21,8.542357444763184
2010-07-22,8.845975875854492
2010-07-23,9.113450050354004
2010-07-26,9.525507926940918
2010-07-27,9.55683708190918
2010-07-28,9.566476821899414
2010-07-29,9.506230354309082
2010-07-30,9.525507926940918
2010-08-02,9.679728507995605
2010-08-03,9.720691680908203
2010-08-04,9.812263488769531
2010-08-05,9.612261772155762
2010-08-06,9.197792053222656
2010-08-09,9.226709365844727
2010-08-10,8.949592590332031
2010-08-11,8.5375337600708
2010-08-12,8.491750717163086
2010-08-13,8.409822463989258
2010-08-16,8.595367431640625
2010-08-17,8.891758918762207
2010-08-18,9.02911376953125
2010-08-19,8.829106330871582
2010-08-20,8.797782897949219
2010-08-23,8.585728645324707
2010-08-24,8.445966720581055
2010-08-25,8.730313301086426
2010-08-26,10.062870025634766
2010-08-27,9.886960983276367
2010-08-30,9.797804832458496
