Date,JBIO
2022-05-06,368.3283386230469
2022-05-09,387.4268798828125
2022-05-10,397.999267578125
2022-05-11,389.47314453125
2022-05-12,402.4328308105469
2022-05-13,445.7455139160156
2022-05-16,395.6119384765625
2022-05-17,417.77984619140625
2022-05-18,403.4559631347656
2022-05-19,435.5141906738281
2022-05-20,448.8149108886719
2022-05-23,426.9880676269531
2022-05-24,407.8895568847656
2022-05-25,424.6007385253906
2022-05-26,421.8724060058594
2022-05-27,433.4678955078125
2022-05-31,414.369384765625
2022-06-01,413.3462829589844
2022-06-02,423.236572265625
2022-06-03,423.91864013671875
2022-06-06,409.25372314453125
2022-06-07,418.4619445800781
2022-06-08,425.96490478515625
2022-06-09,436.53729248046875
2022-06-10,419.82611083984375
2022-06-13,389.132080078125
2022-06-14,393.7362060546875
2022-06-15,419.4850769042969
2022-06-16,416.4156799316406
2022-06-17,415.39251708984375
2022-06-21,418.12091064453125
2022-06-22,460.4104309082031
2022-06-23,463.4798278808594
2022-06-24,564.4290771484375
2022-06-27,516.6828002929688
2022-06-28,510.5440368652344
2022-06-29,527.2551879882812
2022-06-30,533.052978515625
2022-07-01,577.3887939453125
2022-07-05,526.5731811523438
2022-07-06,525.5499877929688
2022-07-07,528.2783813476562
2022-07-08,599.5567016601562
2022-07-11,539.1917724609375
2022-07-12,513.6134033203125
2022-07-13,521.1163940429688
2022-07-14,583.1865844726562
2022-07-15,613.880615234375
2022-07-18,537.4865112304688
2022-07-19,553.8567504882812
2022-07-20,602.6260986328125
2022-07-21,627.8634033203125
2022-07-22,617.291015625
2022-07-25,648.6671752929688
2022-07-26,649.0081787109375
2022-07-27,690.6156616210938
2022-07-28,709.7141723632812
2022-07-29,758.8246459960938
2022-08-01,781.6746215820312
2022-08-02,783.3798828125
2022-08-03,807.2529907226562
2022-08-04,851.5888061523438
2022-08-05,852.6119384765625
2022-08-08,844.0858154296875
2022-08-09,834.1954956054688
2022-08-10,828.73876953125
2022-08-11,813.7327880859375
2022-08-12,879.5545043945312
2022-08-15,871.0283813476562
2022-08-16,759.1656494140625
2022-08-17,750.2985229492188
2022-08-18,747.2290649414062
2022-08-19,727.448486328125
2022-08-22,651.3955078125
2022-08-23,660.603759765625
2022-08-24,678.6790771484375
2022-08-25,708.0089111328125
2022-08-26,703.9164428710938
2022-08-29,706.644775390625
2022-08-30,672.19921875
2022-08-31,676.291748046875
2022-09-01,680.0432739257812
2022-09-02,665.0372924804688
2022-09-06,607.0596923828125
2022-09-07,630.591796875
2022-09-08,619.3372802734375
2022-09-09,595.8052368164062
2022-09-12,624.7940063476562
2022-09-13,597.1693725585938
2022-09-14,646.9619140625
2022-09-15,540.2149658203125
2022-09-16,536.4634399414062
2022-09-19,536.8045043945312
2022-09-20,532.0298461914062
2022-09-21,507.474609375
2022-09-22,509.1798400878906
2022-09-23,503.72314453125
2022-09-26,527.5962524414062
2022-09-27,547.3768310546875
2022-09-28,608.4238891601562
2022-09-29,536.1223754882812
2022-09-30,565.4522094726562
2022-10-03,542.9432983398438
2022-10-04,568.8626708984375
2022-10-05,562.3828735351562
2022-10-06,546.0126342773438
2022-10-07,559.3134155273438
2022-10-10,569.5447387695312
2022-10-11,568.8626708984375
2022-10-12,574.3193969726562
2022-10-13,643.551513671875
2022-10-14,660.603759765625
2022-10-17,685.1589965820312
2022-10-18,721.3096923828125
2022-10-19,721.3096923828125
2022-10-20,688.2283325195312
2022-10-21,691.6387939453125
2022-10-24,707.326904296875
2022-10-25,716.1940307617188
2022-10-26,689.25146484375
2022-10-27,640.1410522460938
2022-10-28,670.8350830078125
2022-10-31,665.3782958984375
2022-11-01,660.2626342773438
2022-11-02,647.302978515625
2022-11-03,649.6903076171875
2022-11-04,699.1417846679688
2022-11-07,609.10595703125
2022-11-08,621.3836059570312
2022-11-09,606.3775634765625
2022-11-10,687.2052001953125
2022-11-11,660.2626342773438
2022-11-14,660.603759765625
2022-11-15,664.01416015625
2022-11-16,673.5634155273438
2022-11-17,657.5343017578125
2022-11-18,613.53955078125
2022-11-21,600.579833984375
2022-11-22,644.2335815429688
2022-11-23,622.7477416992188
2022-11-25,636.7305908203125
2022-11-28,545.3306274414062
2022-11-29,578.0708618164062
2022-11-30,642.5283813476562
2022-12-01,628.2044677734375
2022-12-02,624.4529418945312
2022-12-05,613.880615234375
2022-12-06,614.9036865234375
2022-12-07,687.5462646484375
2022-12-08,829.4208984375
2022-12-09,845.4500122070312
2022-12-12,1040.86865234375
2022-12-13,896.94775390625
2022-12-14,877.1671752929688
2022-12-15,874.7798461914062
2022-12-16,886.7164306640625
2022-12-19,890.4678955078125
2022-12-20,879.5545043945312
2022-12-21,901.040283203125
2022-12-22,897.6298217773438
2022-12-23,951.85595703125
2022-12-27,952.197021484375
2022-12-28,931.05224609375
2022-12-29,970.6134033203125
2022-12-30,999.2611694335938
2023-01-03,921.843994140625
2023-01-04,917.4104614257812
2023-01-05,916.3873291015625
2023-01-06,874.4388427734375
2023-01-09,849.2014770507812
2023-01-10,886.3753662109375
2023-01-11,862.84326171875
2023-01-12,800.7731323242188
2023-01-13,854.317138671875
2023-01-17,850.565673828125
2023-01-18,813.3917846679688
2023-01-19,799.4089965820312
2023-01-20,814.4149169921875
2023-01-23,787.8134155273438
2023-01-24,805.5477905273438
2023-01-25,818.1664428710938
2023-01-26,787.13134765625
2023-01-27,808.6171264648438
2023-01-30,807.93505859375
2023-01-31,779.2872924804688
2023-02-01,785.7671508789062
2023-02-02,831.8082275390625
2023-02-03,835.9006958007812
2023-02-06,852.6119384765625
2023-02-07,872.051513671875
2023-02-08,872.051513671875
2023-02-09,823.9641723632812
2023-02-10,821.9179077148438
2023-02-13,804.8656616210938
2023-02-14,835.5596923828125
2023-02-15,899.3350830078125
2023-02-16,913.6589965820312
2023-02-17,944.6940307617188
2023-02-21,924.9134521484375
2023-02-22,871.369384765625
2023-02-23,858.068603515625
2023-02-24,862.5022583007812
2023-02-27,834.1954956054688
2023-02-28,837.947021484375
2023-03-01,766.32763671875
2023-03-02,798.7268676757812
2023-03-03,857.3865966796875
2023-03-06,815.0969848632812
2023-03-07,785.4260864257812
2023-03-08,828.3977661132812
2023-03-09,763.2581787109375
2023-03-10,747.2290649414062
2023-03-13,749.9574584960938
2023-03-14,780.6514892578125
2023-03-15,749.6163940429688
2023-03-16,727.1074829101562
2023-03-17,681.74853515625
2023-03-20,708.3499755859375
2023-03-21,754.7320556640625
2023-03-22,718.92236328125
2023-03-23,739.0440063476562
2023-03-24,719.9454956054688
2023-03-27,716.5350341796875
2023-03-28,653.7828369140625
2023-03-29,657.8753662109375
2023-03-30,658.2164306640625
2023-03-31,687.8873291015625
2023-04-03,665.0372924804688
2023-04-04,644.2335815429688
2023-04-05,632.6380615234375
2023-04-06,623.4298095703125
2023-04-10,618.6552124023438
2023-04-11,639.4589233398438
2023-04-12,613.53955078125
2023-04-13,615.2448120117188
2023-04-14,576.024658203125
2023-04-17,618.9962768554688
2023-04-18,627.5223999023438
2023-04-19,619.3372802734375
2023-04-20,624.4529418945312
2023-04-21,665.3782958984375
2023-04-24,662.9910888671875
2023-04-25,640.1410522460938
2023-04-26,643.8925170898438
2023-04-27,725.0611572265625
2023-04-28,715.1708984375
2023-05-01,721.3096923828125
2023-05-02,707.6679077148438
2023-05-03,741.4313354492188
2023-05-04,715.1708984375
2023-05-05,750.6395263671875
2023-05-08,748.59326171875
2023-05-09,744.500732421875
2023-05-10,720.9686889648438
2023-05-11,708.3499755859375
2023-05-12,719.9454956054688
2023-05-15,718.92236328125
2023-05-16,665.3782958984375
2023-05-17,663.673095703125
2023-05-18,653.7828369140625
2023-05-19,632.2970581054688
2023-05-22,613.880615234375
2023-05-23,599.8977661132812
2023-05-24,586.2559814453125
2023-05-25,594.4410400390625
2023-05-26,600.23876953125
2023-05-30,540.2149658203125
2023-05-31,554.19775390625
2023-06-01,572.6141967773438
2023-06-02,569.8858032226562
2023-06-05,543.2843017578125
2023-06-06,555.9029541015625
2023-06-07,567.49853515625
2023-06-08,567.8395385742188
2023-06-09,540.2149658203125
2023-06-12,533.7350463867188
2023-06-13,594.0999755859375
2023-06-14,577.7298583984375
2023-06-15,576.3656616210938
2023-06-16,562.723876953125
2023-06-20,559.3134155273438
2023-06-21,569.5447387695312
2023-06-22,551.4694213867188
2023-06-23,545.671630859375
2023-06-26,566.475341796875
2023-06-27,533.052978515625
2023-06-28,550.7872924804688
2023-06-29,544.9895629882812
2023-06-30,584.8917846679688
2023-07-03,628.8865966796875
2023-07-05,580.4581909179688
2023-07-06,563.7470092773438
2023-07-07,592.394775390625
2023-07-10,616.6089477539062
2023-07-11,611.4932861328125
2023-07-12,626.499267578125
2023-07-13,643.8925170898438
2023-07-14,622.40673828125
2023-07-17,555.5619506835938
2023-07-18,539.8738403320312
2023-07-19,552.8335571289062
2023-07-20,555.2208862304688
2023-07-21,579.4351196289062
2023-07-24,579.4351196289062
2023-07-25,565.4522094726562
2023-07-26,570.2268676757812
2023-07-27,566.1343383789062
2023-07-28,593.7589111328125
2023-07-31,595.1231079101562
2023-08-01,571.9320678710938
2023-08-02,563.7470092773438
2023-08-03,562.3828735351562
2023-08-04,557.6082153320312
2023-08-07,520.775390625
2023-08-08,523.1627197265625
2023-08-09,528.619384765625
2023-08-10,514.2955322265625
2023-08-11,522.1395263671875
2023-08-14,509.8619384765625
2023-08-15,504.06414794921875
2023-08-16,510.88507080078125
2023-08-17,507.474609375
2023-08-18,490.763427734375
2023-08-21,494.5149230957031
2023-08-22,520.09326171875
2023-08-23,515.318603515625
2023-08-24,532.370849609375
2023-08-25,523.5037231445312
2023-08-28,525.2089233398438
2023-08-29,544.9895629882812
2023-08-30,545.671630859375
2023-08-31,541.920166015625
2023-09-01,535.4403076171875
2023-09-05,518.0470581054688
2023-09-06,511.5671691894531
2023-09-07,479.5089416503906
2023-09-08,466.8902893066406
2023-09-11,454.6126708984375
2023-09-12,470.30072021484375
2023-09-13,465.8671569824219
2023-09-14,478.144775390625
2023-09-15,448.473876953125
2023-09-18,458.7052307128906
2023-09-19,459.3873291015625
2023-09-20,445.06341552734375
2023-09-21,439.94775390625
2023-09-22,455.6358337402344
2023-09-25,449.8380432128906
2023-09-26,446.7686462402344
2023-09-27,464.50299072265625
2023-09-28,467.5723876953125
2023-09-29,462.7977600097656
2023-10-02,452.9074401855469
2023-10-03,454.9537048339844
2023-10-04,457.6820983886719
2023-10-05,464.8440246582031
2023-10-06,458.0231018066406
2023-10-09,443.35821533203125
2023-10-10,432.7857971191406
2023-10-11,408.9126892089844
2023-10-12,366.2820739746094
2023-10-13,375.1492614746094
2023-10-16,363.5537414550781
2023-10-17,383.67535400390625
2023-10-18,387.4268798828125
2023-10-19,387.7679138183594
2023-10-20,379.58282470703125
2023-10-23,376.17236328125
2023-10-24,380.2649230957031
2023-10-25,339.68060302734375
2023-10-26,342.75
2023-10-27,326.72088623046875
2023-10-30,340.3626708984375
2023-10-31,361.8485107421875
2023-11-01,362.87164306640625
2023-11-02,378.0481262207031
2023-11-03,391.1783752441406
2023-11-06,389.47314453125
2023-11-07,417.43878173828125
2023-11-08,399.0223693847656
2023-11-09,375.1492614746094
2023-11-10,387.4268798828125
2023-11-13,420.16717529296875
2023-11-14,482.5783386230469
2023-11-15,496.9022521972656
2023-11-16,474.05224609375
2023-11-17,494.1738586425781
2023-11-20,494.85595703125
2023-11-21,494.5149230957031
2023-11-22,521.1163940429688
2023-11-24,541.920166015625
2023-11-27,545.3306274414062
2023-11-28,543.6253662109375
2023-11-29,544.3074340820312
2023-11-30,535.7813110351562
2023-12-01,551.1283569335938
2023-12-04,565.4522094726562
2023-12-05,549.76416015625
2023-12-06,553.515625
2023-12-07,567.8395385742188
2023-12-08,581.1403198242188
2023-12-11,566.81640625
2023-12-12,568.1805419921875
2023-12-13,652.7597045898438
2023-12-14,665.7194213867188
2023-12-15,613.880615234375
2023-12-18,579.776123046875
2023-12-19,660.603759765625
2023-12-20,636.0485229492188
2023-12-21,686.1820678710938
2023-12-22,713.4656982421875
2023-12-26,791.223876953125
2023-12-27,827.0335693359375
2023-12-28,803.842529296875
2023-12-29,771.7843017578125
2024-01-02,743.818603515625
2024-01-03,699.4827880859375
2024-01-04,691.9798583984375
2024-01-05,668.7887573242188
2024-01-08,675.9507446289062
2024-01-09,693.6851196289062
2024-01-10,687.8873291015625
2024-01-11,703.2343139648438
2024-01-12,685.1589965820312
2024-01-16,671.1760864257812
2024-01-17,687.8873291015625
2024-01-18,666.4014892578125
2024-01-19,691.2977905273438
2024-01-22,682.0895385742188
2024-01-23,690.9566650390625
2024-01-24,653.1007080078125
2024-01-25,625.817138671875
2024-01-26,602.9671630859375
2024-01-29,617.1205444335938
2024-01-30,642.0167846679688
2024-01-31,658.5574340820312
2024-02-01,637.4127197265625
2024-02-02,612.1753540039062
2024-02-05,618.6552124023438
2024-02-06,681.06640625
2024-02-07,702.211181640625
2024-02-08,700.1649169921875
2024-02-09,731.541015625
2024-02-12,695.7313232421875
2024-02-13,647.9850463867188
2024-02-14,656.5111694335938
2024-02-15,738.0209350585938
2024-02-16,713.1245727539062
2024-02-20,641.1641845703125
2024-02-21,642.869384765625
2024-02-22,641.8462524414062
2024-02-23,669.4708862304688
2024-02-26,707.326904296875
2024-02-27,810.6634521484375
2024-02-28,787.472412109375
2024-02-29,787.13134765625
2024-03-01,812.7096557617188
2024-03-04,767.0097045898438
2024-03-05,778.9462890625
2024-03-06,814.0738525390625
2024-03-07,832.1492309570312
2024-03-08,904.4507446289062
2024-03-11,844.7678833007812
2024-03-12,823.2821044921875
2024-03-13,920.1387939453125
2024-03-14,828.3977661132812
2024-03-15,910.5895385742188
2024-03-18,900.0171508789062
2024-03-19,877.1671752929688
2024-03-20,882.9649658203125
2024-03-21,886.7164306640625
2024-03-22,879.2134399414062
2024-03-25,919.1156616210938
2024-03-26,874.7798461914062
2024-03-27,971.9776000976562
2024-03-28,1008.4693603515625
2024-04-01,1048.712646484375
2024-04-02,1008.8104858398438
2024-04-03,993.1223754882812
2024-04-04,992.4403076171875
2024-04-05,854.317138671875
2024-04-08,903.0865478515625
2024-04-09,956.6305541992188
2024-04-10,921.1619262695312
2024-04-11,917.0693969726562
2024-04-12,860.7969970703125
2024-04-15,862.84326171875
2024-04-16,805.5477905273438
2024-04-17,767.3507080078125
2024-04-18,736.6566772460938
2024-04-19,752.0037231445312
2024-04-22,756.0962524414062
2024-04-23,791.9059448242188
2024-04-24,723.014892578125
2024-04-25,735.6336059570312
2024-04-26,741.7723999023438
2024-04-29,700.8469848632812
2024-04-30,682.4305419921875
2024-05-01,710.7373046875
2024-05-02,707.6679077148438
2024-05-03,691.9798583984375
2024-05-06,703.2343139648438
2024-05-07,697.0955200195312
2024-05-08,717.5582275390625
2024-05-09,735.29248046875
2024-05-10,676.291748046875
2024-05-13,652.7597045898438
2024-05-14,657.5343017578125
2024-05-15,716.5350341796875
2024-05-16,747.2290649414062
2024-05-17,701.5291137695312
2024-05-20,687.8873291015625
2024-05-21,674.9276123046875
2024-05-22,613.880615234375
2024-05-23,584.2096557617188
2024-05-24,582.8455200195312
2024-05-28,548.0589599609375
2024-05-29,579.776123046875
2024-05-30,602.2850341796875
2024-05-31,595.1231079101562
2024-06-03,592.394775390625
2024-06-04,557.2671508789062
2024-06-05,644.5746459960938
2024-06-06,679.0201416015625
2024-06-07,707.326904296875
2024-06-10,745.5238647460938
2024-06-11,758.8246459960938
2024-06-12,785.0850830078125
2024-06-13,838.2880249023438
2024-06-14,839.6522216796875
2024-06-17,56.27238845825195
2024-06-18,48.087310791015625
2024-06-20,49.79253387451172
2024-06-21,53.20298385620117
2024-06-24,51.156715393066406
2024-06-25,49.45149230957031
2024-06-26,49.11044692993164
2024-06-27,56.9544792175293
2024-06-28,56.61343002319336
2024-07-01,57.97761154174805
2024-07-02,55.24925231933594
2024-07-03,57.636566162109375
2024-07-05,54.908206939697266
2024-07-08,59.341793060302734
2024-07-09,57.2955207824707
2024-07-10,59.68283462524414
2024-07-11,64.11641693115234
2024-07-12,61.729103088378906
2024-07-15,64.79850769042969
2024-07-16,67.86791229248047
2024-07-17,64.45746612548828
2024-07-18,62.07014846801758
2024-07-19,60.70596694946289
2024-07-22,62.75223922729492
2024-07-23,61.21753692626953
2024-07-24,64.45746612548828
2024-07-25,65.4805908203125
2024-07-26,68.54999542236328
2024-07-29,64.45746612548828
2024-07-30,62.07014846801758
2024-07-31,62.07014846801758
2024-08-01,61.04701614379883
2024-08-02,59.0007438659668
2024-08-05,55.93134307861328
2024-08-06,55.93134307861328
2024-08-07,56.9544792175293
2024-08-08,57.97761154174805
2024-08-09,57.636566162109375
2024-08-12,58.65970230102539
2024-08-13,59.68283462524414
2024-08-14,58.65970230102539
2024-08-15,61.04701614379883
2024-08-16,60.70596694946289
2024-08-19,62.75223922729492
2024-08-20,62.07014846801758
2024-08-21,64.11641693115234
2024-08-22,62.75223922729492
2024-08-23,63.775367736816406
2024-08-26,66.50373077392578
2024-08-27,64.11641693115234
2024-08-28,63.434326171875
2024-08-29,63.093284606933594
2024-08-30,65.82164764404297
2024-09-03,63.434326171875
2024-09-04,64.79850769042969
2024-09-05,66.16268920898438
2024-09-06,64.79850769042969
2024-09-09,65.4805908203125
2024-09-10,64.45746612548828
2024-09-11,65.4805908203125
2024-09-12,64.11641693115234
2024-09-13,64.79850769042969
2024-09-16,65.1395492553711
2024-09-17,65.1395492553711
2024-09-18,65.1395492553711
2024-09-19,67.52687072753906
2024-09-20,64.79850769042969
2024-09-23,64.45746612548828
2024-09-24,66.67425537109375
2024-09-25,67.1858139038086
2024-09-26,70.93731689453125
2024-09-27,70.25521850585938
2024-09-30,71.27835845947266
2024-10-01,70.59626770019531
2024-10-02,70.59626770019531
2024-10-03,67.86791229248047
2024-10-04,69.91417694091797
2024-10-07,70.93731689453125
2024-10-08,69.91417694091797
2024-10-09,69.57313537597656
2024-10-10,69.57313537597656
2024-10-11,72.64253997802734
2024-10-14,72.98358154296875
2024-10-15,71.96044158935547
2024-10-16,80.48656463623047
2024-10-17,79.12238311767578
2024-10-18,80.82760620117188
2024-10-21,79.80448150634766
2024-10-22,74.0067138671875
2024-10-23,75.02984619140625
2024-10-24,71.61940002441406
2024-10-25,72.3014907836914
2024-10-28,74.34776306152344
2024-10-29,77.07611846923828
2024-10-30,74.68880462646484
2024-10-31,83.55596923828125
2024-11-01,95.1514892578125
2024-11-04,92.76417541503906
2024-11-05,92.08208465576172
2024-11-06,94.12835693359375
2024-11-07,93.4462661743164
2024-11-08,92.76417541503906
2024-11-11,89.69477844238281
2024-11-12,90.71791076660156
2024-11-13,89.69477844238281
2024-11-14,87.30745697021484
2024-11-15,86.28433227539062
2024-11-18,86.28433227539062
2024-11-19,91.05895233154297
2024-11-20,90.71791076660156
2024-11-21,89.01268768310547
2024-11-22,90.71791076660156
2024-11-25,91.4000015258789
2024-11-26,91.4000015258789
2024-11-27,90.03582000732422
2024-11-29,89.69477844238281
2024-12-02,90.71791076660156
2024-12-03,89.35372924804688
2024-12-04,86.96641540527344
2024-12-05,87.30745697021484
2024-12-06,91.05895233154297
2024-12-09,91.74104309082031
2024-12-10,89.69477844238281
2024-12-11,88.67163848876953
2024-12-12,87.30745697021484
2024-12-13,86.28433227539062
2024-12-16,87.30745697021484
2024-12-17,87.30745697021484
2024-12-18,86.28433227539062
2024-12-19,86.28433227539062
2024-12-20,86.28433227539062
2024-12-23,87.30745697021484
2024-12-24,88.67163848876953
2024-12-26,89.69477844238281
2024-12-27,91.05895233154297
2024-12-30,90.71791076660156
2024-12-31,90.37686157226562
2025-01-02,91.57051849365234
2025-01-03,91.4000015258789
2025-01-06,92.08208465576172
2025-01-07,91.4000015258789
2025-01-08,90.03582000732422
2025-01-10,86.96641540527344
2025-01-13,85.26119232177734
2025-01-14,84.06753540039062
2025-01-15,84.06753540039062
2025-01-16,82.87388610839844
2025-01-17,87.98955535888672
2025-01-21,86.96641540527344
2025-01-22,86.28433227539062
2025-01-23,87.30745697021484
2025-01-24,88.33059692382812
2025-01-27,87.47798919677734
2025-01-28,83.89701080322266
2025-01-29,87.81903076171875
2025-01-30,89.35372924804688
2025-01-31,89.35372924804688
2025-02-03,88.33059692382812
2025-02-04,87.64850616455078
2025-02-05,88.50111389160156
2025-02-06,87.64850616455078
2025-02-07,84.23805236816406
2025-02-10,82.87388610839844
2025-02-11,84.23805236816406
2025-02-12,83.55596923828125
2025-02-13,83.89701080322266
2025-02-14,83.55596923828125
2025-02-18,80.82760620117188
2025-02-19,82.19178771972656
2025-02-20,81.50970458984375
2025-02-21,80.82760620117188
2025-02-24,82.87388610839844
2025-02-25,82.19178771972656
2025-02-26,82.87388610839844
2025-02-27,82.53282928466797
2025-02-28,82.87388610839844
2025-03-03,81.85074615478516
2025-03-04,82.53282928466797
2025-03-05,84.23805236816406
2025-03-06,85.26119232177734
2025-03-07,86.28433227539062
2025-03-10,84.57910919189453
2025-03-11,85.94328308105469
2025-03-12,85.26119232177734
2025-03-13,84.23805236816406
2025-03-14,84.23805236816406
2025-03-17,83.89701080322266
2025-03-18,84.92015075683594
2025-03-19,85.94328308105469
2025-03-20,85.26119232177734
2025-03-21,85.94328308105469
2025-03-24,86.96641540527344
2025-03-25,85.60223388671875
2025-03-26,85.60223388671875
2025-03-27,86.28433227539062
2025-03-28,86.28433227539062
2025-03-31,85.60223388671875
2025-04-01,85.60223388671875
