Date,CACI
2010-01-04,49.58000183105469
2010-01-05,48.61000061035156
2010-01-06,48.5099983215332
2010-01-07,47.81999969482422
2010-01-08,47.599998474121094
2010-01-11,47.61000061035156
2010-01-12,47.779998779296875
2010-01-13,48.150001525878906
2010-01-14,48.630001068115234
2010-01-15,48.529998779296875
2010-01-19,49.34000015258789
2010-01-20,48.81999969482422
2010-01-21,48.189998626708984
2010-01-22,47.40999984741211
2010-01-25,47.400001525878906
2010-01-26,47.61000061035156
2010-01-27,48.52000045776367
2010-01-28,47.880001068115234
2010-01-29,47.970001220703125
2010-02-01,48.0099983215332
2010-02-02,47.099998474121094
2010-02-03,47.369998931884766
2010-02-04,46.41999816894531
2010-02-05,47.06999969482422
2010-02-08,46.4900016784668
2010-02-09,46.27000045776367
2010-02-10,46.619998931884766
2010-02-11,45.970001220703125
2010-02-12,46.2400016784668
2010-02-16,46.650001525878906
2010-02-17,47.09000015258789
2010-02-18,47.81999969482422
2010-02-19,47.939998626708984
2010-02-22,48.2400016784668
2010-02-23,48.34000015258789
2010-02-24,48.88999938964844
2010-02-25,49.33000183105469
2010-02-26,49.560001373291016
2010-03-01,49.93000030517578
2010-03-02,49.79999923706055
2010-03-03,50.31999969482422
2010-03-04,50.439998626708984
2010-03-05,51.540000915527344
2010-03-08,51.04999923706055
2010-03-09,51.25
2010-03-10,51.20000076293945
2010-03-11,51.2599983215332
2010-03-12,50.529998779296875
2010-03-15,50.34000015258789
2010-03-16,51.130001068115234
2010-03-17,52.369998931884766
2010-03-18,52.04999923706055
2010-03-19,52.2400016784668
2010-03-22,51.7599983215332
2010-03-23,51.599998474121094
2010-03-24,50.380001068115234
2010-03-25,50.45000076293945
2010-03-26,50.75
2010-03-29,50.29999923706055
2010-03-30,49.79999923706055
2010-03-31,48.849998474121094
2010-04-01,48.880001068115234
2010-04-05,48.900001525878906
2010-04-06,49.43000030517578
2010-04-07,48.9900016784668
2010-04-08,48.43000030517578
2010-04-09,48.599998474121094
2010-04-12,49.70000076293945
2010-04-13,49.16999816894531
2010-04-14,49.97999954223633
2010-04-15,49.790000915527344
2010-04-16,49.06999969482422
2010-04-19,48.900001525878906
2010-04-20,49.5
2010-04-21,50.43000030517578
2010-04-22,50.75
2010-04-23,51.0
2010-04-26,51.0
2010-04-27,51.2599983215332
2010-04-28,50.5099983215332
2010-04-29,47.93000030517578
2010-04-30,47.43000030517578
2010-05-03,48.36000061035156
2010-05-04,47.81999969482422
2010-05-05,47.849998474121094
2010-05-06,47.18000030517578
2010-05-07,47.15999984741211
2010-05-10,48.02000045776367
2010-05-11,47.970001220703125
2010-05-12,48.709999084472656
2010-05-13,49.099998474121094
2010-05-14,48.38999938964844
2010-05-17,49.220001220703125
2010-05-18,48.65999984741211
2010-05-19,48.45000076293945
2010-05-20,47.5
2010-05-21,46.5
2010-05-24,45.709999084472656
2010-05-25,45.08000183105469
2010-05-26,45.779998779296875
2010-05-27,46.619998931884766
2010-05-28,46.2400016784668
2010-06-01,45.93000030517578
2010-06-02,45.959999084472656
2010-06-03,46.72999954223633
2010-06-04,45.290000915527344
2010-06-07,44.72999954223633
2010-06-08,44.720001220703125
2010-06-09,44.20000076293945
2010-06-10,45.099998474121094
2010-06-11,45.59000015258789
2010-06-14,45.5
2010-06-15,46.04999923706055
2010-06-16,45.970001220703125
2010-06-17,45.900001525878906
2010-06-18,45.08000183105469
2010-06-21,44.45000076293945
2010-06-22,43.5099983215332
2010-06-23,42.970001220703125
2010-06-24,42.369998931884766
2010-06-25,42.619998931884766
2010-06-28,42.400001525878906
2010-06-29,41.619998931884766
2010-06-30,42.47999954223633
2010-07-01,41.9900016784668
2010-07-02,41.720001220703125
2010-07-06,40.58000183105469
2010-07-07,41.22999954223633
2010-07-08,43.11000061035156
2010-07-09,43.40999984741211
2010-07-12,43.61000061035156
2010-07-13,44.16999816894531
2010-07-14,44.369998931884766
2010-07-15,44.20000076293945
2010-07-16,43.4900016784668
2010-07-19,44.31999969482422
2010-07-20,44.43000030517578
2010-07-21,44.47999954223633
2010-07-22,46.130001068115234
2010-07-23,47.16999816894531
2010-07-26,47.81999969482422
2010-07-27,47.810001373291016
2010-07-28,47.369998931884766
2010-07-29,47.22999954223633
2010-07-30,47.02000045776367
2010-08-02,47.86000061035156
2010-08-03,47.619998931884766
2010-08-04,48.54999923706055
2010-08-05,48.16999816894531
2010-08-06,48.02000045776367
2010-08-09,48.189998626708984
2010-08-10,45.88999938964844
2010-08-11,43.40999984741211
2010-08-12,42.540000915527344
2010-08-13,41.45000076293945
2010-08-16,40.36000061035156
2010-08-17,40.75
2010-08-18,43.439998626708984
2010-08-19,42.5
2010-08-20,42.88999938964844
2010-08-23,41.91999816894531
2010-08-24,41.939998626708984
2010-08-25,41.849998474121094
2010-08-26,41.77000045776367
2010-08-27,41.90999984741211
2010-08-30,42.099998474121094
2010-08-31,40.810001373291016
2010-09-01,42.150001525878906
2010-09-02,42.119998931884766
2010-09-03,42.9900016784668
2010-09-07,42.130001068115234
2010-09-08,42.33000183105469
2010-09-09,42.619998931884766
2010-09-10,43.15999984741211
2010-09-13,44.029998779296875
2010-09-14,43.290000915527344
2010-09-15,43.36000061035156
2010-09-16,42.7400016784668
2010-09-17,43.029998779296875
2010-09-20,43.91999816894531
2010-09-21,43.779998779296875
2010-09-22,43.209999084472656
2010-09-23,42.63999938964844
2010-09-24,43.869998931884766
2010-09-27,43.72999954223633
2010-09-28,44.29999923706055
2010-09-29,44.66999816894531
2010-09-30,45.2599983215332
2010-10-01,45.66999816894531
2010-10-04,44.400001525878906
2010-10-05,45.11000061035156
2010-10-06,45.0
2010-10-07,43.97999954223633
2010-10-08,44.25
2010-10-11,44.810001373291016
2010-10-12,44.970001220703125
2010-10-13,45.36000061035156
2010-10-14,45.31999969482422
2010-10-15,45.150001525878906
2010-10-18,45.689998626708984
2010-10-19,45.0
2010-10-20,45.5
2010-10-21,45.7599983215332
2010-10-22,45.720001220703125
2010-10-25,46.2599983215332
2010-10-26,46.7400016784668
2010-10-27,46.290000915527344
2010-10-28,50.27000045776367
2010-10-29,50.119998931884766
