Date,COF
2010-01-04,30.743701934814453
2010-01-05,31.956127166748047
2010-01-06,32.129337310791016
2010-01-07,33.71965026855469
2010-01-08,33.42835998535156
2010-01-11,32.83003234863281
2010-01-12,32.95598602294922
2010-01-13,33.160667419433594
2010-01-14,32.806396484375
2010-01-15,32.381248474121094
2010-01-19,33.86136245727539
2010-01-20,33.86924362182617
2010-01-21,33.61731719970703
2010-01-22,29.54701042175293
2010-01-25,28.42905616760254
2010-01-26,27.72049903869629
2010-01-27,28.775466918945312
2010-01-28,28.925058364868164
2010-01-29,29.019529342651367
2010-02-01,28.956546783447266
2010-02-02,29.468284606933594
2010-02-03,28.775466918945312
2010-02-04,27.51580810546875
2010-02-05,27.838598251342773
2010-02-08,27.263877868652344
2010-02-09,27.81498146057129
2010-02-10,28.035722732543945
2010-02-11,28.098804473876953
2010-02-12,27.704608917236328
2010-02-16,28.966053009033203
2010-02-17,29.052759170532227
2010-02-18,29.431211471557617
2010-02-19,29.793865203857422
2010-02-22,30.180192947387695
2010-02-23,29.194686889648438
2010-02-24,29.675615310668945
2010-02-25,29.46273422241211
2010-02-26,29.76233673095703
2010-03-01,29.47062873840332
2010-03-02,29.94367218017578
2010-03-03,29.770214080810547
2010-03-04,29.044893264770508
2010-03-05,29.91213607788086
2010-03-08,29.841188430786133
2010-03-09,30.479793548583984
2010-03-10,30.81879234313965
2010-03-11,31.38646125793457
2010-03-12,31.44952964782715
2010-03-15,31.520479202270508
2010-03-16,31.843734741210938
2010-03-17,31.73336410522461
2010-03-18,32.1984977722168
2010-03-19,31.354923248291016
2010-03-22,32.017173767089844
2010-03-23,32.253692626953125
2010-03-24,32.52962875366211
2010-03-25,33.15249252319336
2010-03-26,33.04998779296875
2010-03-29,33.625526428222656
2010-03-30,33.04998779296875
2010-03-31,32.647884368896484
2010-04-01,32.7740364074707
2010-04-05,34.019744873046875
2010-04-06,34.1064453125
2010-04-07,34.019744873046875
2010-04-08,34.6819953918457
2010-04-09,34.57950210571289
2010-04-12,35.62017822265625
2010-04-13,35.43886947631836
2010-04-14,36.31400680541992
2010-04-15,35.59653854370117
2010-04-16,34.28779983520508
2010-04-19,34.54008102416992
2010-04-20,35.14715576171875
2010-04-21,35.27328872680664
2010-04-22,35.911903381347656
2010-04-23,36.84223175048828
2010-04-26,35.667510986328125
2010-04-27,34.13011169433594
2010-04-28,34.58737564086914
2010-04-29,35.375797271728516
2010-04-30,34.22471237182617
2010-05-03,36.36919403076172
2010-05-04,35.39154815673828
2010-05-05,34.87910079956055
2010-05-06,33.99608612060547
2010-05-07,33.26203155517578
2010-05-10,34.88801193237305
2010-05-11,35.34581756591797
2010-05-12,36.79026794433594
2010-05-13,35.448429107666016
2010-05-14,33.751373291015625
2010-05-17,33.63301086425781
2010-05-18,32.81208801269531
2010-05-19,33.451446533203125
2010-05-20,32.62266159057617
2010-05-21,33.00153732299805
2010-05-24,32.299049377441406
2010-05-25,32.08592224121094
2010-05-26,31.817567825317383
2010-05-27,33.31724548339844
2010-05-28,32.598976135253906
2010-06-01,31.951723098754883
2010-06-02,32.95417404174805
2010-06-03,32.51216125488281
2010-06-04,31.028230667114258
2010-06-07,30.388887405395508
2010-06-08,30.791412353515625
2010-06-09,30.010007858276367
2010-06-10,31.62811279296875
2010-06-11,31.778076171875
2010-06-14,31.935943603515625
2010-06-15,33.569854736328125
2010-06-16,33.5461540222168
2010-06-17,33.44355010986328
2010-06-18,33.656673431396484
2010-06-21,34.20131301879883
2010-06-22,34.453887939453125
2010-06-23,34.1302604675293
2010-06-24,33.759273529052734
2010-06-25,34.28812026977539
2010-06-28,33.88557052612305
2010-06-29,32.22010803222656
2010-06-30,31.809659957885742
2010-07-01,31.24134635925293
2010-07-02,31.122941970825195
2010-07-06,31.233455657958984
2010-07-07,33.22254943847656
2010-07-08,33.76716995239258
2010-07-09,34.47757339477539
2010-07-12,34.47757339477539
2010-07-13,35.51946258544922
2010-07-14,35.14849853515625
2010-07-15,34.14603805541992
