Date,ANF
2010-01-04,25.434513092041016
2010-01-05,25.69538116455078
2010-01-06,26.238859176635742
2010-01-07,23.673662185668945
2010-01-08,24.333080291748047
2010-01-11,23.535978317260742
2010-01-12,23.48525619506836
2010-01-13,23.811344146728516
2010-01-14,23.89105796813965
2010-01-15,23.608449935913086
2010-01-19,23.340330123901367
2010-01-20,22.956279754638672
2010-01-21,22.231645584106445
2010-01-22,21.724403381347656
2010-01-25,22.064985275268555
2010-01-26,22.4997615814209
2010-01-27,22.59396743774414
2010-01-28,22.615705490112305
2010-01-29,22.85483169555664
2010-02-01,23.238882064819336
2010-02-02,23.637428283691406
2010-02-03,23.1591796875
2010-02-04,24.064964294433594
2010-02-05,24.04322052001953
2010-02-08,23.50700569152832
2010-02-09,23.47800636291504
2010-02-10,23.398305892944336
2010-02-11,23.912792205810547
2010-02-12,24.528724670410156
2010-02-16,25.543209075927734
2010-02-17,25.637407302856445
2010-02-18,25.862045288085938
2010-02-19,25.760602951049805
2010-02-22,25.833065032958984
2010-02-23,25.477989196777344
2010-02-24,26.10793113708496
2010-02-25,26.260868072509766
2010-02-26,26.523025512695312
2010-03-01,26.814334869384766
2010-03-02,26.59586524963379
2010-03-03,26.391958236694336
2010-03-04,30.23713493347168
2010-03-05,30.841583251953125
2010-03-08,31.628093719482422
2010-03-09,31.380489349365234
2010-03-10,31.620820999145508
2010-03-11,31.657236099243164
2010-03-12,31.40234375
2010-03-15,31.63538932800293
2010-03-16,31.977670669555664
2010-03-17,32.38549041748047
2010-03-18,32.53114318847656
2010-03-19,31.977670669555664
2010-03-22,32.57483673095703
2010-03-23,32.66951370239258
2010-03-24,32.31993865966797
2010-03-25,32.66951370239258
2010-03-26,33.004493713378906
2010-03-29,32.582122802734375
2010-03-30,32.815162658691406
2010-03-31,33.237548828125
2010-04-01,33.973087310791016
2010-04-05,35.03631591796875
2010-04-06,34.8324089050293
2010-04-07,34.62122344970703
2010-04-08,34.15514373779297
2010-04-09,36.39816665649414
2010-04-12,35.7354736328125
2010-04-13,35.7354736328125
2010-04-14,36.186981201171875
2010-04-15,36.27436447143555
2010-04-16,35.44415283203125
2010-04-19,34.293521881103516
2010-04-20,34.701332092285156
2010-04-21,34.825138092041016
2010-04-22,35.48057556152344
2010-04-23,35.451438903808594
2010-04-26,36.07044219970703
2010-04-27,34.86154556274414
2010-04-28,33.93666458129883
2010-04-29,33.791019439697266
2010-04-30,31.84658432006836
2010-05-03,32.53841018676758
2010-05-04,31.853857040405273
2010-05-05,32.21070861816406
2010-05-06,29.45790672302246
2010-05-07,28.496606826782227
2010-05-10,30.863433837890625
2010-05-11,30.827022552490234
2010-05-12,31.56255340576172
2010-05-13,29.96039390563965
2010-05-14,29.2904052734375
2010-05-17,29.698230743408203
2010-05-18,27.950420379638672
2010-05-19,27.142059326171875
2010-05-20,25.853036880493164
2010-05-21,26.195314407348633
2010-05-24,25.751087188720703
2010-05-25,25.904020309448242
2010-05-26,25.000181198120117
2010-05-27,26.054052352905273
2010-05-28,26.222381591796875
2010-06-01,25.358795166015625
2010-06-02,25.805212020874023
2010-06-03,27.503122329711914
2010-06-04,25.45393180847168
2010-06-07,24.685482025146484
2010-06-08,24.75135040283203
2010-06-09,24.970897674560547
2010-06-10,26.295568466186523
2010-06-11,26.34679412841797
2010-06-14,26.59562873840332
2010-06-15,27.107925415039062
2010-06-16,26.171146392822266
2010-06-17,25.885726928710938
2010-06-18,25.856447219848633
2010-06-21,25.25632667541504
2010-06-22,24.26100730895996
2010-06-23,23.895071029663086
2010-06-24,23.44864845275879
2010-06-25,23.69747543334961
2010-06-28,23.529151916503906
2010-06-29,22.24108123779297
2010-06-30,22.460647583007812
2010-07-01,23.35350227355957
2010-07-02,22.76801872253418
2010-07-06,22.475278854370117
2010-07-07,24.07804298400879
2010-07-08,25.944272994995117
2010-07-09,26.39070701599121
2010-07-12,26.222381591796875
2010-07-13,26.515125274658203
2010-07-14,26.295568466186523
2010-07-15,25.878402709960938
2010-07-16,24.334192276000977
2010-07-19,24.56106948852539
2010-07-20,25.24169158935547
2010-07-21,24.9123592376709
2010-07-22,26.302879333496094
2010-07-23,26.93227195739746
2010-07-26,27.94955062866211
2010-07-27,27.078645706176758
2010-07-28,26.624900817871094
2010-07-29,26.654165267944336
2010-07-30,27.034725189208984
2010-08-02,28.425260543823242
2010-08-03,27.898330688476562
2010-08-04,28.39598274230957
2010-08-05,28.930240631103516
2010-08-06,28.5423583984375
2010-08-09,28.92292022705078
2010-08-10,28.403310775756836
2010-08-11,27.51776695251465
2010-08-12,27.554363250732422
2010-08-13,27.56167984008789
2010-08-16,27.53971290588379
2010-08-17,25.65152931213379
2010-08-18,26.324832916259766
2010-08-19,26.10527992248535
2010-08-20,26.63221549987793
2010-08-23,26.785905838012695
2010-08-24,25.71739387512207
2010-08-25,26.184452056884766
2010-08-26,25.927019119262695
2010-08-27,26.47130584716797
2010-08-30,25.772563934326172
2010-08-31,25.448930740356445
2010-09-01,26.90526008605957
2010-09-02,25.860820770263672
2010-09-03,26.25064468383789
2010-09-07,25.426870346069336
2010-09-08,25.368026733398438
2010-09-09,25.250341415405273
2010-09-10,25.6328067779541
2010-09-13,26.096189498901367
2010-09-14,27.096494674682617
2010-09-15,26.90526008605957
2010-09-16,26.58163070678711
2010-09-17,27.162689208984375
2010-09-20,28.001184463500977
2010-09-21,27.442182540893555
2010-09-22,26.7655086517334
2010-09-23,27.030303955078125
2010-09-24,28.5307559967041
2010-09-27,28.346879959106445
2010-09-28,28.824960708618164
2010-09-29,28.898517608642578
2010-09-30,28.920581817626953
2010-10-01,27.765817642211914
2010-10-04,27.89084815979004
2010-10-05,28.545469284057617
2010-10-06,28.38364601135254
2010-10-07,30.913833618164062
2010-10-08,31.531675338745117
2010-10-11,32.1862678527832
2010-10-12,33.120391845703125
2010-10-13,32.774696350097656
2010-10-14,32.848243713378906
2010-10-15,33.28221130371094
2010-10-18,33.539642333984375
2010-10-19,31.811145782470703
2010-10-20,31.59787368774414
2010-10-21,31.03151512145996
2010-10-22,31.18598175048828
2010-10-25,31.465473175048828
2010-10-26,32.980648040771484
2010-10-27,31.605220794677734
2010-10-28,31.41398048400879
2010-10-29,31.524316787719727
2010-11-01,31.296302795410156
2010-11-02,31.524316787719727
2010-11-03,31.627288818359375
2010-11-04,33.64260482788086
2010-11-05,34.5914192199707
2010-11-08,34.745880126953125
2010-11-09,34.157470703125
2010-11-10,34.46638488769531
2010-11-11,34.44432067871094
2010-11-12,33.77499771118164
2010-11-15,33.34104919433594
2010-11-16,33.598472595214844
2010-11-17,34.613502502441406
2010-11-18,34.3339958190918
2010-11-19,34.790016174316406
2010-11-22,35.084224700927734
2010-11-23,35.75969696044922
2010-11-24,35.57515335083008
2010-11-26,35.774471282958984
2010-11-29,35.995933532714844
2010-11-30,37.09590148925781
2010-12-01,37.23615264892578
2010-12-02,41.3554573059082
2010-12-03,41.45143127441406
2010-12-06,41.51788330078125
2010-12-07,41.41450881958008
2010-12-08,41.082313537597656
2010-12-09,40.949432373046875
2010-12-10,41.32593536376953
2010-12-13,40.37361526489258
2010-12-14,40.705814361572266
2010-12-15,40.38838577270508
2010-12-16,41.09707260131836
2010-12-17,42.160118103027344
