Date,UPBD
2010-01-04,11.47126293182373
2010-01-05,11.293900489807129
2010-01-06,11.186224937438965
2010-01-07,11.426926612854004
2010-01-08,12.041339874267578
2010-01-11,12.079346656799316
2010-01-12,12.098352432250977
2010-01-13,12.2820405960083
2010-01-14,12.250371932983398
2010-01-15,12.320049285888672
2010-01-19,12.44039535522461
2010-01-20,12.218694686889648
2010-01-21,12.29471206665039
2010-01-22,12.111017227172852
2010-01-25,12.313713073730469
2010-01-26,12.497406959533691
2010-01-27,12.541747093200684
2010-01-28,12.478408813476562
2010-01-29,12.668432235717773
2010-02-01,12.712766647338867
2010-02-02,14.068294525146484
2010-02-03,14.061955451965332
2010-02-04,13.85926342010498
2010-02-05,13.992278099060059
2010-02-08,13.688238143920898
2010-02-09,13.814923286437988
2010-02-10,13.719911575317383
2010-02-11,13.751580238342285
2010-02-12,13.78325366973877
2010-02-16,13.840259552001953
2010-02-17,14.030282974243164
2010-02-18,14.182308197021484
2010-02-19,14.23298168182373
2010-02-22,14.23298168182373
2010-02-23,14.163307189941406
2010-02-24,14.239313125610352
2010-02-25,14.315328598022461
2010-02-26,14.087295532226562
2010-03-01,14.2076416015625
2010-03-02,14.087295532226562
2010-03-03,14.112630844116211
2010-03-04,14.258320808410645
2010-03-05,14.701715469360352
2010-03-08,14.708045959472656
2010-03-09,14.632036209106445
2010-03-10,14.67638111114502
2010-03-11,14.53068733215332
2010-03-12,14.53702163696289
2010-03-15,14.600364685058594
2010-03-16,14.632036209106445
2010-03-17,14.670039176940918
2010-03-18,14.777725219726562
2010-03-19,14.404007911682129
2010-03-22,15.03109073638916
2010-03-23,15.25279426574707
2010-03-24,15.012089729309082
2010-03-25,14.872735023498535
2010-03-26,14.847399711608887
2010-03-29,14.929741859436035
2010-03-30,14.94241714477539
2010-03-31,14.980422019958496
2010-04-01,15.119771957397461
2010-04-05,15.151443481445312
2010-04-06,15.278130531311035
2010-04-07,15.062760353088379
2010-04-08,15.03742504119873
2010-04-09,15.018424034118652
2010-04-12,14.853731155395508
2010-04-13,14.885403633117676
2010-04-14,15.138774871826172
2010-04-15,15.214784622192383
2010-04-16,15.113436698913574
2010-04-19,15.107104301452637
2010-04-20,15.214784622192383
2010-04-21,15.379476547241211
2010-04-22,15.531496047973633
2010-04-23,15.943216323852539
2010-04-26,16.285263061523438
2010-04-27,17.767471313476562
2010-04-28,17.12771987915039
2010-04-29,17.381086349487305
2010-04-30,16.35494613647461
2010-05-03,16.481630325317383
2010-05-04,15.784865379333496
2010-05-05,15.822866439819336
2010-05-06,15.303460121154785
2010-05-07,15.335131645202637
2010-05-10,16.06356430053711
2010-05-11,16.190248489379883
2010-05-12,16.4499568939209
2010-05-13,15.569501876831055
2010-05-14,15.341470718383789
2010-05-17,15.772196769714355
2010-05-18,15.474488258361816
2010-05-19,15.708852767944336
2010-05-20,14.97408390045166
2010-05-21,15.373135566711426
2010-05-24,14.961418151855469
2010-05-25,15.138774871826172
2010-05-26,15.056428909301758
2010-05-27,15.499821662902832
2010-05-28,15.322464942932129
2010-06-01,14.841063499450684
2010-06-02,15.081767082214355
2010-06-03,15.284456253051758
2010-06-04,14.2646484375
2010-06-07,13.90360164642334
2010-06-08,14.188636779785156
2010-06-09,14.04295539855957
2010-06-10,14.245648384094238
2010-06-11,14.53702163696289
2010-06-14,14.834731101989746
2010-06-15,15.069100379943848
2010-06-16,14.822066307067871
2010-06-17,14.689044952392578
2010-06-18,14.638372421264648
2010-06-21,14.144299507141113
2010-06-22,14.156970977783203
2010-06-23,14.194972038269043
2010-06-24,13.840259552001953
2010-06-25,13.91627311706543
2010-06-28,13.890931129455566
2010-06-29,13.130830764770508
2010-06-30,12.83311939239502
2010-07-01,13.004141807556152
2010-07-02,12.864786148071289
2010-07-06,12.630423545837402
2010-07-07,12.934467315673828
2010-07-08,12.85212230682373
2010-07-09,13.124491691589355
2010-07-12,13.238509178161621
2010-07-13,14.004947662353516
2010-07-14,14.049286842346191
2010-07-15,14.106300354003906
2010-07-16,13.39686107635498
2010-07-19,13.688238143920898
2010-07-20,13.650229454040527
2010-07-21,13.34618854522705
2010-07-22,14.163307189941406
2010-07-23,14.410338401794434
2010-07-26,14.7523832321167
2010-07-27,14.714376449584961
2010-07-28,13.992278099060059
2010-07-29,13.954277038574219
2010-07-30,13.928939819335938
2010-08-02,14.106300354003906
2010-08-03,13.643902778625488
2010-08-04,13.631233215332031
2010-08-05,13.599563598632812
2010-08-06,13.928939819335938
2010-08-09,13.985940933227539
2010-08-10,13.776348114013672
2010-08-11,13.2999906539917
2010-08-12,13.249175071716309
2010-08-13,12.912548065185547
2010-08-16,12.988764762878418
2010-08-17,13.223772048950195
2010-08-18,13.319040298461914
2010-08-19,12.963357925415039
2010-08-20,13.001463890075684
2010-08-23,12.747407913208008
2010-08-24,12.588621139526367
2010-08-25,12.849032402038574
2010-08-26,12.69024658203125
2010-08-27,13.026872634887695
2010-08-30,12.677542686462402
2010-08-31,12.75375747680664
2010-09-01,13.401616096496582
2010-09-02,13.681081771850586
2010-09-03,13.96689224243164
2010-09-07,13.534990310668945
2010-09-08,13.719182968139648
2010-09-09,13.681081771850586
2010-09-10,13.668375015258789
2010-09-13,14.068513870239258
2010-09-14,14.43690013885498
2010-09-15,14.19554328918457
2010-09-16,14.049460411071777
2010-09-17,13.897028923034668
2010-09-20,14.252711296081543
2010-09-21,14.055811882019043
2010-09-22,13.99864673614502
2010-09-23,13.909729957580566
2010-09-24,14.392437934875488
2010-09-27,14.227300643920898
2010-09-28,14.265412330627441
2010-09-29,14.093925476074219
2010-09-30,14.214598655700684
2010-10-01,14.20189380645752
2010-10-04,14.10027027130127
2010-10-05,14.316225051879883
2010-10-06,14.297168731689453
2010-10-07,14.252711296081543
2010-10-08,14.5194673538208
2010-10-11,14.544875144958496
2010-10-12,14.570280075073242
2010-10-13,14.525829315185547
2010-10-14,14.767181396484375
2010-10-15,14.900553703308105
2010-10-18,15.072049140930176
2010-10-19,14.690963745117188
2010-10-20,14.938671112060547
2010-10-21,14.957720756530762
2010-10-22,14.88150405883789
2010-10-25,14.773527145385742
2010-10-26,16.310588836669922
2010-10-27,16.012065887451172
2010-10-28,15.91679573059082
2010-10-29,15.967611312866211
2010-11-01,15.580164909362793
2010-11-02,16.107336044311523
2010-11-03,16.221939086914062
2010-11-04,16.74399185180664
2010-11-05,16.788557052612305
2010-11-08,16.871326446533203
2010-11-09,16.807653427124023
2010-11-10,17.068683624267578
2010-11-11,16.966819763183594
2010-11-12,16.769460678100586
