Date,FOXA
2019-03-12,34.60011291503906
2019-03-13,36.193546295166016
2019-03-14,37.01302719116211
2019-03-15,37.96907424926758
2019-03-18,37.96907424926758
2019-03-19,36.73075485229492
2019-03-20,35.16463851928711
2019-03-21,36.43938446044922
2019-03-22,35.255699157714844
2019-03-25,34.0902214050293
2019-03-26,34.181278228759766
2019-03-27,33.61674499511719
2019-03-28,33.14326858520508
2019-03-29,33.425533294677734
2019-04-01,33.553001403808594
2019-04-02,33.03400421142578
2019-04-03,32.851898193359375
2019-04-04,33.47106170654297
2019-04-05,34.30874252319336
2019-04-08,34.11752700805664
2019-04-09,33.97184753417969
2019-04-10,33.21610641479492
2019-04-11,33.77153396606445
2019-04-12,34.17217254638672
2019-04-15,34.17217254638672
2019-04-16,34.37248229980469
2019-04-17,35.36495590209961
2019-04-18,35.0007438659668
2019-04-22,34.32695770263672
2019-04-23,34.67295455932617
2019-04-24,34.56369400024414
2019-04-25,34.7366943359375
2019-04-26,35.03716278076172
2019-04-29,35.692745208740234
2019-04-30,35.50153732299805
2019-05-01,35.87485885620117
2019-05-02,33.94453430175781
2019-05-03,34.11752700805664
2019-05-06,34.52726745605469
2019-05-07,33.92632293701172
2019-05-08,34.071998596191406
2019-05-09,35.05537414550781
2019-05-10,35.08270263671875
2019-05-13,34.57280731201172
2019-05-14,34.499961853027344
2019-05-15,34.3360595703125
2019-05-16,33.452850341796875
2019-05-17,34.19502639770508
2019-05-20,34.03009796142578
2019-05-21,34.5340461730957
2019-05-22,34.01176834106445
2019-05-23,33.819358825683594
2019-05-24,33.828514099121094
2019-05-28,33.57196044921875
2019-05-29,32.79313278198242
2019-05-30,32.27086639404297
2019-05-31,32.280033111572266
2019-06-03,31.37293243408203
2019-06-04,31.59283447265625
2019-06-05,31.482879638671875
2019-06-06,31.262971878051758
2019-06-07,31.162181854248047
2019-06-10,31.18051528930664
2019-06-11,31.31794548034668
2019-06-12,32.1151008605957
2019-06-13,32.334999084472656
2019-06-14,32.2891960144043
2019-06-17,33.104671478271484
2019-06-18,33.15964126586914
2019-06-19,32.97638702392578
2019-06-20,32.60071563720703
2019-06-21,33.150482177734375
2019-06-24,32.802303314208984
2019-06-25,32.38081741333008
2019-06-26,32.499935150146484
2019-06-27,32.97638702392578
2019-06-28,33.57196044921875
2019-07-01,32.912254333496094
2019-07-02,33.526153564453125
2019-07-03,33.30624008178711
2019-07-05,33.535308837890625
2019-07-08,33.104671478271484
2019-07-09,33.003883361816406
2019-07-10,33.113834381103516
2019-07-11,33.25127410888672
2019-07-12,33.86516571044922
2019-07-15,33.91098403930664
2019-07-16,33.61777114868164
2019-07-17,33.141319274902344
2019-07-18,33.489498138427734
2019-07-19,33.379547119140625
2019-07-22,33.077178955078125
2019-07-23,33.187137603759766
2019-07-24,33.535308837890625
2019-07-25,34.05758285522461
2019-07-26,34.09423065185547
2019-07-29,34.36910629272461
2019-07-30,34.65315628051758
2019-07-31,34.19502639770508
2019-08-01,33.801029205322266
2019-08-02,33.56280517578125
2019-08-05,33.031368255615234
2019-08-06,33.39787673950195
2019-08-07,33.938472747802734
2019-08-08,32.18840026855469
2019-08-09,32.43579864501953
2019-08-12,32.02347183227539
2019-08-13,32.124263763427734
2019-08-14,30.868976593017578
2019-08-15,30.007688522338867
2019-08-16,30.227596282958984
2019-08-19,31.033903121948242
2019-08-20,30.77735710144043
2019-08-21,30.612428665161133
2019-08-22,30.282567977905273
2019-08-23,29.09142303466797
2019-08-26,29.393795013427734
2019-08-27,29.256351470947266
2019-08-28,29.12807846069336
2019-08-29,29.998525619506836
2019-08-30,30.392520904541016
2019-09-03,30.235675811767578
2019-09-04,30.964576721191406
2019-09-05,31.60120964050293
2019-09-06,31.582759857177734
2019-09-09,31.647342681884766
2019-09-10,31.647342681884766
2019-09-11,31.370546340942383
2019-09-12,31.176788330078125
2019-09-13,31.21369743347168
2019-09-16,31.001474380493164
2019-09-17,30.318708419799805
2019-09-18,30.115726470947266
2019-09-19,29.5621280670166
2019-09-20,29.77433967590332
2019-09-23,29.77433967590332
2019-09-24,29.146928787231445
2019-09-25,29.53444480895996
2019-09-26,29.01775550842285
2019-09-27,29.008525848388672
2019-09-30,29.096181869506836
2019-10-01,28.82399559020996
2019-10-02,28.067413330078125
2019-10-03,28.10431671142578
2019-10-04,28.205812454223633
2019-10-07,28.233491897583008
2019-10-08,27.730642318725586
2019-10-09,27.892105102539062
2019-10-10,28.15968132019043
2019-10-11,29.026981353759766
2019-10-14,28.9623966217041
2019-10-15,29.248422622680664
2019-10-16,29.5159912109375
2019-10-17,29.50676727294922
2019-10-18,29.71898078918457
2019-10-21,30.207988739013672
2019-10-22,30.863080978393555
2019-10-23,30.669322967529297
2019-10-24,29.802019119262695
2019-10-25,29.903514862060547
2019-10-28,30.438655853271484
2019-10-29,30.300254821777344
2019-10-30,29.59903335571289
2019-10-31,29.5621280670166
2019-11-01,29.885059356689453
2019-11-04,30.03268051147461
2019-11-05,30.295639038085938
2019-11-06,30.540149688720703
2019-11-07,32.237850189208984
2019-11-08,32.42238235473633
2019-11-11,32.28398513793945
2019-11-12,31.818037033081055
2019-11-13,31.610431671142578
2019-11-14,31.573530197143555
2019-11-15,31.619667053222656
2019-11-18,32.46852111816406
2019-11-19,33.45576095581055
2019-11-20,33.114376068115234
2019-11-21,32.9390754699707
2019-11-22,32.902164459228516
2019-11-25,32.92061996459961
2019-11-26,33.151283264160156
2019-11-27,33.01287841796875
2019-11-29,32.99443054199219
2019-12-02,32.8468132019043
2019-12-03,32.46852111816406
2019-12-04,32.754539489746094
2019-12-05,32.754539489746094
2019-12-06,32.680721282958984
2019-12-09,32.86525344848633
2019-12-10,33.04056930541992
2019-12-11,33.36349105834961
2019-12-12,34.00012969970703
2019-12-13,33.92632293701172
2019-12-16,33.96322250366211
2019-12-17,34.286163330078125
2019-12-18,34.073944091796875
2019-12-19,34.13853454589844
2019-12-20,34.29538345336914
2019-12-23,34.558349609375
2019-12-24,34.41533279418945
2019-12-26,34.66444778442383
2019-12-27,34.51683044433594
2019-12-30,34.21235275268555
2019-12-31,34.203121185302734
2020-01-02,34.203121185302734
2020-01-03,33.82944869995117
2020-01-06,33.741783142089844
2020-01-07,34.203121185302734
2020-01-08,34.24003982543945
2020-01-09,34.30461502075195
2020-01-10,33.88018798828125
2020-01-13,34.12931442260742
2020-01-14,34.378421783447266
2020-01-15,34.581417083740234
2020-01-16,36.085350036621094
2020-01-17,36.29756546020508
2020-01-21,36.07612609863281
2020-01-22,36.06690216064453
2020-01-23,34.59065246582031
2020-01-24,33.77869415283203
2020-01-27,34.0278205871582
2020-01-28,34.26770782470703
2020-01-29,33.751014709472656
2020-01-30,34.16621780395508
2020-01-31,34.21235275268555
2020-02-03,34.68290710449219
2020-02-04,35.08888244628906
2020-02-05,35.67938232421875
2020-02-06,34.24003982543945
2020-02-07,34.13853454589844
2020-02-10,34.41533279418945
2020-02-11,34.258480072021484
2020-02-12,34.7567138671875
2020-02-13,35.06119918823242
2020-02-14,34.87666702270508
2020-02-18,34.85821533203125
2020-02-19,35.08888244628906
2020-02-20,34.16621780395508
2020-02-21,33.20664596557617
2020-02-24,32.00718307495117
2020-02-25,30.64164161682129
2020-02-26,30.25412368774414
2020-02-27,28.916263580322266
2020-02-28,28.36266326904297
2020-03-02,29.626712799072266
2020-03-03,28.799617767333984
2020-03-04,28.743860244750977
2020-03-05,27.359174728393555
2020-03-06,26.801578521728516
2020-03-09,25.53770637512207
2020-03-10,27.05249786376953
2020-03-11,25.81650161743164
2020-03-12,24.36676025390625
2020-03-13,24.30171012878418
2020-03-16,22.31296730041504
2020-03-17,23.363096237182617
2020-03-18,20.761003494262695
2020-03-19,21.207075119018555
2020-03-20,19.506418228149414
2020-03-23,18.772260665893555
2020-03-24,20.714534759521484
2020-03-25,22.43377685546875
2020-03-26,23.20511245727539
2020-03-27,20.91898536682129
2020-03-30,22.591764450073242
2020-03-31,21.95982551574707
2020-04-01,20.761003494262695
2020-04-02,21.06768035888672
2020-04-03,20.723831176757812
2020-04-06,23.28875160217285
2020-04-07,23.688358306884766
2020-04-08,24.44110679626465
2020-04-09,24.153018951416016
2020-04-13,24.153018951416016
2020-04-14,24.63626480102539
2020-04-15,23.88351821899414
2020-04-16,23.734825134277344
2020-04-17,24.975467681884766
2020-04-20,24.21807098388672
2020-04-21,23.734825134277344
2020-04-22,23.019250869750977
2020-04-23,23.102888107299805
2020-04-24,23.079652786254883
2020-04-27,24.52474594116211
2020-04-28,25.221736907958984
2020-04-29,26.36480140686035
2020-04-30,24.04150390625
2020-05-01,23.63260269165039
2020-05-04,23.228347778320312
2020-05-05,22.3966064453125
2020-05-06,23.05642318725586
2020-05-07,23.465322494506836
